"Teryt";"Province";"Commune code";"Commune";"Commune type";"Precinct No.";"Address";"Precinct type";"Location accessible for the handicapped";"Boundaries"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"1";"Szkoła Podstawowa Nr 20, ul. Wczasy 3, (BRZEŹNO)";"General";"No";"BRZEŹNO , Brzeźnieńska, Cicha, Herbowa, Jantarowa od nr 21 do końca , Łamana, Mazurska, Miła , Młodzieży Polskiej, Oksywska, Orla, Południowa, Północna, Pułaskiego, Walecznych, Wczasy, Zdrojowa"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"2";"""Projektornia"" Gdański Archipelag Kultury, ul. Dworska 29 A, (BRZEŹNO)";"General";"No";"BRZEŹNO , Gdańska, Plater, Polskiego Czerwonego Krzyża, Sternicza"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"3";"STOWARZYSZENIE SZKOŁY GEDANENSIS, ul. Dworska 34, (BRZEŹNO)";"General";"No";"BRZEŹNO , Dworska, Korzeniowskiego"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"4";"STOWARZYSZENIE SZKOŁY GEDANENSIS, ul. Dworska 34, (BRZEŹNO)";"General";"No";"BRZEŹNO , Aleja Hallera od nr 227 do końca [bez nr 227 A], Chodkiewicza"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"5";"Dom Pomocy Społecznej Integracyjny Dom Opieki ""Za Sosnami"", Al. Hallera 227 A, (BRZEŹNO)";"Social help centre";"No";"BRZEŹNO , Aleja Hallera nr 227 A"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"6";"Zespół Szkół Ogólnokształcących i Zawodowych Nr 1, ul. Krasickiego 10, (BRZEŹNO)";"General";"Yes";"BRZEŹNO , Cybulskiego, Ćwiklińskiej, Dunikowskiego, Gałczyńskiego , Gwiazdowskiego, Iwo Galla, Kobieli, Kotarbińskiego, Krasickiego, Osterwy, Solskiego, Sybiraków, Uczniowska od nr 45 do końca, Zelwerowicza"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"7";"Zespół Szkół Ogólnokształcących i Zawodowych Nr 1, ul. Krasickiego 10, (BRZEŹNO)";"General";"No";"BRZEŹNO , Broniewskiego, Łozy, Portowców"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"8";"Zespół Szkół Morskich, ul. Wyzwolenia 8, (NOWY PORT)";"General";"No";"NOWY PORT , Wyzwolenia od nr 1 do nr 31"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"9";"Zespół Szkół Ogólnokształcących Nr 5, ul. Na Zaspę 31 A, (NOWY PORT)";"General";"No";"NOWY PORT , Kasztanowa, Plac Gustkowicza, Wyzwolenia od nr 32 do nr 35 i od nr 48 do końca"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"10";"Zespół Szkół Ogólnokształcących Nr 5, ul. Na Zaspę 31 A, (NOWY PORT)";"General";"No";"NOWY PORT , Bliska, Na Zaspę od nr 23 do nr 34, Oliwska od nr 25 do nr 43 A, B, C, D, Podjazd, Przemysłowa, Przyjaciół , Rybołowców, Wilków Morskich, Wolności od nr 14 do nr 27, Blizowa (dawna Wysoka)"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"11";"Szkoła Podstawowa Nr 55, ul. Wolności 6 A, (NOWY PORT)";"General";"No";"NOWY PORT , Góreckiego, Krzywa, Marynarki Polskiej od nr 1 do nr 24 , Mylna, Spokojna, Strajku Dokerów, Wolności od nr 1 do nr 13 i od nr 28 do końca , Wyzwolenia nr 40 i nr 41"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"12";"Szkoła Podstawowa Nr 55, ul. Wolności 6 A, (NOWY PORT)";"General";"No";"NOWY PORT , Długosza, Floriańska, Na Zaspę od nr 1 do nr 22 i od nr 35 do końca , Oliwska od nr 1 do nr 24 i od nr 50 do końca , Solec, Starowiślna, Szkolna, Władysława IV, Zamknięta"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"13";"Szkoła Podstawowa Nr 69, ul. Sucha 29, (LETNICA)";"General";"No";"LETNICA , Chodackiego, Gwiazda Morza , Handlowa, Letnicka , Marynarki Polskiej od nr 59 do nr 89 [nieparzyste] i od nr 76 do nr 130 [parzyste], Michny , Narwicka, Niecała, Rybitwy, Sielska, Stalowa, Starowiejska, Sucha, Szklana Huta, Śnieżna, Uczniowska od nr 1 do nr 44, Wielopole , Wiślna, Załogowa, Żaglowa"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"14";"Szkoła Podstawowa Nr 69, ul. Zielony Trójkąt 1, (MŁYNISKA)";"General";"No";"MŁYNISKA , Marynarki Polskiej od nr 132 do nr 150, Reja od nr 24 do końca, Zielony Trójkąt"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"15";"Stocznia Północna S.A., ul. Marynarki Polskiej 177, (MŁYNISKA)";"General";"Yes";"MŁYNISKA , Chwaszczyńska, Jana z Kolna od nr 31 do końca, Marynarki Polskiej od nr 151 do końca, Na Ostrowiu, Okrąg, Swojska, Twarda"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"16";"Szkoła Podstawowa Nr 61, ul. Sienna 26, (PRZERÓBKA)";"General";"Yes";"STOGI (z PRZERÓBKĄ), Charpantiera, Chemików, De Plelo, Kryniczna, Kujawska, Ku Ujściu, Pastoriusza, Pokładowa, Przetoczna, Sienna , Siennicka od nr 10 do nr 27 [bez nr 23]"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"17";"Szkoła Podstawowa Nr 61, ul. Sienna 26, (PRZERÓBKA)";"General";"No";"STOGI (z PRZERÓBKĄ) , Andersena , Bajki, Brzechwy, Budowniczych Portu Północnego, Dickensa, Kaczeńce, Kontenerowa, Lenartowicza, Poinca, Stara Twierdza, Sucharskiego"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"18";"Zakład Karny, ul. Siennicka 23, (PRZERÓBKA)";"Penal institution";"No";"STOGI (z PRZERÓBKĄ) , Zakład Karny ul. Siennicka 23"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"19";"Dom Pomocy Społecznej ""Ostoja"", ul. Hoża 4, (STOGI)";"Social help centre";"No";"STOGI (z PRZERÓBKĄ) , Hoża nr 4"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"20";"Dom Sztuki - Gdański Archipelag Kultury, ul. Stryjewskiego 25, (STOGI)";"General";"No";"STOGI (z PRZERÓBKĄ) , Falck Polonusa, Hoża [bez nr 4], Pawia, Tamka od nr 1 do nr 19 [nieparzyste] i od nr 2 do nr 24 [parzyste]"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"21";"Dom Sztuki - Gdański Archipelag Kultury, ul. Stryjewskiego 25, (STOGI)";"General";"No";"STOGI (z PRZERÓBKĄ) , Jastrzębia , Niska, Rozłogi , Skiby, Sokola, Zakole, Zalesie"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"22";"Szkoła Podstawowa Nr 11, ul. Stryjewskiego 28, (STOGI)";"General";"Yes";"STOGI (z PRZERÓBKĄ) , Stryjewskiego od nr 1 do nr 30 , Ugory, Wosia Budzysza, Zimna"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"23";"Szkoła Podstawowa Nr 11, ul. Stryjewskiego 28, (STOGI)";"General";"No";"STOGI (z PRZERÓBKĄ) , Kormoranów, Krucza, Nowotna, Szpaki, Wrzosy, Wydmy"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"24";"Gimnazjum Nr 11, ul. Kłosowa 3, (STOGI)";"General";"No";"STOGI (z PRZERÓBKĄ) , Kłosowa , Nad Brzegiem nr 1A, Rybna, Stryjewskiego od nr 31 do końca , Tamka od nr 21 do końca [nieparzyste] i od nr 26 do końca [parzyste]"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"25";"Szkoła Podstawowa Nr 62, ul. Kępna 38, (KRAKOWIEC)";"General";"No";"KRAKOWIEC-GÓRKI ZACHODNIE , Górecka , Jodłowa, Kępna, Kutnowska , Łęczycka, Łowicka, Mewy , Mrongowiusza, Nad Brzegiem nr 3, Przełom, Rybińskiego, Sówki, Steczka, Stogi, Wyciąg , Zawiślańska, Żaków"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"26";"Zespół Kształcenia Podstawowego i Przedszkolnego Nr 1, ul. Tęczowa 6, (WYSPA SOBIESZEWSKA)";"General";"Yes";"WYSPA SOBIESZEWSKA , Barwna , Czajki , Czyżyków , Falowa , Groszkowa , Gwiaździsta , Iłowa , Jachtowa , Jodowa , Kanałowa , Kapitańska , Kolonijna , Księżycowa , Lazurowa , Marynarska , Nadwiślańska , Ornitologów , Piesza , Pogodna , Promienista , Przegalińska od nr 1 do nr 85 [bez nr 60], Radosna , Słowików , Sobieszewska , Szkutnicza , Tęczowa , Turystyczna od nr 1 do nr 120 [bez nr 69 i nr 71], Ukryta , Wieniecka , Wodna , Żonkilowa"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"27";"Zespół Kształcenia Podstawowego i Gimnazjalnego Nr 25, ul. Boguckiego 44, (WYSPA SOBIESZEWSKA)";"General";"Yes";"WYSPA SOBIESZEWSKA , Akwenowa, Astrowa, Begoniowa, Boguckiego , Dulkowa, Frezjowa, Hiacyntowa, Herberta, Kempingowa , Klimatyczna , Krańcowa , Krylowa, Kwiatowa, Lewkoniowa, Łupaszko , Modrzejewskiej , Narcyzowa , Pohoreckiego , Przegalińska nr 60 i od nr 86 do końca , Rufowa , Świbnieńska , Trałowa , Turystyczna nr 69 i nr 71 oraz od nr 140 do końca , Urwista , Uzdrowiskowa , Węgorzowa , Wiosłowa"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"28";"Szkoła Podstawowa Nr 29, ul. Miałki Szlak 74, (RUDNIKI)";"General";"Yes";"RUDNIKI, Benzynowa , Elbląska od nr 66 do końca [parzyste] i od nr 79 do końca [nieparzyste] , Gdańskiego Kolejarza , Litewska , Miałki Szlak , Michałki , Naftowa , Opłotki , Osty , Płońska , Połęże , Prosta , Rzęsna , Sitowie , Sztutowska , Tama Pędzichowska , Tarcice , Tarniny , Zagroble"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"29";"Zespół Szkół Samochodowych, ul. Elbląska 54/64, (ŚRÓDMIEŚCIE)";"General";"Yes";"OLSZYNKA , Dworkowa , Łęgi , Maki , Osiedle , Słonecznikowa , Wąskotorowa, Zawodzie od nr 1 do nr 31 [bez nr 28], Zielna , Żarnowiecka"
"220000";"pomorskie";"226101";"Gdańsk";"urban commune";"30";"Szkoła Podstawowa Nr 59, ul. Modra 2, (OLSZYNKA)";"General";"No";"OLSZYNKA, Altanki, Bluszczowa , Błońska, Bratki , Dzwonki , Fiołkowa , Gęsia , Goździkowa, Jaśminowa , Jelinki , Kacza , Krótka , Letnia , Listki , Łanowa, Majowa, Miedza , Miodowa , Modra, Na Szańcach , Niezapominajek, Niwki, Olszyńska , Ostróżek , Pasieczna , Piwonii , Pusta , Sierpowa , Stokrotki , Szarotki, Ścieżki, Tulipanów , Wilgi , Wspólna, Zagony , Zawodzie nr 28 i od nr 32 do końca, Zuchów , Żurawia"
