"Teryt";"Province";"Commune code";"Commune";"Commune type";"Precinct No.";"Address";"Precinct type";"Location accessible for the handicapped";"Boundaries"
"040000";"kujawsko-pomorskie";"046101";"Bydgoszcz";"urban commune";"1";"Siedziba Rady Osiedla ""Piaski"", ul. Drzycimska 7";"General";"Yes";"ulice: Alfonsa Hoffmanna, Błądzimska, Błotna, Borzenkowska, Cekcyńska, Drzycimska, Gościeradzka, Jeżewska, Komierowska, Korzenna, Kotomierska, Ks. Augusta Szamarzewskiego, Kuźnicka, Laskowicka, Mąkowarska, Mochelska, Myślęcińska, Niewieścińska, Obozowa, Obrońców Tobruku, Okrężna, Piaski, Piotra Bartoszcze, Przechowska, Runowska, Rytelska, Saperów od nr 139 i od nr 238 do końca, Serocka, Smętowska, Smukalska od nr 1 do nr 111 i od nr 2 do nr 48, Terespolska, Unisławska, Wąwelska, Wierzchucińska, Wudzyńska, Zbrachlińska, Żołędowska"
"040000";"kujawsko-pomorskie";"046101";"Bydgoszcz";"urban commune";"2";"Gimnazjum Nr 28, ul. Żeglarska 67";"General";"Yes";"ulice : Jachtowa, Jednostronna, Kąpielowa, Kolejarska, Ludwikowo od nr 9 i od nr 12 do końca, Niecała, Olsztyńska, Poprzeczna, Półwiejska, Racjonalizatorów, Szyperska, Zakątek, Zamknięta, Żeglarska od nr 1 do nr 91 i od nr 2 do nr 64B"
"040000";"kujawsko-pomorskie";"046101";"Bydgoszcz";"urban commune";"3";"Szkoła Podstawowa Nr 36, ul. Średnia 98";"General";"No";"ulice : Andrzeja Kmicica, Batalionów Chłopskich, Czołgistów, Grenadierów, Gwardzistów, Józefa Bema, Kanonierów, Komandosów, Kosmonautów, Krzemieniecka, Księcia Witolda, Leszka Białego, Ludwikowo od nr 1 do nr 7 i od nr 2 do nr 10, Onufrego Zagłoby, Partyzantów, Poligonowa, Rakietowa, rotm. Witolda Pileckiego, Rynkowska, Saperów od nr 1 do nr 137 i od nr 2 do nr 236, Spadochroniarzy, Starogardzka, Średnia, Zawiszy Czarnego, Żeglarska  od nr 66 i od nr 93 do końca"
"040000";"kujawsko-pomorskie";"046101";"Bydgoszcz";"urban commune";"4";"Specjalny Ośrodek Szkolno-Wychowawczy Nr 3 dla Dzieci i Młodzieży z Upośledzeniem Umysłowym, ul. Graniczna 12";"General";"Yes";"ulice: Grunwaldzka od nr 1 do nr 15 i od nr 2 do nr 26, Maksymiliana Jackowskiego od nr 1 do nr 13 i od nr 2 do nr 20, Marszałka Focha od nr 38 do końca"
"040000";"kujawsko-pomorskie";"046101";"Bydgoszcz";"urban commune";"5";"Szkoła Podstawowa Nr 10, ul. Śląska 7";"General";"No";"ulice: Adama Naruszewicza, Artura Grottgera, Garbary, Kącik, Królowej Jadwigi od nr 1 do nr 21 i od nr 2 do nr 14, Władysława Łokietka od nr 1 do nr 19a i od nr 2 do nr 18"
"040000";"kujawsko-pomorskie";"046101";"Bydgoszcz";"urban commune";"6";"Szkoła Podstawowa Nr 10, ul. Śląska 7";"General";"Yes";"ulice : Henryka Siemiradzkiego, Ks. Jana Długosza, Maksymiliana Jackowskiego od nr 15 i od nr 22 do końca, Śląska od nr 1 do nr 25 i od nr 2 do nr 24, Władysława Łokietka od nr 20 i od nr 21 do końca"
"040000";"kujawsko-pomorskie";"046101";"Bydgoszcz";"urban commune";"7";"Zespół Szkół Nr 6, ul. Staroszkolna 12";"General";"No";"ulice: Chełmińska, Graniczna, Grunwaldzka od nr 28 do nr 78, Jasna, Plac Chełmiński, Śląska od nr 26 i od nr 27 do końca"
"040000";"kujawsko-pomorskie";"046101";"Bydgoszcz";"urban commune";"8";"Zespół Szkół Nr 6,  ul. Staroszkolna 12";"General";"No";"ulice: Czarna Droga, Grunwaldzka od nr 17 do nr 83, Kanałowa, Nad Kanałem, Nowogrodzka, Staroszkolna, Wrocławska"
"040000";"kujawsko-pomorskie";"046101";"Bydgoszcz";"urban commune";"9";"Zespół Szkół Ogólnokształcących Nr 3, ul. Nowogrodzka 3";"General";"No";"ulice: Grunwaldzka od nr 80 do nr 130 i od nr 85 do nr 161, Józefa Ignacego Kraszewskiego, Młyńska, Nadrzeczna"
"040000";"kujawsko-pomorskie";"046101";"Bydgoszcz";"urban commune";"10";"Zespół Szkół Nr 16, ul. Koronowska 74";"General";"Yes";"ulice: Buszkowska, Byszewska, Czarnkowska, Głucha, Gogolińska, Gostycyńska, Grunwaldzka od nr 132 do nr 146B i od nr 163 do nr 193, Jarmużowa, Jerzego Orlicza, Karolewska, Koronowska od nr 1 do nr 41 i od nr 2 do nr 48, Kórnicka, Lodowa, Lubostrońska, Łącka, Łobżenicka, Małgorzaty Szułczyńskiej, Nad Torem, Obornicka, Papiernicza, Rogalińska, Siedlecka od nr 1 do nr 121 i od nr 2 do nr 32, Skarbiewska, Szczecińska, Świekatowska, Tadeusza Rzepeckiego, Trzeciewiecka, Wałdowska, Wągrowiecka, Więcborska, Żnińska"
