"Teryt";"Province";"Commune code";"Commune";"Commune type";"Precinct No.";"Address";"Precinct type";"Location accessible for the handicapped";"Boundaries"
"080000";"lubuskie";"086101";"Gorzów Wielkopolski";"urban commune";"1";"Dom Strażaka, ul.Strażacka 36, Gorzów Wielkopolski";"General";"No";"Deszczowa, Dworska, Gospodarska, Rumiankowa, Skrajna, Strażacka, Świetlana , Włościańska, Wschodnia, Wylotowa, Zachodnia, Zagrodowa, Zielna, Ziemiańska, Żytnia"
"080000";"lubuskie";"086101";"Gorzów Wielkopolski";"urban commune";"2";"Zespół Szkół Ogrodniczych, ul.Poznańska 23, Gorzów Wielkopolski";"General";"No";"Baczewskiego, Bindera, Biwakowa, Braci Paździorków, Brauna, Chorągwiana, Dojazdowa, Drużynowa, Furmanka, Gruntowa, Harcerska, Hufcowa, Junacka, Karnińska, Knaka, Kowalskiego, Ludowa, Łagodzińska, Osadnicza, Poznańska, Pszenna, Rodła, Siedlicka, Skautów, Sulęcińska, Wierzbowa, Willowa, Wspólna, Zastępowa, Zieleniecka, Zuchów"
"080000";"lubuskie";"086101";"Gorzów Wielkopolski";"urban commune";"3";"Szkoła Podstawowa Nr 4, ul. Kobylogórska 110, Gorzów Wielkopolski";"General";"No";"Bydgoska, Gnieźnieńska, Inowrocławska, Kobylogórska, Krótka, Kujawska, Międzychodzka, Pilska, Sierakowska, Toruńska, Wał Śluzy, Wągrowiecka"
"080000";"lubuskie";"086101";"Gorzów Wielkopolski";"urban commune";"4";"Przedszkole Miejskie nr 4, ul. Kobylogórska 107, Gorzów Wielkopolski";"General";"No";"Bledzewska, Bociania, Cicha, Cysterska, Drozdowa, Graniczna, Jaskółcza, Kasprzaka, Koniawska, Krasickiego, Kręta, Kukułcza, Łąkowa, Łysa, Małorolnych, Miernicza, Niwicka, Nowy Dwór, Osiedlowa, Paradyska, Piaskowa, Podgórna, Półwiejska, Wał Długi, Wiatraczna, Rzepińska, Słowicza, Sowia, Ulimska, Zbąszyńska, Żurawia"
"080000";"lubuskie";"086101";"Gorzów Wielkopolski";"urban commune";"5";"Miejskie Centrum Kultury ""Zawarcie"", ul.Wawrzyniaka 65, Gorzów Wielkopolski";"General";"Yes";"Jaśminowa, Klonowa, Kolejowa, Morelowa, Prosta, Różana, Sielska, Spokojna, Wawrzyniaka, Winna"
"080000";"lubuskie";"086101";"Gorzów Wielkopolski";"urban commune";"6";"Gimnazjum nr 4, ul. Grobla 68a, Gorzów Wielkopolski";"General";"No";"Grobla, Mazowiecka, Mechaniczna, Owcza, Portowa, Przemysłowa, Świętego Jerzego, Targowa, Wał Okrężny, Wąska, Woskowa, Zielona"
"080000";"lubuskie";"086101";"Gorzów Wielkopolski";"urban commune";"7";"Zespół Szkół Nr 12, ul. Śląska 20, Gorzów Wielkopolski";"General";"No";"Akacjowa, Bracka, Brzozowa, Budowlanych, Grabowa, Jaworowa, Kwiatowa, Lipowa, Malinowa, Orzechowa, Śląska"
"080000";"lubuskie";"086101";"Gorzów Wielkopolski";"urban commune";"8";"Szkoła Podstawowa nr 10, ul.Towarowa 21, Gorzów Wielkopolski";"General";"No";"Fabryczna, Jasna, Jutowa, Małopolska, Polna, Spółdzielców, Tkacka, Towarowa, Wał Poprzeczny, Waryńskiego, Żerańska"
"080000";"lubuskie";"086101";"Gorzów Wielkopolski";"urban commune";"9";"Szkoła Podstawowa Nr 12, ul. Dobra 16, Gorzów Wielkopolski";"General";"No";"Artylerzystów, Czołgistów, Dąbroszyńska, Dobra od nr 1 do 25, Dolna, Drzewicka, Górna, Hetmańska, Husarska, Kasztelańska, Kirasjerów, Komandosów, Kostrzyńska, Krzyżowa, Marynarki Wojennej, Minerów, Nad Wartą, Piechoty, Pontonierów, Promienna, Rycerska, Rzeczna, Saperów, Tartaczna, Ułanów, Warzywna, Wiśniowa, Witnicka, Wopistów, Zwiadowców, Źródłowa"
"080000";"lubuskie";"086101";"Gorzów Wielkopolski";"urban commune";"10";"Dom Kultury ""Małyszyn"", ul.Małyszyńska 8, Gorzów Wielkopolski";"General";"No";"Ateńska, Berlińska, Brukselska, Cedyńska, Chojeńska, Dobra od nr 26 do nr 61, Drawska, Goleniowska, Gryfińska, Haska, Kamieńska, Kijowska, Kołobrzeska, Koszalińska, Lipiańska, Lizbońska, Londyńska, Lwowska, Łobeska, Madrycka, Małyszyńska, Metalowców, Mironicka, Moryńska, Mosiężna, Nasienna, Nowogardzka, Odlewników, Okopowa, Paryska, Pełczycka, Plac Unii Europejskiej, Policka, Połczyńska, Praska, Pyrzycka, Rolna, Ryska, Rzymska, Słupska, Spiżowa, Stalowa, Stargardzka, Szczecińska, Ustronie, Wiedeńska, Wileńska, Wolińska, Zbożowa, Złotego Smoka"
