"Electoral institution";"Teritorial code";"Constituency no";"Mandates quantity";"Committees quantity";"Candidates quantity";"Electorals quantity";"Constituency boundaries"
"Rada Powiatu w Krasnymstawie";"060600";"1";"5";"6";"60";"14926";"Gmina Fajsławice, Gmina Łopiennik Górny, Gmina Krasnystaw"
"Rada Powiatu w Krasnymstawie";"060600";"2";"5";"6";"60";"16344";"Miasto Krasnystaw"
"Rada Powiatu w Krasnymstawie";"060600";"3";"5";"6";"59";"14297";"Gmina Izbica, Gmina Kraśniczyn, Gmina Siennica Różana"
"Rada Powiatu w Krasnymstawie";"060600";"4";"4";"6";"48";"11166";"Gmina Gorzków, Gmina Rudnik, Gmina Żółkiewka"
"Rada Powiatu Kraśnickiego";"060700";"1";"8";"4";"62";"30144";"Miasto Kraśnik"
"Rada Powiatu Kraśnickiego";"060700";"2";"5";"5";"45";"17651";"Miasto i Gmina Annopol, Gminy: Dzierzkowice, Gościeradów"
"Rada Powiatu Kraśnickiego";"060700";"3";"5";"5";"46";"16226";"Gminy: Kraśnik, Szastarka, Trzydnik Duży"
"Rada Powiatu Kraśnickiego";"060700";"4";"5";"5";"44";"17079";"Gminy: Urzędów, Wilkołaz, Zakrzówek "
"Rada Powiatu w Lubartowie";"060800";"1";"5";"6";"52";"18647";"miasto Lubartów"
"Rada Powiatu w Lubartowie";"060800";"2";"6";"6";"56";"22070";"gmina Abramów, gmina Kamionka, gmina Michów, gmina Lubartów"
"Rada Powiatu w Lubartowie";"060800";"3";"5";"6";"48";"16059";"Gmina Jeziorzany, gmina Kock, gmina Firlej, gmina Ostrówek"
"Rada Powiatu w Lubartowie";"060800";"4";"5";"6";"51";"16091";"gmina Ostrów Lubelski, gmina Serniki, gmina Uścimów, gmina Niedźwiada"
"Rada Powiatu w Lublinie";"060900";"1";"5";"6";"45";"20568";"gmina Bychawa, gmina Krzczonów, gmina Wysokie, gmina Zakrzew"
"Rada Powiatu w Lublinie";"060900";"2";"4";"6";"41";"18692";"gmina Głusk, gmina Jabłonna, gmina Strzyżewice"
"Rada Powiatu w Lublinie";"060900";"3";"4";"5";"36";"17024";"gmina Garbów, gmina Jastków "
"Rada Powiatu w Lublinie";"060900";"4";"5";"6";"49";"21019";"gmina Niemce, gmina Wólka "
"Rada Powiatu w Lublinie";"060900";"5";"4";"6";"39";"14375";"gmina Konopnica, gmina Wojciechów"
"Rada Powiatu w Lublinie";"060900";"6";"5";"6";"53";"22790";"gmina Bełżyce, gmina Borzechów, gmina Niedrzwica Duża"
"Rada Powiatu w Łęcznej";"061000";"1";"4";"6";"43";"10206";"Gmina Cyców, Gmina Puchaczów"
"Rada Powiatu w Łęcznej";"061000";"2";"3";"6";"36";"7382";"Gmina Milejów"
"Rada Powiatu w Łęcznej";"061000";"3";"7";"7";"93";"19821";"Gmina Łęczna"
"Rada Powiatu w Łęcznej";"061000";"4";"3";"6";"34";"8232";"Gmina Spiczyn, Gmina Ludwin"
"Rada Powiatu w Łukowie";"061100";"1";"6";"7";"84";"24869";"Miasto Łuków"
"Rada Powiatu w Łukowie";"061100";"2";"5";"7";"70";"18921";"Gmina Łuków, Gmina Trzebieszów"
"Rada Powiatu w Łukowie";"061100";"3";"6";"6";"66";"21967";"Gmina Adamów, Gmina Serokomla, Gmina Krzywda, Gmina Wojcieszków"
"Rada Powiatu w Łukowie";"061100";"4";"6";"7";"76";"20707";"Miasto Stoczek Łukowski, Gmina Stanin, Gmina Stoczek Łukowski, Gmina Wola Mysłowska"
"Rada Powiatu w Opolu Lubelskim";"061200";"1";"5";"6";"57";"14618";"Miasto i Gmina Opole Lubelskie"
"Rada Powiatu w Opolu Lubelskim";"061200";"2";"5";"6";"49";"12525";"Miasto i Gmina Poniatowa"
"Rada Powiatu w Opolu Lubelskim";"061200";"3";"4";"6";"45";"11115";"Gmina Chodel, Gmina Józefów nad Wisłą"
"Rada Powiatu w Opolu Lubelskim";"061200";"4";"5";"6";"48";"13065";"Gmina Łaziska, Gmina Karczmiska, Gmina Wilków"
"Rada Powiatu w Parczewie";"061300";"1";"6";"6";"71";"12441";"gmina Parczew"
"Rada Powiatu w Parczewie";"061300";"2";"5";"7";"58";"10633";"gminy: Jabłoń, Milanów, Siemień"
"Rada Powiatu w Parczewie";"061300";"3";"4";"7";"44";"7233";"gminy Dębowa Kłoda, Podedwórze, Sosnowica"
"Rada Powiatu w Puławach";"061400";"1";"10";"6";"98";"41212";"Miasto Puławy."
"Rada Powiatu w Puławach";"061400";"2";"3";"6";"31";"12456";"Gminy: Puławy, Janowiec."
"Rada Powiatu w Puławach";"061400";"3";"3";"6";"30";"12806";"Gminy: Końskowola, Żyrzyn."
"Rada Powiatu w Puławach";"061400";"4";"3";"6";"31";"12386";"Gminy: Kurów, Markuszów, Baranów."
"Rada Powiatu w Puławach";"061400";"5";"4";"6";"37";"17202";"Gminy: Nałęczów, Wąwolnica, Kazimierz Dolny."
"Rada Powiatu Radzyńskiego";"061500";"1";"5";"6";"60";"13334";"Miasto Radzyń Podlaski"
"Rada Powiatu Radzyńskiego";"061500";"2";"8";"8";"105";"19816";"Gmina Borki, Czemierniki, Radzyń Podlaski, Ulan Majorat"
"Rada Powiatu Radzyńskiego";"061500";"3";"6";"8";"82";"16510";"Gmina Kąkolewnica Wschodnia, Komarówka Podlaska, Wohyń"
"Rada Powiatu w Rykach";"061600";"1";"5";"4";"38";"14166";"Miasto Dęblin"
"Rada Powiatu w Rykach";"061600";"2";"7";"5";"66";"17113";"Gmina Ryki"
"Rada Powiatu w Rykach";"061600";"3";"7";"5";"61";"16752";"Gminy: Kłoczew, Nowodwór, Stężyca, Ułęż"
"Rada Powiatu w Świdniku";"061700";"1";"6";"5";"48";"16423";"Miasto Świdnik 1 – południowa strona ul. Mełgiewskiej, wschodnia strona ul. Lotniczej, linia graniczna pomiędzy lotniskiem a os. Żwirki i Wigury i WSK „PZL -Świdnik” S.A., linia graniczna między wsią Franciszków gminy Mełgiew, północna strona torów kolejowych Lublin – Chełm, zachodnia strona ul. Kosynierów, północna strona ul. Turystycznej, północna strona ul. Racławickiej, zachodnia strona Al. Lotników Polskich, północna strona ul. Piaseckiej, linia graniczna pomiędzy miastem Lublin a gminą Świdnik"
"Rada Powiatu w Świdniku";"061700";"2";"5";"5";"43";"17245";"Miasto Świdnik 2 - południowa strona torów kolejowych Lublin – Chełm, linia graniczna pomiędzy wsią Nowy Krępiec gminy Mełgiew, zachodnia strona ul. Kusocińskiego, północna strona ul. Piaseckiej, wschodnia strona Al. Lotników Polskich, południowa strona ul. Turystycznej, południowa strona ul. Racławickiej, wschodnia strona ul. Kosynierów"
"Rada Powiatu w Świdniku";"061700";"3";"8";"6";"61";"26108";"Gminy: Mełgiew, Piaski, Rybczewice, Trawniki"
"Rada Powiatu w Tomaszowie Lubelskim";"061800";"1";"5";"7";"64";"16989";"Miasto Tomaszów Lubelski"
"Rada Powiatu w Tomaszowie Lubelskim";"061800";"2";"5";"7";"59";"15351";"Gminy:Tomaszów Lubelski, Susiec"
"Rada Powiatu w Tomaszowie Lubelskim";"061800";"3";"3";"7";"38";"11294";"Gminy:Lubycza Królewska, Bełżec, Jarczów"
"Rada Powiatu w Tomaszowie Lubelskim";"061800";"4";"3";"7";"37";"10871";"Gminy:Krynice, Tarnawatka, Rachanie"
"Rada Powiatu w Tomaszowie Lubelskim";"061800";"5";"5";"7";"64";"18537";"Miasto i Gmina Tyszowce, Miasto i Gmina Łaszczów, Gminy: Telatyn, Ulhówek"
"Rada Powiatu we Włodawie";"061900";"1";"6";"5";"58";"11414";"Miasto Włodawa"
"Rada Powiatu we Włodawie";"061900";"2";"4";"5";"35";"7576";"Gmina Włodawa, Gmina Hanna, "
"Rada Powiatu we Włodawie";"061900";"3";"4";"5";"37";"7434";"Gmina Stary Brus, Gmina Urszulin, Gmina Wyryki"
"Rada Powiatu we Włodawie";"061900";"4";"3";"5";"27";"6606";"Gmina Hańsk, Gmina Wola Uhruska"
"Rada Powiatu w Zamościu";"062000";"1";"4";"6";"47";"17243";"Gmina Zamość"
"Rada Powiatu w Zamościu";"062000";"2";"4";"6";"47";"15737";"Miasto i Gmina Zwierzyniec, Miasto i Gmina Szczebrzeszyn"
"Rada Powiatu w Zamościu";"062000";"3";"4";"6";"45";"13993";"Gminy: Nielisz, Sułów i Radecznica"
"Rada Powiatu w Zamościu";"062000";"4";"4";"6";"48";"14872";"Gminy: Adamów, Łabunie,  Miasto i Gmina Krasnobród"
"Rada Powiatu w Zamościu";"062000";"5";"3";"6";"35";"12774";"Gminy: Stary Zamość, Skierbieszów i Grabowiec"
"Rada Powiatu w Zamościu";"062000";"6";"4";"6";"46";"15092";"Gminy: Sitno, Miączyn i Komarów-Osada"
"Rada Miasta Biała Podlaska";"066101";"1";"6";"7";"71";"11896";"Al. Jana Pawła II( od Krzny do ul. Kościuszki), Al. Tysiąclecia (od Krzny do PKP), Asnyka, Brzegowa, Brzozowa, Chmielna, Fabryczna, Grabowa, Handlowa, Kardynała Wyszyńskiego, Kąpielowa, Kościuszki, Leszczynowa, Lotnicza, Łomaska (numery nieparzyste od Krzny do ul. Zielonej i parzyste od Krzny do ul. Kolejowej), Łukaszyńska,  Mickiewicza, Młyńska, Na Skarpie, Orzechowa, Parkowa, Piaskowa, Plażowa, Pływacka, Rakowa, Reja, Rondo Romana Dmowskiego, Rybna, Sidorska (od Kolejowej do ul. Brzegowej), Składowa, Słoneczna, Słowicza, Torowa, Waryńskiego, Wesoła, Widok, Włoska, Zdanowskiego "
"Rada Miasta Biała Podlaska";"066101";"2";"5";"8";"71";"10712";"Akacjowa, Bajana, Bartka Las, Barwinkowa, Boczna,  Borowa, Borowikowa, Borówkowa, Broniewskiego,  Brzechwy, Bukowa, Burzyńskiego, Ceglana, Chłodna, Cienista, Ciołkosza, Cisowa, Cywińskiego, Czajki Stachowicz, Czereśniowa, Czerwińskiego, Ćwiklińskiej, Daleka, Dąbrowska, Długa, Długosza, Dobra, Dokudowska, Droga Wojskowa (od Krzny do ul. Twardej), Drzewieckiego, Dzika, Fornalskiej, Gałczyńskiego, Gołębia, Górna, Grabarska, Graniczna, Gromadzka, Grzybowa, Iglasta, Jagodowa, Jałowcowa, Jaracza, Jarzębinowa, Jasna, Jaskółcza, Jastrzębia, Jaśminowa, Jaworowa, Jesionowa, Jodłowa, Kalinowa, Karasia, Klonowa, Kolejowa, Kołowa, Kołychawa, Koncertowa, Konopnickiej, Kościelna, Krasickiego, Kręta, Krucza, Krzywa, Księdza Jankowskiego, Księdza Ściegiennego, Lisia, Lotników Podlaskich, Lubelska, Ludowa, Łomaska (numery nieparzyste od ul. Zielonej do granic miasta i parzyste od ul. Kolejowej do granic miasta),  Łowiecka, Ługowa, Maciąga, Makuszyńskiego, Mała, Męczenników Katynia, Mieszczańska, Milcarka, Modrzewiowa, Morelowa, Mostowska, Nałkowskiej, Norwida, Okólna, Okrężna, Olszowa, Opieńkowa, Paprociowa, Plac Trzech Krzyży, Podleśna,  Podłączna, Pogodna, Poziomkowa, Przelotna, Przyjaźni, Robotnicza, Sarnia, Sasankowa, Sawczuka, Sempołowskiej, Sienkiewicza, Sikorskiego, Skłodowskiej-Curie, Skoczylasa, Sobolowa, Sokulska, Solskiego, Sosnowa, Sowia, Sowińskiego, Sportowa, Stacyjna, Stodolna, Szkolna, Szumowa, Środkowa, Świerkowa, Tańskiego, Tęczowa, Topolowa, Tuwima, Twarda, Wiązowa, Wierzbowa, Winiarska, Wiśniowa, Witoroska, Witoszyńskiego, Wolska, Wrzosowa, Wspólna, Wyrzykowskiego, Wyspiańskiego, Wyzwolenia, Zaciszna, Zagajnikowa, Zapolskiej, Zawilcowa, Zelwerowicza, Zielona, Ziemiańska, Złota, Żabia,  Żardeckiego, Żwirki i Wigury, Żwirowa"
"Rada Miasta Biała Podlaska";"066101";"3";"5";"7";"64";"10240";"Al. Solidarności, Al. Jana Pawła II (od ul. Terebelskiej do Krzny), Al. Tysiąclecia (od ul. Brzeskiej do Krzny),  Armii Krajowej, Artyleryjska, Batalionów Chłopskich, Białka, Bojki, Bownika, Braci Horaczyńskich, Bratkowskiej, Browarna, Brzeska, Brzóski, Budkiewicza, Celników Polskich, Chełmońskiego, Chłopickiego, Chmielowskiego, Ciasna, Cicha, Cmentarna, Damrosza, Dąbskiego, Dolna, Dwernickiego, Dziedzickiego, Dziubińskiej, Fałata, Francuska, Frankowskiego, Furmana, Garncarska, Generała Bittnera, Gierymskiego, Glogera, Grota Roweckiego, Grudzińskiego, Gruntowa, Janowska, Jatkowa, Kasztanowa, Kolonia Francuska, Korczaka, Kosmonautów, Kosmowskiej, Kossaka, Kosynierów, Kowalskiego, Kraszewskiego, Krótka, Krzyżanowskiego, Księdza Barbasiewicza, Księdza Wilskiego-Ciborowicza, Langiewicza, Lelewela, Lipowa, Łazienna, Łąkowa, Łuczyckiej, Madler, Malczewskiego, Malinowskiego,  Mikołajczyka, Miłkowskiego, Moniuszki, Narutowskiego, Narutowicza, Niećki, Niedźwiedzkiej, Nocznickiego, Nowa, Obwodowa, Ogrodowa, Okopowa, Ordona, Osieckiego, Piłsudskiego, Piotra Skargi, Plac Szkony Dwór, Plac Wojska Polskiego, Plac Wolności, Plater, Pocztowa, Podmiejska, Polna, Powstańców, Północna, Prądzyńskiego, Prosta,  Prusa, Przechodnia, Przemysłowa, Przesmyk, Reformacka, Rejtana, Reka, Rewakowicza, Reymonta, Rolnicza, Rzeczna, Rzeźniana, Sadowa, Sidorska (od ul. Brzegowej do granic miasta), Sielczyk, Sitnicka (nieparzyste od ul. Janowskiej do Grunwaldzkiej i parzyste od ul. Janowskiej do ul. Piłsudskiego), Solarza, Spokojna, Stapińskiego, Styki,  Średnia, Terebelska ( nieparzyste od ul. Janowskiej do obwodnicy bez numeru 45, 45A, 49, 49A, 49B, 49C, 49D), Traugutta,  Turystyczna, Walczuka, Walewskiej, Warszawska (od Placu Wolności do ul. Spółdzielczej), Wąska, Witosa, Wybickiego, Zagrodowa, Zamkowa,  Żeromskiego, Żytnia"
"Rada Miasta Biała Podlaska";"066101";"4";"7";"7";"82";"13128";"34 Pułku Piechoty, Abramowicza, Akademicka, Anny Jagiellonki, Artyleryjska, Bartoszewicza, Bema, Błogosławionego Honorata KOźmińskiego, Błyskosza, Bolesława Chrobrego, Chodkiewicza, Chopina, Czarnieckiego, Czecha, Dmowskiego, Droga Wojskowa ( od ul. Sławacińskiej do Krzny), Folwarczna, Glinki, Głęboka, Głowackiego, Grodzickiego, Grunwaldzka, Hallera, Karłowicza, Kasporwicza, Kazimierza Jagiellończyka, Kilińskiego, Kleeberga, Kochanowskiego, Kołłątaja, Kopernika, Królowej Jadwigi, Kruczkowskiego, Księcia Witolda, Kusocińskiego, Kwiatowa, Literacka, Makaruka, Marusarza, Matejki, Niemcewicza, Okrzei, Olimpijczyków, Orzeszkowej, Osiedle Sitnickie, Osterwy, Paderewskiego, Piękna, Pokoju, Poniatowskiego, Poprzeczna, Przybosia, Pułaskiego, Radziwiłłowska, Rogińskiego, Różana, Sitnicka (nieparzyste od ul.Grunwaldzkiej do granic miasta i parzyste od ul. Piłsudskiego do granic miasta), Sławacińska, Słowackiego, Spacerowa, Spółdzielcza, Struga, Studencka, Sucharskiego, Sworska, Sygietyńskiego, Szarych Szeregów, Szczytowa, Szymanowskiego, Targowa,  Terebelska (parzyste od ul. Janowskiej do granic miasta i nieparzyste od obwodnicy do granic miasta oraz numery 45, 45A, 49, 49A, 49B, 49C, 49D), Tetmajera, Ujmy, Unitów Podlaskich, Warszawska (od ul. Spółdzielczej do granic miasta),  Wieniawskiego, Willowa, Władysława Jagiełły, Wróblewskiego, Zawiszy Czarnego, Zgoda, Ziemowita, Zygmunta Augusta, Zygmunta Starego, Żurawia"
"Rada Miasta Chełm";"066201";"1";"6";"6";"69";"13160";"Osiedle ""Rejowiecka"" ulice: 1Korpusu Pancernego, Astrowa, Azaliowa, Białowieska, K.Bogdanowicza, Bociania, Bratkowa, W.Broniewskiego, S.Brzozowskiego, Budowlana, Bursztynowa, Ceramiczna, J. Chełmońskiego, K.Czernickiego, Diamentowa, Działkowa, Z.Farbiszewskiej, Fiołkowa, A.Fredry, Z.Glogera, W.Głowackiego, M.Hempel, Irysowa, A.Janowskiego, E.Jaraczewskiej, Jaśminowa, Judyma, Kaflarska, Kaszubska, J.Kochanowskiego, O.Kolberga, H.Kołłątaja, Konwaliowa, W.Kossaka, Krajobrazowa, Krańcowa, I.Krasickiego, J.Kraszewskiego, Krokusowa, Krucza, Kujawska, L.Kunickiego, Makowa, Malowane, Mazowiecka, Mazurska, J.Medyńskiej, Miernicza, Miła, Mimozy, Narcyzowa, C.K.Norwida, W.Orlińskiej, Piaskowa, Podgórze, Poleska, Pomorska, Poprzeczna, Przejazdowa, Puławska,  Rejowiecka, Różana, W.Rzewuskiego, M.Curie-Skłodowskiej, A.Skorupy, Storczykowa, Szafirowa, Szarotki, Szpitalna, ,  Z. Szymczakowskiego, Tulipanowa, J.Tuwima, Ułanów, Wielkopolska, Wierzbowa, W.Witosa, Włodawska, Wodna, Wrzosowa, Wygon, St.Wyspiańskiego, G.Zapolskiej, Zawadówka, W.Zygmunta, Żabia, Żołnierska, , Osiedle ""Śródmieście"" ulice: al. Armii Krajowej, Boczna, Bohaterów, Browarna, Brzozowa, S.Czarnieckiego, Czerwonego Krzyża, Dojazdowa, Gdańska, Jasna, Jatkowa, H. Jordana, Kasztanowa, Kąpieliskowa, M. Konopnickiej, M. Kopernika, J. Korczaka, Krótka, Krzywa, Kwiatowa, Lipowa, Lubelska od początku do nr 109 i od poczatku do nr 106, Lwowska od początku do nr 27 i od poczatku do nr 20, Łączna, Malinowa, Mechaniczna, A.Mickiewicza, J.Młodowskiej,  Mokra, Nadtorowa od początku do nr 47, Nadrzeczna, G.Narutowicza, Obłońska, Ogrodowa, Gen.G.Orlicz-Dreszera, E.Orzeszkowej, Partyzantów od poczatku do nr 55 i od poczatku do nr 90, Pijarska, M.Pilarskiego, G.Piramowicza, pl. Gdański, pl. T.Kościuszki, pl. Kupiecki, pl. E.Łuczkowskiego, Pocztowa, Podwalana, Poległych, Ks.J.Popiełuszki, Przechodnia, Reformacka, Rybna, Siedlecka, H.Sienkiewicza, S.Staszica, Strażacka, Sybiraków, Szkolna,  Św. Mikołaja, Targowa, Uściługska, Z.Waśniewskiego, Wąska, Wiśniowa, Zacisze, Zakątek, Zamojska, Zielna, Żeglarska"
"Rada Miasta Chełm";"066201";"2";"6";"6";"69";"15521";"Osiedle ""Zachód"" ulice: Gen. W.Andersa, Bednarska, Gen.Z.Bohusz-Szyszko, Gen. T.Bór-Komorowskiego, Chłodna, Janówka, Gen.L.Kmicic-Skrzyńskiego, Koszarowa, Kowalska, Legionów Polskich, Lubelska od nr 106a do końca i od nr 111 do końca, Gen. St. Maczka, Majdan, Metalowa od nr 11 do końca i od nr 48 do końca, Młynarska, Nadtorowa od nr 49 do końca i od nr 2 do końca, Niska, Gen.L.Okulickiego, Piekarska, Piwna, pl. im. Jana Pawła II, Północna, Gen. S. Skalskiego, Synów Pułku, Szarych Szeregów, Trubakowska, Zachodnia, Złota, Związku Strzeleckiego, Źródlana, , Osiedle ""Słoneczne"" ulice: 15 Sierpnia, A.Asnyka, B.Chrobrego, Dąbrówki,  J.Elsnera, Kazimierza Wielkiego, Władysława Jagiełły, Jana III Sobieskiego, M.Karłowicza, K.Kurpińskiego, W.Lutosławskiego, Lwowska od nr 22 do końca i od nr 33 do końca, Łabędzia, Metalowa od początku do nr 9 i od początku do nr 46, Mieszka I,  F.Nowowiejskiego, Orląt Lwowskich, Polna, Pszenna, M.Rodziewiczówny, Rusałki, Gen. St. Skalskiego, Skowronkowa, Słowicza, I.Stanisławskiej, Szpakowa, dr B. Sztembis, K.Szymanowskiego, Św. Jadwigi Królowej, H.Wieniawskiego, B.Wirskiego, M.Wolskiej, Dr. S. Żarnowskiego, S.Żółkiewskiego, Żurawia., , Osiedle ""XXX-lecia"" ulice: I Armii Wojska Polskiego, Droga Męczenników, Gen. S.Grota-Roweckiego, Lwowska B, Ks.M.Mrozka, Nowy Świat, Powstańców Warszawy"
"Rada Miasta Chełm";"066201";"3";"5";"6";"60";"13140";"Osiedle ""Działki"" ulice: K.Baczyńskiego, J.Bema, Ks.Z.Berezeckiego, Botaniczna, Braci Gierymskich, J.Brzechwy, Cisowa, J.Dąbrowskiego, Gajowa, Górna, A.Grottgera, Grunwaldzka, Hrubieszowska od nr 30 do końca i od nr 25 do końca, Jałowcowa, K.Janczykowskiego, Jaworowa, A.Jaworskiego, Jesienna, Jodłowa, J.Kilińskiego, Klonowa, E.Kornasa, Kosynierów, Gen.N.Langiewicza, Leśna, Letnia, Litewska, Lotnicza, Łowiecka, J.Matejki, Modrzewiowa, I.Mościckiego, Myśliwska, Niecała, Ogrodnicza, J.Paderewskiego, Parkowa, Partyzantów od nr 61 do końca i od nr 94 do końca, Piastowska, Piękna, E.Plater, Podborcze, Pogodna, Południowa, B.Prusa, Pszczela, Racławicka, T.Reytana, Gen.W.Sikorskiego, Słoneczna, Ks.I.Skorupki, Sosnowa, Gen.J.Sowińskiego, Spacerowa, H.Sucharskiego, Szczęśliwa, Świerkowa, Tęczowa, Topolowa, R.Traugutta, Urocza, Wiosenna, Wolwinów, J.Wybickiego, Prym.S.Wyszyńskiego, Zimowa, S.Żeromskiego, , Osiedle ""Kościuszki"" ulice: al.3 Maja, Bazylany, Księcia A.K.Czartoryskiego, S.Małachowskiego, J.U.Niemcewicza, Połaniecka, Księcia J.Poniatowskiego, , I. i S.Potockich, Sejmu Czteroletniego, Tuzinek, K.Wiercieńskiego, Wojsławicka, Wolności, , , "
