"Electoral institution";"Teritorial code";"Constituency no";"Mandates quantity";"Committees quantity";"Candidates quantity";"Electorals quantity";"Constituency boundaries"
"Rada Powiatu w Opatowie";"260600";"2";"6";"6";"50";"14586";"Baćkowice, Lipnik, Iwaniska"
"Rada Powiatu w Opatowie";"260600";"3";"6";"6";"58";"17512";"Ożarów, Tarłów, Wojciechowice"
"Rada Powiatu Ostrowieckiego";"260700";"1";"4";"7";"50";"15962";"Miasto Ostrowiec Swiętokrzyski 1 - ulice:, 11 Listopada, Aleja 3-ego Maja, Bałtowska, Boczna, Cegielniana, Chmielna, Czysta, Dębowa, Denkowska, dr Dziewulskiego, Focha, Furmańska, Gulińskiego, Hubalczyków, Kamienna, Kąty Denkowskie, Kilińskiego, Kolejowa nr od 6 do 20 (numery parzyste), Kopalniana, Krótka, Krucza, Mickiewicza nr od 23 do 27 (numery nieparzyste), Nadkoszary, Niecała, Osiedle Ogrody, Osiedle Patronackie, Osiedle Stawki, Podwale, Polna nr od 1 do 13 (numery nieparzyste), Ptasia, Radwana, Reja, Rozległa, Sikorskiego nr od 4 do 16 (numery parzyste) i od 7 do 17 (numery nieparzyste), Skośna, , Składowa, Słodowa, Słoneczna nr od 1 do 15 (numery nieparzyste), Słowackiego, Smolna, Stawki, Stawki Denkowskie, Sucha, Szczygla, Świerkowa, Teatralna, Wałowa, Wardyńskiego, Wesoła, Wierzbowa, Wronia, Zagłoby nr od 3 do 5 (numery nieparzyste) i od 14 do 30 (numery parzyste), Zapłocie, Zbożowa, Żabia., "
"Rada Powiatu Ostrowieckiego";"260700";"2";"4";"7";"50";"16193";"Miasto Ostrowiec Swiętokrzyski 2- ulice:, Bacewiczówny, Bieliny, Borowa, Borówkowa, Bukowa, Brzozowa, Cedrowa, Chabrowa, Chłodna, Chopina, Cisowa, Cyprysowa, Czerwonego Krzyża, Czerwińskiego, Chmielowska, Cicha, Daleka, Długa, Dąbrówki, Dobra, Drukarska, Folwark Piaski, Głogowskiego, Goździkowa, Górna, Górzysta, Grabowa, Graniczna, Gronowa, Grzybowa, Iłżecka nr od 1/5 do 51(numery nieparzyste) i nr od 2 do 46 (numery parzyste) oraz nr od 61 do 79 (numery nieparzyste), Jaśminowa, Jaworowa, Jesionowa, Jodłowa, , Józefówka, Kanałowa, Kalinowa, Karłowicza, Kasztanowa, Klonowa, Kłosowa, Kochanowskiego, Kolonia Robotnicza, Kolejowa nr od 22 do 74 (numery parzyste) i od 23 do 73 (numery nieparzyste), Konopnickiej nr od 1 do 11, Kopernika, Kościelna, Kuźnia, Kwiatowa, Las Rzeczki, Lazurowa, Lelewela, Leszczynowa, Lipowa, Makowa, Mała, Matejki, Mickiewicza nr od 10 do 20 (numery parzyste) i od 9 do 11 (numery nieparzyste), Młyńska, Modrzewiowa, Morwowa, Nowa, Nowe Piaski, Noskowskiego, , Ogińskiego, Okólna, Okrężna, Olchowa, Olszynowa, Orzechowa, Orzeszkowej, Osadowa, , Paderewskiego, Parkowa, Paulinowska, Piwna, Plac Floriana, Podgórze, Polna nr od 19 do 39 (numery nieparzyste), i nr od 42 do 82 (numery parzyste), i nr od 88 do 92 (numery parzyste), oraz z numerami 17, 17a, Poprzeczna, Prosta, Przyjemna, Przytulna, Radosna, Relaksowa, Reńskiego, Reymonta, Rosłońskiego, Różyckiego, Rynek, Sadowa, Sasankowa, Sienkiewicza, Siennieńska nr od 1 do 45 (numery nieparzyste) i, od 2 do 52 (numery parzyste), Sosnowa, Spacerowa, Starokunowska, Stodolna, Szeroka, Szewieńska, Szpitalna, Szymanowskiego, Świętokrzyska nr od 24 do 170 (numery parzyste) i od 29 do 93 (numery nieparzyste), Temidy, Tylna, Waryńskiego nr od 1 do 35 (numery nieparzyste) i od 2 do 22 (numery parzyste), Wiązowa, Widok, Wieniawskiego, Wspólna nr od 1 do 23 (numery nieparzyste), Wspólna nr od 2, do 44 (numery parzyste), Wyspiańskiego, Zagłoby nr od 40 do 86 (numery parzyste), Zofiówka, Żeromskiego nr od 2 do 152 (numery parzyste) i nr 5 oraz 91, Źródlana, Żurawia."
"Rada Powiatu Ostrowieckiego";"260700";"3";"4";"7";"51";"16569";"Miasto Ostrowiec Świętokrzyski 3- ulice:, Agrestowa, Akacjowa, Akademicka, Aleja Jana Pawła II, Armii Krajowej, Asnyka, Baczyńskiego, Borowikowa, Botaniczna, Boya-Żeleńskiego, Broniewskiego, Brzechwy, Chełmońskiego, Cybisa, Dąbrowskiej, Dunalka, Dygasińskiego, Fałata, Fredry, Gajowa, Gałczyńskiego, Gierymskiego, Gombrowicza, Gościniec, Grabowiecka, Grottgera, Iglasta, Iłżecka nr od 84 do 218 (numery parzyste) i od 89 do 215 (numery nieparzyste), Iwaszkiewicza, Jagodowa, Jałowcowa, Jarzębinowa, Jesienna, Jeżynowa, Kasprowicza, Konarskiego, Konopnickiej nr od 14 do 82, Kopaniny, Korczaka, Korzenna, Kossaka, Krasickiego, Krasińskiego, Kraszewskiego, Kruczkowskiego, Leśmiana, Leśna, Letnia, , Łąkowa, Magnoliowa, Malczewskiego, Malinowa, Miła, Miodowa, Mokra, Morcinka, Nałkowskiej, Naruszewicza, Norwida, Okrzei, Orkana, Orla, Osiedle Pułanki, Osiedle Słoneczne, Osikowa, Piaski, Plenerowa, Podleśna, Porzeczkowa, Poziomkowa, Prusa, Przerwy-Tetmajera, Przeskok, Przesmyk, Rodakowskiego, Rudnickiego, Rydla, Rzeczki, Siennieńska nr od 92 do 324 (numery parzyste) i od 91 do 205 (numery nieparzyste), Staffa, Struga, Syrokomli, Targowa, Torfowa, Trzeciaków, Tuwima, Waryńskiego nr 26 i od 37 do 51 (numery nieparzyste), Wasilewskiej, Wiosenna, Witosa, Wodna, Wolskiej, , Wrzosowa, Wspólna nr od 25 do 87 (numery nieparzyste) i od 48 do 106 (numery parzyste) oraz numery pojedyncze 91, 95, 99, 107, 109, 115, 117, 119, 121, Wybickiego, Wylot, Wysoka, Zacisze, Witkiewicza, Zapolskiej, Zielna. Ziołowa."
"Rada Powiatu Ostrowieckiego";"260700";"4";"3";"7";"39";"12902";"Miasto Ostrowiec Świętokrzyski 4- ulice:, Aleja Solidarności, Bławatna, Boernera, Brody, Browarna, Chrzanowskiego, Fabryczna, Garncarska, Hutników, Jasna, Klimkiewiczowska, Kościuszki, Łączna, Modra, Moniuszki, Mostowa, Niewiadoma, Niska, Opatowska, Ogrodowa, Osiedle Rosochy, Ostrowiecka, Partyzantów, Podstawie, Poniatowskiego, Różana, Rudzka, Rynek Denkowski, Samsonowicza, Sandomierska, Sikorskiego nr od 40 do 104 (numery parzyste), 104a, od 63 do 87 (numery nieparzyste), 87a, 87b, 87c, Słoneczna nr od 10 do, 30 (numery parzyste) i od 19 do 63 (numery nieparzyste), Sportowa, Spółdzielcza, Stalowa, Staszica, Szkolna, Śliska, Świętokrzyska nr od 1 do 21 (numery nieparzyste) i od 4 do 8 (numery parzyste), Tomaszów, Topolowa, Traugutta, Trawna, Wąwozy, Wiejska, Winnica, Wiśniowa, Wschodnia, Zamłynie, Zgoda, Zielona, Zygmuntówka, Żytnia."
"Rada Powiatu Ostrowieckiego";"260700";"5";"5";"7";"65";"20864";"Gmina Bałtów, Gmina Bodzechów i Gmina Ćmielów"
"Rada Powiatu Ostrowieckiego";"260700";"6";"3";"7";"38";"13998";"Gmina Kunów i Gmina Waśniów"
"Rada Powiatu Pińczowskiego";"260800";"1";"9";"7";"89";"18102";"Miasto i gmina Pińczów"
"Rada Powiatu Pińczowskiego";"260800";"2";"8";"7";"70";"16323";"Miasto i gmina Działoszyce, Gmina Kije, Gmina Michałów, Gmina Złota"
"Rada Powiatu w Sandomierzu";"260900";"1";"6";"6";"69";"20633";"Sandomierz"
"Rada Powiatu w Sandomierzu";"260900";"2";"3";"5";"27";"11397";"Dwikozy, Zawichost"
"Rada Powiatu w Sandomierzu";"260900";"3";"3";"5";"26";"8696";"Obrazów, Wilczyce"
"Rada Powiatu w Sandomierzu";"260900";"4";"5";"7";"55";"14353";"Samborzec, Klimontów"
"Rada Powiatu w Sandomierzu";"260900";"5";"4";"5";"39";"11858";"Koprzywnica, Łoniów"
"Rada Powiatu Skarżyskiego";"261000";"1";"6";"6";"68";"20551";"Z miasta Skarżysko-Kamienna;, Ulice; Akacjowa, Apteczna, Asfaltowa, Bazaltowa, Bernatka, Bilskiego, Bobowskich, Borówkowa, Budowlanych, Bukowa, Bursztynowa, Brzozowa, Chałubińskiego, Chłodna, Cicha, Ciepła, Cmentarna, Czachowskiego, Czerwonego Krzyża, Dębowa, Długosza, Dobra, Dygasińskiego, Dzielna, Ekonomii, Energetyków, Fabryczna, Franciszkańska, Gierymskiego, Głogowa, Gołębia, Granitowa, Grota Roweckiego, Grzybowa, Harcerska, Hubala, Iglasta, Jagodowa, al. Jana Pawła II, Jaracza, Jaskółcza, Jastrzębia, Jaworowa, Jesionowa, Jeżynowa, Jodłowa, Kanarkowa, Kasztanowa, Kilińskiego, Klonowa, Konarskiego Nr 33, 35, 37, Konopnickiej, Kosynierów, Kościuszki, Krakowska od Nr 9 do Nr 89 (nieparzyste), od Nr 10 do Nr 122 (parzyste), od Nr 111 do Nr 249 (nieparzyste) i Nr 136, 138, 140, 257, Krasińskiego od Nr 1 do Nr 9a i Nr 13, 15, 17, 19, 21, 23, 27, 29, 31, 33, Kredytowa, Krucza, Krzemowa, Krzywa, Langiewicza, Legionów, Limanowskiego, Lipowa, Łąkowa, Łyżwy, 1-go Maja, 3-go Maja, Malinowa, Marmurowa, Marszałka J. Piłsudskiego Nr 62, 64, 66, 70, Marszałka J. Piłsudskiego od Nr 16 do Nr 34 i od Nr 35 do Nr 39, Metalowców, Mickiewicza od Nr 1 do Nr 8, Młoda, Młodzawy, Mostowa, Multanka, al. Niepodległości od Nr 1 do Nr 37 (nieparzyste), i od Nr 2 do Nr 64 (parzyste), al. Niepodległości od Nr 49 do Nr 77 (nieparzyste), Niska , Norwida od Nr 11 do Nr 22 i Nr 7, 9, 24, 26, Nowa, Obuwnicza, Obywatelska, Odlewnicza, Ogólna, Ogrodnicza, Oleśnicka, Organizacji, Orzeł Biały, Orzeszkowej, Osterwy, Partyzantów, Paryska od Nr 2 do Nr 218 i Nr 226, 230, 232, 234, 238, 240, 240 a, Paryska od Nr 219 do Nr 233 (nieparzyste) i Nr 239, Piaskowa, Piękna, Podemłynek, Podjazdowa, Polna, Południowa, Ponurego, Popiełuszki od Nr 13 do Nr 23, Porzeczkowa, Poziomkowa, Praga, Prezydenta RP Ignacego Mościckiego, Prosta, Prusa, Przechodnia, Przekątna, Przesmyk, Racławicka, Reja, Robotnicza, Równoległa, Rynek, Rzeczna, Rzemieślnicza, Rzeźniana, Sikorskiego, Skalna, Skowronkowa, Słoneczna, Słowackiego od Nr 33 do Nr 35, Słowikowa, Sosnowa, Spacerowa, Spokojna, Sportowa, Staffa, Staszica, Struga, 17-go Stycznia, Szarych Szeregów, Szkolna, Szmaragdowa, Średnia, Świerkowa, Świeża, Tartaczna, Tokarska, Topolowa, Torowa, Towarowa, Traugutta, Urzędnicza, Walecznych, Wąska, Wesoła, Wiklinowa, Wioślarska, Wiśniowa, Witwickich, Wojska Polskiego, Wrzosowa, Wschodnia, Wspólna, Wysoka, Zacisze, Zaporęba, Zwycięzców, Żurawia, Żytnia, Źródlana."
"Rada Powiatu Skarżyskiego";"261000";"2";"7";"6";"77";"20953";"Z miasta Skarżysko-Kamienna;, Ulice: Armii Krajowej, Asnyka, Bankowa, Długa, Działkowa, Fałata, Gajowa, Główna, Górnicza od Nr 1 do Nr 3 a, Górnicza od Nr 5 do Nr 18, Grabowa, Grottgera, Jagiellońska, Jałowcowa, Kochanowskiego, Konarskiego od Nr 19 do Nr 31 (nieparzyste), od Nr 26 do Nr 66 (parzyste), od Nr 39 do Nr 47 a (nieparzyste) i Nr 13, 15, 17, 17 a, 24, Kopernika, Kosmonautów, Kossaka, Kościelna, Krakowska 168, 170 i 190, Krasińskiego Nr 12 i 14, Książęca, Laskowa, Leśna, Leśna Polana, Lotnicza, Łowiecka, Mała, Małowicza, Marszałka J. Piłsudskiego od Nr 1 do Nr 11 i Nr 40, 42, 44, 46, 52, 53, 54, 55, 56, 58, Matejki, Mickiewicza od Nr 14 do Nr 19, Miła, Modrzewiowa, Moniuszki od Nr 2 do Nr 18 (parzyste), Moniuszki od Nr 3 do Nr 23 (nieparzyste) i Nr 20, 24, al. Niepodległości Nr 125, 127, 131, 133, al. Niepodległości od Nr 66 do Nr 98 a, (parzyste) i od Nr 79 do Nr 121 (nieparzyste), Nizinna, Norwida od Nr 2 do Nr 6 i Nr 8, Okrzei, Orkana, Orla, Oseta Wasilewskiego, Parkingowa, Pilota Janusza Rybickiego, Plac Floriański, Podlaska, Pogodna, Popiełuszki Nr 2, 4, 5, 5 a, 6, 6a, 7, 7 a, 8, 9, Powstańców Warszawy, Pułaskiego od Nr 1 do Nr 13 i od Nr 16 do Nr 35, Pułaskiego 62, Rajdowa, Rejowska od Nr 20 do Nr 26, Rejowska od Nr 32 do Nr 100, Rycerska, Sezamkowa od Nr 1 do Nr 11, Sezamkowa od Nr 27 do Nr 44, Sienkiewicza, Słowackiego od Nr 2 do Nr 26, Sokola od Nr 16 do Nr 24 (parzyste), od Nr 36 do Nr 76 (parzyste), od Nr 13 do Nr 21 a (nieparzyste), Nr 6 i Nr 28, Sokola Nr 23, 25, 27, 29, 61, Sporna, Spółdzielcza od Nr 1 do Nr 34 b, Spółdzielcza od Nr 46 do Nr 116, Stokowa, Szydłowiecka od Nr 1 do Nr 28, Świętokrzyska, Turystyczna, Tysiąclecia od Nr 2 do Nr 37 i od Nr 39 do Nr 67, Warszawska od Nr 1 do Nr 93 (nieparzyste) i od Nr 2 do Nr 100 (parzyste), Warszawska od Nr 95 do końca (nieparzyste) i od Nr 102 do końca (parzyste), Widokowa, Wiejska od Nr 1 do Nr 6 a, i Nr 20, Wiejska od Nr 41 do Nr 154, Wieżowa, Wileńska, Wyspiańskiego, Zagórska, Zielna, Żeromskiego od Nr 25 do Nr 31 (nieparzyste) i Nr 42, 44, Żeromskiego od Nr 35 do Nr 47 (nieparzyste) i od Nr 46 do Nr 66 (parzyste), Żwirki i Wigury."
"Rada Powiatu Skarżyskiego";"261000";"3";"8";"5";"72";"25640";"Gminy; Suchedniów, Bliżyn, Łączna, Skarżysko Kościelne"
"Rada Powiatu w Starachowicach";"261100";"1";"5";"6";"60";"20246";"Okręg ten obejmuje okręgi wyborcze Nr I i Nr IV ustalone dla, wyboru Rady Miejskiej w Starachowicach i obejmuje ulice:, 1-go Maja, Józefa Bema (bez nr 26), Botaniczna, Daleka, Dobra, , Doktorska, Dolna, Stanisława Dubois'a, Działkowa, Klonowa, , Łąkowa, Malinowa, Adama Mickiewicza, Mieszała, Miła, , Nasienna, Nauczycielska, Nowa, Perłowa, Piastowska, Piesza, , Pochyła, Pogodna, Przechodnia, Przekopowa, Marii Curie-, Skłodowskiej, Spokojna, Stalowa, Stroma, Strzelnicza, Szaszki, , Szeroka, Wąchocka, Wąwóz, Wylotowa, Zdrojowa, Żurawia, , Źródlana, Dom Pomocy Społecznej, Fabryczna, Hutnicza, , Nadrzeczna, Radomska (nieparzyste nr-y od 1 do 21 i parzyste, od 10 do 32), Robotnicza, Sportowa, Stawowa, Widok, , Wielkopiecowa, Zakładowa, XX-lecia, Boh. Westerplatte, , Św. Barbary (dawna Mariana Buczka), Bugaj, Fryderyka Chopina, Parkowa, , Poprzeczna, Poznańska, Radomska (nieparzyste nr-y od 23 do 53, i parzyste od 34 do 80), Spacerowa, Szkolna, Śląska, , Warszawska, Zachodnia, Władysława Borkowskiego, Harcerska, , Konstytucji 3-go Maja, Tadeusza Krytyki, Józefa Krzosa, , Mrozowskiego, Partyzantów (od ulicy Jana Mrozowskiego do ul., Tadeusza Krytyki tj. nr-y la, 2a, 2b), 6-go Września (nieparzyste, nr-y od 93 do 123 i parzyste od 36 do 136), Al. Wyzwolenia, (nieparzyste nr-y od 47 do 139 i parzyste od 72 do 92), Jesienna, , Kielecka, Stanisława Moniuszki (nieparzyste nr-y od 1 do 41 i, parzyste od 2 do 22), Morenowa, Na Stoku, Nad Kamienną, , Nowowiejska, Osiedlowa, Parcelowa, Pastemik, Radomska nr-y, 8 i 8a, inż. Władysława Rogowskiego, Spadowa, Wesoła, , Powiatowy Zakład Opieki Zdrowotnej (Szpital), Mariana, Langiewicza, Emilii Plater, Henryki Pustowójtówny, Piotra, Wysockiego, 6-go Września (nieparzyste nr-y od 1 do 91 i, parzyste od 2 do 34), Józefa Chłopickiego, Józefa Dwernickiego, , Artura Grottgera, Jana Pawła II, Jelenia, Kasztanowa, Księdza, Stanisława Brzóski, Ludwika Mierosławskiego, Miodowa, , Myśliwska, Ostrowiecka (nr-y 2, 4 i 11), Pastwiska, Piaskowa, , Zygmunta Sierakowskiego, Składowa, Smugowa (nieparzyste od, 1 do 103 i parzyste od 6 do 96), Józefa Sowińskiego, Sybiraków, , Jerzego Szydłowskiego, Romualda Traugutta, Wanacja, , Wiosenna, Chorążego Szorta, Dr Andrzeja, Druhny Zjawy, , Jałowcowa, Jeżynowa, Kapitana Mariańskiego, Letnia, , Lubianka, Łączna, Majora Nurta, Majora Ponurego, Stanisława, Moniuszki (nieparzyste nr-y od 43 do 121 i parzyste od 24 do, 130), Podlesie, Południowa, Porucznika Jurka, Porucznika, Robota, Smugowa (nieparzyste nr-y od 105 do 183 i parzyste od, 98 do 188), Strugowa, Karola Szymanowskiego, Ustronie, , Wachmistrza Tarzana, 	Wąsika-Kowalskiego, 	Wiejska, , Wrzosowa, Ignaca Zaczkiewicza, Żytnia (nieparzyste nr-y od, 33 do 165 i parzyste od 32 do 106), Tęczowa, 17-go Stycznia, , Agrestowa, Aleja Wyzwolenia (nieparzyste nr-y od 1 do 41 i, parzyste od 2 do 68), Beskidzka, Bieszczadzka, Bławatkowa, , Bratkowa, Czereśniowa, Działki, Jabłoniowa, Kanałowa, , Karpacka, Kombatantów, Łysogórska, Makowa, Mała, , Morelowa, Podgórze, Podhalańska, Józefa Radoszewskiego, 	, Różana, Sadowa, Sudecka, Tatrzańska, Tulipanowa, Wierzbowa, , Wiklinowa, Wiśniowa, Ziołowa, Księdza Kardynała Stefana, Wyszyńskiego, Kornatka, Fryderyka Lempe, Lenartowska, , Letniskowa, Ostrowiecka (bez nr-ów 2, 4 i 11), Powstania	, Styczniowego, Stalowników, Strażacka, Turystyczna, , Warszawska, Wschodnia, Hauke Bosaka, Dionizego	, Czachowskiego, Joachima Lelewela, Ignacego Prądzyńskiego, , Żytnia (nieparzyste nr-y od 1 do 31 i parzyste od 2 do 30)."
"Rada Powiatu w Starachowicach";"261100";"2";"3";"6";"36";"9717";"Okręg ten obejmuje okręg wyborczy Nr II ustalony dla wyboru, Rady Miejskiej w Starachowicach i obejmuje ulice:, 9-go Maja, Akacjowa, Bohaterów, Borówkowa, Bukowa, , Cegielniana, Dębowa, Bartosza Głowackiego, Grabowa, Iglasta, , Jagodowa, Jarzębinowa, Jaśminowa, Jesionowa, Kalinowa, , Leszczynowa, Lipowa, Modrzewiowa, Olszynowa, Orzechowa, , Partyzantów (nieparzyste nr-y od 1 do 107 i parzyste od 2 do, 104, bez nr la, 2a i 2b), Sosnowa, Sztolnia, Topolowa, , Wiązowa, Majówka, Stanisława Staszica, Brązowa, Graniczna, , Kopalniana, Miedziana, Srebrna, Złota, Kościelna (bloki nr 81 i, 83), Murarska, Leśna, Gliniana., "
"Rada Powiatu w Starachowicach";"261100";"3";"4";"6";"47";"14551";"Okręg ten obejmuje okręg wyborczy Nr III ustalonym dla, wyboru Rady Miejskiej w Starachowicach i obejmuje ulice:, Aleja Armii Krajowej (nieparzyste nr-y od 3 do 11 i parzyste od, 16 do 24), Czerwonego Krzyża, Niecała, Skalista, Ludwika, Waryńskiego, Zielona, Aleja Armii Krajowej (nieparzyste nr-y, od 13 do 21), Janka Krasickiego, Hanki Sawickiej, Juliusza, Słowackiego, Wojska Polskiego, Aleja Armii Krajowej (nr-y 23, , 23a, i parzyste od 32 do 34), Jerzego Bajana, Juliana, Marchlewskiego, Na Szlakowisku, Marcelego Nowotki, , Stanisława Wigury, Franciszka Żwirki, Głogowa, Górna, , Gruntowa, Grzybowa, Kościelna bez bloków 27, 39, 45, 81 i 83, , Krucza, Kwiatowa, Martenowska, Młynarska, Owocowa, , Skałka, Staropolska, Starowiejska, Zacisze, Zaścianek, , Zwierzyniecka, Aleja Armii Krajowej (nr-y 1 i parzyste od 2 do, 14), Jana Kochanowskiego, Józefa Ignacego Kraszewskiego, , Mikołaja Reja, Władysława Stanisława Reymonta, Henryka, Sienkiewicza, Kościelna (bloki nr 27, 39 i 45), Bolesława Prusa, , Słoneczna, Leopolda Staffa, Stefana Żeromskiego, Ciasna, , Dworcowa, Iłżecka (nieparzyste nr-y od 1 do 31 i parzyste od 2, do 34), Jasna, Jana Kilińskiego, Kolejowa, Tadeusza Kościuszki, , Kręta, Krótka, Marszałka Piłsudskiego, Niska, Rynek, , Remieślnicza, Spółdzielcza, Targowa, Wysoka, Aleja, Najświętszej Marii Panny, Boczna, Brzozowa, Cicha, Cisowa, , Cmentarna, Długa, Górzysta, Iłżecka (nieparzyste nr-y od 33 do, 183 i parzyste od 36 do 158), Jodłowa, Krańcowa, Lachy, Łazy, , Objazdowa, Polna, Przeskok, Sąsiedzka, Świerkowa, Wspólna, , Zaułek, Zgodna, Żabia., "
"Rada Powiatu w Starachowicach";"261100";"4";"4";"5";"40";"15742";"Brody, Mirzec"
"Rada Powiatu w Starachowicach";"261100";"5";"5";"5";"49";"17898";"Wąchock, Pawłów"
"Rada Powiatu Staszowskiego";"261200";"1";"7";"8";"94";"21919";"Staszów"
"Rada Powiatu Staszowskiego";"261200";"2";"4";"7";"49";"12770";"Osiek, Bogoria"
"Rada Powiatu Staszowskiego";"261200";"3";"3";"7";"35";"9876";"Połaniec"
"Rada Powiatu Staszowskiego";"261200";"4";"5";"7";"60";"16040";"Łubnice, Oleśnica, Szydłów, Rytwiany"
"Rada Powiatu Włoszczowskiego";"261300";"1";"7";"7";"78";"16552";"Gmina Włoszczowa"
"Rada Powiatu Włoszczowskiego";"261300";"2";"6";"8";"91";"12842";"Gmina Kluczewsko, Gmina Krasocin"
"Rada Powiatu Włoszczowskiego";"261300";"3";"4";"7";"50";"8794";"Gmina Moskorzew, Gmina Radków, Gmina Secemin"
