"Electoral institution";"Teritorial code";"Constituency no";"Mandates quantity";"Committees quantity";"Candidates quantity";"Electorals quantity";"Constituency boundaries"
"Rada Miasta Opola";"166101";"5";"5";"7";"55";"18517";"Miasto Opole - ulice: Generała Władysława Andersa, Armii Ludowej, Batalionów Chłopskich, Batalionu „PARASOL”, Batalionu „ZOŚKA”, Jana Bytnara „Rudego”, Bohaterów Monte Cassino, Jana Henryka Dąbrowskiego, Dąbrowszczaków, Wojciecha Drzymały, Generała Józefa Dwernickiego, Emila Fieldorfa, Stefana Grota Roweckiego numery od 12A do 14, Grunwaldzka, Majora „Hubala”, Jakuba Kani numery nieparzyste od 1 do 9, Kolejowa, Augustyna Kośnego numery parzyste od 48 do końca i numery nieparzyste od 51 do końca, Stanisława Mikołajczyka, Nysy Łużyckiej numery nieparzyste od 27 do końca i numery parzyste od 34 do końca, Oleska numery parzyste od 6 do 46 i numery nieparzyste od 7 do 45, Orląt Lwowskich, Olsztyńska, Ozimska numery parzyste od 48a do 68 i numery nieparzyste od 53 do 105, Plebiscytowa numery nieparzyste od 1 do 5 i numery parzyste od 2 do 18, Księcia Józefa Poniatowskiego, Generała Kazimierza Pułaskiego, Kazimierza Pużaka numery parzyste od 8 do końca, Tadeusza Rejtana numery parzyste od 2 do 8, Rzeszowska, Generała Władysława Sikorskiego, Skautów Opolskich, Szarych Szeregów, Telesfora, Ludwika Waryńskiego numery parzyste, Generała Józefa Zajączka."
"Rada Miejska w Brzegu";"160101";"1";"5";"7";"60";"6623";"Miasto Brzeg- ulice:, Fryderyka Chopina, Filozofów, Górna, Jezuitów, Oławska, Pańska, Plac Bramy Wrocławskiej, Plac Moniuszki, Plac Zamkowy, Prochowa, Różana, Wrocławska, Zamkowa, Władysława Jagiełły, Świętej Jadwigi, Blacharska, Błonie, Cegielniana, Garbarska, Grobli, Kapucyńska, Kępa Młyńska, Kowalska, Krakusa, Zakonnic, Młynarska, Polska, Nadbrzeżna, Nadodrzańska, Panieńska, Plac Drzewny, Plac nad Odrą, Plac Koszarowy, Plac Młynów, Mikołaja Reja, Rzeźnicza, Stare Koszary, Strzelecka, Szpitalna, Wojska Polskiego, Wysoka, Wał Śluzowy, Bolesława Chrobrego, Długa, Księdza Jana Dzierżonia, Emilii Plater, Jabłkowa, Kościelna, Lekarska, Mleczna, 3 Maja, Plac Kościelny, Rynek, Staromiejska, Sukiennice, Cicha, Dębowa, Wojciecha Drzymały, Władysława Karłowicza, Krzywa, Kwiatowa, Liliowa, Józefa Lompy, Orla, Partyzantów, Pomorska, Słoneczna, Tęczowa, Świętego Wojciecha, Stanisława Wyspiańskiego, Zielona, Lwowska,  Małujowicka"
"Rada Miejska w Brzegu";"160101";"2";"5";"7";"58";"6874";"Miasto Brzeg- ulice:, Zbigniewa Herberta, Kamienna, Franciszka Krzyszowica, Księcia Jerzego II Piasta, Adama Mickiewicza, Sergiusza Mossora, Nowy Rynek, Rybacka, Boh. Monte Cassino, Ofiar Katynia, Piwowarska, Kombatantów, Fabryczna, Kotlarska, Kruszyńska, Władysława Łokietka, Polna, Rzemieślnicza, Saperska, Generała Władysława Sikorskiego, Szkolna, Pierwszej Brygady, Chorążych, Wita Stwosza, Ziemi Tarnowskiej"
"Rada Miejska w Brzegu";"160101";"3";"5";"7";"64";"7939";"Miasto Brzeg - ulice:, Adama Asnyka, Jana Brzechwy, Ciepłownicza, Elektryczna, Czesława Janczarskiego, Mikołaja Kopernika, Janusza Korczaka, Kornela Makuszyńskiego, Janiny Porazińskiej, Karola Szymanowskiego, Składowa, Starobrzeska, Jana Marcina Szancera, Księdza Makarskiego, Gustawa Morcinka, Generała Grota – Roweckiego, Poprzeczna, Bohaterów Westerplatte, Działkowa, Majora Sucharskiego, Marii Curie-Skłodowskiej, Stefana Żeromskiego, Juliusza Słowackiego, Tadeusza Kościuszki, 1 Maja, Ptasia, Gaj, Plac Henryka Dąbrowskiego, Górnośląska, Gdańska, Poznańska, Toruńska, Katowicka, Grudziądzka, Władysława Broniewskiego, Ostapa Dłuskiego, Jakuba Kani, Wojciecha Korfantego, Cypriana Kamila Norwida, Andrzeja Struga, Juliana Tuwima, Kazimierza Przerwy Tetmajera, Marii Dąbrowskiej, Elizy Orzeszkowej, Władysława Reymonta, Bolesława Prusa"
"Rada Miejska w Brzegu";"160101";"4";"6";"7";"71";"9000";"Miasto Brzeg - ulice:, Cisowa, Aleksandra Fredry, Jaśminowa, Jodłowa, Kasztanowa, Jana Kilińskiego, Marii Konopnickiej, Lipowa, Króla Jana III, Janusza Kusocińskiego, Marysieńki, Sportowa, Modrzewiowa, Platanowa, Jakuba Sobieskiego, Topolowa, Wiedeńska, Wierzbowa, Włościańska, Gabrieli Zapolskiej, Chocimska, Jana Kochanowskiego, Planty, Słowiańska, Kardynała Wyszyńskiego, Generała Andersa, Stefana Myczkowskiego, Armii Krajowej, Księdza Jerzego Popiełuszki, Bartosza Głowackiego, Jana Pawła II, Kolejowa, 6  Lutego, Piastowska, Plac Dworcowy, Spacerowa, Towarowa, Trzech Kotwic, Powstańców Śląskich, Nysańska, Wolności, Legionistów, Krótka, Hetmana Tarnowskiego, Grunwaldzka, Wileńska, Mały Rynek, Marszałka Piłsudskiego, Lechicka, Robotnicza"
"Rada Miejska w Grodkowie";"160103";"1";"4";"9";"21";"3884";"Miasto Grodków, ulice:, B. Chrobrego, M. Dąbrowskiej, J. Elsnera, M. Fornalskiej, Grunwaldzka, W. Jagiełły, Jaśminowa, Klonowa, Klubowa, J. Kochanowskiego, Konwaliowa, Krakowska, Krańcowa, Królowej Jadwigi, Krzywa, Kwiatowa, Lawendowa, S. Ligonia, Liliowa, Makowa, J. Matejki, K. Miarki, S. Moniuszki, Opolska, Poprzeczna, Powstańców Śl., B. Prusa, M. Reja, W. Reymonta, Różana, Rynek, Sadowa, J. Słowackiego, Szpitalna, K. Świerczewskiego, R. Traugutta, Tulipanowa, Wiejska, Wrocławska, Wrzosowa, S. Wyspiańskiego, A. Zawadzkiego, Zielona, S. Żeromskiego"
"Rada Miejska w Grodkowie";"160103";"2";"3";"8";"18";"3718";"Miasto Grodków, ulice:, Akacjowa, W. Bogusławskiego, Cicha, B. Głowackiego, Grenadierów, Kasztanowa, H. Kołłątaja, M. Konopnickiej, W. Kossaka, Kosynierów, T. Kościuszki, Krótka, Leśna, A. Mickiewicza, Miodowa, Miła, G. Morcinka, Ogrodowa, Otmuchowska, Polna, Racławicka, Radosna, H. Sienkiewicza, Skośna, Sportowa, J. Styki, Szczęśliwa, Szkolna, W. Tetmajera, Warszawska, Wesoła, Życzliwa, Gmina Grodków, sołectwa:, Nowa Wieś Mała, Żarów"
"Rada Miejska w Grodkowie";"160103";"3";"1";"7";"7";"1286";"Gmina Grodków, Sołectwa: Głębocko, Gola Grodkowska, Osiek Grodkowski, Tarnów Grodkowski, Żelazna"
"Rada Miejska w Grodkowie";"160103";"4";"1";"7";"7";"1076";"Gmina Grodków, Sołectwa: Lipowa, Polana, Przylesie Dolne, Wierzbnik"
"Rada Miejska w Grodkowie";"160103";"5";"1";"6";"6";"1010";"Gmina Grodków, Sołectwa: Kopice, Więcmierzyce"
"Rada Miejska w Grodkowie";"160103";"6";"1";"8";"8";"1415";"Gmina Grodków, Sołectwa: Bąków, Kolnica, Młodoszowice, Wojsław"
"Rada Miejska w Grodkowie";"160103";"7";"1";"7";"7";"879";"Gmina Grodków, Sołectwa: Gnojna, Jeszkotle, Lubcz, Zielonkowice"
"Rada Miejska w Grodkowie";"160103";"8";"1";"4";"4";"745";"Gmina Grodków, Sołectwa: Jędrzejów, Starowice Dolne, Wójtowice"
"Rada Miejska w Grodkowie";"160103";"9";"1";"7";"7";"836";"Gmina Grodków, Sołectwa: Gałązczyce, Gierów, Mikołajowa, Sulisław, Wierzbna"
"Rada Miejska w Grodkowie";"160103";"10";"1";"6";"6";"997";"Gmina Grodków, Sołectwa: Bogdanów, Jaszów, Kobiela, Rogów, Strzegów, Wojnowiczki"
"Rada Miejska w Lewinie Brzeskim";"160104";"1";"3";"4";"11";"1968";"Część miasta Lewin Brzeski obejmująca ulice:, Aleja Wojska Polskiego, Asnyka, Chopina, Jesienna, Kasztanowa, Kilińskiego, Kopernika, Marzanny, Matejki, Moniuszki, Mickiewicza, Pocztowa, Romantyczna, Rynek, Słowackiego, Świerczewskiego, Zamkowa"
"Rada Miejska w Lewinie Brzeskim";"160104";"2";"2";"5";"9";"1402";"Część miasta Lewin Brzeski obejmująca ulice:, Dzierżonia, Dąbrowskiego, Fabryczna, Kolejowa, Kwiatowa, Narutowicza, Obrońców Westerplatte, Piasta Kołodzieja, Powstańców Śląskich, Partyzantów, Rolna, Sikorskiego, Chorzelin"
"Rada Miejska w Lewinie Brzeskim";"160104";"3";"2";"4";"6";"1374";"Część miasta Lewin Brzeski obejmująca ulice:, Buczka, Cicha, Konopnickiej, Kosynierów, Kościuszki, Krasickiego, Leśna, Nysańska, Ochronna, Ogrodowa, Okrzei, Szafirowa, Wiosenna, Wiśniowa, Wymarzona"
"Rada Miejska w Lewinie Brzeskim";"160104";"4";"3";"5";"13";"2116";"Sołectwa:, Buszyce, Jasiona, Leśniczówka, Łosiów, Różyna, Strzelniki"
"Rada Miejska w Lewinie Brzeskim";"160104";"5";"2";"3";"5";"1281";"Sołectwa:, Chróścina, Skorogoszcz, Wronów"
"Rada Miejska w Lewinie Brzeskim";"160104";"6";"1";"5";"5";"829";"Sołectwa:, Borkowice z przysiółkiem Niwa, Błażejowice, Golczowice, Mikolin z przysiółkiem Piaski"
"Rada Miejska w Lewinie Brzeskim";"160104";"7";"1";"5";"5";"737";"Sołectwa:, Oldrzyszowice, Przecza z przysiółkiem Raski"
"Rada Miejska w Lewinie Brzeskim";"160104";"8";"1";"6";"6";"982";"Sołectwa:, Kantorowice, Nowa Wieś Mała, Ptakowice, Sarny Małe, Stroszowice"
"Rada Gminy Lubsza";"160105";"1";"2";"8";"13";"1159";"Lubsza"
"Rada Gminy Lubsza";"160105";"2";"1";"5";"5";"361";"Śmiechowice, Lubicz, Nowe Kolnie"
"Rada Gminy Lubsza";"160105";"3";"1";"6";"6";"614";"Czepielowice z przysiółkami: Stawy, Złotówka"
"Rada Gminy Lubsza";"160105";"4";"2";"5";"9";"850";"Kościerzyce"
"Rada Gminy Lubsza";"160105";"5";"1";"3";"3";"509";"Pisarzowice"
"Rada Gminy Lubsza";"160105";"6";"1";"5";"5";"701";"Michałowice, Piastowice, Garbów"
"Rada Gminy Lubsza";"160105";"7";"1";"4";"4";"498";"Szydłowice, Myśliborzyce"
"Rada Gminy Lubsza";"160105";"8";"1";"2";"2";"314";"Błota z przysiółkami: Lednica, Leśna Woda, Zamcze"
"Rada Gminy Lubsza";"160105";"9";"1";"7";"7";"476";"Dobrzyń"
"Rada Gminy Lubsza";"160105";"10";"1";"6";"6";"510";"Rogalice z przysiółkami: Książkowice, Smolarnik, Borucice z przysiółkiem Boruta, Raciszów"
"Rada Gminy Lubsza";"160105";"11";"1";"5";"5";"479";"Tarnowiec, Roszkowice z przysiółkiem Kopalina"
"Rada Gminy Lubsza";"160105";"12";"2";"5";"10";"779";"Mąkoszyce z przysiółkiem Borek, Nowy Świat"
"Rada Gminy Olszanka";"160106";"1";"1";"4";"4";"274";"Gierszowice"
"Rada Gminy Olszanka";"160106";"2";"1";"5";"5";"232";"Janów"
"Rada Gminy Olszanka";"160106";"3";"2";"3";"6";"471";"Krzyżowice"
"Rada Gminy Olszanka";"160106";"4";"1";"3";"3";"367";"Olszanka"
"Rada Gminy Olszanka";"160106";"5";"2";"3";"6";"481";"Pogorzela"
"Rada Gminy Olszanka";"160106";"6";"1";"4";"4";"316";"Czeska Wieś"
"Rada Gminy Olszanka";"160106";"7";"2";"3";"4";"603";"Jankowice Wielkie"
"Rada Gminy Olszanka";"160106";"8";"2";"4";"7";"394";"Michałów"
"Rada Gminy Olszanka";"160106";"9";"1";"2";"2";"248";"Obórki"
"Rada Gminy Olszanka";"160106";"10";"2";"3";"5";"631";"Przylesie"
"Rada Gminy Skarbimierz";"160102";"1";"2";"5";"9";"858";"Sołectwa: Kopanie, Zwanowice, Kruszyna, Prędocin"
"Rada Gminy Skarbimierz";"160102";"2";"1";"3";"3";"371";"Sołectwo Pawłów"
"Rada Gminy Skarbimierz";"160102";"3";"2";"7";"8";"845";"Sołectwa: Żłobizna, Skarbimierz, Zielęcice"
"Rada Gminy Skarbimierz";"160102";"4";"4";"7";"22";"1347";"osiedle Skarbimierz Osiedle"
"Rada Gminy Skarbimierz";"160102";"5";"1";"2";"2";"344";"sołectwo Małujowice"
"Rada Gminy Skarbimierz";"160102";"6";"2";"6";"9";"889";"Sołectwa: Bierzów, Łukowice Brzeskie, Pępice"
"Rada Gminy Skarbimierz";"160102";"7";"1";"2";"2";"437";"Sołectwo Brzezina"
"Rada Gminy Skarbimierz";"160102";"8";"2";"5";"6";"528";"Sołectwo Lipki"
"Rada Miejska w Baborowie";"160201";"1";"3";"3";"7";"1031";"część miasta Baborów z ulicami:, Dąbrowszczaków, Głubczycka, Kolejowa, Młynówka, Moniuszki, Nowa, Plac Dworcowy, Polna, Powstańców, Rynek, Wąska, "
"Rada Miejska w Baborowie";"160201";"2";"4";"3";"10";"1545";"część miasta Baborów z ulicami:, 40-lecia PRL, Kościuszki, Krakowska, Krzyżowa, Kwiatowa, Ogrodowa, Opawska, Osiedlowa, Osiedle Akacjowe, Piaskowa, Raciborska, Róży Wiatrów, Rzemieślników, Słoneczna, Stawowa, Strażaków, Szkolna, Świerczewskiego, Wiejska, Wodna, Witosa, "
"Rada Miejska w Baborowie";"160201";"3";"1";"1";"1";"411";"Sołectwa: Dziećmarów i Sułków"
"Rada Miejska w Baborowie";"160201";"4";"1";"2";"2";"341";"Sołectwa: Dzielów i Księże Pole"
"Rada Miejska w Baborowie";"160201";"5";"1";"4";"4";"421";"Sołectwa: Babice i Boguchwałów z przysiółkiem Wierzbno "
"Rada Miejska w Baborowie";"160201";"6";"1";"2";"2";"267";"Sołectwo  Czerwonków z kolonią Czerwonków-Osiedle"
"Rada Miejska w Baborowie";"160201";"7";"1";"3";"3";"289";"Sołectwo  Sucha Psina"
"Rada Miejska w Baborowie";"160201";"8";"1";"2";"2";"400";"Sołectwa: Raków i Szczyty"
"Rada Miejska w Baborowie";"160201";"9";"2";"3";"5";"519";"Sołectwo  Tłustomosty z przysiółkiem Rogów i kolonią Langowo"
"Rada Gminy Branice";"160202";"1";"5";"10";"21";"2018";"Sołectwa: Branice, Michałkowice"
"Rada Gminy Branice";"160202";"2";"1";"4";"4";"466";"Sołectwo Bliszczyce "
"Rada Gminy Branice";"160202";"3";"1";"4";"4";"528";"Sołectwa: Jędrychowice, Lewice"
"Rada Gminy Branice";"160202";"4";"2";"2";"4";"623";"Sołectwo Włodzienin z przysiółkiem Włodzienin-Kolonia"
"Rada Gminy Branice";"160202";"5";"1";"5";"5";"436";"Sołectwa: Niekazanice, Posucice, Wódka"
"Rada Gminy Branice";"160202";"6";"1";"6";"6";"370";"Sołectwa: Dzbańce, Dzbańce-Osiedle"
"Rada Gminy Branice";"160202";"7";"1";"4";"4";"353";"Sołectwa: Gródczany, Jabłonka, Jakubowice, Turków"
"Rada Gminy Branice";"160202";"8";"1";"4";"4";"413";"Sołectwo Wysoka                 "
"Rada Gminy Branice";"160202";"9";"1";"5";"5";"263";"Sołectwo Boboluszki "
"Rada Gminy Branice";"160202";"10";"1";"4";"4";"393";"Sołectwa: Dzierżkowice, Uciechowice, Wiechowice"
"Rada Miejska w Głubczycach";"160203";"1";"6";"5";"49";"5768";"Część Miasta Głubczyce z ulicami:, Aleja Śląska, I Armii Wojska Polskiego, Bałuckiego, Bytomska, Browarna, Chorzowska Dworcowa, Fabryczna, Garbarska, Gliwicka, Głowackiego, Jana Pawła II, Karpacka, Klasztorna,  Kolejowa, Kołłątaja, Kopernika, Krasińskiego, Kręta, Krnowska,  Koszarowa, Kościuszki, Kozielska, Łąkowa, Marka, Miarki Karola, Moniuszki, Morawska, Niepodległości, Nowy Świat, Ogrodowa, Opawska, Oświęcimska, Parkowa, Piastowska, Plac Ks. Bp. Antoniego Adamiuka , Plac Jana Pawła II, Plac Józefa, Plac Kościelny, Plac Stawowy, Plac Szkolny, Plac Wiosenny, Plac Zgody, Plac Armii Krajowej, Plater Emilii, Plebiscytowa, Pocztowa, Przyrowie, Pszczelna, Raciborska, Ratuszowa, Rożnowska, Rybnicka , Rynek, Sosnowiecka, Staszica, Stelmacha, Stroma, Sudecka, Torowa, Wałowa, Warszawska, Wodna, Zacisze, Zakonna, Żorska, Żytnia, "
"Rada Miejska w Głubczycach";"160203";"2";"5";"5";"47";"4956";"Część Miasta Głubczyce z ulicami:, Akacjowa, Aleja Lipowa, Andersa, Adama Asnyka, Bończyka, Bukowa,  Broniewskiego, Brzozowa, Chopina, Chrobrego, Dębowa, Dzierżonia, Gdańska, Grunwaldzka, Kasztanowa, Kasprowicza, Klonowa, Kochanowskiego, Konopnickiej, Krakowska, Królowej Jadwigi, Kwiatowa, Lwowska, Matejki, Mickiewicza, Czesława Miłosza, Norwida, Olimpijska, Osiedle Bończyka, Osiedle Kons.3 Maja, Osiedle Tuwima, Osiedle za Lipami,  Park Młodzieżowy, Plac 1-go Maja, Plac Sportowy,  Plac Zwycięstwa,  Polna, Powstańców, Reymonta, Sienkiewicza, Skłodowskiej,  Słoneczna, Słowackiego, Sobieskiego, Wiązowa, Wiejska, Wiśniowa, Wrocławska, Wyspiańskiego, Zielona, Żeromskiego. , "
"Rada Miejska w Głubczycach";"160203";"3";"5";"4";"38";"4281";"Część Gminy Głubczyce z Sołectwami:, Bernacice, Bernacice Górne, Bogdanowice z przysiółkiem  Kolonia Bogdanowice, Braciszów, Chomiąża, Ciermięcice , Chróstno, Dobieszów, Gadzowice, Gołuszowice,  Krasne Pole, Krzyżowice, Kwiatoniów, Lenarcice z przysiółkiem Podlesie, Mokre, Mokre-Kolonia, Nowa Wieś Głubczycka, Nowe Gołuszowice,  Nowy Rożnów, Opawica, Pielgrzymów, Pietrowice, Radynia, Równe, Zopowy, Zopowy-Osiedle, Zubrzyce., "
"Rada Miejska w Głubczycach";"160203";"4";"5";"3";"24";"4077";"Część Gminy Głubczyce z Sołectwami:, Biernatów z przysiółkiem Biernatówek, Debrzyca, Głubczyce-Sady, Grobniki,  Kietlice, Klisino z przysiółkiem Klisinko, Królowe, Lisięcice, Lwowiany z przysiółkami Głubczyce Las i Marysieńka, Nowe Sady, Pomorzowice, Pomorzowiczki, Sławoszów z przysiółkiem  Dobrogostów, Stara Wieś, Ściborzyce Małe , z przysiółkiem Żabczyce, Tarnkowa, Widok, Zawiszyce z przysiółkiem Studzienica., "
"Rada Miejska w Kietrzu";"160204";"1";"3";"5";"12";"2017";"Część miasta Kietrz z ulicami: Fabryczna, B. Głowackiego, Z. Krasińskiego numery 2, 4, 6, 8, Krotoszyn, Nowa, S. Okrzei, Pocztowa, Różana, Wojska Polskiego: numery nieparzyste od 9 do końca i numery parzyste od 12 do końca, Zatorze."
"Rada Miejska w Kietrzu";"160204";"2";"3";"5";"13";"1978";"Część miasta Kietrz z ulicami: Plac Biskupa Konrada, Cegielniana, Głubczycka, J. Kilińskiego, J. Kochanowskiego, H. Kołłątaja, M. Konopnickiej, Kościelna, T. Kościuszki, Kozłówki, Kwiatowa, Lubotyńska, 3-go Maja, J. Matejki, A. Mickiewicza, Okopowa, B. Prusa, M. Reja, Szpitalna, Wieżowa, Wojska Polskiego: numery nieparzyste od 1 do 7 i numery parzyste od 4 do 10, Zielona."
"Rada Miejska w Kietrzu";"160204";"3";"2";"5";"8";"1240";"Część miasta Kietrz z ulicami: Długa, Górska, Kombatantów, Z. Krasińskiego numery 1, 3, 10, 12, 14, Langenowska, Młyńska, Nadbrzeżna, Niepodległości, Ogrodowa, Polna, Raciborska, R. Traugutta, Zwycięstwa, S. Żeromskiego, M.R. Żymierskiego."
"Rada Miejska w Kietrzu";"160204";"4";"1";"3";"3";"697";"Sołectwo wieś Nowa Cerekwia."
"Rada Miejska w Kietrzu";"160204";"5";"1";"2";"2";"657";"Sołectwa wsie Chróścielów, Gniewkowice i Nasiedle."
"Rada Miejska w Kietrzu";"160204";"6";"1";"3";"3";"465";"Sołectwo wieś Dzierżysław."
"Rada Miejska w Kietrzu";"160204";"7";"1";"2";"2";"441";"Sołectwa wsie Lubotyń i Ludmierzyce."
"Rada Miejska w Kietrzu";"160204";"8";"1";"5";"5";"593";"Sołectwo wieś Pilszcz."
"Rada Miejska w Kietrzu";"160204";"9";"1";"4";"4";"557";"Sołectwa wsie Wojnowice i Rogożany."
"Rada Miejska w Kietrzu";"160204";"10";"1";"4";"4";"626";"Sołectwa wsie Ściborzyce Wielkie i Rozumice."
"Rada Gminy Bierawa";"160302";"1";"1";"4";"4";"486";"Sołectwo Brzeźce, "
"Rada Gminy Bierawa";"160302";"2";"2";"4";"8";"666";"Sołectwo Stare Koźle"
"Rada Gminy Bierawa";"160302";"3";"3";"3";"7";"1282";"Sołectwa Bierawa i Grabówka"
"Rada Gminy Bierawa";"160302";"4";"1";"5";"5";"410";"Sołectwo Lubieszów"
"Rada Gminy Bierawa";"160302";"5";"3";"5";"13";"1408";"Sołectwo Dziergowice"
"Rada Gminy Bierawa";"160302";"6";"1";"5";"5";"430";"Sołectwo Solarnia"
"Rada Gminy Bierawa";"160302";"7";"1";"2";"2";"446";"Sołectwa Ortowice i Korzonek"
"Rada Gminy Bierawa";"160302";"8";"1";"3";"3";"507";"Sołectwo Stara Kuźnia"
"Rada Gminy Bierawa";"160302";"9";"2";"4";"6";"658";"Sołectwa Kotlarnia i Goszyce"
"Rada Gminy Cisek";"160303";"1";"3";"3";"7";"1059";"Cisek"
"Rada Gminy Cisek";"160303";"2";"1";"2";"2";"410";"Kobylice"
"Rada Gminy Cisek";"160303";"3";"1";"2";"2";"488";"Landzmierz"
"Rada Gminy Cisek";"160303";"4";"1";"2";"2";"364";"Nieznaszyn, Roszowice"
"Rada Gminy Cisek";"160303";"5";"1";"1";"1";"235";"Steblów"
"Rada Gminy Cisek";"160303";"6";"1";"2";"2";"277";"Sukowice"
"Rada Gminy Cisek";"160303";"7";"1";"2";"2";"197";"Błażejowice"
"Rada Gminy Cisek";"160303";"8";"1";"2";"2";"204";"Dzielnica"
"Rada Gminy Cisek";"160303";"9";"2";"2";"4";"554";"Łany"
"Rada Gminy Cisek";"160303";"10";"1";"3";"3";"434";"Miejsce Odrzańskie, Podlesie"
"Rada Gminy Cisek";"160303";"11";"1";"2";"2";"256";"Przewóz"
"Rada Gminy Cisek";"160303";"12";"1";"2";"2";"453";"Roszowicki Las"
"Rada Miasta Kędzierzyn-Koźle";"160301";"1";"6";"10";"94";"13204";"OSIEDLE ROGI, ULICE: Krzysztofa Kamila Baczyńskiego, Błękitna, Bukowa, Główna, Kosynierów, Lasoki, Łąkowa, Ptasia, Rajska, Rybarze, Stawowa, Stoczniowców, Mjr. Henryka Sucharskiego, Wodna, Zacisze., OSIEDLE ZACHÓD, ULICE: Archimedesa, Artylerzystów, Józefa Balwirczaka Bolesława Chrobrego, Filtrowa, Gazowa, Grenadierów, Zbigniewa Herberta, Tadeusza Jasińskiego, Husarska, Kadetów, Kanonierów, Jana Kochanowskiego, Kolejowa, Mikołaja Kopernika, Zygmunta Krasińskiego, Ignacego Łukasiewicza od nr 8 do końca i od nr 17 do końca, Mikołaja z Koźla, Gustawa Morcinka, Juliana Ursyna Niemcewicza, Piastowska od nr 16 do końca i od  nr 27 do końca , Emilii Plater, Pokucie, Polna, Przytulna, Promenada, Księdza Ludwika Rutyny, Saperska, Słowiańska, Leopolda Staffa, Stolarska, Synów Pułku, Lucjana Szenwalda, Świętojańska, Zawiszy Czarnego, Życzliwa., OSIEDLE STARE MIASTO i OSIEDLE POŁUDNIE, ULICE: Anny, Bohaterów Westerplatte, Norberta Bończyka, Cmentarna, Antoniego Czechowa, dr. Wojciecha Czerwińskiego, Isaaka Dunajewskiego, Xawerego Dunikowskiego od nr 16 do końca i od nr 21 do końca, Garncarska, Głubczycka, Karpacka, Klonowa, 24 Kwietnia, Marii Konopnickiej, Józefa Ignacego Kraszewskiego, Bolesława Limanowskiego, Lwowska, Ignacego Łukasiewicza od nr 2 do nr 6 i od nr1 do nr15, Waleriana Łukasińskiego, Pamięci Sybiraków, Piastowska od nr 2 do nr14 i od nr1 do nr  25, Grzegorza Piramowicza, Plac Raciborski, Plac Rady Europy, Władysława Planetorza, Józefa Poniatowskiego, Portowa od nr1 do nr 35 i od nr 2 do nr 28, Raciborska, Racławicka, Franklina Delano Roosevelta, Rynek, Sądowa, Henryka Sienkiewicza, Skarbowa, Marii Skłodowskiej - Curie,  Jana Smolenia, Spółdzielców, Stara Odra, Targowa, Wiklinowa, Wrzosowa, Wyspa, Zamkowa, Gabrieli Zapolskiej, Złotnicza, Stefana Żeromskiego., OSIEDLE KŁODNICA, ULICE: Agrestowa, Błonie, Józefa Chełmońskiego, Jana Cybisa, Dobra, Wojciecha Drzymały, Xawerego Dunikowskiego od nr 1 do nr 19 i od nr 2 do nr 14, Elewatorowa, Piotra Gaszowca, Aleksandra Gierymskiego, Gminna, Mikołaja Goltberga, Jerzego Góreckiego, Artura Grottgera, Grzybowa, Marcina Helwiga, Jagiellońska, Jasna, Kasztanowa, Kłodnicka, Kłosowa, Juliusza Kossaka, Kowalska, Ignacego Krasickiego, Franciszka Krzyszowca, Krzywa, Leśna, Litewska, Jacka Malczewskiego, Marynarska, Piotra Michałowskiego, Bernarda Mikusza, Miodowa, Młynarska, Gabriela Narutowicza, Antoniego Edwarda Odyńca, Olszowa, Osiedlowa, Piaskowa, Pocztowa, Portowa od nr 37 do końca i od nr 30 do końca , Promyk, Przedwiośnie, Sportowa, Wita Stwosza, Karola Szymanowskiego, Leonida Teligi, Torowa, Ustronie, Plac Richarda Wagnera, Wałowa Wandy, Stanisława Wyspiańskiego, Żabieniecka, Żeglarska., "
"Rada Miasta Kędzierzyn-Koźle";"160301";"2";"5";"7";"59";"10045";"OSIEDLE POGORZELEC, ULICE:: Aleja Partyzantów, Aleja Róż, Arki Bożka, Bławatków, Bratków, Józefa Bema, Cicha, Józefa Elsnera, Fryderyka Chopina, Dębowa, Gliwicka, Goździków, Jana Kilińskiego, Konwalii, Janusza Korczaka, Koszykowa, Tadeusza Kościuszki, Kozielska, Krokusów, Kwiatowa, Juliusza Ligonia, Adama Mickiewicza, Czesława Miłosza, Młyńska, Stanisława Moniuszki, Niezapominajek, Cypriana Kamila Norwida, Odrzańska, Elizy Orzeszkowej, Ignacego Paderewskiego, Plac Gwardii Ludowej, Plac Pamięci Rodła, Przechodnia, Mikołaja Reja, Sasanek, Gen. Władysława Sikorskiego, Piotra Skargi, Juliusza Słowackiego, Jana Sobieskiego, Sosnowa, Stara, Stokrotek, Tartaczna, Towarowa, Henryka Wieniawskiego, Wierzbowa, Zielona, Żwirki i Wigury., , "
