"Electoral institution";"Teritorial code";"Constituency no";"Mandates quantity";"Committees quantity";"Candidates quantity";"Electorals quantity";"Constituency boundaries"
"Rada Powiatu w Kamieniu Pomorskim";"320700";"3";"4";"10";"68";"8964";"Gmina Międzyzdroje, gmina Dziwnów"
"Rada Powiatu w Kamieniu Pomorskim";"320700";"4";"4";"9";"63";"8328";"Gmina Świerzno, gmina Golczewo"
"Rada Powiatu w Kołobrzegu";"320800";"1";"3";"4";"22";"9518";"Akacjowa, Albatrosa, Aleja I Armii Wojska Polskiego, Arciszewskiego Krzysztofa, Bajeczna, Bałtycka, Billewiczówny Oleńki, Błękitna, Bosmańska, Brylantowa, Brzechwy Jana, Bukowa, Bulwar Jana Szymańskiego, Bulwar Marynarzy Okrętów Pogranicza, Bulwar Zacisze, Bursztynowa, Bzów, Bydgoska, Chełmońskiego Józefa, Cicha, Cisowa, Dębowa, Diamentowa, Dworcowa, Frankowskiego Jana, Gdańska, Gierymskich Aleksandra i Maksymiliana, Głogowa, Gnieźnieńska, Grudziądzka, Grzybowska, Hajduczka, Herbowa – numery nieparzyste, Jana Sobieskiego, Jasna, Jaśminowa, Jedności Narodowej, Jodłowa, Jurkiewicza Kazimierza, Kapitańska, Karłowicza Mieczysława, Kasztanowa, Ketlinga, Kiemliczów, Kmicica Andrzeja, Kniewskiego Władysława, Klonowa, Kolumba Krzysztofa, Koralowa, Korczaka Janusza, ks. Kordeckiego, Kossaka Juliusza, Krakowska, Krasickiego Ignacego, Krótka, Kurpińskiego Karola, Lazurowa, Leśna, Łososiowa, Maciejewicza Konstantego, Makowskiego Tadeusza, Makuszyńskiego Kornela, Malczewskiego Jacka, Marynarska, Matejki Jana, Św. Macieja, Michałowskiego Piotra, Skwer komandora Stanisława Mieszkowskiego, Miła, Moniuszki Stanisława, Morcinka Gustawa, Morska, Noskowskiego Zygmunta, Obozowa, Obrońców Westerplatte, Ogińskiego Michała - Kleofasa, Opolska, Orłowskiego Aleksandra, Paderewskiego Ignacego, park 18 Marca, park im. Jedności Narodowej, Partyzantów, Perłowa, Piastowska, Pierwszych Osadników, Plac 18 -go Marca, Plażowa, Pogodna, Pomorska, Portowa, Poznańska, Próżna, Reja Mikołaja, Rolna, Różana, Różyckiego Ludomira, Rubinowa, Rybacka, Sienkiewicza Henryka, Skoczylasa Władysława, Skrzetuskiego Jana, Słoneczna, Słowicza, Sosnowa, Spacerowa, Spokojna, Stankiewicza Mamerta, Starynowska, Stoczniowa, Szafirowa, Szarych Szeregów, Szelburg – Zarembiny Ewy, Szkolna, Szmaragdowa, Szymanowskiego Karola, Szyprów, Synów Pułku, Świerkowa, Świętego Wojciecha, Tczewska, Teligi Leonida, Tęczowa, Toruńska, Towarowa, Turkusowa, Tuwima Juliana, Urocza, Warszawska, Warzelnicza, Wczasowa, Wesoła, Węgorzowa, Wichrowa, Wieniawskiego Henryka, Wierzbowa, Wiosenna, Witkowice, Witosa Wincentego, Wołodyjowskiego Michała, Wrocławska, Wyczółkowskiego Leona, Wylotowa, Wyspiańskiego Stanisława, Zachodnia, Zagłoby, Zaruskiego Mariusza, Zbowidowców, Zwycięzców, Żeglarska, Żurawia, Źródlana."
"Rada Powiatu w Kołobrzegu";"320800";"2";"3";"5";"29";"8419";"Aleja Kolejowa, Aleja Nadmorska, Aniołów Stróżów, Armii Krajowej, Borzymowskiego Marcina, Brzozowa, Chopina Fryderyka, Drzymały Wojciecha, Dubois Stanisława, Giełdowa, ppor. Gierczak Emilii, Graniczna, Grottgera Artura, Jordana Henryka, Kasprowicza Jana, Katedralna, Kilińskiego Jana, Kołłątaja Hugo, Konopnickiej Marii, Kopernika Mikołaja, Korzeniowskiego Josepha Conrada, Kościuszki Tadeusza, Krakusa i Wandy, ppor. Edmunda Łopuskiego, Mariacka, Mickiewicza Adama, Narutowicza Gabriela, Norwida Cypriana Kamila, Okopowa, park im. Stefana Żeromskiego, plac Ratuszowy, plac płk Przybylskiego Anatola, prof. Rafińskiego Teodora, Ratuszowa, Reymonta Władysława, Rodziewiczówny Marii, Rzeczna, gen. Sikorskiego Władysława, Skwer 750-lecia, Skwer Miast Partnerskich, Skwer Pionierów Kołobrzegu, Słowackiego Juliusza, Strzelecka, Sybiraków, ks. Ściegiennego Piotra, Uczniowska, Unii Lubelskiej, Walki Młodych, Waryńskiego Ludwika, Waszyngtona Jerzego, Wąska, Zapleczna, Zdrojowa."
"Rada Powiatu w Kołobrzegu";"320800";"3";"3";"4";"24";"9198";"Artyleryjska, Basztowa, Berlińska, Bogusława X, Bolesława Chrobrego, Bolesława Krzywoustego, Brukselska, Budowlana, Bulwar im. Kotwicy Kołobrzeg, Bulwar nad Parsętą, 6 Dywizji Piechoty, Grochowska, Helsińska, Władysława Jagiełły, Janiska, Jerzego, Kaliska, Kamienna, Kazimierza Wielkiego, Kielecka, Kopenhaska, Księcia Warcisława III, Kujawska, Londyńska, Lipowa, Lotnicza, 1-go Maja, Mazowiecka, Młyńska, park im. Jana Henryka Dąbrowskiego, park im. Bolesława Krzywoustego, Paryska, Radomska, Rzemieślnicza, Rzymska, Słowińców, Solna, Stańczyka, Szpitalna, Sztokholmska, ppor. Śliwińskiego Józefa,  Trzebiatowska, Wiedeńska, Wielkopolska, Władysława Łokietka, Wodna, Wolności, Zygmuntowska."
"Rada Powiatu w Kołobrzegu";"320800";"4";"3";"5";"28";"10467";"Gen. Bema Józefa, Bociania, Brzeska, Chodkiewicza Jana, Czarnieckiego Stefana, Dąbrówki, 4 Dywizji Wojska Polskiego, Fredry Aleksandra, Grodzieńska, Gryfitów, Morawskiego Franciszka, Nowogródzka, Kaszubska, Koniecpolskiego Stanisława, Koszalińska, Kresowa, Krzemieniecka, Kupiecka, Lwowska, Łużycka, Mieszka I, Myśliwska, Na Grobli, Ogrodowa, Orla, Ostrobramska, park im. Aleksandra Fredry, park im. 3 Dywizji Piechoty, Pińska, Podolska, Poleska, Promienna, Przesmyk, Rondo Solidarności, Skwer Balladyny, Skwer Kordiana, Skwer Pana Tadeusza, Słowiańska, Sułkowskiego Antoniego, Tarnopolska, Tarnowskiego Jana, Wenedów, Wileńska, Wschodnia, Wybickiego Józefa, Złota, Żółkiewskiego Stanisława."
"Rada Powiatu w Kołobrzegu";"320800";"5";"3";"4";"20";"10155";"Gościno - Siemyśl - Rymań"
"Rada Powiatu w Kołobrzegu";"320800";"6";"4";"5";"36";"15048";"Dygowo - Kołobrzeg - Ustronie Morskie"
"Rada Powiatu w Koszalinie";"320900";"1";"4";"5";"32";"10940";"Gminy Będzino, Mielno"
"Rada Powiatu w Koszalinie";"320900";"2";"5";"5";"37";"14569";"Gminy Biesiekierz, Świeszyno, Manowo"
"Rada Powiatu w Koszalinie";"320900";"3";"3";"5";"27";"7695";"Gmina Bobolice"
"Rada Powiatu w Koszalinie";"320900";"4";"3";"5";"27";"7149";"Gmina Polanów"
"Rada Powiatu w Koszalinie";"320900";"5";"4";"6";"42";"10689";"Gmina Sianów"
"Rada Powiatu w Myśliborzu";"321000";"1";"6";"3";"36";"18439";"gminy: Barlinek, Nowogródek Pomorski"
"Rada Powiatu w Myśliborzu";"321000";"2";"7";"4";"40";"19077";"gmimy: Boleszkowice, Dębno"
"Rada Powiatu w Myśliborzu";"321000";"3";"6";"4";"40";"16897";"gmina Myślibórz"
"Rada Powiatu Polickiego";"321100";"1";"3";"5";"25";"7918";"Gmina Kołbaskowo"
"Rada Powiatu Polickiego";"321100";"2";"5";"6";"44";"13368";"1)Gmina Dobra, 2)Gmina Nowe Warpno, "
"Rada Powiatu Polickiego";"321100";"3";"3";"5";"28";"10247";"1)Sołectwa Gminy Police wraz z następującymi miejscowościami:, Bartoszewo, Dębostrów, Dobieszczyn, Drogoradz, Gunice, Karpin, Leśno Górne, Mazańczyce, Niekłończyca, Nowa Jasienica, Pienice, Pilchowo, Podbrzezie, Poddymin, Przęsocin, Siedlice, Sierakowo, Stare Leśno, Stary Dębostrów, Tanowo, Tatynia, Trzebież, Trzeszczyn, Turznica, Uniemyśl, Węgornik, Wieńkowo, Witorza, Zalesie i Żółtew. , 2)Część miasta Polic obejmująca osiedle nr 2 Stare Miasto z następującymi ulicami:, Bartłomieja, Stefana Batorego, pl. Bolesława Chrobrego, Dolną, Drzymały, Stanisława Dubois, Działkową, Goleniowską, Grunwaldzką, Jabłoniową, Kamienną, Hugona Kołłątaja, Marii Konopnickiej, Tadeusza Kościuszki, Lubuską, Mazurską, Józefa Mireckiego, Mieczysława Niedziałkowskiego, pl. Nieznanego Żołnierza, Nowopol, Emilii Plater, Polną, Pomorską, Rogową, Rycerską, Władysława Sikorskiego, Henryka Sienkiewicza, Słoneczną, Słowiańską, Stanisława Staszica, Stefana Starzyńskiego, Szkolną, Targową, Romualda Traugutta, Usługową, Wiejską, Wielecką i Wojska Polskiego.  , 3)Część miasta Polic obejmująca osiedle nr 3 Jasienica wraz z następującymi ulicami:, św. Anny, Władysława Broniewskiego, Brzozową, Dworcową, Jana Kazimierza, Jasienicką, Kolejową, Mikołaja Kopernika, Kościelną, Krótką, Kuźnicką, Kwiatową, Łąkową, Makową, św. Marcina, Morską, Ogrodową, Owocową, Partyzantów, Piastów, Piotra i Pawła, Podgórną, Rybacką, Sosnową, Tartaczną, Wodną, Zatoka i Zieloną., "
"Rada Powiatu Polickiego";"321100";"4";"4";"5";"38";"10547";"1)Część miasta Polic obejmująca osiedle nr 1 Mścięcino wraz z następującymi ulicami:, Asfaltową, Brzoskwiniową, Bukową, Cisową, Czereśniową, Dębową, Graniczną, Jaworową, Jesionową, Jodłową, Klonową, Modrzewiową, Morelową, Nadbrzeżną, Palmową, Parkową, Świerkową, Szpilkową, Topolową, Trzcinową i Wiśniową., 2)Część miasta Polic obejmująca osiedle nr 4 Dąbrówki wraz z następującymi ulicami:, Bankową (numery parzyste od 6 do 32 i nieparzyste od 1 do 57), Bursztynową, Jana Długosza, Galla Anonima, Wincentego Kadłubka, Kosynierów Gdyńskich, Grzybową, Jana Kochanowskiego, Krzywą, Mieszka I, Odrzańską, Piaskową (numery parzyste od 2 do 38 i nieparzyste od 1 do 97), Józefa Piłsudskiego, Polskiego Czerwonego  Krzyża, Przybora, Kazimierza Puławskiego, Mikołaja Reja, Robotniczą, Juliusza Słowackiego, Spółdzielców, Bohaterów Westerplatte, Wkrzańską, Stanisława Wyspiańskiego i Ludwika Zamenhofa (numery nieparzyste od 1 do 17)., 3)Część miasta Polic obejmująca osiedle nr 5 Gryfitów wraz z następującymi ulicami:, Księcia Barnima I, Jana Karola Chodkiewicza, Energetyków, Fabryczną, Wojciecha Głowackiego, Jana Kasprowicza, Janusza Korczaka, Kresową, Licealną, Władysława Łokietka, Przemysłową, Sadową, Siedlecką, Marii Skłodowskiej - Curie, Spółdzielczą, Tanowską i Zygmunta Wróblewskiego., "
"Rada Powiatu Polickiego";"321100";"5";"4";"5";"39";"11492";"1)Część miasta Polic obejmująca osiedle nr 6 Księcia Bogusława X wraz z następującymi ulicami:, Bankową (numery parzyste od 2 do 4), Piaskową (numery parzyste od 40 do 112 i nieparzyste od 99 do 101), Kardynała Stefana Wyszyńskiego (numery nieparzyste od 1 do 89) i Ludwika Zamenhofa (numery parzyste od 2 do 50)., 2)  Część miasta Polic obejmująca osiedle nr 7 Anny Jagiellonki wraz z następującymi ulicami:, Armii Krajowej, 26 Kwietnia, 1 Maja, Leopolda Okulickiego, Przyjaźni, Roweckiego, św. Kazimierza i Kardynała Stefana Wyszyńskiego ( numery parzyste od 2 do 60)., "
"Rada Powiatu Pyrzyckiego";"321200";"1";"8";"5";"64";"15876";"Miasto i Gmina Pyrzyce"
"Rada Powiatu Pyrzyckiego";"321200";"2";"3";"5";"28";"4981";"Miasto i Gmina Lipiany"
"Rada Powiatu Pyrzyckiego";"321200";"3";"6";"5";"46";"11678";"Gminy Bielice, Kozielice, Przelewice, Warnice"
"Rada Powiatu w Sławnie";"321300";"1";"4";"6";"44";"11764";"Miasto Darłowo"
"Rada Powiatu w Sławnie";"321300";"2";"4";"6";"38";"10631";"Miasto Sławno"
"Rada Powiatu w Sławnie";"321300";"3";"4";"6";"46";"11341";"Gmina Darłowo i Gmina Malechowo"
"Rada Powiatu w Sławnie";"321300";"4";"5";"6";"53";"12378";"Gmina Postomino i Gmina Sławno"
"Rada Powiatu w Stargardzie Szczecińskim";"321400";"1";"4";"5";"38";"19356";"Miasto Stargard Szczeciński:, ul. 11 Listopada, ul. 9 Zaodrzańskiego Pułku Piechoty, ul. Aleja Gryfa, ul. Aleja Żołnierza, ul. Aleja Żołnierza Boczna, ul. Fryderyka Chopina, ul. Cieplna, Giżynek, ul. Hanzeatycka, ul. Jesienna, ul. Mieczysława Karłowicza, ul. Hugona Kołłątaja, ul. Szymona Konarskiego, ul. Tadeusza Kościuszki, ul. Józefa Ignacego Kraszewskiego, ul. Kubańska, , ul. Kupiecka, ul. Karola Kurpińskiego, ul. Lechicka, ul. Let-nia, ul. Mazowiecka, ul. Mieszczańska, ul. Stanisława  Moniuszki, ul. Nasienna, ul. Stanisława Niewiadomskiego, , ul. Zygmunta Noskowskiego, ul. Józefa Nowakowskiego, ul. Feliksa Nowowiejskiego, osiedle Generała Józefa Hallera,  osiedle Zachód, ul. Oświaty, ul. Ignacego Paderewskiego, park Stefana Batorego, plac Lubelski, plac Majdanek, plac Słoneczny,  plac  Zgody,  ul. Pogodna,  ul. Polska, ul. Księdza Jerzego  Popiełuszki,  ul.  Przedwiośnie, , ul. Przemysłowa, ul. Kazimierza Przerwy – Tetmajera, Rondo 15 Południk, ul. Różana, , ul. Ludomira Różyckiego,  ul. Skandynawska, ul. Składowa, ul. Słoneczna, ul. Spokojna, , ul. Stralsundzka,    ul. Szczecińska, ul. Karola Szymanowskiego, ul. Usługowa, , ul. Wielkopolska, ul. Henryka Wieniawskiego, ul. Wiosenna, "
"Rada Powiatu w Stargardzie Szczecińskim";"321400";"2";"4";"5";"37";"17219";"Miasto Stargard Szczeciński:, ul. Adama Asnyka, ul. Batalionów Chłopskich, ul. Generała  Józefa Bema, ul. Macieja Boryny, ul. Brzozowa, ul. Bułgarska, ul. Ceglana, ul. Józefa Chełmońskiego, ul. Czeska, , ul. Czwartaków, ul. Generała Henryka Dąbrowskiego, ul. Marii  Dąbrowskiej, ul. Dworcowa, ul. Gospodarska, ul. Jugosłowiańska, ul. Jana Kasprowicza, ul. Kaszubska, , ul. Jana Kochanowskiego, ul. Marii Konopnickiej, ul. Wojciecha Kossaka, ul. Krakowska, , ul. Zygmunta  Krasińskiego, ul. Kwiatowa, ul. Bolesława Limanowskiego, ul. Ignacego Łukasiewicza, ul. Łużycka, ul. Jacka   Malczewskiego, ul. Jana Matejki, ul. Mazurska, , ul. Adama   Mickiewicza, ul. Miodowa, ul. Modrzewiowa, ul. Mokrzyca, ul. Nadbrzeżna, , ul. Obrońców Westerplatte, ul. Ogrodowa,  ul. Stefana Okrzei, ul. Elizy Orzeszkowej, osiedle Mikołaja    Kopernika, osiedle Tysiąclecia, ul. Owocowa, ul. Partyzantów, ul. Pierwszej Brygady, ul. Marszałka Józefa Piłsudskiego, plac Juliusza Słowackiego, plac Targowy, plac Wolności, ul. Podchorążych, ul. Podleśna, ul. Podmiejska, , ul. Polna, ul. Pomorska, ul. Północna, ul. Bolesława Prusa,     ul. Zenona Przesmyckiego, ul. Juliana Przybosia, ul. Racławicka, ul. Mikołaja Reja, ul. Władysława Reymonta, ul. Rumuńska, ul. Rzeźnicza, ul. Serbska, ul. Henryka Sienkiewicza, ul. Słowacka, skwer im. Ojca Świętego Jana Pawła II, ul. Juliusza Słowackiego, ul. Sportowa, ul. Majora   Henryka Sucharskiego, ul. Szkolna, ul. Środkowa, ul. Topolowa, ul. Torfowa, ul. Towarowa, , ul. Ludwika  Waryńskiego, ul. Warzywna, ul. Węgierska, ul. Wileńska, , ul. Wojska Polskiego, ul.  Kardynała  Stefana  Wyszyńskiego,  ul.  Zakole,  ul. Zwycięzców, ul. Stefana Żeromskiego, "
"Rada Powiatu w Stargardzie Szczecińskim";"321400";"3";"5";"5";"44";"19415";"Miasto Stargard Szczeciński:, ul. 5 Marca, ul. 9 Maja, ul. Aleja Dębowa, aleja Słowicza, aleja Spacerowa, ul. Generała Władysława Andersa, ul. Anny Jagiellonki, ul. Armii Krajowej, ul. Krzysztofa Kamila Baczyńskiego, ul. Księcia Barnima I, ul. Basztowa, ul. Księcia Bogusława IV, ul. Bohaterów Getta Warszawskiego, ul. Bohaterów Monte Cassino, ul. Bolesława Krzywoustego, ul. Bolesława Chrobrego, ul. Królowej Bony, ul. Władysława Broniewskiego, ul. Jana Brzechwy, ul. Bydgoska, ul. Św. Jana Chrzciciela, ul. Marii Skłodowskiej – Curie, ul. Hetmana Stefana Czarnieckiego, ul. Daleka, ul. Dąbrówki, ul. Stefana Drzewieckiego, ul. Michała Drzymały, ul. Eskadrowa, ul. Generała Augusta Emila Fieldorfa, ul. Konstantego  Ildefonsa  Gałczyńskiego, ul. Garncarska, ul. Gdańska,  ul. Gdyńska,  ul. Główna, ul. Witolda  Gombrowicza,  ul. Graniczna, ul. Grodzka, ul. Generała Stefana Grota – Roweckiego, , ul. Grudziądzka, ul. Grunwaldzka, ul. Harcerska, ul. Majora Hubala, ul. Zbigniewa Herberta, ul. Jarosława Iwaszkiewicza, ul. Królowej Jadwigi, ul. Jagiellońska, ul. Jesionowa, , ul. Kasztelańska, ul. Kazimierza Wielkiego, ul. Jana Kilińskiego, ul. Klasztorna, , ul. Generała Franciszka Kleeberga, ul. Klonowa, ul. Kolejowa, ul. Janusza Korczaka, , ul. Kosmonautów, ul. Kramarska, ul. Leona Kruczkowskiego, ul. Krzywa, ul. Janusza Kusocińskiego, ul. Kuśnierzy, ul. Generała Tadeusza Kutrzeby, ul. Jana Lechonia, , ul. Joachima Lelewela, ul. Bolesława Leśmiana, ul. Lotników, ul. Łabędzia, ul. Łąkowa, , ul. Władysława Łokietka, ul. Mariacka, ul. Mieszka I, ul. Młyńska, ul. Morska, ul. Na Grobli, ul. Zofii Nałkowskiej, ul. Juliana Ursyna Niemcewicza, ul. Niepodległości, ul. Cypriana Kamila Norwida, ul. Nowowiejska, ul. Ochronna, ul. Okrężna, ul. Generała Leopolda Okulickiego, ul. Władysława Orkana, park 3 Maja, park Bolesława Chrobrego, park Jagielloński, park Piastowski, park Popiela, park Zamkowy, ul. Parkowa, ul. Rotmistrza Witolda Pileckiego, ul. Piwna, plac Bohaterów II Wojny Światowej, plac Świętego Ducha, , ul. Płatnerzy, ul. Pocztowa, ul. Popiela, ul. Portowa, ul. Powstańców Warszawy, ul. Prządki, ul. Robotnicza, ul. Stanisława Rogalskiego, ul. Rolnicza, Rynek Staromiejski, , ul. Rzemieślnicza, ul. Sadowa, ul. Saperów, ul. Generała Władysława Sikorskiego, , ul. Skarbowa, ul. Stanisława Skarżyńskiego, ul. Antoniego Słonimskiego, ul. Spichrzowa, , ul. Spółdzielcza, ul. Leopolda Staffa, ul. Stefana Starzyńskiego, ul. Stanisława Staszica, , ul. Strażnicza, ul. Andrzeja Struga, ul. Wita Stwosza, ul. Sukiennicza, ul. Szarych Szeregów, ul. Szewska, ul. Szosa Maszewska, ul. Śląska, ul. Jana Śniadeckiego, ul. Światopełka, , ul. Czesława Tańskiego, ul. Romualda Traugutta, ul.  Juliana  Tuwima,  ul.  Księdza  Jana  Twardowskiego, ul. Warowna, ul. Warszawska, ul. Wiejska, ul. Kazimierza  Wierzyńskiego, ul. Wiśniowa, ul. Stanisława Ignacego  Witkiewicza, ul. Czesława Witoszyńskiego, ul. Włosiennicza, ul. Stanisława  Wyspiańskiego, ul. Złotników, ul. Źródlana, ul. Żeglarska, , ul. Żwirki i Wigury, "
"Rada Powiatu w Stargardzie Szczecińskim";"321400";"4";"4";"5";"28";"15514";"gm. Stargard Szczeciński, Kobykanka, Stara Dąbrowa"
"Rada Powiatu w Stargardzie Szczecińskim";"321400";"5";"3";"5";"23";"12366";"Dolice, Marianowo, Suchań"
"Rada Powiatu w Stargardzie Szczecińskim";"321400";"6";"3";"6";"26";"11986";"Chociwel, Dobrzany, Ińsko"
"Rada Powiatu w Szczecinku";"321500";"1";"10";"6";"103";"32824";"Miasto Szczecinek"
"Rada Powiatu w Szczecinku";"321500";"2";"6";"6";"50";"18677";"Miasto i Gmina Barwice, Miasto i Gmina Borne Sulinowo, Gmina Grzmiąca"
"Rada Powiatu w Szczecinku";"321500";"3";"3";"6";"27";"11511";"Miasto i Gmina Biały Bór, Gmina Szczecinek"
"Rada Powiatu w Świdwinie";"321600";"1";"5";"6";"52";"12796";"Miasto Świdwin"
"Rada Powiatu w Świdwinie";"321600";"2";"3";"6";"32";"7238";"Gminy: Brzeżno i Świdwin"
"Rada Powiatu w Świdwinie";"321600";"3";"6";"6";"53";"13270";"Miast i Gmina Połczyn Zdrój"
"Rada Powiatu w Świdwinie";"321600";"4";"3";"6";"27";"6563";"Gminy: Rąbino i Sławoborze"
"Rada Powiatu w Wałczu";"321700";"1";"8";"6";"87";"21199";"Miasto Wałcz"
"Rada Powiatu w Wałczu";"321700";"2";"4";"6";"44";"9816";"Gmina Wałcz"
"Rada Powiatu w Wałczu";"321700";"3";"5";"6";"52";"12673";"Miasto i Gmina Człopa, Gmina i Miasto Mirosławiec, Miasto i Gmina Tuczno"
"Rada Powiatu w Łobzie";"321800";"1";"6";"4";"41";"11649";"Gmina Łobez "
"Rada Powiatu w Łobzie";"321800";"2";"3";"3";"18";"6614";"Gmina Resko "
"Rada Powiatu w Łobzie";"321800";"3";"3";"3";"18";"6701";"Gminy: Dobra i Radowo Małe "
"Rada Powiatu w Łobzie";"321800";"4";"3";"3";"18";"5859";"Gmina Węgorzyno "
"Rada Miejska w Koszalinie";"326101";"1";"5";"7";"59";"17095";"Adama Próchnika, Adama Śnieżka, Akademicka, Arki Bożka, Bliska, Boczna, Chełmska, Daleka, Darłowska, Dobra, , Doktora Jerzego Kostenckiego, Gajowa, Gdańska, Gracjana Bojara-Fijałkowskiego, Hugo Kołłątaja, Ignacego, Chrzanowskiego, Ignacego Kuczkowskiego, Izydora Maćkowicza, Jadwigi Jelec, Jana Baczewskiego, Jana Bauera, Jana, Pawła II, Jerzego Fitio, Joachima Lelewela, Juliana Krzyżanowskiego, Kazimierza Wyki, Kędzierzyńska, Kielecka, , Klaudiusza Górskiego, Krakowska, Księdza Bolesława Domańskiego, Księdza Jerzego Popiełuszki, Księdza Maksymiliana, Grochowskiego, Kujawska, Lubuska, Macierzy, Maksymiliana Golisza, Malownicza, Małopolska, Marii Magdaleny, Gąszczak, Mazowiecka, Mazurska, Michała Kajki, Michała Żebrowskiego Młodości, Na Skwierzynkę, Oskara Lange, , Podlaska, Pomorska, Prosta, Radości, Rodła, Ryszarda Siennickiego, Romana Sierocińskiego, Seweryna Pieniężnego, , Stanisława Staszica, Sudecka, Śląska, Śniadeckich, Śmiała, Tadeusza Kotarbińskiego, Tradycji, Wacława Sierpińskiego, , Warmińska, Wąwozowa, Wesoła, Weteranów, Wielkopolska, Witolda Doroszewskiego, Władysława Spasowskiego, , Władysława Tatarkiewicza, Władysława Turowskiego, Władysława IV od nr 50 do końca (strona parzysta), Własna, , Wspólna, Zenona Klemensiewicza."
