"Electoral institution";"Teritorial code";"Constituency no";"Mandates quantity";"Committees quantity";"Candidates quantity";"Electorals quantity";"Constituency boundaries"
"Rada Gminy Bedlno";"100202";"12";"1";"3";"3";"356";"Żeronice, Wola Kałkowa, Gosławice"
"Rada Gminy Bedlno";"100202";"13";"1";"2";"2";"291";"Stradzew, Garbów, Stanisławice"
"Rada Gminy Bedlno";"100202";"14";"2";"4";"7";"692";"Pniewo, Zleszyn"
"Rada Gminy Dąbrowice";"100203";"1";"2";"3";"5";"213";"Augustopol, Mariopol, Rozopol."
"Rada Gminy Dąbrowice";"100203";"2";"2";"3";"6";"230";"Baby, w tym Nowe Baby."
"Rada Gminy Dąbrowice";"100203";"3";"3";"3";"7";"340";"Dąbrowice : w tym Piotrowo, ul. Cmentarna, ul.Kłodawska, ul. Kościuszki, Liliopol, Łojewka."
"Rada Gminy Dąbrowice";"100203";"4";"2";"4";"7";"198";"Dąbrowice : w tym ul. Benedykta, ul. Nowy Rynek, ul. Przedecka, ul. Sienkiewicza, ul. Stary Rynek."
"Rada Gminy Dąbrowice";"100203";"5";"3";"3";"9";"310";"Dąbrowice : w tym Cieleburzyna, Działy, Dzięgost, Majdany, ul. Sławińskiego, ul. Wodna, ul. Zbawiciela, ul. 3 Maja."
"Rada Gminy Dąbrowice";"100203";"6";"2";"3";"6";"236";"Ostrówki, Zgórze, Iwiny."
"Rada Gminy Dąbrowice";"100203";"7";"1";"3";"3";"151";"Witawa, Żakowiec."
"Rada Miejska w Krośniewicach";"100204";"1";"2";"2";"4";"733";"Plac Wolności, ul. Kutnowska, ul. Poznańska, ul. Sienkiewicza, ul. 3 Maja, ul. Targowa od nr 1 do nr 29a, ul. Targowa od nr 16 do nr 32, ul. gen. Sikorskiego, ul. Zachodnia, ul. Konopnickiej, ul. Słowackiego, ul. Mazowiecka, ul. Płocka"
"Rada Miejska w Krośniewicach";"100204";"2";"4";"4";"10";"1993";"ul. Toruńska, ul. Parkowa, ul. Kolejowa, ul. Kościuszki, ul. Zakątna, ul. Błonie"
"Rada Miejska w Krośniewicach";"100204";"3";"2";"4";"6";"1081";"ul. Paderewskiego, ul. Lipowa, ul. Kasztanowa, ul. Dębowa, ul. Brzozowa, ul. Prusa, ul. Wiosenna, ul. Południowa, ul. Moniuszki, ul. Łąkowa, ul. Zielona, ul. Wspólna, ul. 19 Stycznia, ul. Broniewskiego, ul. Norwida, ul. Cicha, ul. Mickiewicza, ul. gen. Józefa Bema, ul. Wąska, ul. Krótka, ul. Boczna, ul. Łęczycka, ul. Kwiatowa, ul. Klonowa, ul. Jaśminowa, ul. Polna, ul. Ogrodowa, ul. Targowa od nr 2 do nr 14, ul. Przemysłowa, "
"Rada Miejska w Krośniewicach";"100204";"4";"1";"4";"4";"521";"sołectwo Kajew - miejscowości: Kajew, Błonie, , sołectwo Kopy - miejscowość: Kopy"
"Rada Miejska w Krośniewicach";"100204";"5";"1";"3";"3";"490";"sołectwo Teresin - miejscowości: Teresin, Bardzinek, Głaznów, Pniewko, sołectwo Ostałów - miejscowości: Ostałów, Tumidaj, sołectwo Bielice - miejscowości: Bielice, Stara Wieś, Raszynek, sołectwo Suchodoły - miejscowość: Suchodoły"
"Rada Miejska w Krośniewicach";"100204";"6";"1";"4";"4";"480";"sołectwo Franki - miejscowość: Franki, sołectwo Jankowice - miejscowości: Jankowice, Cudniki, Głogowa, sołectwo Wychny - miejscowości: Wychny, Kopyta, Nowe Jankowice"
"Rada Miejska w Krośniewicach";"100204";"7";"1";"4";"4";"603";"sołectwo Morawce - miejscowości: Morawce, Stare Morawce, Krzewie, Rozpacz, Zosinek, sołectwo Zalesie - miejscowości: Zalesie, Miłosna, Marynin, sołectwo Wymysłów - miejscowości: Wymysłów, Miłonice, Górki Miłońskie"
"Rada Miejska w Krośniewicach";"100204";"8";"1";"3";"3";"542";"sołectwo Pawlikowice - miejscowość: Pawlikowice, sołectwo Pomarzany - miejscowość: Pomarzany, sołectwo Wola Nowska - miejscowość: Wola Nowska"
"Rada Miejska w Krośniewicach";"100204";"9";"1";"4";"4";"465";"sołectwo Szubina - miejscowości: Szubina, Iwiczna, sołectwo Nowe - miejscowości: Nowe, Skłóty"
"Rada Miejska w Krośniewicach";"100204";"10";"1";"3";"3";"490";"sołectwo Witów - miejscowość: Witów, sołectwo Szubsk Duży - miejscowość: Szubsk Duży, sołectwo Szubsk Towarzystwo - miejscowości: Szubsk Towarzystwo, Cygany, sołectwo Zieleniew - miejscowość: Zieleniew, sołectwo Luboradz - miejscowości: Luboradz, Godzięby"
"Rada Gminy Krzyżanów";"100205";"1";"1";"4";"4";"244";"Kaszewy Kościelne, Kaszewy-Spójnia, Sokół, Psurze, Julianów"
"Rada Gminy Krzyżanów";"100205";"2";"1";"4";"4";"301";"Kaszewy-Kolonia, Kaszewy Dworne, Kaszewy Tarnowskie, Uroczysko Leśne, Złotniki"
"Rada Gminy Krzyżanów";"100205";"3";"2";"3";"6";"363";"Łęki Górne, Łęki Kościelne"
"Rada Gminy Krzyżanów";"100205";"4";"1";"4";"4";"273";"Krzyżanów, Różanowice"
"Rada Gminy Krzyżanów";"100205";"5";"1";"4";"4";"268";"Rybie, Rustów, Konary"
"Rada Gminy Krzyżanów";"100205";"6";"1";"4";"4";"208";"Stefanów, Młogoszyn, Goliszew"
"Rada Gminy Krzyżanów";"100205";"7";"1";"2";"2";"265";"Wały A, Wały B, Mieczysławów"
"Rada Gminy Krzyżanów";"100205";"8";"1";"3";"3";"163";"Malewo, Marcinów, Świniary"
"Rada Gminy Krzyżanów";"100205";"9";"1";"4";"4";"341";"Kuchary, Wierzyki, Wojciechowice Duże, Wojciechowice Małe, Zawady"
"Rada Gminy Krzyżanów";"100205";"10";"1";"4";"4";"270";"Żakowice, Krzyżanówek, Władysławów, Jagniątki, Morele"
"Rada Gminy Krzyżanów";"100205";"11";"1";"3";"3";"287";"Siemienice, Siemieniczki, Brony"
"Rada Gminy Krzyżanów";"100205";"12";"1";"3";"3";"158";"Nowe Ktery, Wyręby Siemienickie, Zieleniew"
"Rada Gminy Krzyżanów";"100205";"13";"1";"4";"4";"166";"Pawłowice, Micin"
"Rada Gminy Krzyżanów";"100205";"14";"1";"1";"1";"292";"Ktery"
"Rada Miasta Kutno";"100201";"1";"5";"6";"56";"9330";"Norberta Barlickiego, Berka Joselewicza, Krótka, Królewska, Miła, Nawrot, Pereca, Plac Marszałka Józefa Piłsudskiego, Plac Wolności, Szaloma Asza, Teatralna, Wincentego Witosa, Zamenhofa, Zduńska, Bażantowa, Bitwy pod Kutnem, Lipowa, Olimpijska, Oporowska, Rondo Stanisława Jasiukowicza, Skrajna, Karola Szymanowskiego, Zacisze, Długosza, Staszica, Braci Śniadeckich, Aleja Małej Ligi, Kościuszki, Ignacego Kraszewskiego, Janusza Kusocińskiego, Płocka, Pułaskiego, Juliana Tuwima, Bolesława Prusa, Szpitalna, Henryka Wieniawskiego, Generała Bema, Generała Dąbrowskiego, Kołłątaja, Lelewela, Mochnackiego, Gustawa Morcinka, Peowiacka, Sowińskiego, Wysockiego, Eugeniusza Filipowicza, Celiny i Mieczysława Fijałkowskich, Grunwaldzka, Stanisława Gruszczyńskiego, Tomasza Klepy, Rondo Romana Dmowskiego, Ks. Jana Świtkowskiego, Żniwna, Bohaterów Walk nad Bzurą, Górna, Holenderska, Józefów, Lotnicza, Metalowa, Odlewnicza, Okólna, Południowa, Przytorze, Poprzeczna, Promienna, Sklęczkowska, Stalowa, Wschodnia, Zakole, Zielona, Żołnierska, Dom Pomocy Społecznej w Kutnie, ul. Oporowska 27, Szpital Rejonowy im. Dr. Antoniego Troczewskiego w Kutnie, ul. Kościuszki 52"
"Rada Miasta Kutno";"100201";"2";"6";"6";"60";"11596";"Generała Zygmunta Berlinga, Stefana Czarnieckiego, Górnośląska, Ks. A. Kordeckiego, Kwiatowa, Poniatowskiego, Prosta, Rejtana, Księdza Piotra Skargi, Marii Skłodowskiej-Curie, Jana III Sobieskiego, Spokojna, Wojska Polskiego, Zdrojowa, Żółkiewskiego Stanisława, Akacjowa, Brzozowa, Cicha, Ewy. Goszczyńskiego, Jaśminowa, Kasztanowa, Cypriana Kamila Norwida, Władysława Orkana, Ogrodowa, Północna, Różana, Leonida Teligi, Józefa Wybickiego, Wiejska, Wspólna, Złotych Kłosów, Generała Władysława Andersa, Boczna, Generała Władysława Bortnowskiego, Generała „Grota” - Roweckiego, Generała Józefa Hallera, Generała Stanisława Maczka, Stefanii Sempołowskiej, Gen. Władysława Sikorskiego, Generała Stanisława Sosabowskiego, Tarnowskiego, Chodkiewicza, Kanclerza Andrzeja Zamoyskiego, Bałtycka, Cmentarna, Jasna, Stanisława Koniecpolskiego, 29 Listopada, Mireckiego, Mickiewicza, Narutowicza, Obrońców Pokoju, Okrzei, Piastów, Pogodna, Pomorska, Rondo Solidarności, Rzeczna, Wazów, Wygoda, Zgoda, Azaliowa, Bluszczowa, Bociania, Bzów, Chabrowa, Czereśniowa, Głogowa, Graniczna, Jesienna, Krucza, Letnia, Łączna, Łąkowa, Łanowa, Ptasia, Rolnicza, Sadowa, Słowicza, Sowia, Spójna, Toruńska, Uskok, Wiosenna, Wiśniowa, Zimowa, Żurawia, Dom Pomocy Społecznej prow. przez Zgrom. SS Albertynek w Kutnie, ul. Jana III Sobieskiego 49"
"Rada Miasta Kutno";"100201";"3";"5";"6";"53";"9406";"Konduktorska, Krośniewicka, Majdany, Osiedle Kolejowe, Pszenna, Raszewska, Rzemieślnicza, Zbożowa, Zachodnia, Zielna, Żytnia, Aleja Walentyny i Feliksa Mniewskich, Barcewicza, Jana Brzechwy, Chopina, Deotymy, Fałata, Hoffmanowej, Karłowicza, Oskara Kolberga, Konopnickiej, Łęczycka, Kornela Makuszyńskiego, Jana Matejki, Heleny Mniszkówny, Modrzejewskiej, Moniuszki, Zofii Nałkowskiej, Niecała, Noskowskiego, Objazdowa, Orzeszkowej, Ignacego Paderewskiego, Pałacowa, Przemysłowa, Marii Rodziewiczówny, Reymonta, Siemiradzkiego Henryka, Spółdzielcza, Wyspiańskiego, Zapolskiej, Zielarska, Żeromskiego, Wiadukt  37 Pułku Piechoty im. Ks. Józefa Poniatowskiego, Jagiellońska, Kochanowskiego, Kopernika, Krasińskiego, 1 Maja, 3 Maja, Reja, Słowackiego, Bł.Ks. Michała Oziębłowskiego, Bł.Ks. Michała Woźniaka, Kilińskiego, Ks.Jerzego Popiełuszki, Podrzeczna, Rychtelskiego, Henryka Sienkiewicza, Zamkowa, Armii Krajowej, Łąkoszyńska, Osiedle Łąkoszyn, Adama Asnyka, Władysława Broniewskiego, Bukowa, Józefa Chełmońskiego, Chmielna, Stanisława Kostki Gadomskiego, Konstantego Gałczyńskiego, Antoniego Gliszczyńskiego, Klonowa, Krzysztofa Kolumba, Komuny Paryskiej, Stanisława Konarskiego, Janusza Korczaka, Benedykta Korczyńskiego, Kosmonautów, Mikołaja Kucieńskiego, Generała Kutrzeby, Franciszka Górskiego, Kręta, Krzywa, Bolesława Leśmiana, Bolesława Limanowskiego, Łubinowa, Łódzka, Makowa, Jacka Malczewskiego, Niemcewicza, Nowowiejska, Obrońców Warszawy, Piątkowska, Wojciecha Piechowskiego, Piwna, Polna, Powstania Styczniowego, Przechodnia, Walentego Rzętkowskiego, Sielska, Słoneczna, Ludwika Solskiego, Spacerowa, Sporna, Andrzeja Struga, Leopolda Staffa, Księdza Piotra Ściegiennego, Świętego Brata Alberta, Św. Stanisława, Tęczowa, Unii Lubelskiej, Wodna, Wąska, Wiosny Ludów, Wypoczynkowa, Zapłotek"
"Rada Miasta Kutno";"100201";"4";"5";"6";"48";"8897";"Papieża Jana Pawła II, Kardynała Stefana Wyszyńskiego, Warszawskie Przedmieście od ul. Podrzecznej do ul. Dr. Antoniego Troczewskiego, Żwirki i Wigury, Aleja ZHP, Orla, Dr. Antoniego Troczewskiego, Warszawskie Przedmieście od ul. Dr. Antoniego Troczewskiego do ul. Józefów, Wronia, Bolesława Chrobrego, Wilcza, Władysława Jagiełły, Królowej Jadwigi, Władysława Łokietka, Stefana Batorego, Dojazd, Bolesława Krzywoustego, Kazimierza Wielkiego, Dom Pomocy Społecznej w Kutnie, ul. Krzywoustego  11"
"Rada Gminy Kutno";"100206";"1";"1";"4";"4";"526";"STRZEGOCIN, KOLONIA STRZEGOCIN, OBIDÓWEK, JULINKI"
"Rada Gminy Kutno";"100206";"2";"2";"3";"3";"718";"LESZNO, BYSZEW, BYSZEW - KACZYN, MARIANKI"
"Rada Gminy Kutno";"100206";"3";"2";"6";"8";"1063";"NOWA WIEŚ, NAGODÓW, PIWKI, LESZCZYNEK, DUDKI, BOŻA WOLA, GRABKÓW"
"Rada Gminy Kutno";"100206";"4";"1";"4";"4";"507";"WROCZYNY, FRANKI WROCZYŃSKIE, STANISŁAWÓW, WŁOSKÓW, KALINOWA, WYSOKA DUŻA, WYSOKA WIELKA"
"Rada Gminy Kutno";"100206";"5";"2";"3";"6";"782";"DĘBINA, GNOJNO, SIEMIENNIK, PODCZACHY, ADAMOWICE, WOŹNIAKÓW"
"Rada Gminy Kutno";"100206";"6";"2";"3";"4";"766";"KRZESIN, KRZESIN - PARCELA, KRZESINÓWEK, ADAMÓW, GOŁĘBIEWEK NOWY, GOŁĘBIEWEK STARY, RYKÓW, FLOREK, MICHAŁÓW"
"Rada Gminy Kutno";"100206";"7";"2";"5";"7";"884";"GOŁĘBIEW NOWY, GOŁĘBIEW STARY, KUCZKÓW, SIECIECHÓW"
"Rada Gminy Kutno";"100206";"8";"1";"2";"2";"529";"GŁOGOWIEC, RACIBORÓW"
"Rada Gminy Kutno";"100206";"9";"1";"2";"2";"525";"WIERZBIE, MALINA, KOLONIA SÓJKI, NOWE SÓJKI, ŻURAWIENIEC"
"Rada Gminy Kutno";"100206";"10";"1";"4";"4";"609";"BIELAWKI, STARA WIEŚ, KOMADZYN, KOTLISKA, SIERAKÓW"
"Rada Gminy Łanięta";"100207";"1";"1";"3";"3";"121";"Anielin, Nutowo, Pomarzany, Zgoda."
"Rada Gminy Łanięta";"100207";"2";"1";"2";"2";"138";"Budy Nowe, Kąty."
"Rada Gminy Łanięta";"100207";"3";"4";"4";"9";"572";"Juków, Franciszków, Łanięta."
"Rada Gminy Łanięta";"100207";"4";"1";"2";"2";"105";"Rajmundów."
"Rada Gminy Łanięta";"100207";"5";"1";"2";"2";"142";"Ryszardów, Wilkowia."
"Rada Gminy Łanięta";"100207";"6";"1";"2";"2";"140";"Budy Stare, Witoldów."
"Rada Gminy Łanięta";"100207";"7";"3";"4";"4";"317";"Chrosno, Chruścinek, Klonowiec Wielki, Wola Chruścińska."
"Rada Gminy Łanięta";"100207";"8";"2";"4";"6";"347";"Suchodębie, Suchodębie Kolonia, Kliny, Lipie, Marianów."
"Rada Gminy Łanięta";"100207";"9";"1";"3";"3";"104";"Bronisławów, Świecinki, Świeciny."
"Rada Gminy Nowe Ostrowy";"100208";"1";"2";"3";"4";"287";"Bzówki, Nowa Wieś, Lipiny"
"Rada Gminy Nowe Ostrowy";"100208";"2";"4";"7";"12";"869";"Ostrowy, Ostrowy-Cukrownia"
"Rada Gminy Nowe Ostrowy";"100208";"3";"2";"4";"5";"367";"Nowe Ostrowy"
"Rada Gminy Nowe Ostrowy";"100208";"4";"1";"5";"5";"270";"Wołodrza, Perna"
"Rada Gminy Nowe Ostrowy";"100208";"5";"1";"5";"5";"225";"Grodno, Imielinek"
"Rada Gminy Nowe Ostrowy";"100208";"6";"1";"3";"3";"194";"Imielno, Imielinek II, Rdutów, Błota"
"Rada Gminy Nowe Ostrowy";"100208";"7";"1";"4";"4";"245";"Grochów, Grochówek, Kały, Kały-Towarzystwo"
"Rada Gminy Nowe Ostrowy";"100208";"8";"1";"4";"4";"234";"Miksztal, Nowe Grodno, Niechcianów"
"Rada Gminy Nowe Ostrowy";"100208";"9";"1";"3";"3";"238";"Wola Pierowa"
"Rada Gminy Nowe Ostrowy";"100208";"10";"1";"3";"3";"156";"Zieleniec, Kołomia"
"Rada Gminy Oporów";"100209";"1";"2";"8";"14";"349";"sołectwa: Oporów, Kolonia Oporów"
"Rada Gminy Oporów";"100209";"2";"1";"5";"5";"130";"sołectwo: Janów"
"Rada Gminy Oporów";"100209";"3";"1";"6";"6";"159";"sołectwa: Pobórz, Jaworzyna"
"Rada Gminy Oporów";"100209";"4";"1";"4";"4";"122";"sołectwa: Skarżyn, Kurów Parcel"
"Rada Gminy Oporów";"100209";"5";"1";"6";"6";"142";"sołectwa: Jurków Drugi, Kurów Wieś"
"Rada Gminy Oporów";"100209";"6";"1";"3";"3";"113";"sołectwa: Świechów, Jastrzębia"
"Rada Gminy Oporów";"100209";"7";"1";"6";"6";"134";"sołectwa: Jurków Pierwszy, Wólka Lizigódź"
"Rada Gminy Oporów";"100209";"8";"1";"4";"4";"98";"sołectwa: Wola Owsiana, Wola Prosperowa"
"Rada Gminy Oporów";"100209";"9";"1";"7";"7";"171";"sołectwa: Golędzkie, Samogoszcz"
"Rada Gminy Oporów";"100209";"10";"1";"6";"6";"167";"sołectwo: Mnich Południe"
"Rada Gminy Oporów";"100209";"11";"1";"4";"4";"139";"sołectwo: Mnich Ośrodek"
"Rada Gminy Oporów";"100209";"12";"1";"4";"4";"201";"sołectwa: Skórzewa, Stanisławów"
"Rada Gminy Oporów";"100209";"13";"1";"4";"4";"169";"sołectwo: Podgajew"
"Rada Gminy Oporów";"100209";"14";"1";"5";"5";"173";"sołectwa: Kamienna, Szczyt"
"Rada Gminy Strzelce";"100210";"1";"2";"5";"7";"547";"Strzelce"
"Rada Gminy Strzelce";"100210";"2";"1";"4";"4";"204";"Aleksandrów , Bielawy , Holendry Strzeleckie , Karolew , Zaranna"
"Rada Gminy Strzelce";"100210";"3";"1";"5";"5";"209";"Glinice , Kozia Góra , Niedrzaków , Niedrzakówek"
"Rada Gminy Strzelce";"100210";"4";"1";"3";"3";"260";"Długołęka"
"Rada Gminy Strzelce";"100210";"5";"1";"4";"4";"172";"Wieszczyce , Zgórze , Strzelce Kujawskie , Strzelce Leśniczówka"
"Rada Gminy Strzelce";"100210";"6";"1";"3";"3";"232";"Bociany , Sójki - Parcel , Strzelce Kolonia , Wola Raciborowska "
"Rada Gminy Strzelce";"100210";"7";"1";"4";"4";"240";"Klonowiec Stary"
"Rada Gminy Strzelce";"100210";"8";"1";"2";"2";"156";"Niedrzew Drugi"
"Rada Gminy Strzelce";"100210";"9";"1";"5";"5";"231";"Niedrzew Pierwszy , Siemianów"
"Rada Gminy Strzelce";"100210";"10";"1";"4";"4";"187";"Muchnice , Rejmontów , Janiszew , Marianów"
"Rada Gminy Strzelce";"100210";"11";"1";"2";"2";"170";"Muchnice Nowe"
"Rada Gminy Strzelce";"100210";"12";"1";"5";"5";"295";"Dąbkowice , Marianka , Przyzórz"
"Rada Gminy Strzelce";"100210";"13";"1";"2";"2";"235";"Muchnów , Dębina"
"Rada Gminy Strzelce";"100210";"14";"1";"4";"4";"221";"Sójki"
"Rada Miejska w Żychlinie ";"100211";"1";"1";"10";"10";"774";"Ulice: , Sannicka, Wiejska, Pomorska, Polowa, Al.Racławickie, Blizińskiego, Głowackiego, 3 Maja, Pl.Wolności, Kwiatowa, Przeskok, Ks. Ściegiennego, Wspólna, Pl.Jana Pawła II, Aleksandra Orłowskiego, Jaśminowa, Różana, Chabrowa, Wrzosowa, Konwaliowa, Ogrodowa"
"Rada Miejska w Żychlinie ";"100211";"2";"2";"9";"14";"1326";"Ulice:, 1 Maja, Kilińskiego, Młyńska, Pl. 29 Listopada, Zdrojowa, Złota, Barlickiego, Kościuszki, , Narutowicza od 1 do 63, Traugutta Zachód /bloki: 22, 24, 26/, w tym Traugutta , 11-35 /domki/, Łukasińskiego, Cmentarna  "
"Rada Miejska w Żychlinie ";"100211";"3";"3";"11";"23";"2162";"Ulice:, Os.Traugutta, ul. Łąkowa, Traugutta Zachód /bloki: 12, 14, 16, 18/"
"Rada Miejska w Żychlinie ";"100211";"4";"2";"8";"11";"1434";"Ulice:, Dąbrowskiego, Marchlewskiego, Hanki Sawickiej, Żeromskiego /bloki: 15A, 15B, 11B /"
"Rada Miejska w Żychlinie ";"100211";"5";"2";"10";"13";"1429";"Ulice:, Dobra, Dobrzelińska, Dolna, Graniczna, Cicha, Mała, Mickiewicza, Nowa, Narutowicza od 71 do 134, Sienkiewicza, Słowackiego, Śląska, Waryńskiego, Okoniewskiego, Krótka, Tuwima, Reja, Fabryczna, Kolejowa, Traugutta Zachód - blok 20 "
"Rada Miejska w Żychlinie ";"100211";"6";"1";"7";"7";"781";"Sołectwa:, Wola Popowa, Budzyń, Grabie, Zgoda, , Ulice:, Janka Krasickiego, Żeromskiego /domki/, Prusa, "
"Rada Miejska w Żychlinie ";"100211";"7";"2";"8";"11";"1474";"Sołectwa:, Drzewoszki, Dobrzelin, Grabów, Czesławów"
"Rada Miejska w Żychlinie ";"100211";"8";"1";"6";"6";"717";"Sołectwa:, Śleszyn, Brzeziny, Biała, Grzybów, Kruki."
"Rada Miejska w Żychlinie ";"100211";"9";"1";"8";"8";"689";"Sołectwa:, Tretki, Chochołów, Kaczkowizna, Zagroby, Buszków, Pasieka, Sokołówek, Żabików"
"Rada Gminy Buczek";"100301";"1";"1";"2";"2";"247";"Bachorzyn"
"Rada Gminy Buczek";"100301";"2";"1";"2";"2";"385";"Brodnia , (Brodnia Dolna, Brodnia Górna, Wilkowyja), "
"Rada Gminy Buczek";"100301";"3";"4";"1";"4";"957";"Buczek"
"Rada Gminy Buczek";"100301";"4";"2";"1";"2";"631";"Czestków A , (Czestków A, Dąbrówka), Czestków B , (Czestków B, Czestków-Osiedle), Czestków F"
"Rada Gminy Buczek";"100301";"5";"1";"1";"1";"308";"Gucin, , Grzeszyn"
"Rada Gminy Buczek";"100301";"6";"1";"1";"1";"168";"Józefatów"
"Rada Gminy Buczek";"100301";"7";"1";"1";"1";"198";"Kowalew , (Kowalew, Petronelów)"
"Rada Gminy Buczek";"100301";"8";"1";"1";"1";"337";"Luciejów"
"Rada Gminy Buczek";"100301";"9";"1";"1";"1";"144";"Sycanów , (Sycanów, Dąbrowa)"
"Rada Gminy Buczek";"100301";"10";"1";"1";"1";"310";"Wola Bachorska, (Wola Bachorska, Czarny Las), Malenia, (Malenia, Strupiny), Sowińce"
"Rada Gminy Buczek";"100301";"11";"1";"1";"1";"310";"Wola Buczkowska"
"Rada Miejska w Łasku";"100302";"1";"8";"6";"82";"8599";"Armii Krajowej, Batorego Nr 38 i Nr 40, Broniewskiego, Czarnieckiego, Dzika, Górna, Jana Pawła II, Karpińskiego, Kasprowicza, Kilińskiego, Kononowicza, Konopnickiej, Kościelna, Kolejowa, Kościuszki, Kosynierów, Kwirama, Lutomierska, Łaskiego, Łąkowa, 1 Maja, 9 Maja, Matejki, Mickiewicza, Narutowicza, Objazdowa, Okrzei, Plac Dąbrowskiego, Plac 11 Listopada, Plac Lotników Łaskich,  Plac Piłsudskiego, Polna, Południowa, Północna, Prostokątna, Prusa, Pułaskiego, Reymonta, Rodziny Bujnowskich, Sienkiewicza, Skłodowskiej, Słoneczna, Słowackiego, Spółdzielcza, Strażacka, Szeroka, Tylna, Utrata, Warszawska od nr 2 do nr 16 i od nr 3 do nr 41, Wąska, Widawska, Wiejska, Wiosenna, Wróblewskiego, Zachodnia, Zielona, Źródlana, Żeromskiego, Żytnia"
"Rada Miejska w Łasku";"100302";"2";"6";"6";"63";"6741";"Miasto Łask 2 – ulice:, Aleja Niepodległości, Batorego (bez Nr 38 i Nr 40 ), Bohaterów Września, Borowikowa, Chabrowa, Cisowa, Dębowa, Jarzębinowa, Jesionowa, Jodłowa, Leszczynowa, Orzechowa, Podleśna, Przemysłowa, Rzeczna, Szkolna, Szpitalna, Św. Faustyny, Topolowa, Warszawska od nr 18 do końca i od nr 53 do końca, , Dzielnica Kolumna – ulice:, Akacjowa, Armii Ludowej, Bazarowa, Bliska, Błękitna, Boczna, Bracka, Brzeźna, Brzoskwiniowa, Brzozowa, Buczka, Bukowa, Cicha, Czajkowskiego, Dolna, Findera, Gdańska, Grabowa, Graniczna, Grzybowa, Harcerska, Iglasta, Jagiełły, Jagodowa, Jaśminowa,  Kalinowa, Kasztanowa, Katowicka, Klonowa, Kolonijna, Komuny Paryskiej, Kopernika, Krakowska, Krasickiego, Kresowa, Krótka, Kwiatowa, Leśna, Letnia,  Lipowa, Lubelska, Ludowa, Luksemburg, Łanowa, Łączna, Łódzka, 3 Maja, Malwowa, Miła, Miodowa, Modrzewiowa, Mokra, Narodowa, Niska, Nowa, Nowobracka, Obwodowa, Ogrodowa, Orzeszkowej, Ostatnia, Piaskowa, Piekarnicza, Piękna, Piotrkowska, Plac Gwieździsty, Plac Szarych Szeregów, Plażowa, Pogodna, Powstańców Styczniowych, Prosta, Przedwiośnie, Rolnicza, Różana, Sadowa, Sandomierska, Sawickiej, Sejmowa, Skromna, Sosnowa, Spacerowa, Spokojna, Sportowa, Swojska, Śląska, Światowida, Świerkowa, Torowa, Toruńska, Traugutta, Tuwima, Wakacyjna, Wczasowa, Wiązowa, Wierzbowa, Wileńska, Wiśniowa, Wojska Polskiego, Wrzosowa, Wysoka, Wyspiańskiego, Zagajnikowa, Zakopiańska"
"Rada Miejska w Łasku";"100302";"3";"7";"6";"67";"8003";"Sołectwa:, Aleksandrówek, Anielin, Bałucz, Borszewice, Budy Stryjewskie, Gorczyn, Karszew, Kopyść, Krzucz, Łopatki, Mauryca, Okup Mały, Okup Wielki, Orchów, Ostrów, Rembów, Remiszew, Rokitnica, Sięganów, Stryje Księże, Stryje Paskowe, Teodory, Wola Bałucka, Wola Łaska, Wola Stryjewska, Wiewiórczyn, Wronowice, Wrzeszczewice, Wrzeszczewice Nowe, Wydrzyn, Zielęcice."
"Rada Gminy Sędziejowice";"100303";"1";"2";"2";"4";"510";"Sędziejowice - ulice: Dolna, Kolejowa, Krótka, Leśna, Łódzka, Południowa, Powstańców 1863 roku. Rolnicza, Słoneczna, Wieluńska"
"Rada Gminy Sędziejowice";"100303";"2";"1";"3";"3";"405";"Sędziejowice - Kolonia, Brody, Sobiepany"
"Rada Gminy Sędziejowice";"100303";"3";"1";"2";"2";"443";"Żagliny, Osiny, Korczyska"
"Rada Gminy Sędziejowice";"100303";"4";"1";"3";"3";"507";"Marzenin - ulice: Bilewska, Boczna, Cicha, Kręta, Krótka, Jasna, Łaska, Ostatnia, Piaskowa, Plac Różany, Polna, Widna, Wrzesińska, Zaciszna, Zduńska, Zielona"
"Rada Gminy Sędziejowice";"100303";"5";"1";"2";"2";"320";"Bilew, Niecenia, Wola Marzeńska"
"Rada Gminy Sędziejowice";"100303";"6";"1";"2";"2";"412";"Rososza, Wrzesiny, Kustrzyce"
"Rada Gminy Sędziejowice";"100303";"7";"1";"2";"2";"389";"Pruszków - ulice: Dębowa, Główna, Górna, Leśna, Parkowa, Polna, Sieradzka, Spacerowa, Wschodnia, Źródlana"
"Rada Gminy Sędziejowice";"100303";"8";"1";"3";"3";"202";"Dobra"
"Rada Gminy Sędziejowice";"100303";"9";"1";"4";"4";"382";"Brzeski, Grabia, Grabia Trzecia, Przymiłów"
"Rada Gminy Sędziejowice";"100303";"10";"1";"3";"3";"432";"Grabica, Wola Wężykowa, Podule"
"Rada Gminy Sędziejowice";"100303";"11";"1";"3";"3";"382";"Siedlce, Grabno, Zamość"
"Rada Gminy Sędziejowice";"100303";"12";"1";"4";"4";"407";"Nowe Kozuby, Stare Kozuby"
"Rada Gminy Sędziejowice";"100303";"13";"1";"2";"2";"238";"Kamostek"
"Rada Gminy Sędziejowice";"100303";"14";"1";"2";"2";"215";"Lichawa"
