"Electoral institution";"Teritorial code";"Constituency no";"Mandates quantity";"Committees quantity";"Candidates quantity";"Electorals quantity";"Constituency boundaries"
"Rada Gminy Koczała";"220305";"2";"4";"2";"8";"834";"Koczała ulice: Akacjowa, Człuchowska, Klonowa, Kościelna, Krótka, Miastecka Nr 1-32, Nr 34, Nr 36-44, Ogrodowa, Polna, Południowa, Przemysłowa, Sportowa, Szkolna. Strużka, Żukowo."
"Rada Gminy Koczała";"220305";"3";"5";"2";"9";"978";"Koczała ulice: Leśna, Młodzieżowa, Słoneczna, Spacerowa, Tęczowa, Zielona, Miastecka       Nr 33, Nr 35 i Nr 46-66, Dymin, Podlesie."
"Rada Gminy Koczała";"220305";"4";"1";"1";"1";"285";"Dźwierzno, Łękinia, Ostrówek, Starzno."
"Rada Gminy Koczała";"220305";"5";"1";"1";"1";"150";"Adamki, Ciemino, Pietrzykowo, Pietrzykówko, Zagaje."
"Rada Gminy Koczała";"220305";"6";"1";"2";"2";"190";"Niesiłowo, Stara Brda, Stara Brda Pilska, Trzyniec, Wilkowo, Zapadłe."
"Rada Gminy Przechlewo";"220306";"1";"1";"3";"3";"374";"Szczytno, Dobrzyń, Klęśnik, Zawada"
"Rada Gminy Przechlewo";"220306";"2";"4";"5";"17";"1329";"Pakotulsko, Dolinka, Koprzywnica, Przechlewo ulice: Człuchowska, Jeziorna, os. Juźkowa, os. Południe, Rzeczenicka"
"Rada Gminy Przechlewo";"220306";"3";"2";"4";"7";"596";"Sąpolno, Czosnowo, Zdrójki"
"Rada Gminy Przechlewo";"220306";"4";"1";"4";"4";"287";"Płaszczyca"
"Rada Gminy Przechlewo";"220306";"5";"1";"3";"3";"337";"Dąbrowa Człuchowska, Łubianka, Rudniki, Trzęsacz, Wiśnica, Suszka"
"Rada Gminy Przechlewo";"220306";"6";"3";"5";"11";"1061";"Przechlewo ulice: Dworcowa, Młyńska, os. Północ, Szkolna"
"Rada Gminy Przechlewo";"220306";"7";"2";"4";"7";"626";"Nowa Wieś, Jarzębnik, Krasne, Miroszewo, Garbek, Przechlewko, Przechlewko-Leśniczówka, Nowa Brda, Żołna, Lipczynek, Szyszka"
"Rada Gminy Przechlewo";"220306";"8";"1";"3";"3";"291";"Lisewo, Pawłówko, Nowiny, Wandzin"
"Rada Gminy Rzeczenica";"220307";"1";"3";"2";"6";"602";"Rzeczenica:, ulice: Akacjowa, Czarna, Piaskowa, Człuchowska, Leśna, osiedle: Wybudowanie, Osiedle Rzewnica, Bagnica, Lestnica"
"Rada Gminy Rzeczenica";"220307";"2";"3";"2";"6";"664";"Rzeczenica:, ulice: Białobórska, Lipowa, Nowa, Przechlewska, Słoneczna"
"Rada Gminy Rzeczenica";"220307";"3";"1";"2";"2";"208";"Breńsk, Gockowo, Zalesie"
"Rada Gminy Rzeczenica";"220307";"4";"2";"3";"5";"387";"Brzezie, Trzmielewo, Jeziernik."
"Rada Gminy Rzeczenica";"220307";"5";"2";"2";"4";"293";"Pieniężnica, Knieja"
"Rada Gminy Rzeczenica";"220307";"6";"2";"2";"4";"395";"Międzybórz, Cierniki, Dzików, Iwie, Łuszczyn, Przeręba, Sporysz, Przyrzecze, Zadębie"
"Rada Gminy Rzeczenica";"220307";"7";"2";"3";"5";"427";"Gwieździn, Olszanowo, Garsk, Grodzisko"
"Rada Gminy Cedry Wielkie";"220402";"1";"1";"2";"2";"437";"sołectwo Błotnik, Trzcinisko"
"Rada Gminy Cedry Wielkie";"220402";"2";"2";"2";"4";"767";"sołectwo Cedry Małe"
"Rada Gminy Cedry Wielkie";"220402";"3";"1";"3";"3";"305";"sołectwo Kiezmark"
"Rada Gminy Cedry Wielkie";"220402";"4";"2";"4";"4";"614";"sołectwo Koszwały"
"Rada Gminy Cedry Wielkie";"220402";"5";"3";"3";"5";"902";"sołectwo Cedry Wielkie"
"Rada Gminy Cedry Wielkie";"220402";"6";"2";"2";"3";"621";"sołectwo Długie Pole, Giemlice"
"Rada Gminy Cedry Wielkie";"220402";"7";"1";"1";"1";"211";"sołectwo Leszkowy"
"Rada Gminy Cedry Wielkie";"220402";"8";"1";"4";"4";"396";"sołectwo Stanisławowo, Wocławy"
"Rada Gminy Cedry Wielkie";"220402";"9";"2";"4";"6";"737";"sołectwo Miłocin, Trutnowy"
"Rada Gminy Kolbudy";"220403";"1";"2";"3";"5";"1123";"Sołectwa: Bielkowo, Lublewo Gdańskie"
"Rada Gminy Kolbudy";"220403";"2";"1";"2";"2";"1076";"Sołectwa: Bąkowo, Otomin"
"Rada Gminy Kolbudy";"220403";"3";"1";"2";"2";"495";"Sołectwa: Buszkowy, Ostróżki"
"Rada Gminy Kolbudy";"220403";"4";"1";"2";"2";"710";"Sołectwa: Czapielsk, Łapino"
"Rada Gminy Kolbudy";"220403";"5";"4";"4";"8";"2429";"Sołectwa: Kowale, Jankowo Gdańskie"
"Rada Gminy Kolbudy";"220403";"6";"4";"4";"10";"3022";"Sołectwa: Kolbudy, Nowiny Babidół"
"Rada Gminy Kolbudy";"220403";"7";"1";"3";"3";"835";"Sołectwa: Pręgowo, Lisewiec"
"Rada Gminy Kolbudy";"220403";"8";"1";"3";"3";"806";"Sołectwo: Bielkówko"
"Rada Miasta Pruszcz Gdański";"220401";"1";"5";"4";"25";"4805";"Ulice:  Aleksandra  Czekanowskiego, Antoniego Dobrowolskiego, Benedykta Dybowskiego, Cicha, Cyprysowa, 24 Marca, 10 Lutego, Eugeniusza Romera, Ignacego Domejki, Jana z Kolna, 11 Listopada, Karola Olszewskiego, Konwaliowa, Kwiatowa, Leona Hryniewieckiego, Obrońców  Pokoju, Obrońców Wybrzeża, Ogrodowa, Pawła Edmunda Strzeleckiego,  1 Maja, Plac Jana Pawła II, Pogodna, Prof. Mariana Raciborskiego, Stefana Rogozińskiego, 3 Maja,  Tysiąclecia, Zygmunta Wróblewskiego. "
"Rada Miasta Pruszcz Gdański";"220401";"2";"6";"4";"32";"5668";"Ulice: Adama Mickiewicza, Aleja ks. Józefa Waląga, Armii Krajowej, Batalionów Chłopskich, Bednarska, Cechowa, Czołgistów, Dworcowa, Feliksa Nowowiejskiego, Fryderyka Chopina, Gdańska, Gdyńska, Generała  Józefa  Hallera, Gen. Władysława Sikorskiego w części od ul. Grunwaldzkiej do torów kolejowych, Grota Roweckiego, Grunwaldzka,  Gryfa Pomorskiego, Handlowa, Hugo Kołłątaja, Ignacego Krasickiego, Ignacego  Łukasiewicza, Jacka Soplicy, Jana Matejki, Józefa Chełmońskiego, Józefa  Wybickiego, Karola Chodkiewicza, Komunalna, Kowalska, Kredytowa, Krótka,  Kupiecka, Marii Konopnickiej,  Nad Radunią, Niepodległości, Obrońców Poczty Polskiej, Orląt Lwowskich, Pana Tadeusza, Plac Rycerza Stefana, Plac Wyzwolenia, Podkomorzego, Podmiejska, Przemysłowa, Przy Torze,  Pułkowa, Rzemieślnicza, Skarpowa, Spacerowa,  Spokojna, Sportowa, Stanisława Moniuszki, Stanisława Staszica, Stefana Żeromskiego, Sybiraków, Szarych  Szeregów, Tczewska, Towarowa, Wczasowa, Widokowa, Wincentego Witosa, Wita Stwosza, Wojciecha Bogusławskiego, Wojciecha Kossaka, Wojska Polskiego, Zastawna."
"Rada Miasta Pruszcz Gdański";"220401";"3";"5";"4";"30";"5262";"Ulice:  Andrzeja Frycza Modrzewskiego, Bohaterów Monte Cassino, Drzymały,  Dywizjonu  303, Emilii Plater,  Gabrieli Zapolskiej, Generała Emila Fieldorfa, Generała Józefa Bema, Generała Stanisława Maczka, Generała Stanisława Skalskiego, Generała Władysława Andersa, Gen. Władysława Sikorskiego  Nr  33,  35,  37,  38,  40,  42, 44 (Komarowo), Heleny Modrzejewskiej, Ignacego Paderewskiego, Jana Kilińskiego, Janusza Korczaka, Jarosława Dąbrowskiego, Karola Szymanowskiego, Kazimierza Pułaskiego, Krzysztofa Kamila Baczyńskiego, Leopolda Okulickiego, Leopolda Staffa, Lotników Polskich, Marii Curie-Skłodowskiej, Nowa, Polskich Kolejarzy, Powstańców Warszawy, Pułkownika Dąbka, Romana Dmowskiego, Romualda Traugutta, Stanisława Wyspiańskiego, Stefana Banacha, Stefana Czarnieckiego, Stefana Okrzei, Wincentego Pola, Władysława Reymonta, Zofii Nałkowskiej, Zwycięstwa, Żwirki i Wigury."
"Rada Miasta Pruszcz Gdański";"220401";"4";"5";"4";"31";"5023";"Ulice: Adama Asnyka, Aleksandra Fredry, Aleksandra Majkowskiego, Aliny, Artura Międzyrzeckiego, Augustyna Kordeckiego, Balladyny, Bartosza Głowackiego, Beniowskiego, Biskupa Adama Grabowskiego, Bolesława Chrobrego, Bolesława Krzywoustego, Bolesława Leśmiana, Bolesława Prusa, Bronisława Malinowskiego, Chochlika, Cypriana Norwida, Czesława Miłosza, Dąbrówki, Elizy Orzeszkowej, Fantazego, Feliksa Stamma, Franciszka  Karpińskiego, Gabriela Narutowicza, Gnieźnieńska, Goplany, Henryka Sienkiewicza, Horsztyńskiego, Huberta Wagnera, Ildefonsa Gałczyńskiego, Jana Heweliusza, Jana Kasprowicza, Jana Kochanowskiego, Jana III Sobieskiego, Janka Wiśniewskiego, Janusza Kusocińskiego, Janusza Sidły, Jaśminowa, Józefa Konrada Korzeniowskiego, Józefa Poniatowskiego, Juliana Tuwima, Juliana Ursyna Niemcewicza, Juliusza Słowackiego, Kazimierza Przerwy-Tetmajera, Kazimierza Wielkiego, Kirkora, Kolberga Oskara, Kordiana, Królowej Jadwigi, Krystyny Krahelskiej, Krzemieniecka, Księdza Marka, Księdza Piotra Skargi, Księdza Piotra Ściegiennego, Lawendowa, Leona Wyczółkowskiego, Lotnicza, Ludwiki Śniadeckiej, Majora Henryka  Sucharskiego, Mazepy, Mieszka I, Mikołaja Kopernika, Mikołaja Reja, Milenijna, Młodzieżowa, Obrońców Westerplatte, Orła  Białego, PCK, Piastowska, Piotra Wysockiego, Plac Wolności, Powstańców Wielkopolskich, Radosna, Różana, Salomei, Skierki, Słoneczna, Stanisława Konarskiego, Stefana Batorego, Świętego Wojciecha, Tadeusza Kościuszki, Wacława Rzewuskiego, Wazów, Władysława Broniewskiego, Władysława Jagiełły, Władysława Komara, Władysława Łokietka, Władysława Orkana, Żuławska."
"Rada Gminy Pruszcz Gdański";"220404";"1";"1";"4";"4";"1180";"Będzieszyn, Jagatowo, Malentyn, Rekcin, Świńcz, Wojanowo, Żuława, Żuławka"
"Rada Gminy Pruszcz Gdański";"220404";"2";"3";"6";"14";"2976";"Arciszewo, Goszyn, Straszyn"
"Rada Gminy Pruszcz Gdański";"220404";"3";"2";"3";"6";"1796";"Rotmanka"
"Rada Gminy Pruszcz Gdański";"220404";"4";"1";"2";"2";"951";"Borkowo"
"Rada Gminy Pruszcz Gdański";"220404";"5";"1";"6";"6";"1369";"Borzęcin, Juszkowo"
"Rada Gminy Pruszcz Gdański";"220404";"6";"1";"3";"3";"597";"Bogatka, Przejazdowo"
"Rada Gminy Pruszcz Gdański";"220404";"7";"1";"3";"3";"1056";"Bystra, Dziewięć Włók, Krępiec, Lędowo, Mokry Dwór, Weselno,  Wiślina"
"Rada Gminy Pruszcz Gdański";"220404";"8";"1";"3";"3";"874";"Wiślinka"
"Rada Gminy Pruszcz Gdański";"220404";"9";"2";"5";"9";"2026";"Łęgowo, Żukczyn"
"Rada Gminy Pruszcz Gdański";"220404";"10";"1";"4";"4";"1391";"Cieplewo, Rusocin"
"Rada Gminy Pruszcz Gdański";"220404";"11";"1";"4";"4";"1117";"Radunica, Roszkowo, Rokitnica"
"Rada Gminy Przywidz";"220405";"1";"1";"3";"3";"251";"Sołectwo: Borowina"
"Rada Gminy Przywidz";"220405";"2";"1";"2";"2";"370";"Sołectwa: Huta Dolna, Marszewo, Marszewska Kolonia"
"Rada Gminy Przywidz";"220405";"3";"1";"2";"2";"256";"Sołectwa: Kierzkowo, Kozia Góra, Miłowo"
"Rada Gminy Przywidz";"220405";"4";"1";"3";"3";"161";"Sołectwo: Jodłowno"
"Rada Gminy Przywidz";"220405";"5";"1";"3";"3";"226";"Sołectwo: Michalin"
"Rada Gminy Przywidz";"220405";"6";"1";"2";"2";"294";"Sołectwo: Nowa Wieś Przywidzka"
"Rada Gminy Przywidz";"220405";"7";"1";"4";"4";"406";"Sołectwo: Pomlewo"
"Rada Gminy Przywidz";"220405";"8";"5";"7";"15";"1419";"Sołectwo: Przywidz"
"Rada Gminy Przywidz";"220405";"9";"1";"4";"4";"205";"Sołectwo: Częstocin, Stara Huta"
"Rada Gminy Przywidz";"220405";"10";"1";"3";"3";"248";"Sołectwo: Olszanka, Sucha Huta"
"Rada Gminy Przywidz";"220405";"11";"1";"3";"3";"379";"Sołectwa: Piekło Górne, Trzepowo"
"Rada Gminy Pszczółki";"220406";"1";"2";"2";"3";"1031";"Kleszczewko, Różyny"
"Rada Gminy Pszczółki";"220406";"2";"1";"1";"1";"399";"Kolnik"
"Rada Gminy Pszczółki";"220406";"3";"3";"3";"5";"1284";"Bałtycka, Dworcowa, Fabryczna, Gdańska - numery parzyste, Jana Pawła II, Kopernika, Kościelna, Nowa, Ogrodowa, Polna, Pomorska - numery 17 -71, Żuławska"
"Rada Gminy Pszczółki";"220406";"4";"4";"1";"4";"1894";"Bartnicka, Brzechwy, Brzozowa, Bukowa, Dębowa, Gdańska - numery nieparzyste, Gen. Józefa Hallera, Jarzębinowa, Jaśminowa, Kasztanowa, Klonowa, Konopnickiej, Korczaka, Krótka, Lipowa, Łąkowa, Malinowa, Matejki, Mennonicka, Mickiewicza, Miodowa, Nad Bielawą, Norwida, Olimpijska, Olchowa, Orzeszkowej, Piłsudskiego, Piesza, Pogodna, Pomorska - numery 1-16, Prusa, Przy Wiatraku, Rataja, Reymonta, Rumiankowa, Sienkiewicza, Słoneczna, Słowackiego, Sportowa, Szkolna, Św. Ambrożego, Tczewska, Topolowa, Tuwima, Widokowa, Wielokwiatowa, Wierzbowa, Witosa, Wrzosowa, Wspólna, Żeromskiego."
"Rada Gminy Pszczółki";"220406";"5";"1";"2";"2";"230";"Rębielcz"
"Rada Gminy Pszczółki";"220406";"6";"2";"1";"2";"886";"Skowarcz, Ostrowite"
"Rada Gminy Pszczółki";"220406";"7";"1";"2";"2";"248";"Ulkowy"
"Rada Gminy Pszczółki";"220406";"8";"1";"2";"2";"370";"Żelisławki"
"Rada Gminy Suchy Dąb";"220407";"1";"4";"7";"26";"960";"Sołectwo: Suchy Dąb, Ostrowite"
"Rada Gminy Suchy Dąb";"220407";"2";"1";"5";"5";"241";"Sołectwo: Osice"
"Rada Gminy Suchy Dąb";"220407";"3";"3";"7";"18";"534";"Sołectwo: Koźliny"
"Rada Gminy Suchy Dąb";"220407";"4";"2";"8";"16";"402";"Sołectwo: Krzywe Koło"
"Rada Gminy Suchy Dąb";"220407";"5";"2";"6";"12";"297";"Sołectwo: Steblewo"
"Rada Gminy Suchy Dąb";"220407";"6";"3";"8";"22";"735";"Sołectwo: Grabiny-Zameczek, Wróblewo"
"Rada Gminy Trąbki Wielkie";"220408";"1";"1";"3";"3";"615";"Kleszczewo, Czerniewo, Czerniec"
"Rada Gminy Trąbki Wielkie";"220408";"2";"1";"3";"3";"327";"Drzewina, Pawłowo"
"Rada Gminy Trąbki Wielkie";"220408";"3";"1";"3";"3";"408";"Cząstkowo, Postołowo, Graniczna Wieś, Wojanowo"
"Rada Gminy Trąbki Wielkie";"220408";"4";"1";"3";"3";"505";"Domachowo, Warcz"
"Rada Gminy Trąbki Wielkie";"220408";"5";"2";"4";"7";"900";"Mierzeszyn, Błotnia, Zaskoczyn"
"Rada Gminy Trąbki Wielkie";"220408";"6";"1";"5";"5";"505";"Gołębiewo Wielkie"
"Rada Gminy Trąbki Wielkie";"220408";"7";"2";"6";"9";"1171";"Sobowidz, Rościszewko, Klępiny"
"Rada Gminy Trąbki Wielkie";"220408";"8";"1";"2";"2";"621";"Gołębiewo Średnie, Gołębiewko, Rościszewo"
"Rada Gminy Trąbki Wielkie";"220408";"9";"2";"5";"7";"1074";"Trąbki Wielkie"
"Rada Gminy Trąbki Wielkie";"220408";"10";"1";"5";"5";"553";"Trąbki Małe, Łaguszewo, Kaczki"
"Rada Gminy Trąbki Wielkie";"220408";"11";"1";"2";"2";"486";"Kłodawa, Zła Wieś"
"Rada Gminy Trąbki Wielkie";"220408";"12";"1";"4";"4";"437";"Ełganowo"
"Rada Gminy Chmielno";"220501";"1";"4";"4";"10";"1277";"sołectwo Chmielno"
"Rada Gminy Chmielno";"220501";"2";"1";"1";"1";"300";"sołectwo Przewóz"
"Rada Gminy Chmielno";"220501";"3";"1";"2";"2";"354";"solectwo Zawory"
"Rada Gminy Chmielno";"220501";"4";"1";"1";"1";"545";"sołectwa: Cieszenie, Reskowo"
"Rada Gminy Chmielno";"220501";"5";"3";"2";"6";"1051";"sołectwo Miechucino"
"Rada Gminy Chmielno";"220501";"6";"2";"2";"4";"636";"sołectwa: Borzestowo, Borzestowska Huta"
"Rada Gminy Chmielno";"220501";"7";"2";"2";"4";"655";"sołectwo Garcz"
"Rada Gminy Chmielno";"220501";"8";"1";"2";"2";"324";"sołectwo Kożyczkowo"
"Rada Miejska w Kartuzach";"220502";"1";"5";"5";"36";"5534";"Kartuzy – ulice: Mickiewicza, Bohaterów Westerplatte, Bursztynowa, Prusa, Chmieleńska, Gdyńskich Kosynierów, Sienkiewicza, Kochanowskiego, Słowackiego, Konopnickiej, Reja, Reymonta, Klasztorna, Kwiatowa, Krasickiego, Łąkowa, Ogródków Działkowych, Obrońców Poczty Polskiej, osiedle Zielone Wzgórze, Podgórna, Prokowska, Wzgórze Wolności, Zagórze, 3 Maja, Cicha, Majkowskiego, Kolejowa, Mściwoja II, osiedle XX lecia PRL, Nowe Osiedle, Polskiego Czerwonego Krzyża, Przy Rzeźni, Sambora, Słoneczna, 11 listopada, Dworcowa, Dworzec, Ceynowy, Gdańska, Generała Hallera, Bielińskiego, Parkowa, plac św. Brunona, Rynek, Kościuszki."
"Rada Miejska w Kartuzach";"220502";"2";"5";"5";"37";"6284";"Kartuzy – ulice: Abrahama, Tredera, Jeziorna, Przy Torach, Sędzickiego, Kościerska, Feliksa Marszałkowskiego, osiedle Derdowskiego, osiedle Wybickiego, osiedle Generała Sikorskiego, Marszałka Piłsudskiego, Węglowa, Zacisze, Bukowa, Brzozowa, Dębowa, Jarzębinowa, Jesionowa, Klonowa, Leśna, Lipowa, Polna, Zamkowa."
"Rada Miejska w Kartuzach";"220502";"3";"6";"4";"32";"6577";"Miejscowości: Borowo, Dzierżążno, Pikarnia, Kaliska, Dzierżążno-Leśnictwo, Mezowo, Sitno, Brodnica Dolna, Brodnica Dolna-Ostowo, Brodnica Dolna-Sarnówko, Brodnica Górna, Brodnica Górna-Grzebieniec, Brodnica Górna-Kalka, Brodnica Górna-Kamionka, Brodnica Górna-Złota Góra, Ręboszewo, Smętowo Chmieleńskie, Kosy, Kosy-Smętowo Leśne, Burchardztwo, Kiełpino, Kiełpino-Leszno."
"Rada Miejska w Kartuzach";"220502";"4";"5";"5";"33";"5702";"Miejscowości: Bącz, Bącz-Olszowe Błoto, Mirachowo, Mirachowo-Strysza Buda, Nowa Huta, Nowa Huta-Kamienna Góra, Głusino, Głusino-Nowinki, Głusino-Stążki, Staniszewo, Staniszewo-Bukowa Góra, Staniszewo-Kamionka, Staniszewo-Kępa, Staniszewo-Krzewino, Staniszewo-Przytoki, Staniszewo-Raj, Staniszewo-Szade Góry, Stara Huta, Kolonia, Kolonia-Borowiec, Kolonia-Chojna, Sianowo, Sianowo-Cieszonko, Sianowo-Młyńsko, Sianowo-Lesińce, Sianowo Leśne, Sianowska Huta, Sianowska Huta-Smolne Błoto, Pomieczyńska Huta, Pomieczyńska Huta-Nowiny, Prokowo, Prokowo-Prokowskie Chrósty, Prokowo-Sitna Góra, Prokowo-Ucisk, Grzybno, Grzybno-Melgrowa Góra, Grzybno-Pieciska, Grzybno-Sarnowo, Łapalice, Łapalice-Kozłowy Staw"
"Rada Gminy Przodkowo";"220503";"1";"1";"2";"2";"328";"Sołectwo: Czeczewo"
"Rada Gminy Przodkowo";"220503";"2";"1";"1";"1";"252";"Sołectwo: Hopy"
"Rada Gminy Przodkowo";"220503";"3";"2";"2";"3";"568";"Sołectwo: Kobysewo, Smołdzino"
"Rada Gminy Przodkowo";"220503";"4";"1";"1";"1";"293";"Sołectwo: Kosowo"
"Rada Gminy Przodkowo";"220503";"5";"1";"2";"2";"461";"Sołectwo: Kłosowo, Rąb"
"Rada Gminy Przodkowo";"220503";"6";"2";"2";"3";"770";"Sołectwo: Pomieczyno"
"Rada Gminy Przodkowo";"220503";"7";"2";"2";"3";"875";"Sołectwo: Przodkowo"
"Rada Gminy Przodkowo";"220503";"8";"2";"2";"3";"847";"Sołectwo: Przodkowo - Działki, Kczewo"
"Rada Gminy Przodkowo";"220503";"9";"1";"2";"2";"373";"Sołectwo: Szarłata"
"Rada Gminy Przodkowo";"220503";"10";"1";"2";"2";"336";"Sołectwo: Tokary, Warzenko"
"Rada Gminy Przodkowo";"220503";"11";"1";"1";"1";"376";"Sołectwo: Załęże"
"Rada Gminy Sierakowice";"220504";"1";"1";"5";"5";"747";"Sołectwo: Bukowo, Karczewko, Paczewo, Pałubice; tj. miejscowości: Bukowo, Karczewko, Kokwino, Migi, Paczewo, Pałubice, Poręby "
"Rada Gminy Sierakowice";"220504";"2";"1";"4";"4";"828";"Sołectwo: Łyśniewo Sierakowickie, Załakowo;  tj. miejscowości: Łyśniewo Sierakowickie, Olszewko, Skrzeszewo, Załakowo"
"Rada Gminy Sierakowice";"220504";"3";"2";"4";"6";"1488";"Sołectwo: Borowy Las, Gowidlino,  Kowale, Smolniki, Stara Huta, tj. miejscowości: Borowy Las, Dolina Jadwigi, Gowidlino, Gowidlino ulice, Kamionka Gowidlińska, Kawle, Kowale,  Lemany, Smolniki, Stara Huta, Gowidlino ulice: Jana Pawła II, Jeziorna, Kartuska, , Ks. S. Karczykowskiego, Kościelna, Kolorowa, Łąkowa, Marszałka Piłsudskiego, Na Skarpie, Podgórna, Prymasa Wyszyńskiego, Pogodna, Spokojna, Świerkowa, Zaciszna,  Zielona"
"Rada Gminy Sierakowice";"220504";"4";"1";"4";"4";"774";"sołectwo: Tuchlino, tj. miejscowości: Karłowo, Kujaty, Rębienica, Tuchlino, Tuchlinek, Zarębisko"
"Rada Gminy Sierakowice";"220504";"5";"1";"4";"4";"677";"sołectwo: Puzdrowo, m. Piekiełko,  tj. miejscowości: Dąbrowa Puzdrowska, Moczydło, Piekiełko, Puzdrowo, "
"Rada Gminy Sierakowice";"220504";"6";"1";"3";"3";"820";"sołectwo: Długi Kierz, Leszczynki, Nowa Ameryka, Szklana, tj. miejscowości: Ameryka, Długi Kierz, Jagodowo, Kamienicka Huta, Leszczynki, Lisie Jamy, Nowa Ameryka, Przylesie, Srocze Góry, Szklana, Szramnica, "
"Rada Gminy Sierakowice";"220504";"7";"1";"4";"4";"876";"sołectwo: Bącka Huta, Mojusz, tj. miejscowości: Bącka Huta, Bór, Karwacja, Łączki, Mojusz, Mojuszewska Huta, Poljańska, Szopa"
"Rada Gminy Sierakowice";"220504";"8";"1";"3";"3";"867";"sołectwo: Mrozy, Sierakowska Huta, m. Sierakowice, m. Sosnowa Góra, Sierakowice ulice: M.Kopernika; tj. miejscowości: Janowo, Jelonko, Mrozy, Patoki, Sierakowice, Sierakowska Huta, Sosnowa Góra, Stara Maszyna, Welk, Wygoda Sierakowska, Sierakowice ulice: M.Kopernika"
"Rada Gminy Sierakowice";"220504";"9";"1";"3";"3";"807";"sołectwo: Kamienica Królewska, tj. miejscowości: Ciechomie, Kamienica Królewska, Kamienicki Młyn, Kukówka,  Nowalczysko, Kamienica Królewska ulice: Dworcowa, Gryfa Kaszubskiego, Jana Pawła II, Kaszubska, Królewska, Klonowa, Kamienna, Partyzantów, Piaskowa, Polna, Sosnowa, Szkolna, Wrzosowa, Zamkowa"
"Rada Gminy Sierakowice";"220504";"10";"3";"3";"7";"2777";"Sierakowice ulice: Abrahama, Cicha, F.Ceynowy, Chłopska, H.Derdowskiego, A. Fredry, św. Floriana, Gen. Andersa, Gen. Maczka, Gen.Sikorskiego, Dworcowa, Jeziorna, Kwiatowa,  Krótka, A. Lammka, Legionów, Leśna, Lęborska, Łąkowa, Ks.B.Łosińskiego, Dr.Majkowskiego, J. Matejki,  A.Mickiewicza, Mirachowska, Okrężna, E.Orzeszkowej, Parkowa, Ks. A. Peplińskiego, B.Prusa, M.Reja, H.Sienkiewicza, Skarpowa, M.C.Skłodowskiej, Sosnowa, Spacerowa, Spokojna, W. Stwosza,  Ks.B.Sychty, Wojska Polskiego, J.Wybickiego, S.Wyspiańskiego, Ks.Kard.Wyszyńskiego,  11 Listopada, Zaciszna, Zielona, "
"Rada Gminy Sierakowice";"220504";"11";"2";"2";"3";"1930";"Sierakowice ulice: Brzozowa, Ks. Jana Czapiewskiego, Gryfa Pomorskiego, Hallera, Jana Pawła II, Kartuska, Kaszubska, J.Kochanowskiego, Kościerska, I.Krasickiego, Kubusia Puchatka, J.Nowickiego, Nowe Osiedle, Ogrodowa, Orła Białego, Wichrowe Wzgórze, Marszałka Piłsudskiego, Piwna, Podgórna, Pogodna, Polna, J.Popiełuszki, Przedszkolna, Rynek, Sambora, Słoneczna, J.Słowackiego, Słupska, J.Sobieskiego, Sportowa, Wiejska, Widokowa, Źródlana, "
"Rada Gminy Somonino";"220505";"1";"1";"3";"3";"363";"Egiertowo"
"Rada Gminy Somonino";"220505";"2";"1";"4";"4";"449";"Starkowa Huta, Rybaki"
"Rada Gminy Somonino";"220505";"3";"1";"3";"3";"533";"Połęczyno, Kaplica, Piotrowo"
"Rada Gminy Somonino";"220505";"4";"3";"4";"9";"1280";"Goręczyno, Ramleje"
"Rada Gminy Somonino";"220505";"5";"2";"3";"6";"1114";"Ostrzyce, Rąty, Sławki"
"Rada Gminy Somonino";"220505";"6";"4";"3";"9";"2028";"Somonino"
"Rada Gminy Somonino";"220505";"7";"1";"3";"3";"530";"Hopowo, Kamela"
"Rada Gminy Somonino";"220505";"8";"1";"2";"2";"302";"Wyczechowo"
"Rada Gminy Somonino";"220505";"9";"1";"2";"2";"440";"Borcz"
"Rada Gminy Stężyca ";"220506";"1";"4";"4";"10";"1941";"Sołectwo Stężyca, tj. miejscowości: Delowo, Kucborowo, Pażęce, Pypkowo, Stężyca, Stężyca Wybudowanie, Śnice, Zdrębowo, , Sołectwo Zgorzałe, tj. miejscowości: Smokowo, Uniradze, Zgorzałe, , Sołectwo Żuromino, tj. miejscowości: Chróstowo, Dubowo, Żuromino."
"Rada Gminy Stężyca ";"220506";"2";"1";"3";"3";"341";"Sołectwo Gapowo, tj. miejscowości: Czysta Woda, Gapowo, Malbork, Szczukowo, , Sołectwo Niesiołowice, tj. miejscowości: Kukówka, Niesiołowice, Pustka, Rzepiska, , Sołectwo Stężycka Huta, tj. miejscowość: Stężycka Huta."
"Rada Gminy Stężyca ";"220506";"3";"2";"4";"6";"721";"Sołectwo Kamienica Szlachecka, tj. miejscowości: Bolwerk, Kamienica Szlachecka, Ostrowo, Przyrowie."
"Rada Gminy Stężyca ";"220506";"4";"1";"1";"1";"485";"Sołectwo Borucino, tj. miejscowości: Borucino, Kamienny Dół, , Sołectwo Łączyno, tj. miejscowości: Łączyno, Łączyński Młyn, Wygoda Łączyńska."
"Rada Gminy Stężyca ";"220506";"5";"2";"3";"6";"968";"Sołectwo Klukowa Huta, tj. miejscowości: Danachowo, Klukowa Huta, Klukowa Huta Wybudowanie, , Sołectwo Łosienice, tj. miejscowości: Dąbrowa, Nowe Łosienice, Nowy Ostrów, Stare Łosienice, , Sołectwo Nowa Wieś, tj. miejscowość: Nowa Wieś."
