"Electoral institution";"Teritorial code";"Constituency no";"Mandates quantity";"Committees quantity";"Candidates quantity";"Electorals quantity";"Constituency boundaries"
"Rada Powiatu Gorlickiego";"120500";"4";"5";"5";"42";"18393";"Gminy - Lipinki, Ropa, Sękowa, Uście Gorlickie"
"Rada Powiatu Gorlickiego";"120500";"5";"5";"5";"41";"17346";"Gminy - Bobowa, Łużna, Moszczenica"
"Rada Powiatu Krakowskiego";"120600";"1";"3";"5";"27";"23163";"Gminy: Czernichów, Liszki"
"Rada Powiatu Krakowskiego";"120600";"2";"3";"4";"21";"22794";"Gminy: Igołomia-Wawrzeńczyce, Mogilany, Świątniki Górne"
"Rada Powiatu Krakowskiego";"120600";"3";"3";"5";"27";"21828";"Gminy: Kocmyrzów-Luborzyca, Słomniki"
"Rada Powiatu Krakowskiego";"120600";"4";"4";"4";"28";"27562";"Gminy: Iwanowice, Jerzmanowice-Przeginia, Skała, Sułoszowa"
"Rada Powiatu Krakowskiego";"120600";"5";"4";"5";"36";"26030";"Gmina: Krzeszowice"
"Rada Powiatu Krakowskiego";"120600";"6";"4";"4";"29";"28179";"Gminy: Michałowice, Wielka Wieś, Zielonki"
"Rada Powiatu Krakowskiego";"120600";"7";"5";"4";"37";"33535";"Gmina: Skawina"
"Rada Powiatu Krakowskiego";"120600";"8";"3";"4";"24";"19321";"Gmina: Zabierzów"
"Rada Powiatu Limanowskiego";"120700";"1";"3";"4";"24";"11957";"Miasto - Limanowa"
"Rada Powiatu Limanowskiego";"120700";"2";"6";"4";"43";"23449";"Gminy - Laskowa, Limanowa"
"Rada Powiatu Limanowskiego";"120700";"3";"3";"4";"24";"11114";"Miasto - Mszana Dolna, Gmina - Niedźwiedź"
"Rada Powiatu Limanowskiego";"120700";"4";"3";"4";"24";"12472";"Gmina - Mszana Dolna"
"Rada Powiatu Limanowskiego";"120700";"5";"5";"4";"37";"18498";"Gminy - Dobra, Jodłownik, Tymbark"
"Rada Powiatu Limanowskiego";"120700";"6";"5";"5";"41";"16981";"Gminy - Kamienica, Łukowica, Słopnice"
"Rada Powiatu Miechowskiego";"120800";"1";"5";"7";"62";"11491";"Charsznica, Gołcza"
"Rada Powiatu Miechowskiego";"120800";"2";"5";"7";"51";"11471";"Książ Wielki, Kozłów, Słaboszów"
"Rada Powiatu Miechowskiego";"120800";"3";"7";"9";"116";"18326";"Miechów, Racławice"
"Rada Powiatu w Myślenicach";"120900";"1";"8";"6";"84";"32724";"Myślenice"
"Rada Powiatu w Myślenicach";"120900";"2";"3";"7";"38";"10907";"Sułkowice"
"Rada Powiatu w Myślenicach";"120900";"3";"4";"6";"42";"17391";"Dobczyce, Siepraw"
"Rada Powiatu w Myślenicach";"120900";"4";"4";"6";"36";"14505";"Pcim, Tokarnia"
"Rada Powiatu w Myślenicach";"120900";"5";"4";"6";"39";"17356";"Lubień, Raciechowice, Wiśniowa"
"Rada Powiatu Nowosądeckiego";"121000";"1";"4";"4";"32";"20584";"Gminy - Łącko, Podegrodzie"
"Rada Powiatu Nowosądeckiego";"121000";"2";"4";"4";"30";"19535";"Gmina - Chełmiec"
"Rada Powiatu Nowosądeckiego";"121000";"3";"5";"4";"39";"24661";"Gminy - Korzenna, Łososina Dolna, Gródek n./Dunajcem"
"Rada Powiatu Nowosądeckiego";"121000";"4";"4";"4";"32";"22419";"Miasto - Grybów, Gmina - Grybów"
"Rada Powiatu Nowosądeckiego";"121000";"5";"3";"5";"27";"16877";"Gminy - Nawojowa, Łabowa, Kamionka Wielka "
"Rada Powiatu Nowosądeckiego";"121000";"6";"6";"4";"47";"34062";"Miasto i Gmina Uzdrowiskowa Muszyna, Miasto i Gmina Piwniczna-Zdrój, Gmina Rytro, Gmina Krynica-Zdrój"
"Rada Powiatu Nowosądeckiego";"121000";"7";"3";"5";"27";"17538";"Miasto i Gmina Stary Sącz"
"Rada Powiatu Nowotarskiego";"121100";"1";"5";"4";"37";"26660";"Miasto - Nowy Targ"
"Rada Powiatu Nowotarskiego";"121100";"2";"6";"4";"36";"29938";"Miasto - Szczawnica, Gminy - Czorsztyn, Krościenko nad Dunajcem, Łapsze Niżne, Ochotnica Dolna"
"Rada Powiatu Nowotarskiego";"121100";"3";"5";"4";"31";"25391";"Gminy - Nowy Targ, Szaflary"
"Rada Powiatu Nowotarskiego";"121100";"4";"3";"4";"23";"16852";"Gmina - Czarny Dunajec"
"Rada Powiatu Nowotarskiego";"121100";"5";"4";"4";"26";"17463";"Gminy - Jabłonka, Lipnica Wielka"
"Rada Powiatu Nowotarskiego";"121100";"6";"3";"5";"23";"14085";"Gminy - Raba Wyżna, Spytkowice"
"Rada Powiatu Nowotarskiego";"121100";"7";"3";"4";"23";"13972";"Gmina - Rabka-Zdrój"
"Rada Powiatu w Olkuszu";"121200";"1";"10";"6";"101";"41508";"Gmina Olkusz"
"Rada Powiatu w Olkuszu";"121200";"2";"3";"5";"24";"12439";"Gmina Klucze"
"Rada Powiatu w Olkuszu";"121200";"3";"6";"6";"64";"24738";"Gmina Trzyciąż i Gmina Wolbrom"
"Rada Powiatu w Olkuszu";"121200";"4";"4";"5";"34";"15347";"Gmina Bukowno i Gmina Bolesław"
"Rada Powiatu w Oświęcimiu";"121300";"1";"7";"5";"66";"33423";"Miasto Oświęcim"
"Rada Powiatu w Oświęcimiu";"121300";"2";"5";"5";"45";"24595";"Gminy: Oświęcim, Chełmek"
"Rada Powiatu w Oświęcimiu";"121300";"3";"4";"5";"40";"17772";"Gmina Brzeszcze"
"Rada Powiatu w Oświęcimiu";"121300";"4";"6";"5";"53";"27315";"Gmina Kęty"
"Rada Powiatu w Oświęcimiu";"121300";"5";"5";"5";"43";"22519";"Gminy: Osiek, Polanka Wielka, Przeciszów, Zator"
"Rada Powiatu Proszowickiego";"121400";"1";"4";"4";"27";"6883";"Gmina Koniusza"
"Rada Powiatu Proszowickiego";"121400";"2";"4";"5";"30";"9366";"Gmina Koszyce i Gmina Nowe Brzesko"
"Rada Powiatu Proszowickiego";"121400";"3";"3";"3";"17";"5662";"Gmina Pałecznica i Gmina Radziemice"
"Rada Powiatu Proszowickiego";"121400";"4";"6";"4";"42";"13320";"Gmina Proszowice"
"Rada Powiatu Suskiego";"121500";"1";"3";"4";"23";"9482";"Gmina - Stryszawa"
"Rada Powiatu Suskiego";"121500";"2";"4";"4";"31";"12729";"Gmina - Maków Podhalański"
"Rada Powiatu Suskiego";"121500";"3";"4";"4";"32";"12377";"Miasto - Jordanów, Gmina - Jordanów"
"Rada Powiatu Suskiego";"121500";"4";"4";"4";"30";"12052";"Gminy - Bystra-Sidzina, Zawoja"
"Rada Powiatu Suskiego";"121500";"5";"6";"4";"47";"18635";"Miasto - Sucha Beskidzka, Gminy - Budzów, Zembrzyce"
"Rada Powiatu Tarnowskiego";"121600";"1";"3";"7";"39";"18477";"Wietrzychowice, Żabno"
"Rada Powiatu Tarnowskiego";"121600";"2";"3";"7";"39";"16144";"Radłów, Wierzchosławice"
"Rada Powiatu Tarnowskiego";"121600";"3";"5";"7";"68";"29547";"Lisia Góra, Tarnów"
"Rada Powiatu Tarnowskiego";"121600";"4";"4";"7";"50";"20726";"Ciężkowice, Gromnik, Rzepiennik Strzyżewski"
"Rada Powiatu Tarnowskiego";"121600";"5";"4";"7";"51";"19793";"Wojnicz, Zakliczyn"
"Rada Powiatu Tarnowskiego";"121600";"6";"6";"7";"76";"29533";"Pleśna, Szerzyny, Tuchów"
"Rada Powiatu Tarnowskiego";"121600";"7";"4";"7";"51";"19311";"Ryglice, Skrzyszów"
"Rada Powiatu Tatrzańskiego";"121700";"1";"8";"7";"98";"22532";"Miasto - Zakopane"
"Rada Powiatu Tatrzańskiego";"121700";"2";"4";"4";"27";"9901";"Gmina - Bukowina Tatrzańska"
"Rada Powiatu Tatrzańskiego";"121700";"3";"7";"5";"49";"20318";"Gminy - Biały Dunajec, Kościelisko, Poronin"
"Rada Powiatu Wadowickiego";"121800";"1";"8";"5";"62";"35037";"Andrychów"
"Rada Powiatu Wadowickiego";"121800";"2";"6";"6";"58";"30205";"Wadowice"
"Rada Powiatu Wadowickiego";"121800";"3";"3";"6";"29";"15608";"Kalwaria Zebrzydowska"
"Rada Powiatu Wadowickiego";"121800";"4";"3";"6";"29";"13023";"Lanckorona, Stryszów, Mucharz"
"Rada Powiatu Wadowickiego";"121800";"5";"7";"6";"61";"30548";"Brzeźnica, Spytkowice, Tomice, Wieprz"
"Rada Powiatu Wielickiego";"121900";"1";"7";"4";"54";"27952";"Gminy Biskupice, Gdów i Kłaj"
"Rada Powiatu Wielickiego";"121900";"2";"5";"4";"38";"18574";"Gmina Niepołomice"
"Rada Powiatu Wielickiego";"121900";"3";"4";"4";"32";"14988";"cześć gminy Wieliczka: os. Kościuszki-Przyszłość-Szymanowskiego, Krzyszkowice, Lekarka, Ogrodowe, Sienkiewicza-Asnyka-W. Pola, Śródmieście, Zadory, Zdrojowe"
"Rada Powiatu Wielickiego";"121900";"4";"7";"4";"56";"25416";"część gminy Wieliczka: os. Bogucice, , sołectwa: Brzegi, Byszyce, Czarnochowice, Chorągwica, Dobranowice, Gołkowice, Gorzków, Grabie, Grajów, Grabówki, Jankówka, Janowice, Kokotów, Koźmice Małe, Koźmice Wielkie, Lednica Górna, Mała Wieś, Mietniów, Pawlikowice, Podstolice, Raciborsko, Rożnowa, Siercza, Sułków, Sygneczów, Strumiany, Śledziejowice, Węgrzce Wielkie, Zabawa, "
"Rada Miasta Krakowa";"126101";"1";"7";"10";"106";"90274";"Dzielnica I Stare Miasto, Dzielnica II Grzegórzki, Dzielnica V Krowodrza"
"Rada Miasta Krakowa";"126101";"2";"7";"9";"101";"94659";"Dzielnica III  Prądnik Czerwony, Dzielnica  IV Prądnik Biały"
"Rada Miasta Krakowa";"126101";"3";"6";"8";"79";"81404";"Dzielnica VI Bronowice , Dzielnica VII Zwierzyniec, Dzielnica VIII Dębniki"
"Rada Miasta Krakowa";"126101";"4";"5";"9";"78";"82486";"Dzielnica IX Łagiewniki - Borek Fałęcki, Dzielnica X Swoszowice, Dzielnica XI Podgórze Duchackie"
"Rada Miasta Krakowa";"126101";"5";"6";"10";"93";"78367";"Dzielnica XII Bieżanów - Prokocim, Dzielnica  XIII podgórze"
"Rada Miasta Krakowa";"126101";"6";"6";"8";"80";"84015";"Dzielnica XIV Czyżyny, Dzielnica XV Mistrzejowice , Dzielnica XVII Wzgórza Krzesławickie"
"Rada Miasta Krakowa";"126101";"7";"6";"11";"99";"85800";"Dzielnica XVI Bieńczyce, Dzielnica XVIII Nowa Huta"
"Rada Miasta Nowego Sącza";"126201";"1";"6";"6";"60";"16872";"Miasto - Nowy Sącz (Osiedla: Centrum, Helena, Kochanowskiego, Przetakówka, Stare Miasto, Zabełcze)"
"Rada Miasta Nowego Sącza";"126201";"2";"5";"5";"44";"14612";"Miasto - Nowy Sącz (Osiedla: Barskie, Chruślice, Falkowa, Gołąbkowice, Piątkowa, Westerplatte) "
"Rada Miasta Nowego Sącza";"126201";"3";"7";"6";"74";"19159";"Miasto - Nowy Sącz (Osiedla: Gorzków, Kilińskiego, Millenium, Nawojowska, Wojska Polskiego, Zawada)"
"Rada Miasta Nowego Sącza";"126201";"4";"5";"6";"55";"16326";"Miasto - Nowy Sącz (Osiedla: Biegonice, Dąbrówka, Kaduk, Poręba Mała, Przydworcowe, Szujskiego, Wólki)"
"Rada Miejska w Tarnowie";"126301";"1";"6";"5";"60";"23201";"Ulice: Akacjowa, Agrestowa, gen.Władysława Andersa, Anioła, Armii Krajowej, Azotowa, Barwna, Batalionu Barbara, Batalionów Chłopskich, Biała, Białych Klonów, Wilhelma Beckera, Beskidzka, Bończyka, św. Brata Alberta, Brauna, Broniewskiego, Brzozowa, Buczka, Burkiewicza, Bursy, Chabrowa, Chemiczna, Chłopska, Chyszowska, Ciołkoszów, Czarna Droga, Czerwona, Czerwonych Klonów, Czupiela, Czysta, Daleka, Dembowskiego, Dobra, Do Promu, Dunajcowa, Dworcowa, Pl. Dworcowy, Emerytów, Fredry, Furmańska, Gałczyńskiego, Giełdowa, Głogowa, Głowackiego, Godowskiego, Kazimierza Górskiego, Grochowska, Grota Roweckiego, Gruntowa, Roberta Gucwy, Hibnera, Hłaski, Hodowlana, ks. Indyka, Jarzębinowa, Jarzynowa, Jaśminowa, Jesienna, Kasprzyków, Kasztanowa, prof. Antoniego Kępińskiego, Kilińskiego, Klikowska od nr 4 – 104 (parzyste), Klimeckiego, Władysława Kołodzieja, Kmicica, Korczaka, Kościuszki, Pl. Kościuszki, Kochanowskiego, Kolejowa, Konopnickiej, Krakowska od nr 37 – 81  (nieparzyste)   oraz   od nr 197 – 309 ( nieparzyste) i od nr 44 – 68 (parzyste), Krasińskiego od nr 2 – 12 (parzyste), Krakusa, Kruczkowskiego, Kruszyny, Kwiatkowskiego, Langiewicza, Ledóchowskich, Lelewela, Letnia, Lisia, 11 Listopada, Ludowa, Łukasiewicza, 3 Maja, Miodowa, Moniuszki, Moraczewskiego, Modra, Mokra, Mościckiego od nr 24 – 274 (parzyste) i od nr 39 – 247 (nieparzyste), Muchy,  Nad Białą, Nauczycielska, Niebieska, Niska, Norwida, Obrońców Lwowa, Obrońców Tobruku, Obywatelska, Ojca Bocheńskiego,  Olszewskiego, Osiedle, Owocowa, Owsiana, Partyzantów, Pasterska, Pędrackiego, Piękna, Pilarza, Podgórska, Polskiego Października, Powstańców Warszawy od nr 1 – 9 (nieparzyste) i od nr 2 – 6 (parzyste) oraz  nr 38 i 43, Prosta, Przecznica Strusińska od nr 1 – 13 (nieparzyste) i od nr 2 – 16 (parzyste), Pszenna, Pułaskiego od nr 1 – 29 (nieparzyste) oraz od nr 79 – 99 (nieparzyste) i od nr 2 – 94 (parzyste), Racławicka, ks. Reca, Reymonta, gen. Tadeusza Jordana Rozwadowskiego, Równa, Równoległa, Różana, Rolnicza, Rzemieślnicza, Rzymowskiego, Sempołowskiej, Sienkiewicza, Siewna, Sikorskiego, Sióstr Czerneckich, Skrzetuskiego, Sokoła, Spacerowa, Staffa, Stawowa,  Strzałkowskiego, Stylińskich, Sucha, Szarych Szeregów, Szczepanika, Szenwalda,  Szkolna, Szkotnik od nr 23 – 37 (nieparzyste) i od nr 2 - 16 (parzyste), Szujskiego od nr 1 – 75 (nieparzyste) i od nr 2 – 66 (parzyste), Śląska, Jędrzeja Śniadeckiego, Tenerowicza, Tęczowa, Topolowa, Traugutta, Turystyczna, Ujejskiego, Ułańska, Wandy, Wędkarska, Wiciarzy, Wiejska, Wieniawskiego, Willowa, Wilsona, Witosa, Wojnarskich, Wolności i Niezawisłości, Wawrzyńca Wojtasiewicza, Wołodyjowskiego, Wygodna, Wyspiańskiego, ks. Prymasa Kardynała Stefana Wyszyńskiego, Vetulani, Zaciszna, Zagłoby, Zagrodowa, Zarzyckiego, Zbylitowska, Zielna, Żeromskiego, Żółta, Żwirowa"
"Rada Miejska w Tarnowie";"126301";"2";"7";"5";"67";"27177";"ulice: Alpejska, Apenińska, Arcybiskupa Jerzego Ablewicza, Babiego Lata, Bajana, Bałkańska, Bartla, Bieszczadzka, Błotna, Boczna, Bolesława Chrobrego, Bolesława Krzywoustego, Bolesława Śmiałego, Bożka, Braci Saków, Braci Żmudów, Buczakówka, Budowlana, Burtnicza, Bystra, Chrząstowskich, Czarnowiejska, Dąbala, Dąbka, Dąbrowskiego od nr 17 – 39 (nieparzyste) i od nr 12 – 38 (parzyste), Dąbrowskiej, Romana  Dmowskiego, Dobrowolskiego, Dojazd, Do Huty, Drzewna, Pl. Drzewny, Drzymały, Esperantystów, Fabryczna, Falista, Fąfary, Garbarska, Gęsia, Gliniańska, Antoniego Gładysza, Głęboka, Główna, Gomoły, Gospodarcza, Gostyńskiego, Górska, Gorczańska, Juliana Grabowskiego, Graniczna nr 1 2 i 3, Gromadzka, Grunwaldzka, Gumniska, Karola Halskiego, Hanausek, Harcerska, Hubala Dobrzańskiego, Jagiellońska, Jagiełły, Jantona, Jara, Jasna od nr 1 – 33 (nieparzyste) i od nr 2-24 ( parzyste ),  Al. Jana Pawła II, dr Juraszka, Kacza, Kaflarska, św. Rafała Kalinowskiego, Karpacka, Kassali, św. Katarzyny, św. Kazimierza, Kąpielowa, św. Kingi, Kleeberga, Kołłątaja, Konarskiego, Kossaka, św. Stanisława Kostki, Kosynierów, Koszycka, Kotulskiej, Kowalska, Kowalskiego, Krupnicza, Krakowska od nr 83 – 195 (nieparzyste) i od nr 70 – 296 (parzyste), Kraszewskiego, Królowej Jadwigii, Kużdżała, Kwiatowa, Leliwitów, Jana Leńka, Liściasta, Lotnicza, Lwowska od nr 25 – 231 (nieparzyste) i od nr 22 – 216 (parzyste), Łanowa, Władysława Łokietka, Łyczków, Majchrzyka, Mała, Marusarz, Al. Matki Bożej Fatimskiej od nr 1 – 29 (nieparzyste) , Matuszewskiego, Maziarskiego, Mąsiora, Metalowa, Mickiewicza nr 29 i od nr 10 – 16 (parzyste), Mieszka I, Czesława Miłosza, Monopolowa, Mostowa, Mrozówka, Murarska, Nadbrzeżna Dolna, Nadbrzeżna Górna, Nadbrzeżna Górna Boczna, Najświętszej Marii Panny od nr 1 – 7 (nieparzyste), Jana Nakończego, Obozowa, Ochronek, Ogrodowa, pl. Ojca Świętego Jana Pawła II, Okulickiego, Okrężna, Orkana, Ostrogskich, Olszynowa, Orzeszkowej, Pabla Picasso, Pawłowskiego, Piastowska, Piotrowskiego, Pienińska, Piesza, Pirenejska, Podhalańska, Podmiejska, Podzamcze, Pogodna, Polna, Południowa, Poranna, Demetriusza Potoczka, Potok, Powroźnicza, Pracy, Prusa, Przedszkolaków, Przekątna, Przemysłowa, Przyjemna, PTTK, Pusta, Pustaki, Radosna, Reja, Robotnicza, Rudy Młyny, Rzędzińska, Sanguszków, Sądowa, Sienna, Simchego, Sióstr Służebniczek, Skłodowskiej, ks. Skorupki, Skowronków, Skrzyszowska, Słoneczna od nr 1 – 69 (nieparzyste) , Spadowa, Spadzista, Sportowa, Spytki, Stanisza, Starodąbrowska od nr 1 – 19 (nieparzyste) i od nr 2 – 16 (parzyste), Stroma, Strusińska, Sucharskiego, Sudecka, Szara, Szczytowa, Szewska, Szpitalna od nr 9 – 21 (nieparzyste) i od nr 12 – 36 (parzyste), Ślusarska, Środkowa, Świętojańska, Świętokrzyska, Al. Tarnowskich, Tarnowskiego, Tatrzańska, Trendoty, Tokarska, Torowa, Trójcy Świętej, Tuchowska, Tuwima, Urocza, Urwana, Warneńczyka, Warsztatowa, Warzywna, Waszkiewicza, Wesoła, Westwalewicza, Wiadukt, Widok od nr 1 – 31 (nieparzyste) i od nr 2 – 24 (parzyste), Wierzbowa, Wiosenna, św. Wojciecha, Wolańska, Wschodnia, Wspólna, Wypoczynkowa, Wysoka, Zakładowa, Zamenhofa, Zamknięta, Zamkowa, Zaremby, Zbożowa, Zgody, Ziai, Zielona, Zimowa, Złota, Zubrzyckiego, Zuchów, Źródlana, osiedla:  XXV-lecia PRL, Rzędzin, Zielone, "
"Rada Miejska w Tarnowie";"126301";"3";"7";"5";"68";"24864";"ulice: Adwentowicza, św. Anny, Antalla, Asnyka, ks. Wojciecha Bajdy, Bajkowa, Bandrowskiego, Batorego, Basztowa, Bema, Pl. Bema, Bernardyńska, Bielatowicza, Błonie, Bodo, Bogusławskiego, Pl. Bohaterów Getta, Boya Żeleńskiego, Olgi Boznańskiej, Bóżnic, Brandstaettera, Bratkowa,  Brodzińskiego, Bukowa, Cegielniana, Cedrowa,  Chełmońskiego, Chopina, Chryzantemowa, ks. Chrząszcza, Ciasna, Cicha, Cmentarna, Zbigniewa Cybulskiego, Cytrynowa, Czajki, Czapskiego, Czereśniowa, Ćwiklińskiej,  Dąbrowskiego od nr 1 – 15 (nieparzyste) i od nr 2 – 10 (parzyste), Dębowa, Piotra Drobieckiego, Drużbackiej, Ducha Świętego, Dudkiewicza, Dunikowskiego, Dwernickiego, Adolfa Dymszy, Działkowa, Elektryczna, Fałata, Fasolowa,  Franciszkańska, Forteczna, Gierymskich, Gojawiczyńskiej, Goldhammera, Gołębia, Gombrowicza, Goslara, Goździkowa, Górna, Grochowa, Grottgera, Gruszkowa, Grzybowa, Władysława Hańczy, Jerzego Harasymowicza, Iwaszkiewicza, Jabłoniowa, Jagodowa, Jaracza, Jastruna, Jesionowa,  Jeżynowa, Jodłowa, Kaczkowskiego, Kalinowa, Kapitulna, Karłowicza, Kasprowicza, Katedralna, Pl. Katedralny, Pl. Kazimierza Wielkiego, Kiepury, Krzysztofa Kieślowskiego, Stefana Kisielewskiego, Klasztorna, Klikowska od nr 1 – 335 (nieparzyste) i od nr 106 – 304 (parzyste), Klonowa, ks. Andrzeja Kmiecika, Kolberga, Krzysztofa Komedy, Konna, Konopna, Kopernika, dr Józefa Kozioła, Krakowska od nr 1 – 35 (nieparzyste) i od nr 2 – 42 (parzyste), Krasińskiego od nr 1 – 51 (nieparzyste) i od nr 14 – 52 (parzyste), Kręta, Krótka, Kryształowa, Krzyska, Kupiecka, Kurnakowicza, Kurpińskiego, Legionów, Leszczynowa, Leszczyńskiego, Limanowskiego, Lippóczego, 29 Listopada, Lniana, Lwowska od nr 1 – 23 (nieparzyste) i od nr 2 – 20 (parzyste), Łazienna, Łęgowa, Tadeusza Łomnickiego, 1 Maja, Majchra, Makuszyńskiego, Malczewskiego, Malinowa,  Małe Schody, Matejki, Al. Matki Bożej Fatimskiej od nr 2 – 46 (parzyste), Matki Teresy z Kalkuty, Mehoffera, Mickiewicza od nr 1 – 27 (nieparzyste) i od nr 2 – 8 (parzyste), Michałowskiego, Miętowa, Migdałowa, Miłorzębowa, Modrzejewskiej, Modrzewiowa, Pl. Morawskiego, Morelowa, Mościckiego od nr 1 – 37 (nieparzyste) i od nr 2 – 22 (parzyste), Mroźna, Muzyczna, Najświętszej Marii Panny od nr 9 – 15 (nieparzyste) i od nr 2 – 6 (parzyste), Na Łąkach, Nałkowskiej, Narutowicza, Na Stawkach, Niedomicka, Czesława Niemena, Niezapominajek, Nowa, Nowodąbrowska, Nowy Świat, Pl. Ofiar Stalinizmu, Ogrodnicza, Ogórkowa, Olchowa, Olejarska, Ordonównej, Orzechowa, Osterwy,  Paderewskiego, Józefa Pankiewicza, Parkowa, PCK, Al. Piaskowa, Piekarska, Pilzneńska Brama, Piłsudskiego, Platanowa, Pochyła, Pomarańczowa, Pomidorowa, Poniatowskiego, Porzeczkowa, Powstańców Warszawy od nr 11 – 39 (nieparzyste) i od nr 8 – 36 (parzyste), Prostopadła, Przecznica Strusińska od nr 15 – 31 (nieparzyste) i od nr 18 – 46 (parzyste), Przesmyk, Przybyłkiewicza, Pułaskiego od nr 31 – 77 (nieparzyste), Rejsinga, Rejtana, Rogoyskiego, Romanowicza, Rybna, Pl. Rybny, Rynek, Rzeczna, Rzeźnicza, Sadowa, Sarnia, Schillera, Siemaszkowej, Siemiradzkiego,  Pl. Sienkiewicza, Błogosławionego Ks. Romana Sitko, Skargi, Skryta, Skwer Petofiego, Al. Słowackiego, Smosarskiej, Pl. Sobieskiego, Al. Solidarności, Solskiego, Sosnowa, Sowińskiego, Spokojna, Pl. Sprawiedliwości, Joanny Srebro, Stalowa, Jana Stanisławskiego, Stara, Starowolskiego, Staszica, Stokrotek, Zofii Stryjeńskiej, Studniarskiego, Studnickiego, Konrada Swinarskiego, Swojska, Szczawiowa, Szeroka, Szklana, Szkotnik od nr 1 – 21 (nieparzyste),  Szpitalna od nr 1 – 7 (nieparzyste) i od  nr 2 – 10 (parzyste), Szujskiego od nr 2 – 20 (parzyste), Szuszkiewicza, Szymanowskiego, Ścieżki, Śliwkowa, Świerkowa, Taras, Targowa, Pasaż Tertila, Towarowa, Traktorowa, Trawiasta, Trzcinowa, Tulipanowa,  Urszulańska, Wałowa, Waryńskiego, Wąska, Wekslarska, Węgrzyna, Wielkie Schody, Pl. Więźniów Oświęcimia, Wigury, Wilcza, Wiśniowa, Wita Stwosza, Stanisława Witkiewicza,  Wodna, Wojtarowicza, Woszczerowicza, por. Błażeja Wójcickiego, Wyczółkowskiego, Zagumnie, Zakątna, Zapolskiej, Zelwerowicza, Ziemniaczana, Ziołowa, Żurawia, Żurawinowa, Żwirki, Żydowska, Żytnia"
