"Electoral institution";"Teritorial code";"Constituency no";"Mandates quantity";"Committees quantity";"Candidates quantity";"Electorals quantity";"Constituency boundaries"
"Rada Powiatu Nowosolskiego";"080400";"4";"4";"6";"42";"12870";"Gminy: Kolsko, Nowa Sól, Otyń"
"Rada Powiatu Słubickiego";"080500";"1";"6";"5";"51";"13928";"Gmina Cybinka, Górzyca, Ośno Lubuskie"
"Rada Powiatu Słubickiego";"080500";"2";"4";"5";"36";"7883";"Gmina Rzepin"
"Rada Powiatu Słubickiego";"080500";"3";"7";"6";"68";"15393";"Gmina Słubice"
"Rada Powiatu Strzelecko - Drezdeneckiego";"080600";"1";"6";"4";"45";"13945";"gmina Drezdenko"
"Rada Powiatu Strzelecko - Drezdeneckiego";"080600";"2";"6";"5";"54";"14019";"gmina Strzelce Krajeńskie"
"Rada Powiatu Strzelecko - Drezdeneckiego";"080600";"3";"5";"5";"40";"12484";"gmina Dobiegniew, Stare Kurowo, Zwierzyn"
"Rada Powiatu w Sulęcinie";"080700";"1";"8";"7";"93";"15514";"Gmina Lubniewice, Gmina Sulęcin"
"Rada Powiatu w Sulęcinie";"080700";"2";"4";"6";"40";"7550";"Gmina Krzeszyce, Gmina Słońsk"
"Rada Powiatu w Sulęcinie";"080700";"3";"3";"6";"34";"5421";"Gmina Torzym"
"Rada Powiatu Świebodzińskiego";"080800";"1";"9";"7";"116";"23855";"Gmina Świebodzin"
"Rada Powiatu Świebodzińskiego";"080800";"2";"4";"5";"36";"11059";"Gminy: Lubrza, Łagów, Skąpe"
"Rada Powiatu Świebodzińskiego";"080800";"3";"4";"6";"40";"9762";"Gminy: Szczaniec, Zbąszynek"
"Rada Powiatu Zielonogórkiego";"080900";"1";"6";"5";"54";"21185";"Sulechów"
"Rada Powiatu Zielonogórkiego";"080900";"2";"4";"5";"39";"14942";"Trzebiechów, Babimost, Kargowa, Bojadła"
"Rada Powiatu Zielonogórkiego";"080900";"3";"5";"5";"41";"15062";"Nowogród Bobrzański, Czerwieńsk"
"Rada Powiatu Zielonogórkiego";"080900";"4";"6";"5";"49";"21618";"Gmina Zielona Góra, Świdnica, Zabór"
"Rada Powiatu Żagańskiego";"081000";"1";"7";"8";"98";"21641";"Miasto Żagań"
"Rada Powiatu Żagańskiego";"081000";"2";"3";"8";"45";"10630";"Gozdnica, Iłowa, Wymiarki"
"Rada Powiatu Żagańskiego";"081000";"3";"3";"8";"42";"8523";"Brzeźnica, Gmina Żagań"
"Rada Powiatu Żagańskiego";"081000";"4";"8";"8";"105";"25693";"Szprotawa"
"Rada Powiatu Żarskiego";"081100";"1";"8";"4";"59";"31532";"miasto Żary"
"Rada Powiatu Żarskiego";"081100";"2";"4";"5";"34";"15699";"Lubsko"
"Rada Powiatu Żarskiego";"081100";"3";"4";"5";"34";"14564";"Przewóz, Żary gmina, Lipinki Łużyckie"
"Rada Powiatu Żarskiego";"081100";"4";"5";"5";"36";"17976";"Brody, Tuplice, Łęknica, Trzebiel, Jasień"
"Rada Powiatu Wschowskiego";"081200";"1";"8";"8";"116";"17215";"Wschowa"
"Rada Powiatu Wschowskiego";"081200";"2";"7";"8";"86";"13642";"Szlichtyngowa, Sława"
"Rada Miasta Gorzowa Wielkopolskiego";"086101";"1";"5";"7";"59";"20290";"Akacjowa, Baczewskiego, Bajana, Bindera, Biwakowa, Bledzewska , Bociania, Braci Paździorków, Bracka, Brauna, Brzozowa, Budowlanych, Bydgoska, Chabrowa, Chmielna, Chorągwiana, Cicha, Cichońskiego, Cysterska, Czwartaków, Deszczowa, Dojazdowa, Dom Pomocy Społecznej Nr 1, Drozdowa, Drużynowa, Dworcowa, Dworska, Dworzec Główny, Dzieci Wrzesińskich, Dziewięciu Muz, Fabryczna, Filaretów, Filomatów, Furmanka, , Garbary, Głowackiego, Gnieźnieńska, Gospodarska, Góra Powstańców, Grabowa, Graniczna, Grobla, Grochowa, Gruntowa, Harcerska, Hawelańska, Herberta, Hufcowa, Inowrocławska, Jagiełły, Jancarza, Jaskółcza, Jasna, Jaśminowa, Jaworowa, Junacka, Jutowa, Karnińska, Kasprzaka, Kirkora, Klonowa, Kłosowa, Knaka, Kobylogórska, Kolejowa, Koniawska, Korsaka, Kowalskiego, Krańcowa, Krasickiego, Kresowa, Kręta, Krótka, Krzywa, Kujawska, Kukułcza, Kwiatowa, Lambora, Leśna, Lipowa, Ludowa, Lutycka, Łagodzińska, Łazienki, Łąkowa, Łużycka, Łysa, Makowa, Malinowa, Mała, Małopolska, Małorolnych, Mazowiecka, Mechaniczna, Miernicza, Międzychodzka, Miodowa, Młyńska, Morelowa, Mostowa, Nadbrzeżna, Niwicka, Nowa, Nowy Dwór, Obotrycka, Ogrodowa, Orzechowa, Osadnicza, Osiedlowa, Owcza, Paradyska, Parkowa, Partyzantów, Piaskowa, Pilska, Pionierów, Plac Staromiejski, Pocztowa, Podgórna, Polna, Południowa, Portowa, Poznańska, Półwiejska, Prosta, Przemysłowa, Pszenna, Ptasia, Rodła, Różana, Rumiankowa, Rzepińska, Sadowa, Siedlicka, Sielska, Sierakowska, Siewna, Sikorskiego, Skalskiego, Skarżyńskiego, Skautów, Składowa, Skrajna, Skromna, Słowicza, Sowia, Spichrzowa, Spokojna, Spółdzielców, St.Rynek, Stara, Strażacka, Stroma, Strzelecka, Sulęcińska, Sybiraków, Szenwalda, Szkolna, Szpitalna, Śląska, Świetlana, Świętego Jerzego, Tańskiego, Teatralna, Targowa, Tkacka, Toruńska, Towarowa, Traugutta, Ulimska, Urocza, Walczaka od nr 2 do nr 11, Wał Długi, Wał Okrężny, Wał Poprzeczny, Wał Śluzy, Warszawska, Waryńskiego, Wawrowska, Wawrzyniaka, Wągrowiecka, Wąska, Wełniany Rynek, Wiatraczna, Wierzbowa, Willowa, Winna, Włościańska, Wodna, Woskowa, Wschodnia, Wspólna, Wylotowa, Zabytkowa, Zachodnia, Zagrodowa, Zastępowa, Zaułek, Zbąszyńska, Zieleniecka, Zielna, Zielona, Ziemiańska, Zuchów, Żelazna, Żerańska, Żniwna, Żurawia, Żytnia"
"Rada Miasta Gorzowa Wielkopolskiego";"086101";"2";"5";"6";"55";"18951";"30-go Stycznia, Al. 11 Listopada, Al. Konstytucji 3 Maja, Armii Polskiej, Artylerzystów, Asnyka, Ateńska, Berlińska, Bohaterów Warszawy, Bolesława Chrobrego, Bolesława Krzywoustego, Borowskiego, Brukselska, Cedyńska, Chojeńska, Chopina, Chyża, Ciołkowskiego, Czołgistów, Dąbroszyńska, Dąbrowskiego, Dobra, Dolna, Drawska, Drzewicka, Drzymały, Estkowskiego, Gagarina, Goleniowska, Górna, Grottgera, Gryfińska, Gwiaździsta, Haska, Hetmańska, Husarska, Ikara, Kamieńska, Kasprowicza, Kasztelańska, Kijowska, Kirasjerów, Kołobrzeska, Komandosów, Konopnickiej, Kopernika, Kosmonautów, Kossaka, Kostrzyńska, Kosynierów Gdyńskich, Koszalińska, Krzyżowa, Lipiańska, Lizbońska, Londyńska, Lotników, Lwowska, Łobeska, Łokietka, Madrycka, Małyszyńska, Marynarki Wojennej, Metalowców, Minerów, Mironicka, Moniuszki, Moryńska, Mosiężna, Myśliborska, Nad Wartą, Nasienna, Norwida, Nowogardzka, Odlewników, Okopowa, Olimpijska, Orla, Orląt Lwowskich, Paryska, Pełczycka, , Piechoty, Piłkarska, Pl. Nieznanego Żołnierza, Plac Słoneczny, Plac Unii Europejskiej, , Planetarna, Polarna, Policka, Połczyńska, Pontonierów, Praska, Promienna, Prusa, Przy, Stadionie, Pyrzycka, Reymonta, Rolna, Rycerska, Ryska, Rzeczna, Rzeźnicka, Rzymska, , Saperów, Sienkiewicza, Skłodowskiej-Curie, Słoneczna, Słupska, Sokola, Spiżowa, Sportowa, Stalowa, Stargardzka, Szczecińska, Szymanowskiego, Tartaczna, Tuwima, Ułanów, Ustronie, Warzywna, Wiedeńska, Wileńska, Wiśniowa, Witnicka, Wolińska, Wopistów, Wybickiego, Wyspiańskiego, Zatorze, Zbożowa, Złotego Smoka, Zwiadowców, Źródłowa, Żeromskiego"
"Rada Miasta Gorzowa Wielkopolskiego";"086101";"3";"5";"6";"54";"19941";"Alabastrowa, Ametystowa, Baczyńskiego, Barytowa, Batorego, Bazaltowa, Berylowa, Błotna, Bohaterów Westerplatte, Broniewskiego, Bułgarska, Chełmońskiego, Chodkiewicza, Chorwacka, Cieszkowskiego, Czeska, Dąbrowskiej, Długosza, Dolomitowa, Dunikowskiego, Fiedlera, Fredry, Galenowa, Grafitowa, Granitowa, Jana Kazimierza, Jaspisowa, Kamienna, Kazimierza Jagiellończyka, Kazimierza Wielkiego od nr 1 do nr 45, Kochanowskiego, Kołłątaja, Korczaka, Kotsisa, Krasińskiego, Kredowa, Kruczkowskiego, Krzemowa, Kukuczki, Kwarcowa, Lazurytowa, Lelewela, Litewska, Macedońska, Malachitowa, Malczewskiego, Marcinkowskiego, Marmurowa, Matejki, Mickiewicza, Mieszka I, Młodych, Mościckiego, Nefrytowa, Niemcewicza, Okrzei, Onyksowa, Pankiewicza, Pl.Grunwaldzki, Plac Polski, Reja, Rejewskiego, Rejtana, Roosevelta, Różyckiego, Rumuńska, Saska, Sczanieckiej, Serbska, Sjenitowa, Słowacka, Słowiańska , Staffa, Stanisławskiego, Staszica, Topazowa, Tytanitowa, Wańkowicza, Wapienna, Warskiego , Węgierska, Władysława IV, Wyczółkowskiego, Zapolskiej, Zygalskiego, Żwirowa"
"Rada Miasta Gorzowa Wielkopolskiego";"086101";"4";"5";"7";"60";"20347";"Al.Odrodzenia Polski, Andersa, Arciszewskiego, Ariańska, Armii Krajowej, Armii Ludowej, , Bogusławskiego, Cegielskiego, Chłopickiego, Cisowa, Cyprysowa, Czarnieckiego, , Czartoryskich, Czartoryskiego, Czechowica, Daglezjowa, Dekerta, Dembowskiego, Diamentowa, Domańskiego, Dowbora Muśnickiego, Działkowców, Działyńskich, Frycza Modrzewskiego, Górczyn II, Górki, Grota-Roweckiego, Hallera, Hubala, Jackowskiego, Janockiego, Jodłowa, Kazimierza Wielkiego numery od 46 do 124, Ketlinga, Kiemliczów, Kilińskiego, Kmicica, Komeńskiego, Komisji Edukacji Narodowej, Konarskiego, Kopczyńskiego, Koralowa, Kurnatowskiego, Kutrzeby, Langiewicza, Libelta, Longinusa Podbipięty, Lubienieckiego, Łaskiego, Maczka, Metziga, Mikołajczyka, Modrzewiowa, Na Skarpie, Naruszewicza, Niemirycza, Obrońców Pokoju, Ogińskiego, Okulickiego, Oleńki Billewiczówny, Opalowa, Ordona, Ossolińskich, Ostroroga, Owocowa, Perłowa, Piramowicza, Pl. Jana Pawła II, Plater, Pluty, Połaniecka, Powstanców Śląskich, Powstanców Wielkopolskich, Prądzyńskiego, Pułaskiego od nr 9 do nr 59 i 63, Puszkina, Racławicka, Raczyńskich, Rubinowa, Samodzielny Publiczny Szpital Wojewódzki w Gorzowie Wlkp., Zespół Szpitalny przy ul.Dekerta 1, Skrzetuskiego, Słowackiego, Sosnkowskiego, Sosnowa, Sowińskiego, Srebrna, Sucharskiego, Szarych Szeregów, Szlichtynga, Szmaragdowa, Szwoleżerów, Ściegiennego, Śniadeckich, Świerkowa, Taczaka, Taszyckiego, Ukośna, Wiejska, Wołodyjowskiego, Wróblewskiego od nr 31, Wyszyńskiego, Zacisze, Zagłoby, Załuskich, Zielona Kotlina, Złota, Żółkiewskiego, Żwirki i Wigury"
"Rada Miasta Gorzowa Wielkopolskiego";"086101";"5";"5";"6";"53";"20521";"9 Maja, Batalionów Chłopskich, Bema, Berlinga, Bierzarina, Bohaterów Lenino, Bora-Komorowskiego, Czereśniowa, Daszyńskiego, Dmowskiego, Dom Pomocy Społecznej Nr 2, Dowgielewiczowej, Energetyków, Fieldorfa-Nila, Górczyńska, Grabskiego, Juchacz, Kleeberga, Kombatantów, Korcza, Korfantego, Kościuszki, Kroenke, Kućki, Kwiatkowskiego, Legionów Polskich, Łukasińskiego, Moraczewskiego, Narutowicza, Niepodległości, Okólna, Paderewskiego, Papuszy, Pileckiego, Piłsudskiego, Podmiejska, Podmiejska Boczna, Pomorska, Poniatowskiego, Popławskiego, Pułaskiego od nr 1 do nr 8, Rataja, Samodzielny Publiczny Szpital Wojewódzki w Gorzowie Wlkp., Zespół Szpitalny przy ul. Walczaka 42, Silwanowska, Sosabowskiego, Starzyńskiego, Stilonowa, Sułkowskiego, Uskok, Walczaka od nr 13, Widok, Witosa, Wojciechowskiego, Wróblewskiego od nr 1 do nr 29, Zakład Karny, Zamenhofa, Zubrzyckiego"
"Rada Miasta Zielona Góra";"086201";"1";"5";"6";"51";"18778";"Aleja Wojska Polskiego za wyjątkiem numerów od 1 do 9, Kręta , Dąbrówki, Krośnieńska, Miodowa, Świętej Trójcy, Wiejska, II Armii, Rydza Śmigłego, Stefana Wyszyńskiego od nr 29 do 165, Ananasowa,    Bananowa,    Cisowa,    Cyprysowa,    Cytrynowa, Dworkowa,  Figowa, Foluszowa, Grabowa, Jesionowa, Kokosowa, Leśna, Magnacka, Migdałowa, Modrzewiowa, Porzeczkowa,     Prosta, Pszczelarska, Szlachecka, Świerkowa, Wrzosowa, Zacisze, Zaściankowa, Żwirowa, Budziszyńska, Kraljevska , Węgierska, Bułgarska, Francuska, Braci Gierymskich, Ceramiczna, Józefa Chełmońskiego, Xawerego Dunikowskiego, Fajansowa, Hiszpańska, Hoffmana, Kamionkowa, Keramzytowa, Klinkierowa, Juliusza Kossaka,  Jacka  Malczewskiego,  Piotra  Michałowskiego,  Porcelanowa,  Słowacka, Leona Wyczółkowskiego, Agrestowa., "
"Rada Miasta Zielona Góra";"086201";"2";"5";"6";"50";"16997";"Powstańców Warszawy, Wiśniowa, 1 Maja, Armii Krajowej, Morwowa, Leopolda Okulickiego, Szarych Szeregów, Łużycka, Monte Cassino, Studzianki, Majora Henryka Sucharskiego, Stefana Wyszyńskiego od numeru 1 do numeru 25 , Łużycka , Pionierów Zielonej Góry, Unii Europejskiej, Zachodnia, Festiwalowa,  Anieli  Krzywoń,  Świętych Cyryla i Metodego,  Witebska,  Tadeusza Zawadzkiego „Zośki"" , Piastowska, Ptasia, Wypoczynek, Ignacego Krasickiego, Jaskółcza numery nieparzyste do numeru 15 i parzyste do numeru 34, Jana Kilińskiego, Zbyszka Godlewskiego, Zachodnia., "
"Rada Miasta Zielona Góra";"086201";"3";"5";"6";"50";"20223";"Fabryczna, Jasna, Ogrodowa, Owocowa, Bociania, Botaniczna, Czyżykowa, Bartosza Głowackiego, Jaskółcza numery nieparzyste od numeru 17 i parzyste od numeru 36, Językowa, Tadeusza Kościuszki, Kukułcza, Łabędzia, Orla, Pawia, Józefa Poniatowskiego, Sokola, Sowia, Tatrzańska, Żurawia, Generała Jakuba Jasińskiego, Józefa Ignacego Kraszewskiego, Henryka Sienkiewicza, Generała Józefa Sowińskiego, Stroma, Zielona, , Agatowa, Ametystowa, Henryka Arctowskiego, Azaliowa, Bratkowa, Brylantowa, Budowlana, Bursztynowa, Chabrowa, Aleksandra Czekanowskiego, Jana Czerskiego, Daliowa, Diamentowa, Ignacego Domeyki, Fiołkowa, Kazimierza Funka, Goździkowa, Janusza Groszkowskiego, Jana Heweliusza, Leopolda Infelda, Irysowa, Jaśminowa, Jędrzychowska, Kaczeńcowa, Kalinowa, Kasztanowa, Kąpielowa, Kiełpińska, Roberta Kocha, Oskara Kolberga, Konwaliowa, Koralowa, Krokusowa, Lawendowa, Leszczynowa, Liliowa, Ignacego Łukasiewicza, Makowa, Mieczykowa, Mokra, Nagietkowa, Gabriela Narutowicza, Alfreda Nobla, Nowojędrzychowska, Karola Olszewskiego, Perłowa, Rezedowa, Rubinowa, Rumiankowa, Sasankowa, Wacława Sierpińskiego, Słonecznikowa, Słowicza, Stokrotkowa, Stolarska, Storczykowa, Pawła Strzeleckiego, Jędrzeja Śniadeckiego, Szafirowa, Szmaragdowa, Tulipanowa, Turkusowa, Wronia, Zygmunta Wróblewskiego, Zawilcowa, Browarna, Brzozowa, Jałowcowa, Kosynierów, Kożuchowska, Maciejowicka, Generała Madalińskiego, Nasza, Tadeusza Olbrychta, Osiedle Robotnicze, Osiedle Wygoda, Parkowa, Przyrodnicza, Piwna, Emilii Plater, Połaniecka, Racławicka, Szczekocińska, Jerzego Waszczyka, Zawiszy Czarnego, Aleja Słowackiego od nr 14, Aliny, Balladyny, Beniowskiego, Chochlika, Stanisława Cynarskiego, Dantyszka, Derwida, Fantazego, Filona, Goplany, Grabca, Grunwaldzka, Gryfa, Grzegorza, Hawryłowicza, Horsztyńskiego, Mieczysława Karłowicza, Kirkora, Kordiana, Krzemieniecka, Laury, Lecha, Lechitów, Lilii Wenedy, Mazepy, Nowa, Władysława Orkana, Rzemieślnicza, Salomei, Skierki, Strzelecka, Wacława, Wodna, Aleja Słowackiego ,  Partyzantów, Władysława Reymonta, Skrajna, Andrzeja Struga, Juliana Tuwima, Wrocławska., Morelowa, Leopolda Staffa, Wąska, Braniborska, Ceglana, Świętej Kingi, Lubuska, Lwowska, Nad Łąkami, Piaskowa, Grzegorza Zarugiewicza, Chmielna, Glinianki, Górna, Gronowa, Kombatantów, Letnia, Władysława Łokietka, Osiedlowa, Piękna, Przecznica, Henryka Siemiradzkiego, Sorbska, Tkacka, Zielonogórska, Armii Ludowej, Niecała, Wileńska, Władysława IV, Boczna, Bolka i Lolka, Calineczki, Dożynkowa, Jagodowa, Jarzębinowa, Jasia i Małgosi, Jęczmienna, Konopna, Kopciuszka, Krasnoludków, Królewny Śnieżki, Krzywa, Kubusia Puchatka, Misia Uszatka, Pinokia, Piotrusia Pana, Podwójna, Pszenna, Rolnicza, Rzepakowa, Warzywna, Wierzbowa, Winna, Zbożowa, Złotej Rybki, Żytnia, Ekologiczna, Geodetów, Urocza."
"Rada Miasta Zielona Góra";"086201";"4";"5";"6";"51";"19664";"Akademicka, Gajowa, Kościuszkowców, Miła, Podgórna , Profesora Zygmunta Szafrana, Szosa Kisielińska, Dolna, Dzika, Klementowskich, Tadeusza Konicza, Sportowa, Ludwika Waryńskiego, Zakręt, Ludwika Zamenhofa, Krótka, Plac Marszałka Józefa  Piłsudskiego,  Spokojna, Wazów, Zyty, Bałtycka, Bolesława Chrobrego, Bolesława Krzywoustego, Bosmańska, Mieszka l, Plac Kolejarza, Generała Józefa Bema, Bilewiczówny, Cicha, Zygmunta Czubińskiego, Dolina Zielona, Ketlinga, Kmicica, Hugo Kołłątaja, Podbipięty, Skrzetuskiego, Stanisława Staszica, Szwajcarska, Ustronna, Wołodyjowskiego, Stanisława Wyspiańskiego, Zagłoby, Żabia, Amelii, Dolina Luizy, Marii Skłodowskiej - Curie, Urszuli, Amarantowa, Beżowa, Biała, Błękitna, Błotna, Bordowa, Borówkowa, Brązowa, Bukowa, Chłodna, Chynowska, Dębowa, Michała Drzymały, Fioletowa, Gorzowska, Grafitowa, Granatowa, Grzybowa, Jastrzębia, Jemiołowa, Jeżynowa, Jesienna, Jodłowa, Karminowa, Kolorowa, Kostrzyńska, Kremowa, Krępowska, Lazurowa, Łężycka, Mahoniowa, Malinowa, Międzyrzecka, Modra, Niebieska, Oliwkowa, Orzechowa, Pastelowa, Pistacjowa, Platynowa, Pomarańczowa, Popielata, Poziomkowa, Poznańska, Purpurowa, Różowa, Seledynowa, Siwa, Słubicka, Sosnowa, Srebrna, Szkarłatna, Szpakowa, Tęczowa, Truskawkowa, Waniliowa, Złota, Żółta, Żurawinowa, Strumykowa, Sulechowska, Towarowa, Winogradu, Źródlana-nieparzyste do numeru 15 i parzyste do numeru74 , Dereszowa, Jeździecka, Karowa, Kolejowa, Kucykowa, Okrężna, Osiedle Kaszubskie, Osiedle Śląskie, Polanka, Przewalskiego, Przyleśna, Raculka, Rumakowa, Stajenna, Strzemienna, Tarpanowa, Wyścigowa, Zielony Las, Augustowska, Bartoszycka, Fregatowa, Giżycka, Grajewska, Graniczna, Iławska, Kapitańska, Kętrzyńska, Mrągowska, Olecka, Olsztyńska, Ostródzka, Osiedle Pomorskie , Reszelska, Róży Wiartów,  Rybacka, Studzienna, Suwalska, Szantowa, Sztormowa, Węgorzewska, Żeglarska, Potokowa, Ruczajowa, Zdrojowa"
"Rada Miasta Zielona Góra";"086201";"5";"5";"6";"50";"17694";"Lisia , Zjednoczenia, Długa, Jedności, Marii Konopnickiej, Stanisława Moniuszki, Polna, Jana Sobieskiego, Wesoła, 30 Maja 1960 r., Aleja Konstytucji 3 Maja, Jana Kasprowicza, Księdza Piotra Wawrzyniaka, Kazimierza Lisowskiego, Mariacka, Plac Pocztowy, Plac Powstańców Wielkopolskich, Plac Słowiański, Pod Filarami, Mikołaja Reja, Stary Rynek, Stefana Żeromskiego, Ciesielska, Drzewna, Artura Grottgera, Mikołaja Kopernika, Kościelna, Krawiecka, Księdza Piotra Skargi, Plac Ks. Biskupa Wilhelma Pluty, Kupiecka, Licealna, Masarska, Adama Mickiewicza, Przemysłowa, Generała Sikorskiego, Średnia, Świętej Jadwigi, Kaspra Twardowskiego, Tylna, Aleja Niepodległości, Bankowa, Bohaterów Westerplatte, Doktora Pieniężnego, Kazimierza Wielkiego, Plac Bohaterów, Plac Matejki, Pod Topolami, Plac Makusynów, Rusałki, Tomasza Sobkowiaka, Ułańska, Akacjowa, Aleja Wojska Polskiego od nr 1 do nr 9, Fryderyka Chopina, Dworcowa, Jana Keplera, Klonowa, Jana Kochanowskiego, Lipowa, Spółdzielcza, , Afrodyty, Apolla, Aresa, Artemidy, Ateny, Stefana Batorego , Demeter, Dionizosa, Heliosa, Heraklesa, Hermesa, Hery, Jana Zamoyskiego, Melpomeny, Nike, Posejdona, Technologów, Tomasza Sobkowiaka, Zeusa, , Konstruktorów, Zygmunta Krasińskiego, Lotników, Mechaników, Franciszka Rzeźniczaka, Spawaczy, Trasa Północna, Anny Jagiellonki, Dekoracyjna, Elektronowa, Energetyków, Harcerska, Jana z Kolna, Generała Mariana Langiewicza, Ludowa, Obywatelska, Rajska, Romualda Traugutta, Boduena, Generała Dąbrowskiego, Jelenia, Krakusa, Krucza, Łąkowa, Młyńska, Piesza, Przy Gazowni, Rymarska, Składowa, Słoneczna, Świętojańska, Wandy, Węglowa, Zamkowa, , Chemiczna, Działkowa, Mała, Naftowa, Objazdowa, Olchowa, Osadnicza, Różana, Zimna, Źródlana-nieparzyste do numeru 17 i parzyste do numeru 76."
"Rada Gminy Bogdaniec";"080102";"1";"3";"4";"9";"1134";"Bogdaniec, Motylewo"
"Rada Gminy Bogdaniec";"080102";"2";"2";"3";"4";"557";"Stanowice, Racław"
"Rada Gminy Bogdaniec";"080102";"3";"1";"3";"3";"354";"Jeże, Jeżyki, Wieprzyce"
"Rada Gminy Bogdaniec";"080102";"4";"2";"2";"3";"718";"Chwałowice, Jasiniec, Lubczyno, Krzyszczynka, Roszkowice, Włostów"
"Rada Gminy Bogdaniec";"080102";"5";"2";"2";"3";"669";"Gostkowice, Jeniniec, Jeninek, Kwiatkowice, Krzyszczyna, Podjenin"
"Rada Gminy Bogdaniec";"080102";"6";"3";"4";"7";"1218";"Jenin"
"Rada Gminy Bogdaniec";"080102";"7";"2";"3";"4";"680";"Łupowo"
"Rada Gminy Deszczno";"080103";"1";"2";"4";"6";"1178";"Deszczno, Maszewo"
"Rada Gminy Deszczno";"080103";"2";"1";"3";"3";"431";"Glinik"
"Rada Gminy Deszczno";"080103";"3";"4";"7";"12";"1613";"Osiedle Poznańskie, Ciecierzyce, Karnin"
"Rada Gminy Deszczno";"080103";"4";"3";"6";"14";"1240";"Dzierżów, Koszęcin, Łagodzin, Prądocin, Ulim, Niwica"
"Rada Gminy Deszczno";"080103";"5";"3";"4";"8";"1154";"Bolemin, Orzelec, Białobłocie, Krasowiec, Płonica, Kiełpin, Dziersławice"
"Rada Gminy Deszczno";"080103";"6";"2";"3";"5";"785";"Brzozowiec, Borek"
"Rada Gminy Kłodawa";"080104";"1";"5";"7";"14";"1730";"Sołectwo Kłodawa"
"Rada Gminy Kłodawa";"080104";"2";"3";"6";"15";"1177";"Sołectwo Różanki, , Sołectwo Zdroisko, , Sołectwo Różanki - Szklarnia"
"Rada Gminy Kłodawa";"080104";"3";"2";"4";"6";"736";"Sołectwo Wojcieszyce"
"Rada Gminy Kłodawa";"080104";"4";"2";"4";"8";"747";"Sołectwo Chwalęcice"
"Rada Gminy Kłodawa";"080104";"5";"1";"2";"2";"583";"Sołectwo Santocko, , Sołectwo Mironice"
"Rada Gminy Kłodawa";"080104";"6";"1";"2";"2";"344";"Sołectwo Łośno"
"Rada Gminy Kłodawa";"080104";"7";"1";"3";"3";"410";"Sołectwo Santoczno, , Sołectwo Rybakowo"
