"Electoral institution";"Teritorial code";"Constituency no";"Mandates quantity";"Committees quantity";"Candidates quantity";"Electorals quantity";"Constituency boundaries"
"Rada Powiatu Będzińskiego";"240100";"4";"5";"5";"41";"23970";"Miasto Wojkowice, Miasto i Gmina Siewierz, Gmina Mierzęcice"
"Rada Powiatu Będzińskiego";"240100";"5";"5";"5";"44";"25074";"Gmina Bobrowniki, Gmina Psary, Miasto Sławków"
"Rada Powiatu Bielskiego  z siedzibą władz w Bielsku - Białej";"240200";"1";"5";"5";"40";"23611";"Szczyrk, Buczkowice, Wilkowice"
"Rada Powiatu Bielskiego  z siedzibą władz w Bielsku - Białej";"240200";"2";"4";"4";"32";"21301";"Bestwina, Wilamowice"
"Rada Powiatu Bielskiego  z siedzibą władz w Bielsku - Białej";"240200";"3";"8";"5";"61";"35044";"Czechowice-Dziedzice"
"Rada Powiatu Bielskiego  z siedzibą władz w Bielsku - Białej";"240200";"4";"5";"5";"41";"22500";"Jasienica, Jaworze"
"Rada Powiatu Bielskiego  z siedzibą władz w Bielsku - Białej";"240200";"5";"5";"5";"38";"21856";"Kozy, Porąbka"
"Rada Powiatu Cieszyńskiego";"240300";"1";"6";"6";"53";"28545";"Cieszyn"
"Rada Powiatu Cieszyńskiego";"240300";"2";"3";"6";"29";"14480";"Dębowiec, Goleszów"
"Rada Powiatu Cieszyńskiego";"240300";"3";"4";"6";"41";"17975";"Hażlach, Zebrzydowice"
"Rada Powiatu Cieszyńskiego";"240300";"4";"4";"6";"36";"17170";"Chybie, Strumień"
"Rada Powiatu Cieszyńskiego";"240300";"5";"4";"6";"42";"20820";"Skoczów"
"Rada Powiatu Cieszyńskiego";"240300";"6";"4";"6";"40";"21147";"Brenna, Ustroń"
"Rada Powiatu Cieszyńskiego";"240300";"7";"4";"6";"35";"18132";"Istebna, Wisła"
"Rada Powiatu w Częstochowie";"240400";"1";"4";"7";"54";"19592";"Gminy : Blachownia, Konopiska"
"Rada Powiatu w Częstochowie";"240400";"2";"4";"7";"54";"17293";"Gminy : Kamienica Polska, Poczesna, Starcza"
"Rada Powiatu w Częstochowie";"240400";"3";"4";"7";"54";"15415";"Gminy : Kruszyna, Mykanów"
"Rada Powiatu w Częstochowie";"240400";"4";"3";"7";"42";"11254";"Gmina Kłomnice"
"Rada Powiatu w Częstochowie";"240400";"5";"4";"7";"55";"16439";"Gminy : Mstów, Rędziny"
"Rada Powiatu w Częstochowie";"240400";"6";"3";"7";"42";"15277";"Gminy : Dąbrowa Zielona, Koniecpol, Przyrów"
"Rada Powiatu w Częstochowie";"240400";"7";"3";"7";"40";"15239";"Gminy : Janów, Lelów, Olsztyn"
"Rada Powiatu Gliwickiego";"240500";"1";"8";"5";"76";"31364";"miasto Knurów"
"Rada Powiatu Gliwickiego";"240500";"2";"4";"4";"28";"15044";"miasto Pyskowice"
"Rada Powiatu Gliwickiego";"240500";"3";"4";"5";"37";"17567";"gmina Gierałtowice, gmina Pilchowice"
"Rada Powiatu Gliwickiego";"240500";"4";"4";"4";"27";"15417";"gmina Rudziniec, gmina Sośnicowice"
"Rada Powiatu Gliwickiego";"240500";"5";"3";"3";"15";"12511";"gmina Toszek, gmina Wielowieś"
"Rada Powiatu w Kłobucku";"240600";"1";"4";"6";"47";"14500";"Gminy : Opatów, Panki, Przystajń"
"Rada Powiatu w Kłobucku";"240600";"2";"4";"6";"46";"13093";"Gminy : Krzepice, Lipie"
"Rada Powiatu w Kłobucku";"240600";"3";"4";"6";"46";"11098";"Gminy : Miedźno, Popów"
"Rada Powiatu w Kłobucku";"240600";"4";"5";"6";"57";"16976";"Gmina Kłobuck"
"Rada Powiatu w Kłobucku";"240600";"5";"4";"6";"47";"14054";"Gmina Wręczyca Wielka"
"Rada Powiatu w Lublińcu ";"240700";"1";"6";"5";"54";"19051";"Gmina Lubliniec"
"Rada Powiatu w Lublińcu ";"240700";"2";"5";"6";"42";"16056";"Gminy : Boronów, Herby, Woźniki"
"Rada Powiatu w Lublińcu ";"240700";"3";"3";"5";"27";"9371";"Gmina Koszęcin"
"Rada Powiatu w Lublińcu ";"240700";"4";"5";"5";"42";"17124";"Gminy : Ciasna, Kochanowice, Pawonków"
"Rada Powiatu Mikołowskiego";"240800";"1";"9";"5";"82";"31540";"Gmina Mikołów w jej granicach administracyjnych."
"Rada Powiatu Mikołowskiego";"240800";"2";"5";"5";"50";"17742";"Gmina Łaziska Górne w jej granicach administracyjnych."
"Rada Powiatu Mikołowskiego";"240800";"3";"4";"5";"38";"15360";"Gmina Orzesze w jej granicach administracyjnych."
"Rada Powiatu Mikołowskiego";"240800";"4";"3";"5";"26";"9932";"Gminy Ornontowice i Wyry w ich granicach administracyjnych."
"Rada Powiatu w Myszkowie";"240900";"1";"9";"6";"103";"27035";"Miasto Myszków"
"Rada Powiatu w Myszkowie";"240900";"2";"4";"7";"56";"11906";"Miasto i gmina Koziegłowy"
"Rada Powiatu w Myszkowie";"240900";"3";"3";"6";"36";"8919";"Gmina Poraj"
"Rada Powiatu w Myszkowie";"240900";"4";"3";"7";"41";"11445";"Gminy : Niegowa, Żarki"
"Rada Powiatu Pszczyńskiego";"241000";"1";"5";"4";"37";"17731";"gminy: Goczałkowice Zdrój, Kobiór, Suszec"
"Rada Powiatu Pszczyńskiego";"241000";"2";"3";"3";"18";"12361";"gmina Miedźna"
"Rada Powiatu Pszczyńskiego";"241000";"3";"6";"4";"47";"21356";"gmina Pszczyna, 1 - osiedla: Daszyńskiego, Kępa, Kolonia jasna, Piastów, Piłsudskiego, Podstarzyniec, Polne Domy, Powstańców Śląskich, Siedlice, Stara Wieś, Stare Miasto, Śródmieście"
"Rada Powiatu Pszczyńskiego";"241000";"4";"5";"4";"37";"18993";"gmina Pszczyna, 2 - sołectwa: Brzeźce, Czarków, Ćwiklice, Jankowice, Łąka, Piasek, Poręba, Rudołtowice, Studzienice, Studzionka, Wisła Mała, Wisła Wielka"
"Rada Powiatu Pszczyńskiego";"241000";"5";"4";"4";"29";"13787";"gmina Pawłowice"
"Rada Powiatu Raciborskiego";"241100";"1";"4";"5";"30";"14184";"Asnyka, Arki Bożka, Agnieszki, Armii Krajowej, Boczna, Babicka, Bolesława Chrobrego, Bankowa, Basztowa, Browarna, Bosacka, Bielska, Brzozowa, Chopina, Czekoladowa, Cegielniana, Cecylii, Cygarowa, Drewniana, Długa, Elżbiety, Fredry, Fojcika, Górnośląska, Gałczyńskiego, Gliwicka, Grabowa, Grobla, Gamowska, Gdyńska, Głubczycka, Goduli, Grzonki, Hetmańska, Huzarska, Jordana, Jana, Kwiatowa, Kazimierza Wielkiego, Królowej Jadwigi, Klonowa, Kombatantów, Kosynierów, Klasztorna, Kowalska, Kozielska, Kościelna, Kopernika, Książęca, Kapuścika, Korfantego, Katarzyny, Karola, Królewska, Letnia, Lecznicza, Ligonia,  ks. Londzina, Lotnicza, Miodowa, Mickiewicza, Młyńska, Mariańska od nr 1 – 47 i od nr 2 – 78, Mikołaja, Maćkowskiego, Malczewskiego, Morcinka, Morawska, Norwida, Nowa, Nowomiejska, Nowary, Nad Koleją, Owocowa, Odrodzenia, Odrzańska, Olimpijczyka, Ordona, Orzeszkowej, Ostrógska, Porzeczkowa, Podmiejska, Pionierów, Plebiscytowa, Powstańców Śląskich, Plac Wolności, Piwna, Plac Dominikański, Plac Drzewny, Plac Dworcowy, Plac Nałkowskiej, Pocztowa, Podwale, Piotrowska, Przejazdowa, Plac Okrzei, Ratajskiego, Reymonta, Rzeźnicza, Rynek, Rolna, Rzeczna, dra Rogera, Rodziewiczówny, Rudzka, Rudnicka, Różana, Rymera, Rzemieślnicza, Sempołowskiej, Staffa, Solna, Stefana Batorego, Szewska, ,  Spółdzielcza, Starowiejska od nr 1 – 67 i od nr 2 – 44,  Segeta, Siwonia, Śląska, Toruńska , Tow. Gimnastycznego „Sokół”, Warzywna, Wybrzeżna, Wita Stwosza, Wojska Polskiego, Węglowa, Wodna, Wyglendy, Zborowa, Zająca, Zamkowa, Żurawia"
"Rada Powiatu Raciborskiego";"241100";"2";"4";"5";"28";"15514";"Akacjowa, Adamczyka, Bitwy Olzańskiej, Brzeska, Barbary, Bogumińska, Bojanowska, Broniewskiego, Bukowa, gen.Bema, Bydgoska, Badury, Czynu Społecznego, Czogały, Cieszyńska, Ciemięgi, Chudoby, Dębiczna, Dąbrowszczaków, Działdowska, Eichendorffa, Emilii Plater, Fiołkowa, Floriana, Filmowa, Fabryczna, abpa  Gawliny, Gajowa, Gliniana, Grunwaldzka, Głowackiego, Gnieźnieńska, Graniczna, Handlowa, Hulczyńska, Henryka Pobożnego, Jagielnia, Jagodowa, Jakuba Mandrysza, Jeziorowa, Jana III Sobieskiego Kobylska, Kruczkowskiego, Kręta, Krótka, Kopca, Korczaka, Kochanowskiego, Kosmonautów, Księżycowa, Kościuszki, Kolejowa, Konopnickiej, Kilińskiego, Kanałowa, Księcia Przemysława, Lwowska, Lipowa, Ludwika, Lasoty, Leśna, Leszka Raciborskiego, Lunonautów,  Łużycka, Malinowa, , kpt. Myśliwca, Moniuszki, Myśliwska, Makuszyńskiego, 1Maja, Miechowska, Marty, Matejki, Markowicka, Mikołowska, Mieszka I Raciborskiego, Nad Potokiem, Nieboczowska, Olszynkowa, Opawska, Odpoczynkowa, Ogrodowa, Pogrzebieńska, Pogwizdowska, Pod Lasem, Pod Lipami, Pod Widokiem, Poziomkowa, Pawła, Plac Zakopiański, Parkowa, Polna, Pomnikowa, Prusa,  Plac Władysława Jagiełły,  Poznańska, Piaskowa, Poprzeczna, Rybnicka, Radosna, dra Rostka, Sadowa, Sosienkowa, Stawowa, Studzienna, Szymanowskiego,  ks.Skargi, Spokojna, Sosnowiecka, Szczęśliwa, Skłodowskiej - Curie, Społeczna, Stalowa, Stanisława Drzymały, Sienkiewicza, Sejmowa, ks. Staszica, Stefana Drzewieckiego, Smołki, Sudecka, Szkolna, Srebrna, Świerkowa, Śliska, Torowa, Tulipanowa, Topolowa, Tunelowa, Tarnowska, Tomali, Urbana, Wąska, Wiatrakowa, Widokowa, Wiśniowa, Wileńska, Wygonowa, Wysoka, Wawrzyńca, Wiosenna, Wschodnia, Wojnowicka, Waryńskiego, Warszawska, Wczasowa, Willowa, Wandy,  Zakładowa, Złota, Zielona, Zaciszna, Za Dębiczem, Źródlana, Żwirki i Wigury"
"Rada Powiatu Raciborskiego";"241100";"3";"4";"5";"31";"15787";"Anny, Antoniego Pośpiecha , Bułgarska, Bończyka, Czeska, Chełmońskiego, Chodkiewicza , Czarnieckiego, Chłopska, Chorzowska, Częstochowska, Dolna, Dworska, gen. Dąbrowskiego, Francuska, Folwarczna, ks. Gadego, Gdańska, Górna, Gruntowa, Gwiaździsta, Jana Pawła II, Kolonialna, Kołłątaja, Katowicka, Kardynała Wyszyńskiego, Kossaka, Kamienna, Kasprowicza, Leśmiana, Litewska, Łąkowa, Mała, Mariańska od nr 49 – 99 i od nr 80 – 122, Mariańska od nr 101-105 i od nr 126 – 168, Miarki, Mysłowicka, Nowy Zamek, Osiedleńcza, Ocicka, Pszczyńska, Plac Bohaterów Westerplatte, Pracy, Pastora Michejdy, Różyckiego, Słowacka, Szczecińska, Słoneczna, Słowackiego, Starowiejska od nr 46 – 152 i od nr 69 – 163, Stalmacha, Tuwima, Wałbrzyska, Wesoła, Wiejska, Węgierska, Włoska, Wrocławska, Winna, Wyspiańskiego, Zbożowa, Zamoyskiego, Żółkiewskiego, Żorska, Żwirowa                           "
"Rada Powiatu Raciborskiego";"241100";"4";"5";"5";"38";"20091";"Gminy : Kuźnia Raciborska, Rudnik, Nędza"
"Rada Powiatu Raciborskiego";"241100";"5";"6";"5";"42";"23989";"Gminy: Krzyżanowice, Kornowac, Krzanowice, Pietrowice Wielkie"
"Rada Powiatu w Rybniku";"241200";"1";"3";"4";"24";"9684";"gmina Czerwionka-Leszczyny - dzielnice: Leszczyny - osiedle, Leszczyny Stare, "
"Rada Powiatu w Rybniku";"241200";"2";"4";"5";"36";"13133";"gmina Czerwionka-Leszczyny - dzielnice: Czerwionka, Czuchów, Dębieńsko"
"Rada Powiatu w Rybniku";"241200";"3";"3";"5";"28";"10439";"gmina Czerwionka-Leszczyny sołectwa: Bełk, Palowice, Szczejkowice, Przegędza, Stanowice, Książenice"
"Rada Powiatu w Rybniku";"241200";"4";"6";"5";"48";"17956";"gminy: Lyski, Gaszowice, Jejkowice"
"Rada Powiatu w Rybniku";"241200";"5";"3";"4";"24";"9054";"gmina Świerklany"
"Rada Powiatu Tarnogórskiego";"241300";"1";"5";"5";"46";"22471";"Krupski Młyn, Tworóg, Kalety, Miasteczko Śląskie."
"Rada Powiatu Tarnogórskiego";"241300";"2";"3";"5";"30";"13744";"Ożarowice, Świerklaniec."
"Rada Powiatu Tarnogórskiego";"241300";"3";"3";"5";"30";"12667";"Zbrosławice."
"Rada Powiatu Tarnogórskiego";"241300";"4";"3";"4";"20";"13932";"Radzionków."
"Rada Powiatu Tarnogórskiego";"241300";"5";"7";"6";"78";"31875";"Tarnowskie Góry dzielnice: Śródmieście - Centrum, Bobrowniki Śląskie, Repty Śląskie, Stare Tarnowice wraz z Osiedlem Przyjaźń."
"Rada Powiatu Tarnogórskiego";"241300";"6";"4";"6";"47";"17579";"Tarnowskie Góry dzielnice: Osada Jana, Lasowice, Sowice, Pniowiec, Strzybnica, Rybna, Opatowice."
"Rada Powiatu Bieruńsko-Lędzińskiego";"241400";"1";"6";"3";"29";"15860";"Miasto Bieruń"
"Rada Powiatu Bieruńsko-Lędzińskiego";"241400";"2";"5";"4";"33";"12938";"Miasto Lędziny"
"Rada Powiatu Bieruńsko-Lędzińskiego";"241400";"3";"6";"3";"15";"16802";"Miasto Imielin, , Gmina Bojszowy, , Gmina Chełm Śląski, "
"Rada Powiatu Wodzisławskiego";"241500";"1";"4";"7";"50";"18069";"Pszów, Lubomia"
"Rada Powiatu Wodzisławskiego";"241500";"2";"3";"7";"36";"14382";"Radlin"
"Rada Powiatu Wodzisławskiego";"241500";"3";"4";"7";"49";"17809";"Rydułtowy"
"Rada Powiatu Wodzisławskiego";"241500";"4";"8";"7";"96";"39654";"Wodzisław Śląski"
"Rada Powiatu Wodzisławskiego";"241500";"5";"4";"7";"44";"20364";"Godów, Marklowice, Mszana"
"Rada Powiatu Wodzisławskiego";"241500";"6";"4";"7";"48";"16124";"Gorzyce"
"Rada Powiatu Zawierciańskiego";"241600";"1";"3";"6";"31";"11622";"Zawiercie, okręg wyborczy Nr 2 do Rady Miejskiej w Zawierciu"
"Rada Powiatu Zawierciańskiego";"241600";"2";"5";"5";"47";"20958";"Zawiercie, okręg wyborczy Nr 1 i Nr 4 do Rady Miejskiej w Zawierciu"
"Rada Powiatu Zawierciańskiego";"241600";"3";"3";"6";"35";"11149";"Zawiercie, okręg wyborczy Nr 3 do Rady Miejskiej w Zawierciu"
"Rada Powiatu Zawierciańskiego";"241600";"4";"3";"6";"34";"13480";"Gmina Łazy"
"Rada Powiatu Zawierciańskiego";"241600";"5";"4";"6";"43";"15460";"Gminy : Ogrodzieniec, Pilica"
"Rada Powiatu Zawierciańskiego";"241600";"6";"3";"6";"34";"13164";"Gminy : Irządze, Szczekociny, Żarnowiec"
"Rada Powiatu Zawierciańskiego";"241600";"7";"4";"6";"42";"16820";"Gminy : Kroczyce, Poręba, Włodowice"
"Rada Powiatu w Żywcu";"241700";"1";"6";"7";"77";"26540";"Żywiec"
"Rada Powiatu w Żywcu";"241700";"2";"4";"7";"51";"17300";"Świnna, Gilowice, Łękawica, Ślemień"
"Rada Powiatu w Żywcu";"241700";"3";"5";"7";"58";"24091";"Czernichów, Łodygowice, Lipowa"
"Rada Powiatu w Żywcu";"241700";"4";"3";"6";"35";"12921";"Jeleśnia, Koszarawa"
"Rada Powiatu w Żywcu";"241700";"5";"5";"7";"66";"21927";"Radziechowy Wieprz, Węgierska Górka"
"Rada Powiatu w Żywcu";"241700";"6";"4";"7";"46";"19061";"Rajcza, Ujsoły, Milówka"
"Rada Miejska w Bielsku-Białej";"246101";"1";"5";"6";"55";"29245";"Komorowice  Śląskie, Komorowice  Krakowskie, Hałcnów, Biała  Północ, Biała  Wschód, Dolne  Przedmieście, Biała  Krakowska  z  wyłączeniem  ulic  : Dembowskiego  numery  nieparzyste, Krakowska nr parzyste od 70 do 126, nr nieparzyste od 15 do 27,  Lipnicka nr 82  oraz  nr nieparzyste od 27 do 63, Metalowców,  Południowa, Sportowców, Śląska, Tatrzańska, Tkaczy, Włókiennicza, , "
"Rada Miejska w Bielsku-Białej";"246101";"2";"5";"7";"60";"27972";"Stare Bielsko, Piastowskie, Mieszka  I, Polskich  Skrzydeł, Wojska  Polskiego, Kopernika, Wapienica  z  wyłączeniem  ulic  :  Agawy, Antyczna wszystkie nr parzyste,  Bieńka, Biwakowa, Dębowiec, Jaworzańska nr nieparzyste od 103 do końca, Kaskadowa, Kaszyska, Kminkowa, Koperkowa, Kopytko, Leśników  wszystkie  numery  parzyste, Łowiecka wszystkie nr parzyste, Miętowa, Rumiankowa, Słodka, Smocza, Storczyków, Szałwi, Tartaczna,  Tymiankowa, Zapora., "
"Rada Miejska w Bielsku-Białej";"246101";"3";"5";"6";"55";"26725";"Górne  Przedmieście, Słoneczne, Bielsko  Południe, Śródmieście  Biała, Śródmieście  Bielsko, Grunwaldzkie, "
"Rada Miejska w Bielsku-Białej";"246101";"4";"5";"6";"54";"28501";"Lipnik, Złote  Łany, Leszczyny, Straconka, Mikuszowice  Krakowskie, Biała  Krakowska  ulice  : Dembowskiego  numery  nieparzyste, Krakowska nr parzyste od 70 do 126, nr nieparzyste od 15 do 27,  Lipnicka nr 82  oraz  nr nieparzyste od 27 do 63, Metalowców,  Południowa, Sportowców, Śląska, Tatrzańska, Tkaczy, Włókiennicza, , "
"Rada Miejska w Bielsku-Białej";"246101";"5";"5";"6";"55";"28839";"Beskidzkie, Karpackie, Aleksandrowice, Kamienica, Mikuszowice  Śląskie, Wapienica  ulice  :  Agawy, Antyczna wszystkie nr parzyste,  Bieńka, Biwakowa, Dębowiec, Jaworzańska nr nieparzyste od 103 do końca, Kaskadowa, Kaszyska, Kminkowa, Koperkowa, Kopytko, Leśników  wszystkie  numery  parzyste, Łowiecka wszystkie nr parzyste, Miętowa, Rumiankowa, Słodka, Smocza, Storczyków, Szałwi, Tartaczna,  Tymiankowa,  Zapora., "
"Rada Miejska w Bytomiu";"246201";"1";"5";"7";"64";"27191";"8 Marca, Alberta, Andersa, Asnyka, Baczyńskiego, Barlickiego, Batalionów Chłopskich, Bluszczowa, Bławatkowa, Bobrecka, Boczna, Bogusławskiego, Bolesława Krzywoustego, Bolesława Śmiałego, Bończyka, Brzask, Bukowa, Bytomska, Chroboka, Cisowa, Czajkowskiego, Czecha, Daleka, Damrota, Dąbrowskiego, Dąbrówki, Dembowskiego, Dębowa, Długosza, Dolna, Drobczyka, Droga Ewy, Droga Tomasza, Dunikowskiego, Dzierżonia, Elektrownia, Elsnera, Energetyki, Feliksa, Felińskiego, Francuska, Frenzla, Gajowa, Glinki, Głogowska, Gołąbka, Gombrowicza, Gruntowa, Gutenberga, Hutnicza, Jagodnik, Jaskółcza, Jasna, Jaśminowa, Jesionowa, Jochymczyka, Kaczmarczyków, Karbowska, Kasztanowa, Kofty, Koksowa, Kolonia Rubież, Konstytucji od nr 1–62 kolejno oraz od nr 64-72 (parzyste), Kościuszki, Krzemienia, Krzyżowa Góra, Ku Duklom, Leszczynowa, Leśnictwo, Lipowa, Łaszczyka, Matki Ewy, Michaloka, Mieszka I, Musioła, Nadziei, Nickla, Niemcewicza, Niska, Noskowskiego, Nowa, Nowaka-Jeziorańskiego, Ogrodowa, Olchowa, Olszewskiego, Opolska, Osikowa, Ossolińskiego, Paczyńska, Paderewskiego, Pasteura, PCK, Piastów Śląskich, Piecucha, Plac Drzymały, pl.Jana, Plac Niepodległości, pl.Słoneczny, pl.Szpitalny, pl.Witkiewicza, pl. Na Bobrku, Planeta, Pochyła, Pod Brzozami, Podleśna, Pogodna, Pokoju, Powstańców, Przelotowa, Przyjemna, Ptakowicka, Racjonalizatorów, Radosna, Rataja, Relaksowa, Reptowska, Rokitnicka, Rolna, Samotna, Skośna, Sportowa, Stalmacha, Stalowa, Stara, Stara Cynkownia, Stolarzowicka, Stroma, Styczyńskiego, Suchogórska, Szyb Pilgera, Szyb Zachodni, Świerkowa, Tęczowa, Ustronie, Warszawska, Wąska, Wiązowa, Wieniawskiego, Wierzbowa, Wiosny Ludów, Wiśniowa, Włodarska, Wodna, Wolnego, Wróbla, Wrzosowa, Wysoka, Wytrwałych, Zabrzańska od nr 131 (nieparzyste) i od nr 112 do końca ulicy (parzyste), Zamkowa, Zgody, Zgrzebnioka, Zjednoczenia, Żołnierska, Żwirowa."
