"Electoral institution";"Teritorial code";"Constituency no";"Mandates quantity";"Committees quantity";"Candidates quantity";"Electorals quantity";"Constituency boundaries"
"Rada Powiatu Inowrocławskiego";"040700";"1";"5";"5";"40";"21135";"Miasto INOWROCŁAW - ulice: , Adama Poszwińskiego, aleja Henryka  Sienkiewicza, Aleje Mikołaja Kopernika, aleja Okrężna,  aleja Powstańców, Andrzeja Rakoczego, Armii Krajowej, Bartka Nowaka, Batkowska, Biskupa Antoniego Laubitza, Bluszczowa, Błonie, Boczna, Bursztynowa, Chmielna, Cmentarna, Dąbrówki, Długa   od nr 1 do nr 15,  Dojazdowa, Droga do Lotniska, Dubienka, Dworcowa, Działowa, Farna, Franciszka Becińskiego, gen.Władysława Sikorskiego, Glinki, Grochowa, Grodzka, Harcerstwa Polskiego, Henryka Czamana, Henryka Fryderyka Hoyera, hm. Marcina Strachanowskiego, Ignacego Daszyńskiego, Ignacego Paderewskiego, Ikara, Izydora Sobeckiego,  Jacewska, Jakuba Jasińskiego, Jana Kasprowicza, Jana Kilińskiego, Jęczmienna, Józefa Chociszewskiego, Józefa Dankowskiego, Józefa Ulatowskiego, Karola Libelta, Karola Marcinkowskiego, Kasztelańska   od nr 1 do nr 28, Kazimierza Burzyńskiego, Kościelna, Kręta, Królowej Jadwigi, Kruszańska, Kruśliwiecka,  ks. Bogdana Gordona, ks. Piotra Wawrzyniaka, ks. Romana Zientarskiego, Lniana, Lotnicza,  Łączna, Łubinowa, Łucjana Grabskiego, Macieja Wierzbińskiego, Magazynowa, 3 Maja, Marcelego Kujawy Połczyńskiego, Marii Konopnickiej, Marii Skłodowskiej-Curie, Metalowców,  Młyńska, Najświętszej Marii Panny, Niemojewskich, Obwodowa, Okrężek, Orłowska, , Osiedle Bydgoskie, Osiedle Okrężek, Pakoska, Piotra Bartoszcze, plac Jana Kasprowicza, plac Klasztorny, Plebanka, Poprzeczna, Powstańca Kwiatkowskiego, Powstańców Warszawy, Prezydenta Franklina Roosevelta, Prezydenta Gabriela Narutowicza, Przesmyk, Przypadek, Przy Stadionie, Przy Stawku,  Pszeniczna, Rąbińska, Rodu Czaplów, Rogowa, Rynek,  Rzemieślnicza, Rzepakowa, Składowa, Skwer Andrzeja Szwajkerta ps. „Jędruś”, Skwer  Jana Pawła II, Skwer ks. Adama Fabianowskiego, Skwer Obrońców Inowrocławia, Skwer Prymasa Stefana Wyszyńskiego, Skwer  Sybiraków, Słonecznikowa, Solankowa, Stanisława Łuczaka, Stanisława Staszica, Stanisława Szenica, Stanisława Waszaka,  Stare Miasto, Stolarska, Studzienna, 6 Stycznia, Szklarska, Szkolna, Szosa Bydgoska, Szparagowa, Szybowcowa, Śniadeckich, Średnia, Św. Ducha , od nr 85 do końca, Świętego  Mikołaja, Tadeusza Kościuszki, Toruńska , Ustronie, Warsztatowa,  Władysława Broniewskiego, Władysława Hermana, Wodna, Zamknięta, Zielna, Zielona, Zofiówka, Zygmunta Wilkońskiego,  Żytnia, "
"Rada Powiatu Inowrocławskiego";"040700";"2";"4";"5";"38";"19034";"Miasto INOWROCŁAW - ulice: , Adama Znanieckiego, Andrzeja, Andrzeja Dybalskiego, Bagienna, Bolesława Brodnickiego, Bolesława Chrobrego, Bolesława Krzywoustego, Bolesława Śmiałego, Brzoskwiniowa, Brzozowa, Bukowa, Cegielna, Chabrowa, Chemiczna, Czarna Droga, Czesława Janczarskiego, Daniela Rakowicza, Deszczowa, Długa od nr 16 do końca, Dyngusowa, Edwarda Ponińskiego, , Ewy Szelburg-Zarembiny, Fabryczna, Franciszka Posadzego,  Gdyńska, Górnicza, Gronowa, Jagiellońska, Jagodowa, , Jana Brzechwy, Jana Karola Maćkowskiego,  Jana Marcina Szancera,  Jana III Sobieskiego, Janiny Porazińskiej, Jaśminowa, Jesionowa, Józefa Kościelskiego,  Juliusza Trzcińskiego, Kamienna, Kasztanowa, Kasztelańska  od nr 29 do końca, Kazimierza Jagiellończyka,  Kazimierza Kujawskiego, Kazimierza Odnowiciela, Kazimierza Sprawiedliwego, Kazimierza Wielkiego, Kątna, Kolejowa, Konwaliowa, Kornela Makuszyńskiego, Krótka, ks. Bolesława Jaśkowskiego, ks. Dobromira Ziarniaka, Kujawska, Kurowa, Kwiatowa, Leona Czarlińskiego, Lipowa, Makowa, Malinowa, Mała Andrzeja,  Mała Rybnicka, , Marii Kownackiej,  Marulewska, Mątewska, Miechowicka,  Mieszka I,   Mikorzyńska, Milenijna, Modrakowa, Morelowa, Mostowa, Niezapominajki, Nizinna, Notecka, Objazdowa, Ogrodowa, Orzechowa, Papuszy, Piękna, Podgórna, Pokojowa, Polna, Popowicka,  Poznańska od nr 1 do nr 54, Poznańska od nr 244 do końca (parzyste i nieparzyste) Przemysłowa, Rolna, Różana, Ruciana, Rumiankowa, Rybnicka, Rzeczna, Rzeźnicka, Skryta,  Skwer Kombatantów, Słoneczna, Sodowa, Solna, Spokojna, Stanisława Przybyszewskiego, Stanisława Sroczyńskiego, Staropoznańska, Stefana Batorego, Stefana Czarnieckiego,  Sylwestra Ranusa, Szeroka, Szymborska, Świętego Ducha  nr 1 do nr 84, Świętokrzyska, Tomasza Graczykowskiego, Topolowa, Torowa, Tulipanowa, Wałowa, Wapienna, Wiejska, Wielkopolska, Wierzbowa, Wiktora Spornego, Wiśniowa, Władysława Jagiełły, Władysława Łokietka,  Władysława Reymonta, Wrzosowa, Zapadłe, , "
"Rada Powiatu Inowrocławskiego";"040700";"3";"5";"6";"57";"21873";"Miasto INOWROCŁAW - ulice: , Adama Asnyka, Adama Mickiewicza, aleja Niepodległości, aleja 800-lecia Inowrocławia, Bolesława Leśmiana,  Bolesława Prusa, Budowlana, Cicha, Cypriana Kamila Norwida, Elizy Orzeszkowej, Emilii Plater, gen. Franciszka Kleeberga, Genowefy Jaworskiej, Gustawa Zielińskiego, Gwarków, Henryka Arctowskiego, Iwana Alejnika, Jana Kochanowskiego, Jana Molla, Jana z Ludziska, Janusza Kusocińskiego, Józefa Ignacego Kraszewskiego, Józefa Krzymińskiego,  Józefa Weyssenhoffa, Juliusza Słowackiego, Justyny Wichlińskiej, Klemensa Janickiego, Konstantego Ildefonsa Gałczyńskiego, ks. Władysława Demskiego, Leona Czaplickiego, Leona Kruczkowskiego, Ludwika Błażka, Maksymiliana Gruszczyńskiego,  Marszałka Józefa Piłsudskiego, Mikołaja Reja, Nowa, Pawła Cymsa, plac Bad Oeynhausen, 59 Pułku Piechoty, płk. Witolda Roszkowskiego, Pogodna, Poznańska  od nr 55 do nr  243, ppłk. Józefa Owczarskiego, Prezydenta  Apolinarego Jankowskiego, Romana Dmowskiego, Skwer PCK, Spółdzielców, Stanisława Kiełbasiewicza, Stanisława Wachowiaka, Stanisława Wyspiańskiego, Stefana Żeromskiego, Szarych Szeregów, Tadeusza Boya Żeleńskiego, Transportowca, Wojska Polskiego, Wspólna, Zenona Kosidowskiego, "
"Rada Powiatu Inowrocławskiego";"040700";"4";"3";"5";"30";"16156";"gmina  KRUSZWICA"
"Rada Powiatu Inowrocławskiego";"040700";"5";"4";"5";"36";"19060";"gminy: JANIKOWO, PAKOŚĆ"
"Rada Powiatu Inowrocławskiego";"040700";"6";"4";"6";"43";"19533";"gminy: GNIEWKOWO, DĄBROWA BISKUPIA,  ROJEWO"
"Rada Powiatu Inowrocławskiego";"040700";"7";"4";"6";"42";"16340";"gminy: INOWROCŁAW, ZŁOTNIKI KUJAWSKIE"
"Rada Powiatu w Lipnie";"040800";"1";"4";"4";"32";"11804";"miasto Lipno"
"Rada Powiatu w Lipnie";"040800";"2";"4";"5";"37";"11402";"Gmina Lipno, Gmina Bobrowniki"
"Rada Powiatu w Lipnie";"040800";"3";"4";"5";"38";"11658";"Gmina Wielgie, Miasto i Gmina Dobrzyń n. Wisłą"
"Rada Powiatu w Lipnie";"040800";"4";"4";"5";"39";"9692";"Miasto i Gmina Skępe, Gmina Tłuchowo"
"Rada Powiatu w Lipnie";"040800";"5";"3";"5";"28";"8108";"Gmina Chrostkowo, Gmina Kikół"
"Rada Powiatu Mogileńskiego";"040900";"1";"9";"5";"73";"20021";"gmina MOGILNO"
"Rada Powiatu Mogileńskiego";"040900";"2";"4";"4";"25";"7735";"gminy: DĄBROWA, JEZIORA WIELKIE"
"Rada Powiatu Mogileńskiego";"040900";"3";"4";"5";"35";"9707";"gmina STRZELNO"
"Rada Powiatu Nakielskiego";"041000";"1";"8";"5";"75";"25379";"gmina NAKŁO nad NOTECIĄ"
"Rada Powiatu Nakielskiego";"041000";"2";"3";"4";"24";"10796";"gmina KCYNIA"
"Rada Powiatu Nakielskiego";"041000";"3";"4";"5";"30";"12743";"gminy: MROCZA, SADKI"
"Rada Powiatu Nakielskiego";"041000";"4";"6";"6";"66";"18322";"gmina SZUBIN"
"Rada Powiatu w Radziejowie";"041100";"1";"4";"7";"51";"8467";"Miasto Radziejów, Gmina Radziejów"
"Rada Powiatu w Radziejowie";"041100";"2";"3";"6";"35";"7180";"Gmina Bytoń, Gmina Topólka"
"Rada Powiatu w Radziejowie";"041100";"3";"6";"7";"80";"11232";"Gmina Osięciny, Gmina Dobre"
"Rada Powiatu w Radziejowie";"041100";"4";"4";"7";"55";"7762";"Miasto i Gmina Piotrków Kujawski"
"Rada Powiatu w Rypinie";"041200";"1";"6";"9";"106";"13508";"Miasto Rypin"
"Rada Powiatu w Rypinie";"041200";"2";"3";"8";"47";"5816";"Gmina Rypin"
"Rada Powiatu w Rypinie";"041200";"3";"4";"8";"62";"7643";"Gminy Brzuze, Gmina Wąpielsk"
"Rada Powiatu w Rypinie";"041200";"4";"4";"9";"64";"8769";"Gmina Rogowo, Gmina Skrwilno"
"Rada Powiatu Sępoleńskiego";"041300";"1";"7";"5";"58";"12815";"gmina SĘPÓLNO KRAJEŃSKIE"
"Rada Powiatu Sępoleńskiego";"041300";"2";"5";"6";"52";"10469";"gmina WIĘCBORK"
"Rada Powiatu Sępoleńskiego";"041300";"3";"5";"6";"40";"9588";"gminy: KAMIEŃ KRAJEŃSKI, SOŚNO"
"Rada Powiatu Świeckiego";"041400";"1";"7";"6";"55";"26671";"gmina ŚWIECIE"
"Rada Powiatu Świeckiego";"041400";"2";"5";"7";"48";"19353";"gminy: DRAGACZ, NOWE, WARLUBIE"
"Rada Powiatu Świeckiego";"041400";"3";"5";"6";"44";"17594";"gminy: DRZYCIM, LNIANO, OSIE, JEŻEWO"
"Rada Powiatu Świeckiego";"041400";"4";"4";"6";"39";"14185";"gminy: BUKOWIEC, PRUSZCZ, ŚWIEKATOWO"
"Rada Powiatu w Toruniu";"041500";"1";"3";"5";"30";"11842";"Miasto Chełmża"
"Rada Powiatu w Toruniu";"041500";"2";"4";"5";"37";"14441";"Chełmża, Łysomice"
"Rada Powiatu w Toruniu";"041500";"3";"5";"5";"47";"15998";"Czernikowo, Obrowo"
"Rada Powiatu w Toruniu";"041500";"4";"5";"5";"47";"17303";"Lubicz, Wielka Nieszawka"
"Rada Powiatu w Toruniu";"041500";"5";"4";"5";"34";"14032";"Łubianka, Zławieś Wielka "
"Rada Powiatu Tucholskiego";"041600";"1";"7";"7";"90";"16040";"gmina TUCHOLA"
"Rada Powiatu Tucholskiego";"041600";"2";"4";"6";"46";"7674";"gminy: GOSTYCYN, KĘSOWO "
"Rada Powiatu Tucholskiego";"041600";"3";"6";"7";"68";"13854";"gminy: CEKCYN, LUBIEWO, ŚLIWICE"
"Rada Powiatu w Wąbrzeźnie";"041700";"1";"6";"6";"72";"11245";"Wąbrzeźno miasto"
"Rada Powiatu w Wąbrzeźnie";"041700";"2";"3";"6";"31";"5946";"Dębowa Łąka, Ksiązki"
"Rada Powiatu w Wąbrzeźnie";"041700";"3";"6";"6";"67";"10702";"Płużnica, Wąbrzeźno gmina"
"Rada Powiatu we Włocławku ";"041800";"1";"4";"6";"44";"12957";"Miasto i Gmina Brześć Kujawski, Gmina Lubanie"
"Rada Powiatu we Włocławku ";"041800";"2";"4";"7";"51";"12794";"Gmina Fabianki, Gmina Włocławek"
"Rada Powiatu we Włocławku ";"041800";"3";"3";"7";"40";"8956";"Miasto Kowal, Gmina Kowal, Gmina Baruchowo"
"Rada Powiatu we Włocławku ";"041800";"4";"3";"6";"36";"9401";"Gmina Choceń, Gmina Boniewo"
"Rada Powiatu we Włocławku ";"041800";"5";"3";"7";"36";"11365";"Miasto i Gmina Chodecz, Gmina Lubień Kujawski"
"Rada Powiatu we Włocławku ";"041800";"6";"4";"7";"48";"14503";"Gmina i Miasto Lubraniec; Gmina i Miasto Izbica Kujawska"
"Rada Powiatu Żnińskiego";"041900";"1";"7";"8";"89";"19781";"gmina ŻNIN"
"Rada Powiatu Żnińskiego";"041900";"2";"6";"8";"67";"19352";"gminy: BARCIN, ŁABISZYN"
"Rada Powiatu Żnińskiego";"041900";"3";"6";"8";"68";"17287";"gminy: GĄSAWA, JANOWIEC WIELKOPOLSKI, ROGOWO"
"Rada Miasta Bydgoszczy";"046101";"1";"5";"7";"65";"47444";"Miasto Bydgoszcz-osiedla:, Okole, Osowa Góra, Miedzyń-Prądy, Wilczak-Jary, Czyżkówko, Piaski, Flisy, Smukała-Opławiec-Janowo ,  , obejmujące ulice:, , Adama Naruszewicza, Agatowa, Agrestowa, Akacjowa, Albatrosowa, Aleksandra Kamińskiego, Alfonsa Hoffmanna, Amurowa, Antoniego Madalińskiego, Artura Grottgera, Azaliowa, Bananowa, Bartnicza, Barwna, Bażancia, Berberysowa, Bernarda Chełkowskiego, Białobłocka, Biedronkowa, Biłgorajska, Biskupińska, Biwakowa, Bluszczowa, Błądzimska, Błękitna, Błotna, Bogusława Sujkowskiego, Bolesława Prusa, Boleniowa, Botaniczna, Borowiacka, Borowikowa, Borówkowa, Borzenkowska, Borsucza, Bratkowa, Bronisława Trentowskiego, Bruska, Brzezińska, Brzoskwiniowa, Burzowa, Bysławska, Buszkowska, Byszewska, Cedrowa, Cekcyńska, Certowa, Charzykowska, Chełmińska, Chełmżyńska, Cieplicka, Ciepła, Chlebowa, Chłodna, Chłopska, Chmielna, Chmurna, Chojnicka, Chorzowska, Ciernikowa, Cietrzewia, Cytrusowa, Czapla, Czarna Droga, Czarnkowska, Czeremcha, Czereśniowa, Czerwonego Krzyża, Czyste Pola, Czorsztyńska, Czyżykowa, Daglezjowa, Daktylowa, Delfinowa, Deszczowa, Dęblińska, Diamentowa, Dolina, Dorszowa, Dożynkowa, Drobna, Drzycimska, dr Stanisława Meysnera, dr Władysława Baranowskiego, dr Zygmunta Kasperowicza, Drozdów, Dzięciołowa, Edwarda Soboczyńskiego, Elbląska, Figowa, Fiołkowa, Flisacka,  Garbary, Gawronia, Gen. Amilkara Kosińskiego od nr 5 i od nr 6 do końca, Gęsia, Glebowa, Gliwicka, Głębinowa, Głogowska, Głucha, Głuszcowa, Gminna, Gogolińska, Gostycyńska, Gościeradzka, Goździkowa, Gradowa, Grajewska, Graniczna, Gromadzka, Grójecka, Grunwaldzka, Gryczana, Grzybowa, Górna, Gwieździsta, Halibutowa, Hebanowa, Henryka Siemiradzkiego, Homarowa, Hoża, Hrubieszowska, Huzarska, Ibisowa, Iglasta, Indycza, Irysowa, Jagodowa, Jałowcowa, Jana Brzozogłowego, Jana Maciaszka, Jana Montowskiego, Janowska, Janowiecka, Jarmużowa, Jarosławska, Jarząbkowa, Jasna, Jasnogórska, Jazgarzowa, Jeleniogórska, Jerzego Orlicza, Jesienna, Jesiotrowa, Jeziorna, Jeżewska, Jeżynowa, Jęczmienna, Jędrzejowska, Józefa Ignacego Kraszewskiego, Józefa Bronikowskiego, Józefa Chłopickiego, Józefa Makowskiego, Juliana Tuwima, Kacza, Kajakowa, Kaktusowa, Kalinowa, Kanałowa, Kanarkowa, Kapryśna, Karasiowa, Karmazynowa, Katowicka, Konwaliowa, Koszykowa, Karolewska, Karpia, Karsińska, Kartuska, Kawiorowa, Kazimierza Przerwy-Tetmajera, Kącik, Kiełbikowa, Kilowa, Klemensa Janickiego, Kleniowa, Kłosowa, Kmiecia, Kobaltowa, Kociewska, Kogucia, Kokosowa, Kolibrowa, Kolonijna, Komierowska, Kormoranów, Kornela Makuszyńskiego, Koronowska, Korzenna, Kościerska, Kotomierska, Kotwicowa, Krabowa, Koźlakowa, Krajeńska, Krańcowa, Kraskowa, Krogulcza, Krokusowa, Krośnieńska, Królowej Jadwigi od nr 1 do nr 21 i od nr 2 do nr 14, Krotoszyńska, Kruszyńska, Kruszwicka, Krynicka, Krzywa, Krzysztofa Candera, Ks. Augusta Szamarzewskiego, ks. Bernarda Sychty, Ks. Jana Długosza, ks. Stanisława Streicha, Księżycowa, Kórnicka, Kudowska, Kukułcza, Kuracyjna, Kurkowa, Kutrowa,  Kuźnicka, Kwidzyńska, Lagunowa, Laskowicka, Laurowa, Legnicka, Leszczyna, Leszczowa, Letnia, Letniskowa, Linowa, Lipieniowa, Lisia, Liściasta, Lodowa, Lotników od nr 2 i od nr 3 do końca, Lubawska, Lubelska, Lubostrońska, Ludowa, Łanowa, Łabędzia, Łącka, Łąkowa, Łebska, Ławicka, Łobżenicka, Łochowska, Łososiowa, Łowiskowa, Łubinowa, Maciejowicka, Mahoniowa, Magnoliowa, Makowa, Malachitowa, Malinowa, Marcina Orłowity od nr 4 i od nr 7 do końca, Małżowa, Masztowa, Michała Hoppego, Mieczykowa, Miedzyńska, Mikołaja Kotowicza, Miętusowa, Migdałowa, Maksymiliana Jackowskiego, Małgorzaty Szułczyńskiej, Marszałka Focha od nr 38 do końca, Mąkowarska, Mewia, Mglista, Miedza, Miedziana, Mińska, Miodowa, Mleczna, Mławska, Młynarska, Młyńska, Mochelska, Modlińska, Morelowa, Morszczukowa, Motylowa, Mrotecka, Mroźna, Mściwoja, Muchomorowa, Muszlowa, Myślęcińska, Na Uboczu, Nad Kanałem, Nad Torem, Nadrzeczna, Nakielska, Nasypowa, Nefrytowa, Niewieścińska, Niklowa, Notecka, Nowogrodzka, Obornicka, Obozowa, Obrońców Tobruku, Oceaniczna, Okopowa, Okoniowa, Okrężna, Oleśnicka, Olimpijska, Olszówkowa, Ołowiana, Opławiec, Orna, Orawska, Orzechowa, Osada, Ostrygowa, Oświęcimska, Owocowa, Pagórek, Palmowa, Palisandrowa, Papiernicza, Paprocia, Papuzia, Pasieczna, Pelikanowa, Perkozowa, Perlicza, Piaski, Piaśnicka, Pieczarkowa, Pijarów, Pilska, Piotra Bartoszcze, Pingwinowa, Piskorzowa, Piwna, Plac Chełmiński, Planktonowa, Planty, Platynowa, Plażowa, Plonowa, Płociowa, Pochyła, Pod Borem, Podmiejska, Podniebna, Podnóże, Pogodna, Pokładowa, Polanicka, Polarna, Porzeczkowa, Potulicka, Poziomkowa, Prądy, Przejście, Przepiórcza, prof. Zdzisława Boronia, Przechowska, Przedwiośnie, Przejazd, Przemyska, Przewoźników, Przyczółek, Przyleśna, Przystaniowa, Pstrągowa, Pszczelna, Pszczyńska, Pszeniczna, Ptasia, Puszczykowa, Radomska, Rajdowa, Rajska, Rekinowa, Relaksowa, Rogalińska, Rubinowa, Rudzikowa, Runowska, Różana, Rydzowa, Rytelska, Rzepakowa, Rzeszowska, Sambora, Sanatoryjna, Sandaczowa, Sanocka, Saperów od nr 139 i od nr 238 do końca, Sardynkowa, Sarnia, Sazanowa, Sąsiedzka, Serocka, Sępia, Sępoleńska, Sicieńska, Sieciowa, Siedlecka, Sielawowa, Sierpowa, Siewna, Skalarowa, Skarbiewska, Skarszewska, Skośna, Skowronków, Skwarna, Słoneczna, Słowicza, Słupskich od nr 5 i od nr 6 do końca, Smętowska, Smukalska, Sosnowa, Sowia, Spacerowa, Spiżowa, Spławikowa, Srebrna, Stalowa, Stanisława Bydgosty, Stawowa nr 1, Stanisława Horno-Popławskiego, Stefana Czarnieckiego, Strusia, Staroszkolna, Strzegowska, Studzienna, Sumowa, Suwalska, Szczupakowa, Szmaragdowa, Szpęgawska, Szczawnicka, Szczecińska, Szczygla, Szczytowa, Szpakowa, Sztormowa, Sztumska, Szuwarowa, Śląska, Ślesińska, Śluzowa, Śniegowa, Średzka, Świdnicka, Świekatowska, Świętego Antoniego z Padwy, Świętopełka, św. Maksymiliana Kolbego, Tatarakowa, Tadeusza Rzepeckiego, Tańskich, Tarnowska, Tczewska, Terespolska, Teofila Ociepki, Tęczowa, Tranowa, Trawnik, Trociowa, Tryszczyńska, Trzeciewiecka, Truskawkowa, Trzcinowa, Tukanowa, Tulipanowa, Tuńczykowa, Turystyczna, Uklejowa, Ułańska, Unisławska, Urodzajna, Waleniowa, Wałbrzyska, Wałdowska, Warzywna, Wągrowiecka, Wąwelska, Wdzydzka, Wejherowska, Wędkarska, Węgorzowa, Wichrowa, Wierzbowa, Wierzchucińska, Widok, Wiejska, Wiklinowa, Wielorybia, Wieśniacza, Wiewiórcza, Więcborska, Więcierzowa, Wilcza, Wincentego Pola, Wiosenna, Witosławy, Wiśniowa, Władysława  IV od nr 2  i od nr 7 do końca, Władysława Łokietka, Władysława Odonica, Władysława Syrokomli, Wodna, Wolińska, Woskowa, Woziwody, Wronia, Wróblowa, Wrocławska, Wrzesińska, Wrzosowa, Wudzyńska, Wycieczkowa, Wypoczynkowa, Wyrzyska, Wyspowa, Zachodnia, Zakopiańska, Zalew, Zamiejska, Zapłotek, Zasobna, Zatokowa, Zawodzie, Zbrachlińska, Zdrojowa, Zgorzelecka, Zielona, Ziębia, Zimorodkowa, Złota, Żnińska, Żniwna, Żołędowska, Żubrowa, Żurawinowa, Żytnia, Żywiecka, Żyzna,  Źródlana, , "
