"Electoral institution";"Teritorial code";"Constituency no";"Mandates quantity";"Committees quantity";"Candidates quantity";"Electorals quantity";"Constituency boundaries"
"Rada Powiatu Ciechanowskiego";"140200";"2";"3";"8";"47";"11023";"Miasto Ciechanów:, Osiedle Nr 5 ""Płońska"", Osiedle Nr 6 ""Słoneczne"", Osiedle Nr 7 ""Przemysłowe"", Osiedle Nr 12 ""Zachód"""
"Rada Powiatu Ciechanowskiego";"140200";"3";"3";"9";"45";"11463";"Gmina Ciechanów, Gmina Sońsk"
"Rada Powiatu Ciechanowskiego";"140200";"4";"3";"8";"42";"9972";"Miasto i Gmina Glinojeck, Gmina Ojrzeń"
"Rada Powiatu Ciechanowskiego";"140200";"5";"4";"8";"50";"15163";"Gmina Gołymin Ośrodek, Gmina Grudusk, Gmina Opinogóra Górna, Gmina Regimin"
"Rada Powiatu Garwolińskiego";"140300";"1";"4";"6";"45";"13275";"miasto Garwolin"
"Rada Powiatu Garwolińskiego";"140300";"2";"6";"6";"65";"22809";"gminy: Garwolin, Górzno, Pilawa"
"Rada Powiatu Garwolińskiego";"140300";"3";"3";"6";"29";"11282";"gminy: Borowie, Miastków Kościelny, Parysów"
"Rada Powiatu Garwolińskiego";"140300";"4";"3";"6";"34";"12351";"gminy: Łaskarzew, Wilga, miasto Łaskarzew"
"Rada Powiatu Garwolińskiego";"140300";"5";"3";"6";"28";"12460";"gminy: Maciejowice, Sobolew"
"Rada Powiatu Garwolińskiego";"140300";"6";"4";"6";"39";"12832";"gminy: Trojanów, Żelechów"
"Rada Powiatu Gostynińskiego";"140400";"1";"7";"5";"62";"15611";"Miasto Gostynin"
"Rada Powiatu Gostynińskiego";"140400";"2";"4";"5";"40";"9693";"Gmina Gostynin"
"Rada Powiatu Gostynińskiego";"140400";"3";"6";"5";"53";"12737";"Gmina Pacyna, Gmina Sanniki, Gmina Szczawin Kościelny"
"Rada Powiatu Grodziskiego ";"140500";"1";"10";"4";"74";"31923";"okręg nr 1 obejmujący obszar gminy Grodzisk Mazowiecki"
"Rada Powiatu Grodziskiego ";"140500";"2";"6";"4";"35";"17894";"okręg nr 2 obejmujący obszar gmin: Baranów, Jaktorów, Żabia Wola"
"Rada Powiatu Grodziskiego ";"140500";"3";"5";"4";"37";"16290";"okręg nr 3 obejmujący obszar gmin; Milanówek, Podkowa Leśna"
"Rada Powiatu Grójeckiego";"140600";"1";"5";"5";"43";"19463";"Gmina i Miasto Grójec"
"Rada Powiatu Grójeckiego";"140600";"2";"4";"5";"33";"15435";"Gminy: Belsk Duży, Błędów, Pniewy"
"Rada Powiatu Grójeckiego";"140600";"3";"4";"6";"36";"14278";"Gminy: Chynów, Jasieniec, Goszczyn"
"Rada Powiatu Grójeckiego";"140600";"4";"4";"5";"34";"14725";"Gmina i Miasto Mogielnica, Miasto i Gmina Nowe Miasto nad Pilicą"
"Rada Powiatu Grójeckiego";"140600";"5";"4";"5";"33";"15208";"Miasto i Gmina Warka"
"Rada Powiatu Kozienickiego";"140700";"1";"4";"7";"54";"11234";"Garbatka Letnisko, Gniewoszów, Sieciechów"
"Rada Powiatu Kozienickiego";"140700";"2";"6";"7";"75";"14974";"Głowaczów, Grabów nad Pilicą, Magnuszew"
"Rada Powiatu Kozienickiego";"140700";"3";"9";"8";"124";"25477";"Kozienice"
"Rada Powiatu w Legionowie";"140800";"1";"6";"6";"57";"21682";"Obejmuje obszar gminy Legionowo w części od ul. Kazimierza Wielkiego (po przedłużeniu) wzdłuż torów kolejowych W-wa - Nasielsk w kierunku zachodnio-północnym do rozjazdu kolejowego W-wa - Zegrze przy kompleksie 103, wzdłuż ul. Kolejowej (strona nieparzysta) w kierunku północno-wschodnim, po północno-wschodniej granicy miasta z Gminą Nieporęt, wzdłuż południowej granicy miasta z Gminą Jabłonna do ul. Wiejskiej, wzdłuż ul. Wiejskiej po granicy miasta do ul. Warszawskiej (strona nieparzysta) w kierunku północno-wschodnim do ul. Ogrodowej, wzdłuż ul. Ogrodowej w kierunku zachodnim do ul. Leśnej, wzdłuż ul. Leśnej w kierunku północnym  do ul. Królowej Jadwigi, wzdłuż ul. Królowej Jadwigi (strona parzysta) po południowo-zachodniej stronie bloku Zygmunta Krasińskiego 75, nastepnie w kierunku północno-wschodnim po stronie południowo-wschodniej bloku Zygmunta Krasińskiego 71 do ul. Józefa Sowińskiego, wzdłuż ul. Józefa Sowińskiego do ul. Zygmunta Krasińskiego, wzdłuż ul. Zygmunta Krasińskiego (strona nieparzysta) w kierunku północno-wschodnim do ul. Jagiellońskiej, wzdłuż ul. Jagiellońskiej (strona nieparzysta) w kierunku południowo-wschodnim do ul. Kazimierza Wielkiego."
"Rada Powiatu w Legionowie";"140800";"2";"5";"6";"50";"19482";"Obejmuje obszar gminy Legionowo w części od ul. Prymasowskiej w kierunku północno-zachodnim wzdłuż granicy miasta z gminą Jabłonna, następnie po zachodniej granicy z Gminą Jabłonna w kierunku północnym, północną granicę miasta z Gminą Wieliszew do torów kolejowych w kierunku Zegrza, następnie w kierunku południowym, wzdłuż ul. Kolejowej (strona parzysta) do rozjazdu kolejowego W-wa - Zegrze przy kompleksie 103, po torach kolejowych w kierunku wschodnim do ul. Kazimierza Wielkiego, wzdłuż ul. Kazimierza Wielkiego (strona nieparzysta) w kierunku południowym do ul. Jagiellońskiej, wzdłuż ul. Jagiellońskiej (strona nieparzysta) w kierunku północno-zachodnim do ul. Zygmunta Krasińskiego (strona parzysta), wzdłuż ul. Zygmunta Krasińskiego do ul. Józefa Sowińskiego, wzdłuż ul. Józefa Sowińskiego w kierunku południowo-wschodnim po południowo-wschodniej stronie, wzdłuż bloku Zygmunta Krasińkiego 71 do ul. Królowej Jadwigi, wzdłuż ul. Królowej Jadwigi w kierunku południowo-wschodnim (strona nieparzysta) do ul. Józefa Piłsudskiego w kierunku południowym do ul. Ogrodowej, wzdłuż ul. Ogrodowej (strona nieparzysta) w kierunku południowo-wschodnim do ul. Warszawskiej, wzdłuż ul. Warszawskiej (strona parzysta) w kierunku południowym do granicy miasta Legionowa z Gminą Jabłonna, wzdłuż południowej granicy z Gminą Jabłonna, wzdłuż ul. Listopadowej po granicy miasta, do ul. Mieszka I, wzdłuż ul. Mieszka I w kierunku północno-wschodnim do ul. Prymasowskiej."
"Rada Powiatu w Legionowie";"140800";"3";"5";"5";"32";"20468";"Gminy: Jabłonna, Wieliszew"
"Rada Powiatu w Legionowie";"140800";"4";"5";"5";"35";"19968";"Gminy: Nieporęt, Serock"
"Rada Powiatu Lipskiego";"140900";"1";"5";"6";"50";"9871";"Lipsko"
"Rada Powiatu Lipskiego";"140900";"2";"4";"6";"42";"8670";"Ciepielów, Rzeczniów"
"Rada Powiatu Lipskiego";"140900";"3";"3";"6";"29";"6772";"Solec nad Wisłą, Chotcza"
"Rada Powiatu Lipskiego";"140900";"4";"3";"5";"29";"5261";"Sienno"
"Rada Powiatu Łosickiego";"141000";"1";"5";"5";"44";"9254";"miasto i gmina Łosice, "
"Rada Powiatu Łosickiego";"141000";"2";"5";"6";"51";"9017";"gminy:Stara Kornica, Huszlew, Olszanka"
"Rada Powiatu Łosickiego";"141000";"3";"5";"6";"52";"8514";"gminy: Platerów, Sarnaki"
"Rada Powiatu w Makowie Mazowieckim";"141100";"1";"4";"4";"29";"8159";"miasto Maków Mazowiecki"
"Rada Powiatu w Makowie Mazowieckim";"141100";"2";"4";"4";"27";"8231";"gminy Krasnosielc i Sypniewo"
"Rada Powiatu w Makowie Mazowieckim";"141100";"3";"3";"4";"21";"6909";"gminy Płoniawy - Bramura i Czerwonka"
"Rada Powiatu w Makowie Mazowieckim";"141100";"4";"3";"4";"19";"7328";"gminy Różan, Rzewnie, Młynarze"
"Rada Powiatu w Makowie Mazowieckim";"141100";"5";"3";"4";"20";"7292";"gminy Karniewo, Szelków"
"Rada Powiatu Mińskiego";"141200";"1";"7";"3";"41";"30464";"miasto Mińsk Mazowiecki"
"Rada Powiatu Mińskiego";"141200";"2";"4";"3";"23";"15120";"miasto Sulejówek"
"Rada Powiatu Mińskiego";"141200";"3";"4";"3";"23";"17597";"gminy: Dębe Wielkie, Halinów"
"Rada Powiatu Mińskiego";"141200";"4";"4";"3";"22";"15610";"gminy: Mińsk Mazowiecki, Stanisławów"
"Rada Powiatu Mińskiego";"141200";"5";"3";"3";"14";"13554";"gminy: Dobre, Jakubów, Kałuszyn"
"Rada Powiatu Mińskiego";"141200";"6";"5";"3";"29";"21901";"gminy: Cegłów, Latowicz, Mrozy, Siennica"
"Rada Powiatu Mławskiego";"141300";"1";"8";"8";"100";"25606";"Miasto Mława"
"Rada Powiatu Mławskiego";"141300";"2";"3";"7";"34";"9764";"Gminy:, Dzierzgowo, Szydłowo, Wieczfnia Kościelna"
"Rada Powiatu Mławskiego";"141300";"3";"5";"6";"46";"14629";"Gminy:, Stupsk, Strzegowo, Wiśniewo"
"Rada Powiatu Mławskiego";"141300";"4";"3";"6";"31";"10307";"Gminy:, Lipowiec Kościelny, Radzanów, Szreńsk"
"Rada Powiatu Nowodworskiego";"141400";"1";"7";"6";"74";"22169";"Nowy Dwór Mazowiecki"
"Rada Powiatu Nowodworskiego";"141400";"2";"5";"4";"38";"15562";"Nasielsk"
"Rada Powiatu Nowodworskiego";"141400";"3";"4";"6";"41";"12230";"Pomiechówek, Zakroczym"
"Rada Powiatu Nowodworskiego";"141400";"4";"3";"7";"35";"12360";"Czosnów, Leoncin"
"Rada Powiatu w Ostrołęce";"141500";"1";"4";"6";"42";"14133";"gminy: Baranowo, Kadzidło"
"Rada Powiatu w Ostrołęce";"141500";"2";"4";"6";"44";"11216";"gminy: Czerwin, Goworowo"
"Rada Powiatu w Ostrołęce";"141500";"3";"5";"6";"58";"16721";"obszar miasta i gminy Myszyniec, gminy: Czarnia, Łyse"
"Rada Powiatu w Ostrołęce";"141500";"4";"4";"6";"41";"14294";"gminy: Olszewo- Borki, Lelis"
"Rada Powiatu w Ostrołęce";"141500";"5";"4";"4";"27";"11378";"gminy: Rzekuń, Troszyn"
"Rada Powiatu w Ostrowi Mazowieckiej";"141600";"1";"6";"7";"82";"18397";"miasto Ostrów Mazowiecka"
"Rada Powiatu w Ostrowi Mazowieckiej";"141600";"2";"4";"7";"47";"13215";"gminy: Andrzejewo, Boguty- Pianki, Nur, Szulborze Wielkie, Zaręby Kościelne"
"Rada Powiatu w Ostrowi Mazowieckiej";"141600";"3";"6";"7";"76";"19260";"gminy: Brok, Ostrów Mazowiecka, Stary Lubotyń, Wąsewo"
"Rada Powiatu w Ostrowi Mazowieckiej";"141600";"4";"3";"6";"34";"9973";"gmina Małkinia Górna"
"Rada Powiatu Otwockiego";"141700";"1";"9";"6";"83";"35100";"miasto Otwock "
"Rada Powiatu Otwockiego";"141700";"2";"3";"5";"26";"12935";"miasto i gmina Karczew"
"Rada Powiatu Otwockiego";"141700";"3";"4";"5";"33";"14427";"miasto Józefów"
"Rada Powiatu Otwockiego";"141700";"4";"4";"6";"39";"17373";"gminy Wiązowna, Celestynów"
"Rada Powiatu Otwockiego";"141700";"5";"3";"4";"18";"14398";"gminy Osieck, Kołbiel, Sobienie Jeziory"
"Rada Powiatu Piaseczyńskiego";"141800";"1";"8";"8";"91";"34264";"Obszar Gminy Piaseczno: od północy: północna granica gminy od przecięcia torów kolejowych PKP Warszawa-Radom do ul. Bażanciej w Julianowie., Od wschodu: ul. Cyraneczki od ul. Bażanciej do ul. Julianowskiej, ul. Julianowska na odcinku od ul. Cyraneczki do ul. Urbanistów, dalej wschodnia granica miasta Piaseczno do torów kolejowych PKP Warszawa-Radom., Od południa: od torów kolejowych PKP Warszawa-Radom, południowa granica miasta do ul. Przemysłowej., Od zachdu: ul. Północna, ul. Okrężna na odcinku od ul. Północnej do ul. Redutowej, ul. Redutowa na odcinku od ul. Okrężnej do ul. Głównej, ul. Główna do ul. Sowiej, dalej po granicy miasta Piaseczno do przecięcia torów kolejowych PKP Warszawa-Radom, zachodnia krawędź torów kolejowych PKP Warszawa-Radom do przecięcia z północną granicą gminy."
"Rada Powiatu Piaseczyńskiego";"141800";"2";"4";"7";"49";"16542";"Obszar Gminy Piaseczno: od północy: południowa granica miasta Piaseczno od ul. Skrajnej do skrzyżowania ul. Geodetów z ul. Julianowską., Od wschodu: ul. Julianowska od ul. Geodetów do ul. Cyraneczki, ul. Cyraneczki na odcinku od ul. Julianowskiej do ul. Bażanciej, dalej wschodnią granicą gminy., Od południa: południowa granica gminy., Od zachodu: zachodnia granica gminy - do granic administracyjnych miasta Piaseczno."
"Rada Powiatu Piaseczyńskiego";"141800";"3";"4";"7";"44";"19965";"Gmina Góra Kalwaria"
"Rada Powiatu Piaseczyńskiego";"141800";"4";"4";"7";"46";"19523";"Gmina Konstancin-Jeziorna"
"Rada Powiatu Piaseczyńskiego";"141800";"5";"7";"7";"73";"30081";"Gminy: Tarczyn, Lesznowola, Prażmów"
"Rada Powiatu w Płocku";"141900";"1";"4";"5";"35";"14469";"Gminy: Brudzeń Duży, Stara Biała"
"Rada Powiatu w Płocku";"141900";"2";"4";"4";"29";"13742";"Gmina Bielsk, Miasto i Gmina Drobin"
"Rada Powiatu w Płocku";"141900";"3";"3";"6";"32";"12068";"Gminy: Radzanowo, Staroźreby"
"Rada Powiatu w Płocku";"141900";"4";"4";"5";"31";"16401";"Gminy: Bodzanów, Bulkowo, Słupno"
"Rada Powiatu w Płocku";"141900";"5";"3";"5";"29";"9848";"Gmina Mała Wieś, Gmina i Miasto Wyszogród"
"Rada Powiatu w Płocku";"141900";"6";"5";"6";"51";"19800";"Miasto i Gmina Gąbin, Gminy: Łąck, Nowy Duninów, Słubice"
"Rada Powiatu Płońskiego";"142000";"1";"5";"6";"59";"18208";"Miasto Płońsk"
"Rada Powiatu Płońskiego";"142000";"2";"5";"6";"58";"17085";"Miasto Raciąż, Gminy: Baboszewo, Raciąż"
"Rada Powiatu Płońskiego";"142000";"3";"3";"6";"35";"10790";"Gminy: Joniec, Nowe Miasto, Sochocin"
"Rada Powiatu Płońskiego";"142000";"4";"4";"6";"42";"11644";"Gminy: Czerwińsk nad Wisłą, Naruszewo"
"Rada Powiatu Płońskiego";"142000";"5";"4";"6";"38";"13418";"Gminy: Dzierzążnia, Płońsk, Załuski"
"Rada Powiatu Pruszkowskiego";"142100";"1";"10";"4";"47";"45285";"Miasto Pruszków"
"Rada Powiatu Pruszkowskiego";"142100";"2";"4";"3";"15";"18435";"Miasto Piastów"
"Rada Powiatu Pruszkowskiego";"142100";"3";"5";"4";"29";"21208";"Gmina Michałowice Gmina Nadarzyn"
"Rada Powiatu Pruszkowskiego";"142100";"4";"4";"6";"29";"18480";"Miasto i Gmina Brwinów"
"Rada Powiatu Pruszkowskiego";"142100";"5";"4";"3";"18";"16045";"Gmina Raszyn"
"Rada Powiatu Przasnyskiego";"142200";"1";"5";"5";"50";"13872";"misto Przasnysz"
"Rada Powiatu Przasnyskiego";"142200";"2";"5";"5";"47";"12155";"gminy: Czernice Borowe, Krasne, Przasnysz."
"Rada Powiatu Przasnyskiego";"142200";"3";"7";"5";"64";"16733";"gminy: Chorzele, Jednorożec, Krzynowłoga Mała"
"Rada Powiatu Przysuskiego";"142300";"1";"5";"5";"50";"10622";"Przysucha"
"Rada Powiatu Przysuskiego";"142300";"2";"4";"4";"32";"7602";"Gielniów, Rusinów"
"Rada Powiatu Przysuskiego";"142300";"3";"3";"3";"18";"6287";"Klwów, Odrzywół"
"Rada Powiatu Przysuskiego";"142300";"4";"5";"5";"47";"11608";"Potworów, Wieniawa, Borkowice"
"Rada Powiatu w Pułtusku";"142400";"1";"3";"4";"21";"6922";"Gmina Świercze, Gmina Gzy"
"Rada Powiatu w Pułtusku";"142400";"2";"3";"3";"17";"7079";"Gmina Pokrzywnica, Gmina Winnica"
"Rada Powiatu w Pułtusku";"142400";"3";"3";"4";"20";"7628";"Gmina Obryte, Gmina Zatory"
"Rada Powiatu w Pułtusku";"142400";"4";"8";"4";"60";"18965";"Gmina Pułtusk"
"Rada Powiatu Radomskiego";"142500";"1";"5";"6";"58";"24634";"Miasto Pionki, Gmina Pionki"
"Rada Powiatu Radomskiego";"142500";"2";"3";"6";"33";"12791";"Iłża"
"Rada Powiatu Radomskiego";"142500";"3";"6";"6";"59";"27241";"Skaryszew, Kowala, Wierzbica"
"Rada Powiatu Radomskiego";"142500";"4";"4";"6";"45";"15840";"Gózd, Jedlnia Letnisko"
"Rada Powiatu Radomskiego";"142500";"5";"4";"7";"49";"15612";"Jastrzębia, Jedlińsk"
"Rada Powiatu Radomskiego";"142500";"6";"5";"6";"53";"20939";"Zakrzew, Przytyk, Wolanów"
"Rada Powiatu w Siedlcach";"142600";"1";"4";"5";"40";"12921";"gmina Siedlce"
"Rada Powiatu w Siedlcach";"142600";"2";"3";"5";"29";"9533";"gminy: Skórzec, Wodynie"
"Rada Powiatu w Siedlcach";"142600";"3";"5";"6";"52";"14594";"gminy: Kotuń, Mokobody, Suchożebry"
"Rada Powiatu w Siedlcach";"142600";"4";"4";"5";"36";"12711";"gminy: Korczew, Mordy, Paprotnia, Przesmyki"
"Rada Powiatu w Siedlcach";"142600";"5";"5";"5";"50";"14428";"gminy: Domanice, Wiśniew, Zbuczyn"
"Rada Powiatu w Sierpcu";"142700";"1";"6";"7";"77";"15437";" Miasto Sierpc"
"Rada Powiatu w Sierpcu";"142700";"2";"4";"7";"53";"10308";" gmina Sierpc, gmina Mochowo "
"Rada Powiatu w Sierpcu";"142700";"3";"3";"7";"39";"6936";"gmina Szczutowo, gmina Rościszewo"
"Rada Powiatu w Sierpcu";"142700";"4";"4";"7";"50";"10273";" gmina Gozdowo, gmina Zawidz"
"Rada Powiatu w Sochaczewie";"142800";"1";"5";"5";"46";"15590";"Gminy: Brochów, Iłów, Młodzieszyn, Rybno"
"Rada Powiatu w Sochaczewie";"142800";"2";"7";"6";"73";"21301";"Gminy: Nowa Sucha, Sochaczew, Teresin"
"Rada Powiatu w Sochaczewie";"142800";"3";"9";"7";"114";"30648";"Miasto Sochaczew"
"Rada Powiatu Sokołowskiego";"142900";"1";"5";"6";"52";"15336";"miasto Sokołów Podlaski"
"Rada Powiatu Sokołowskiego";"142900";"2";"3";"6";"34";"8107";"gminy: Bielany, Sokołów Podlaski"
"Rada Powiatu Sokołowskiego";"142900";"3";"3";"6";"32";"7575";"gminy: Ceranów, Kosów Lacki"
"Rada Powiatu Sokołowskiego";"142900";"4";"3";"6";"31";"8809";"gminy: Jabłonna Lacka, Repki"
"Rada Powiatu Sokołowskiego";"142900";"5";"3";"6";"30";"7080";"gminy: Sabnie, Sterdyń"
"Rada Powiatu Szydłowieckiego";"143000";"1";"8";"7";"102";"15798";"Szydłowiec"
"Rada Powiatu Szydłowieckiego";"143000";"2";"3";"6";"35";"5304";"Chlewiska"
"Rada Powiatu Szydłowieckiego";"143000";"3";"6";"7";"70";"11630";"Jastrząb, Mirów, Orońsko"
"Rada Powiatu Warszawskiego Zachodniego";"143200";"1";"3";"3";"18";"10575";"Gminy Kampinos i Leszno"
"Rada Powiatu Warszawskiego Zachodniego";"143200";"2";"5";"3";"27";"20309";"Gminy Stare Babice i Izabelin"
"Rada Powiatu Warszawskiego Zachodniego";"143200";"3";"5";"3";"28";"17633";"Gmina Łomianki"
"Rada Powiatu Warszawskiego Zachodniego";"143200";"4";"4";"3";"22";"16631";"Gmina Ożarów Mazowiecki"
"Rada Powiatu Warszawskiego Zachodniego";"143200";"5";"4";"3";"23";"16422";"Gmina Błonie"
"Rada Powiatu Węgrowskiego";"143300";"1";"4";"5";"39";"10437";"miasto Węgrów"
"Rada Powiatu Węgrowskiego";"143300";"2";"4";"4";"32";"11563";"gminy: Grębków, Korytnica, Wierzbno"
"Rada Powiatu Węgrowskiego";"143300";"3";"5";"4";"38";"14166";"gmina Łochów"
"Rada Powiatu Węgrowskiego";"143300";"4";"3";"4";"24";"9227";"gminy: Sadowne, Stoczek"
"Rada Powiatu Węgrowskiego";"143300";"5";"3";"4";"24";"9679";"gminy: Liw, Miedzna"
"Rada Powiatu Wołomińskiego";"143400";"1";"3";"6";"32";"19921";"Gmina Ząbki"
"Rada Powiatu Wołomińskiego";"143400";"2";"3";"6";"31";"19336";"Gmina Marki"
"Rada Powiatu Wołomińskiego";"143400";"3";"3";"8";"42";"16601";"Gmina Radzymin"
"Rada Powiatu Wołomińskiego";"143400";"4";"5";"8";"71";"28455";"Gminy: Kobyłka, Zielonka"
"Rada Powiatu Wołomińskiego";"143400";"5";"7";"8";"93";"39930";"Gmina Wołomin"
"Rada Powiatu Wołomińskiego";"143400";"6";"5";"8";"61";"26149";"Gminy: Dąbrówka, Klembów, Poświętne, Strachówka, Jadów"
"Rada Powiatu Wołomińskiego";"143400";"7";"3";"8";"41";"14815";"Gmina Tłuszcz"
"Rada Powiatu w Wyszkowie";"143500";"1";"10";"6";"112";"30397";"miasto i gmina Wyszków"
"Rada Powiatu w Wyszkowie";"143500";"2";"4";"5";"37";"12825";" gminy Brańszczyk i Długosiodło"
"Rada Powiatu w Wyszkowie";"143500";"3";"5";"5";"42";"14211";" gminy: Rząśnik, Somianka, Zabrodzie"
"Rada Powiatu Zwoleńskiego";"143600";"1";"4";"7";"54";"7570";"Kazanów, Tczów"
"Rada Powiatu Zwoleńskiego";"143600";"2";"5";"8";"77";"10032";"Policzna, Przyłęk"
"Rada Powiatu Zwoleńskiego";"143600";"3";"6";"8";"93";"12512";"Zwoleń"
"Rada Powiatu Żuromińskiego";"143700";"1";"6";"4";"35";"11037";"Miasto i Gmina Bieżuń, Gmina Siemiątkowo, Gmina Lutocin"
"Rada Powiatu Żuromińskiego";"143700";"2";"5";"4";"34";"9888";"Gmina Kuczbork-Osada, Gmina Lubowidz"
"Rada Powiatu Żuromińskiego";"143700";"3";"6";"4";"40";"11912";"Gmina Żuromin"
"Rada Powiatu Żyrardowskiego";"143800";"1";"3";"6";"36";"11262";"Miasto Żyrardów, ulice: 11 Listopada, 1 Maja od 5 do 137, Akacjowa, Aleja Niepodległości, Armii Krajowej, Bajkowa, Bankowa, Borówkowa, Browarna, Jana Brzechwy, Bydgoska, Fryderyka Chopina, Ciasna, Cicha, Cieszyńska, Czysta, Daleka, Dębowa, Karola Dittricha, Jana Długosza, Dolnośląska, Włądysława Dzikiewicza, Falista, Farbiarska, Gen. Władysława Andersa, Gen. Józefa Bema, Gen. Stanisława Maczka, Gen. Władysława Sikorskiego, Gen. Stanisława Sosabowskiego, Gen. Józefa Sowińskiego, Gen. Józefa Zajączka, Karola Hiellego, Jeleniogórska, Jeżynowa, Kanałowa, Kętrzyńska, Janusz Korczaka, Krakowska, Zygmunta Krasińskiego, Krzywa, Ks. Stanisława Brzóski, Ks. Stanisława Konarskiego, Ks. Piotra Skargi, Ks. Ottona Wittenberga, Kubusia Puchatka, Kutnowska, Legionów Polskich, Letnia, Bolesława Limanowskiego od 39 do 57 i  od 42 do 56, Lipowa, Lniarska, Łowicka, Łużycka, Malinowa, Mały Rynek, Adama Mickiewicza od 2 do 158, Mieczysławowska, Młyńska, Mokra, Mostowa, Nizinna, Cypriana Kamila Norwida, Noworadziejowska, Nowy Świat, Stanisława Okrzei od 42a do 68 i od 45 do 67, Olsztyńska, Opolska, Edmunda Orlika, Parkowa, Piastowska, Emilii Plater, Pomorska, Poziomkowa, Poznańska, Promienna, Radziejowska, Radziwiłłowska, Władysława Reymonta, Rolna, Franklina Roosevelta, Różana, Rzeczna, Stefanii Sempołowskiej, Skierniewicka, Marii Skłodowskiej-Curie, Stanisława Sławińskiego, Słoneczna, Słowiańska, Sosnowa, Stefana Batorego, Andrzeja Struga, Sucha, Szarych Szeregów, Szczecińska, Świerkowa, Św. Jana, Agnieszki Tomaszewskiej, Toruńska, Traugutta, Leona Wasilewskiego, Wesoły Zaułek, Wiatraczna, Wierzbowa, Wiosenna, Wodna, Wojska Polskiego, Wrocławska, Wrzosowa, Wypoczynkowa, Stanisława Wyspiańskiego, Ziołowa, Żabia, Stefana Żeromskiego, Żniwna."
