"Electoral institution";"Teritorial code";"Constituency no";"Mandates quantity";"Committees quantity";"Candidates quantity";"Electorals quantity";"Constituency boundaries"
"Sejmik Województwa Podlaskiego";"200000";"1";"7";"8";"87";"228443";"miasto Białystok"
"Sejmik Województwa Podlaskiego";"200000";"2";"5";"7";"66";"148210";"powiat augustowski, powiat sejneński, powiat suwalski, miasto Suwałki"
"Sejmik Województwa Podlaskiego";"200000";"3";"5";"8";"67";"163117";"powiat grajewski, powiat kolneński, powiat łomżyński, miasto Łomża"
"Sejmik Województwa Podlaskiego";"200000";"4";"5";"7";"57";"173984";"powiat bielski, powiat siemiatycki, powiat wysokomazowiecki, powiat zambrowski"
"Sejmik Województwa Podlaskiego";"200000";"5";"8";"7";"82";"248425";"powiat białostocki, powiat hajnowski, powiat moniecki, powiat sokólski"
"Rada Powiatu Augustowskiego";"200100";"1";"9";"7";"87";"24397";"obejmujący gminę miasta Augustów"
"Rada Powiatu Augustowskiego";"200100";"2";"3";"8";"38";"6827";"obejmujący gminę Lipsk i Płaska"
"Rada Powiatu Augustowskiego";"200100";"3";"3";"5";"26";"7706";"obejmujący gminę Augustów i Nowinka"
"Rada Powiatu Augustowskiego";"200100";"4";"4";"7";"40";"9041";"obejmujący gminę Bargłów Kościelny, Sztabin"
"Rada Powiatu Białostockiego";"200200";"1";"5";"4";"33";"21635";"gminy: Gródek, Michałowo, Supraśl"
"Rada Powiatu Białostockiego";"200200";"2";"4";"4";"26";"19990";"gminy: Zabłudów, Juchnowiec Kościelny, Suraż"
"Rada Powiatu Białostockiego";"200200";"3";"5";"4";"33";"20230";"gminy: Czarna Białostocka, Wasilków"
"Rada Powiatu Białostockiego";"200200";"4";"3";"4";"21";"15251";"gminy: Turośń Kościelna, Choroszcz"
"Rada Powiatu Białostockiego";"200200";"5";"5";"4";"33";"21572";"gminy: Łapy, Poświętne"
"Rada Powiatu Białostockiego";"200200";"6";"3";"4";"22";"14406";"gminy: Tykocin, Dobrzyniewo Duże, Zawady"
"Rada Powiatu w Bielsku Podlaskim";"200300";"1";"8";"5";"66";"22124";"m. Bielsk Podlaski"
"Rada Powiatu w Bielsku Podlaskim";"200300";"2";"7";"6";"63";"16912";"gm. Brańsk, m. Brańsk, gm. Rudka, gm. Orla, gm. Boćki"
"Rada Powiatu w Bielsku Podlaskim";"200300";"3";"4";"5";"35";"10323";"gm. Wyszki, gm. Bielsk Podlaski , "
"Rada Powiatu Grajewskiego";"200400";"1";"7";"4";"54";"18107";"miasto Grajewo"
"Rada Powiatu Grajewskiego";"200400";"2";"4";"3";"24";"9187";"gminy: Grajewo, Rajgród"
"Rada Powiatu Grajewskiego";"200400";"3";"6";"4";"33";"12640";"gminy: Radziłów, Wąsosz, Szczuczyn"
"Rada Powiatu Hajnowskiego";"200500";"1";"8";"4";"60";"18764";"Miasto Hajnówka"
"Rada Powiatu Hajnowskiego";"200500";"2";"3";"4";"20";"7759";"gminy: Białowieża, Czyże, Hajnówka"
"Rada Powiatu Hajnowskiego";"200500";"3";"3";"2";"12";"7247";"gminy: Czeremcha, Kleszczele, Dubicze Cerkiewne"
"Rada Powiatu Hajnowskiego";"200500";"4";"3";"4";"19";"6956";"gminy: Narew, Narewka"
"Rada Powiatu Kolneńskiego";"200600";"1";"5";"7";"69";"8820";"miasto Kolno"
"Rada Powiatu Kolneńskiego";"200600";"2";"4";"6";"43";"8216";"gminy: Grabowo, Stawiski"
"Rada Powiatu Kolneńskiego";"200600";"3";"4";"7";"56";"6881";"gmina Kolno"
"Rada Powiatu Kolneńskiego";"200600";"4";"4";"7";"53";"8017";"gminy: Mały Płock, Turośl"
"Rada Powiatu Łomżyńskiego";"200700";"1";"3";"5";"26";"6393";"Jedwabne, Przytuły"
"Rada Powiatu Łomżyńskiego";"200700";"2";"3";"5";"27";"8209";"gmina Łomża"
"Rada Powiatu Łomżyńskiego";"200700";"3";"3";"5";"25";"7878";"Miastkowo, Śniadowo"
"Rada Powiatu Łomżyńskiego";"200700";"4";"3";"6";"30";"6776";"Nowogród, Zbójna"
"Rada Powiatu Łomżyńskiego";"200700";"5";"5";"5";"39";"11812";"Piątnica, Wizna"
"Rada Powiatu w Mońkach";"200800";"1";"4";"4";"31";"8728";"Miasto i Gmina Goniądz, Gmina Jaświły"
"Rada Powiatu w Mońkach";"200800";"2";"3";"5";"25";"6528";"Miasto i Gmina Knyszyn, Gmina Jasionówka"
"Rada Powiatu w Mońkach";"200800";"3";"4";"4";"32";"7136";"1. Gmina Krypno, 2. Gmina Trzcianne"
"Rada Powiatu w Mońkach";"200800";"4";"6";"4";"48";"12806";"Miasto i Gmina Mońki"
"Rada Powiatu Sejneńskiego";"200900";"1";"4";"6";"39";"4673";" miasto Sejny"
"Rada Powiatu Sejneńskiego";"200900";"2";"5";"6";"48";"5807";"gmina Sejny i gmina Giby"
"Rada Powiatu Sejneńskiego";"200900";"3";"3";"6";"31";"3190";"gmina Krasnopol"
"Rada Powiatu Sejneńskiego";"200900";"4";"3";"3";"12";"3591";"gmina Puńsk"
"Rada Powiatu Siemiatyckiego";"201000";"1";"6";"5";"50";"14405";"Okręg obejmuje teren miasta i gminy Drohiczyn, gminy Perlejewo, gminy Grodzisk, gminy Dziadkowice"
"Rada Powiatu Siemiatyckiego";"201000";"2";"5";"5";"45";"12491";"Okręg obejmuje teren miasta Siemiatycze."
"Rada Powiatu Siemiatyckiego";"201000";"3";"6";"5";"47";"13235";"Okręg obejmuje teren gminy Siemiatycze, gminy Nurzec Stacja, gminy Milejczyce, gminy Mielnik."
"Rada Powiatu Sokólskiego";"201100";"1";"3";"4";"21";"10436";"Gmina: Dąbrowa Białostocka"
"Rada Powiatu Sokólskiego";"201100";"2";"4";"4";"20";"12423";"Gminy: Janów, Korycin, Suchowola"
"Rada Powiatu Sokólskiego";"201100";"3";"5";"5";"30";"14897";"Gminy: Krynki, Kuźnica, Nowy Dwór, Sidra, Szudziałowo"
"Rada Powiatu Sokólskiego";"201100";"4";"7";"5";"57";"21661";"Gmina: Sokółka"
"Rada Powiatu w Suwałkach";"201200";"1";"5";"5";"38";"10426";"gminy: Raczki, Suwałki"
"Rada Powiatu w Suwałkach";"201200";"2";"3";"5";"24";"6170";"gminy: Bakałarzewo, Filipów"
"Rada Powiatu w Suwałkach";"201200";"3";"3";"5";"25";"5679";"gminy: Jeleniewo, Szypliszki"
"Rada Powiatu w Suwałkach";"201200";"4";"4";"5";"30";"6448";"gminy: Przerośl, Rutka Tartak, Wiżajny"
"Rada Powiatu Wysokomazowieckiego";"201300";"1";"3";"4";"20";"7718";"miasto Wysokie Mazowieckie"
"Rada Powiatu Wysokomazowieckiego";"201300";"2";"3";"4";"21";"7642";" Miasto i Gmina Ciechanowiec"
"Rada Powiatu Wysokomazowieckiego";"201300";"3";"3";"4";"20";"9096";"Czyżew Osada, Klukowo"
"Rada Powiatu Wysokomazowieckiego";"201300";"4";"4";"4";"30";"9238";"Szepietowo, Nowe Piekuty"
"Rada Powiatu Wysokomazowieckiego";"201300";"5";"3";"4";"19";"7742";"Sokoły, Kobylin Borzymy"
"Rada Powiatu Wysokomazowieckiego";"201300";"6";"3";"4";"20";"6958";"Kulesze Kościelne, Gmina Wysokie Mazowieckie"
"Rada Powiatu Zambrowskiego";"201400";"1";"9";"5";"80";"18476";"miasto Zambrów"
"Rada Powiatu Zambrowskiego";"201400";"2";"5";"5";"45";"10868";"gmina Zambrów, gmina Szumowo"
"Rada Powiatu Zambrowskiego";"201400";"3";"3";"3";"16";"6756";"gmina Rutki, Gmina Kołaki Kościelne"
"Rada Miejska Białegostoku";"206101";"1";"5";"5";"45";"40117";"Osiedla:, Nr   5 – Piaski, Nr   6 – Przydworcowe, Nr 16 – Bema, Nr 17 – Kawaleryjskie, Nr 18 – Nowe Miasto, "
"Rada Miejska Białegostoku";"206101";"2";"6";"5";"55";"48929";"Osiedla:, Nr   1 – Centrum, Nr   2 – Białostoczek, Nr   3 – Sienkiewicza, Nr   9 – Jaroszówka, Nr 10 – Wygoda, "
"Rada Miejska Białegostoku";"206101";"3";"5";"5";"47";"44636";"Osiedla:, Nr   4 – Bojary, Nr 11 – Piasta I, Nr 12 – Piasta II, Nr 13 – Skorupy, Nr 14 – Mickiewicza, Nr 15 – Dojlidy, Nr 28 - Dojlidy Górne, "
"Rada Miejska Białegostoku";"206101";"4";"5";"5";"47";"40283";"Osiedla:, Nr   7 – Młodych, Nr 19 – Zielone Wzgórza, Nr 20 – Starosielce, Nr 21 – Słoneczny Stok, Nr 22 – Leśna Dolina, "
"Rada Miejska Białegostoku";"206101";"5";"7";"5";"61";"54478";"Osiedla:, Nr   8 – Antoniuk, Nr 23 – Wysoki Stoczek, Nr 24 – Dziesięciny I, Nr 25 – Dziesięciny II, Nr 26 – Bacieczki, Nr 27 – Zawady, "
"Rada Miejska  Łomży";"206201";"1";"5";"7";"63";"10752";"Al. Legionów od początku do ul. Gen. Sikorskiego (od nr 1 do nr 15 i od nr 2 do nr 36a), Feliksa Bernatowicza, Boczna, Adama Chętnika, Edwarda Cibirowskiego, Długa, Dworna, Farna, Giełczyńska, Zygmunta Glogera, Górna, Grobla Jednaczewska, Jatkowa, Kanalna, Kapucyńska, Kaznodziejska, Kierzkowa, Kolegialna, Jana z Kolna, Stacha Konwy, Klasztorna, Mikołaja Kopernika, Krzywe Koło, Krótka, Łagodna, Łąkowa, 3 Maja, Marynarska, Nowa, Nadnarwiańska, Nowogrodzka (od początku do ul. Adama Chętnika-od nr 1 do nr 27a i od nr 2 do nr 44), Ogrodowa, Oś. Bohaterów Monte Casino, Piękna, Pl. Kościuszki, pl. Niepodległości, Pl. Papieża jana Pawła II, pl. Pocztowy, Pl. Stary Rynek, Pl. Zielony, Pocztarska, Polowa, Sienkiewicza, Gen. Sikorskiego od Al. Legionów do końca (od nr 239 i od nr 178), Stara Stroma, Stawowa, Szkolna, Szosa Zambrowska, Franciszka Szymańskiego, Torfowa, Wojska Polskiego (od początkudo ul. Zygmunta Glogera od nr 4 do nr 8a i od nr 11 do nr 39), Wąska, Woziwodzka, Wincentego Witosa, Wiejska, Zamiejska, Zatylna, Zawadzka (od Szosy Zambrowskiej do Gen. Sikorskiego od nr 6 do nr 42 i od nr 11a do nr 23), Zakątek, Zdrojowa, Zielona, Zjazd, Żydowska, Żwirki i Wigury."
"Rada Miejska  Łomży";"206201";"2";"5";"6";"50";"10543";"Akacjowa, Akademicka, Al. Józefa Piłsudskiego od Poznańskiej do Al. Legionów (od nr 34 do nr 88 i od nr 105 do nr 135), Bartnicza, Bawełniana, Bazowa, Beztroska, Bliska, Browarna, Brzozowa, Bukowa, Chabrowa, Ciepła, Cicha, Ciegielniana, Cisowa, Forteczna, Marii Skłodowskiej Curie, Dębowa, Romana Dmowskiego, Dobra, Fabryczna, Głogowa, Grabowa, Harcerska, Jasna, Jaworowa, Jesionowa, Jednaczewska, Jodłowa, Kaczeńców, Kaktusowa, Leona Kaliwody, Kalinowa, Kanonierska, Kanarkowa, Kasztanowa, Klonowa, Kolibrowa, Janusza Korczaka, Kraska, Kręta, Krucza, Krzywa, Księżycowa, Kurpiowska, Kwadratowa, Kwiatowa, Leszczynowa, Lesna, Lipowa, Lniarska, Łączna, Magazynowa, Makowa, Malinowa, Mała Kraska, Meblowa, Miła, Miodowa, Modrzewiowa, Nowogrodzka od Adama Chętnika do końca (od nr 29 i od nr 46) Nowoprojektowana, Waleriana Łukasińskiego, Obrońców Łomży, Opłotki, Stanisława Ogrodnika, Partyzantów, Pawia, Piaski, Piaskowa, Piwna, Podlesna, Pogodna, Polna, Poligonowa, Poprzeczna, Poznańska, Promienna, Prosta, Pułkowa, 33 Pułku Piechoty, Przemysłowa, Przyjaźni, Przytulna, Ptasia, Kazimierza Puławskiego, Radosna, Różana, Rzemieślnicza, Sczęsliwa, Gen. Sikorskiego, od początku do Al. Legionów (od nr 1 do nr 233 i od nr 2 do nr 170 C), Kpt. Franciszka Skowronka, Słowikowa, Sosnowa, Spacerowa, Spokojna, Stanisława Staszica, Studencka,  Strażacka, Strojna, Strusia, Strzelców Kurpiowskich, Szeroka, Mariana Wojciecha Śmiarowskiego, Świerkowa, Tkacka, Towarowa,  Bronisława Wesołowskiego, Wiązowa, Wesoła, Bohdana Winiarskiego, Wiśniowa, Włókiennicza, Wojska Polskiego od ul. Zygmunta Glogera do końca (od nr 10 i od nr 41), Uśmiechu, Wronia, Wyzwolenia, Zabawna, Zaciszna, Zielona, Zgody, Żabia, Żurawia, Żwirowa."
"Rada Miejska  Łomży";"206201";"3";"7";"7";"81";"16642";"Al. Legionów od Gen. Sikorskiego do końca (od nr 21 i od nr 38), Al. Józefa Piłsudskiego od Al. Legionów do Zawadzkiej (od nr 14 do nr 32 i od nr 35 do nr 103), Józefa Bema, Władysława Broniewskiego, Fryderyka Chopina, Dworcowa, Gen. Mariana Stanisława Raganowicza, Handlowa, Kamienna, Konstytucji 3 Maja, Hugona Kołłątaja, Stanisława Małachowskiego, Adama Mickiewicza, Stanisława Moniuszki, Juliana Ursyna Niemcewicza, Bolesława Prusa, Przykoszarowa, Rubinowa, Władysława Reymonta, Ks. Kardynała Wyszyńskiego, Juliusza Słowackiego, Spółdzielcza, Szafirowa, Leopolda Staffa, Szosa do Mężenina, Jędrzeja Śniadeckiego, Turkusowa,  Zawady Przedmieście, Stefana Żeromskiego."
"Rada Miejska  Łomży";"206201";"4";"6";"6";"60";"12244";"Al. Józefa Piłsudskiego od początku do ul. Zawadzkiej (od nr 1 do nr 33 i od nr 2 do nr 12), Hipokratesa, Katyńska,  Kasztelańska, Kazańska, Księcia Janusza I Kisężnej Anny, Mazowiecka, por. Łagody, Rycerska, Sybiraków, Talesa z Miletu, Zawadzka (od Gen. Sikorskiego do końca)."
"Rada Miasta Suwałki";"206301";"1";"5";"6";"55";"11661";"Ulice: Artyleryjska, Augusta II Mocnego, Augustowska, Bakałarzewska, Batalionów Chłopskich, S. Batorego, Białostocka, Bielskobialska, Bohaterów, Brylantowa, Buczka, Bulwarowa, Bursztynowa, Bydgoska, Chełmska, B.Chrobrego, Ciechanowska, Częstochowska, Czwartaków, Dubowo I, Diamentowa, Elbląska, Ełcka, Gałaja, Gdańska, Giżycka, Gołdapska, Gorzowska, Grunwaldzka, Ks. Hamerszmita, Hubala, Wł. Jagiełły, Jeleniogórska, Kaliska, Kamedulska, Katowicka, Kazimierza Wielkiego, Kielecka, Kołłątaja, Konarskiego, Konińska, Kosynierów, Koszalińska, Kościuszki, Krakowska, Krasickiego, Krośnieńska, Królowej Jadwigi, Krzemowa, B. Krzywoustego, Legnicka, Leszczyńska, Leśna, Lotnicza, Lubelska, Łanowa, Wł. Łokietka, Łomżyńska, Łódzka, Majerskiego, Mickiewicza, Mieszka I, Miodowa, Narutowicza, Nowosądecka, Ogrodowa, Olecka, Olsztyńska, Opolska, Ostrołęcka, Papiernia, Partyzantów, 23 Października, Piękna, Pilska, plac  Piłsudskiego, Piotrkowska, E. Plater, Platynowa, Płocka, Podhorskiego, Powstańców Śląskich, Powstańców Wielkopolskich, Poznańska, Przemyska, Pułaskiego (nieparzyste do nr 61 oraz parzyste do nr 52), 41 Pułku Piechoty, Radomska, Reymonta, Rubinowa, Rzemieślnicza, Rzeszowska, Saperska, Siedlecka, Sieradzka, Sikorskiego, Skierniewicka, Skłodowskiej, Słupska, Jana III Sobieskiego, Sportowa, Staszica, Suzina, Szafirowa, Szczecińska, Szpitalna (parzyste do nr 34, nieparzyste do nr 43), Szwoleżerów, B. Śmiałego, plac Świętego Krzyża, Tarnobrzeska, Tarnowska, Topazowa, Toruńska, Traktorzystów, Trzydziestolecia PRL, Turkusowa, Ułanów Grochowskich, Wałbrzyska, Wł. Warneńczyka, Warszawska, Wazów, Węgorzewska, Włocławska, Wojczyńskiego, Wojska Polskiego, Wrocławska, Zacisze, Zamojska, Zarzecze, Zastawie, Zielna, Zielonogórska, Zygmunta Augusta, Żeromskiego, Żytnia, Walerego Romana"
"Rada Miasta Suwałki";"206301";"2";"6";"6";"66";"13638";"Ulice: Bielickiego, Budowlana, Chłodna, Cicha, Ciesielska, Dąbrówka, Dwernickiego, Energetyczna, Górna, Górnicza, Jasna, Klasztorna, Kolejowa, Konopnickiej, Korczaka, Kowieńska, Krótka, 1 Maja, Mała, Mechaników, Mereckiego, Miła, Młynarska, Murarska, Noniewicza, Osiedle II, Parkowa, Parowozowa, Paweckiego, Piaskowa, Polna, Północna, Przemysłowa, Przytorowa, Robotnicza, Rolnicza, Sejneńska, Sianożęć, Składowa, Słonaczna, Spacerowa, Szkolna, Utrata, Utrata Krótka, Waryńskiego, Wesoła, Wiejska, Wigierska, Wileńska, Wylotowa, Zahańcze, Zwrotnicza, Żniwna, Stanisława Staniszewskiego, Księdza Jerzego Jana Zawadzkiego, Błogosławionej Siostry Kanizji Mackiewicz"
"Rada Miasta Suwałki";"206301";"3";"6";"7";"71";"14001";"Ulice: Akacjowa, Andersa, Armii Krajowej, Białorogi - leśniczówka, Brzostowskiego, Brzozowa, Buczyńskiego, Bukowa, Cedrowa, Chabrowa, Chopina, Cisowa, Czarnoziem, Dębowa, Falka, Grabowa, Jałowcowa, Jaśminowa, Jesionowa, Jodłowa, Kalinowa, Kasztanowa, Klonowa, Leszczynowa, Lipowa, Lutostańskiego, Młynarskiego, Modrzewiowa, Moniuszki, Nowomiejska, Ogińskiego, Olszowa, Orzechowa, Papieża Jana Pawła II, Pułaskiego (parzyste od nr 54 do końca, nieparzyste od nr 63 do końca), Putry, Różana, Sosnowa, Studzieniczne, Szwajcaria, Szymanowskiego, Świerkowa, Topolowa, Wierzbowa, Wiśniowa, Wrzosowa, Prymasa Wyszyńskiego"
"Rada Miasta Suwałki";"206301";"4";"6";"6";"68";"14955";"Ulice: Antoniewicza, Daszyńskiego, Dmowskiego, Franciszkańska, Kowalskiego, Krzywólka, Legionów, 11 Listopada, Lityńskiego, Minkiewicza, Paca, Paderewskiego, Patli, Reja, Szpitalna (nieparzyste od nr 45 do końca, parzyste od nr 36 do końca), Witosa, Tysiąclecia Litwy"
"Rada Miejska w Augustowie";"200101";"1";"6";"6";"55";"7303";"Augustów, ul.:Aleja Kardynała Wyszyńskiego, Brzozowa, Bukowa, Dąbek, Deszczowa, Dębowa, Elektryczna, Grabowa, Gwiezdna, 1 Pułku Ułanów Krechowieckich, Jachtowa, Jesionowa, Jeziorna, Jodłowa, Jutrzenki, Kajakowa, Klonowa, Klonownica, Klubowa, Kolejowa, Komunalna, Leśna, Lipowa, Mgielna, Modrzewiowa, Osiedle Polanica, Pogodna, Przewięź, Robotnicza, Sajenek, Sportowa, Studzieniczna, Swoboda, Świerkowa, Tartaczna, Turystryczna, Tytoniowa, Wakacyjna, Wojciech, Wypoczynkowa, Hotelowa,  Kasztanowa, Letniskowa, Marii Konopnickiej, Sosnowa, Szpitalna, Zacisze, Zarzecze, Zdrojowa, 29 Listopada, Armii Krajowej, Filtrowa, Pamięci Narodowej, Partyzantów, Piwna, Portowa, Przemysłowa, Słodowa, Wawra K. Ramotowskiego, Legionów, Mjr. Henryka Sucharskiego, Wojciecha Korczakowskiego, Wybickiego, Śródmiescie od 1 do 19"
"Rada Miejska w Augustowie";"200101";"2";"7";"6";"63";"8440";"Augustów, ul.: Bolesława Limanowskiego, Bystra, Dolinka, Flisaków, Gajowa, Grzybowa, Jaćwieska, Lelewela, Kanałowa, Kozi Rynek, Krótka, Ludowa, Myśliwska, Pagórek, Perstuńska, Plac Ks. Bolesława Szkiłądzia, Proletariacka, Retmańska, Saperów, Sarnia, Stawy , Straży Leśnej, Śluzowa, Ustronie, Waryńskiego, Wiklinowa, Obrońców Westerplatte, Osiedlowa, Śródmieście od Nr 19a do Nr 31, Jarzębinowa, Kościelna, Licealna, Norwida, Arnikowa, Bagienna, Białostocka, Bluszczowa, Bobrowa, Chabrowa, Fabryczna, gen. Prądzyńskiego, Golfowa, Goryczkowa, Groszkowa, Grzybieniowa, Hurtowa, Joachima Chreptowicza, Kalinowa, Karola Brzostowskiego, Konwaliowa, Koński Rynek, Krecia, Kupiecka, Liliowa, Liściasta, Magazynowa, Makowa, Miętowa, Miłkowa, Miodowa, Mokra, Obuwika, Odległa, Pełnikowa, Produkcyjna, Rosiczkowa, Ruciana, Rumiankowa, Rysia, Rzemieślnicza, Sasankowa, Składowa, Słowackiego, Stokrotki, Storczykowa, Targowa, Torfowa, Transportowa, Usługowa, Warsztatowa, Widłakowa, Wspólna, Wypusty, Zawilcowa, Ziołowa, Żarnowska, 3 Maja, Gęsia, Hoża, Kilińskiego, Księdza Ściegiennego, Łabędzia, Młyńska, Ogrodowa, Rybacka, Sienkiewicza, Sybiraków"
"Rada Miejska w Augustowie";"200101";"3";"8";"6";"72";"8654";"Augustów, ul.: Borki, Cicha, Cienista, Elizy Orzeszkowej, Garncarska, Jarosława Dąbrowskiego, Kręta, Kwaśna, Marii Dąbrowskiej, Masztowa, Mostowa, Nad Nettą, Nadbrzeżna,  Nadrzeczna, Nowomiejska, Piotra Chwalczewskiego, Rondo Tuusula, Sadowa, Spacerowa, Stanisława Konarskiego, Stanisława Staszica, Ukośna, Wczasowa, Wiejska, Wierzbna, Wioślarska, Władysława Raginisa, Zakątek, Złota, Żeglarska, Żywiczna, Księdza Skorupki, Mariana A. Jonkajtysa, Rynek Zygmunta Augusta, Wojska Polskiego od 1 do 33a, Aleja Jana Pawła II, Bociania, Derak, Emilii Plater, Handlowa, Jasna, Kopernika, Kościuszki, Łanowa, Łazienna, Łąkowa, Miła, Polna, Skrajna, Słoneczna, Szkolna, Wesoła, Wilcza, Wiosenna, Wrzosowa, Zajęcza,  Zygmuntowska, Żabia, Żytnia, Agrestowa, Czereśniowa, Jabłoniowa, Jagodowa, Malinowa, Mirabelki, Morelowa, Porzeczkowa, Śliwkowa, Truskawkowa, Wiśniowa,  Bartosza Głowackiego, Bazaltowa, Biwakowa, Ciepła, Glinki, Gołębia, Granitowa, Kalmusowa, Kamienna, Krucza, Krzywa, Kwarcowa, Lasanek, Letnia, Lisia, Lniana, Łamana, Łączna, Łopianowa, Łubinowa, Marmurowa, Mazurska, Młodości, Orla, Osadowa,  Ostra, Owsiana, Pensjonatowa, Piaskowa, Plażowa, Prosta, Pszenna, Ptasia, Raczkowska, Rajgrodzka, Rajgrodzka II, Rajgrodzka III, Rzepakowa, Sitowia, Skroniowska, Słowicza, Spójna, Strusia, Ślepsk, Tatarakowa, Wapienna, Weterynaryjna, Wiewiórcza, Willowa, Zakole, Zielona, Żurawia, Żwirowa, Dworska, Kolonijna, Mickiewicza, Osadnicza, Rolna, Siewna, Włościańska, Wojska Polskiego od nr 34 do końca, Ziemiańska, Żeńców, Żniwna"
"Rada Gminy Augustów";"200102";"1";"2";"4";"6";"850";"Biernatki, Turówka, Żarnowo Drugie, Żarnowo Pierwsze, Żarnowo Trzecie  "
"Rada Gminy Augustów";"200102";"2";"2";"3";"3";"710";"Jeziorki, Rutki Nowe, Rutki Stare"
"Rada Gminy Augustów";"200102";"3";"1";"4";"4";"406";"Janówka, Posielanie"
"Rada Gminy Augustów";"200102";"4";"1";"5";"5";"385";"Mazurki, Topiłówka"
"Rada Gminy Augustów";"200102";"5";"2";"3";"5";"796";"Chomontowo, Grabowo, Grabowo Kolonie, Jabłońskie, Mikołajówek, Pruska Mała, Pruska Wielka"
"Rada Gminy Augustów";"200102";"6";"2";"4";"7";"641";"Netta Druga, Netta Folwark, Netta Pierwsza, Uścianki"
"Rada Gminy Augustów";"200102";"7";"1";"2";"2";"372";"Białobrzegi , Gliniski"
"Rada Gminy Augustów";"200102";"8";"2";"2";"4";"571";"Bór, Gabowe Grądy, Obuchowizna, Osowy Grąd, Ponizie, Promiski, Świderek"
"Rada Gminy Augustów";"200102";"9";"2";"3";"6";"583";"Czarnucha, Góry, Kolnica, Kolnica BSD, Komaszówka, Rzepiski, Twardy Róg"
"Rada Gminy Bargłów Kościelny";"200103";"1";"4";"3";"6";"1100";"Bargłów Dworny, Bargłów Kościelny, Nowiny Bargłowskie"
"Rada Gminy Bargłów Kościelny";"200103";"2";"1";"1";"1";"268";"Kamionka Nowa, Kamionka Stara"
"Rada Gminy Bargłów Kościelny";"200103";"3";"1";"2";"2";"344";"Brzozówka, Górskie"
"Rada Gminy Bargłów Kościelny";"200103";"4";"1";"1";"1";"305";"Bargłówka, Komorniki, Pieńki"
"Rada Gminy Bargłów Kościelny";"200103";"5";"1";"1";"1";"342";"Kukowo, Reszki, Łabętnik"
"Rada Gminy Bargłów Kościelny";"200103";"6";"1";"1";"1";"300";"Pomiany, Popowo"
"Rada Gminy Bargłów Kościelny";"200103";"7";"1";"2";"2";"217";"Żrobki, Judziki, Rumiejki"
"Rada Gminy Bargłów Kościelny";"200103";"8";"1";"1";"1";"294";"Solistówka, Barszcze"
"Rada Gminy Bargłów Kościelny";"200103";"9";"1";"1";"1";"351";"Dreństwo, Kroszewo"
"Rada Gminy Bargłów Kościelny";"200103";"10";"1";"2";"2";"376";"Bułkowizna, Kroszówka, Pruska"
"Rada Gminy Bargłów Kościelny";"200103";"11";"1";"2";"2";"299";"Wólka Karwowska, Tajno Podjeziorne"
"Rada Gminy Bargłów Kościelny";"200103";"12";"1";"2";"2";"406";"Tajenko, Tajno Stare, Tajno Łanowe"
"Rada Miejska w Lipsku";"200104";"1";"1";"2";"2";"253";"Stary Rogożyn, Nowy Rogożyn, Rogożynek, Jałowo"
"Rada Miejska w Lipsku";"200104";"2";"1";"3";"3";"304";"Dulkowszczyzna, Kurianka"
"Rada Miejska w Lipsku";"200104";"3";"1";"3";"3";"350";"Kolonie Lipsk, Skieblewo, Żabickie"
"Rada Miejska w Lipsku";"200104";"4";"1";"4";"4";"354";"Wyżarne, Krasne, Podwołkuszne, Jasinowo, Nowy Lipsk"
"Rada Miejska w Lipsku";"200104";"5";"1";"4";"4";"296";"Lubinowo, Wołkusz, Nowe Leśne Bohatery, Stare Leśne Bohatery, Starożyńce"
"Rada Miejska w Lipsku";"200104";"6";"1";"2";"2";"342";"Bartniki, Kopczany"
"Rada Miejska w Lipsku";"200104";"7";"1";"4";"4";"354";"Lichosielce, Rakowicze, Lipszczany, Dolinczany"
"Rada Miejska w Lipsku";"200104";"8";"1";"3";"3";"311";"Siółko, Jaczniki, Rygałówka"
"Rada Miejska w Lipsku";"200104";"9";"1";"3";"3";"330";"Lipsk, ul: Dolna, Górna, Krótka, Saperów, Szkolna, Żłobikowskiego, Słoneczna"
"Rada Miejska w Lipsku";"200104";"10";"1";"3";"3";"270";"Lipsk, ul: Nowodworska bloki: 1, 3, 5, 7, Nowodworska 4, Rynek"
"Rada Miejska w Lipsku";"200104";"11";"1";"3";"3";"300";"Lipsk, ul: Nowodworska bloki: 9, 11, 13, 15, 17, 19, 21, 23, 25, 27"
"Rada Miejska w Lipsku";"200104";"12";"1";"5";"5";"263";"Lipsk, ul: Grodzieńska, Kasztanowa, Miejska, Zamiejska, Ogrodowa, Rzemieślnicza, Stolarska"
"Rada Miejska w Lipsku";"200104";"13";"1";"6";"6";"340";"Lipsk, ul. Pusta, Jaśminowa"
"Rada Miejska w Lipsku";"200104";"14";"1";"5";"5";"339";"Lipsk, ul: Batorego, Br. Jermakowicza, Leśna, Lipowa, Wesoła, Zacisze"
"Rada Miejska w Lipsku";"200104";"15";"1";"4";"4";"280";"Lipsk, ul: Kościelna, Zakościelna, Aleja 400-lecia, Cicha, Rybacka"
"Rada Gminy Nowinka";"200105";"1";"2";"3";"6";"257";"Nowinka"
"Rada Gminy Nowinka";"200105";"2";"1";"3";"3";"141";"Gatne Pierwsze, Gatne Drugie"
"Rada Gminy Nowinka";"200105";"3";"1";"3";"3";"197";"Sokolne, Szczeberka, Józefowo"
