"Electoral institution";"Teritorial code";"Constituency no";"Mandates quantity";"Committees quantity";"Candidates quantity";"Electorals quantity";"Constituency boundaries"
"Rada Powiatu w Ełku";"280500";"1";"4";"5";"39";"14437";"Baranki, Bp. Edwarda Samsela, Brata Jana Jakubczaka, Ciepła, Cmentarna, Marii Dąbrowskiej, Dębowa, Dojazdowa, Garbarska, Grajewska, Handlowa, Intermat, Jagodowa, Jana Pawła II, Jasna, Jesienna, Jeziorna, J. Kilińskiego, J. Kochanowskiego, Kolejowa, Konwaliowa, Mikołaja Kopernika, Matki Teresy z Kalkuty, J. Korsaka, Koszykowa, Krótka, Krzemowa, Krzywa, Kwiatowa, Leśna, Letnia, Letniskowa, Lekarska, Lipowa, Malinowa, Mariampolska, Jana Matejki, Witolda Maternika, Miedziana, Zofii Nałkowskiej, Cypriana Kamila Norwida, Okrężna, Parkowa, Piękna, Emilii Plater, Pogodna, Księdza Jerzego Popiełuszki, Poziomkowa, Bolesława Prusa, Przytorowa, Mikołaja Reja, Robotnicza, Rumiankowa, Sasankowa, Sosnowa, Spacerowa, Stalowa, Skórzana, Strefowa, Świerkowa, Św. Jana Bosko, Św. Ojca Pio, Św. Wojciecha, Św. Maksymiliana Marii Kolbe, Św. Dominika Savio, Św. Franciszka, Św. Rafała Kalinowskiego, Szpitalna, Targowa, Towarowa, Melchiora Wańkowicza, Wczasowa, Wrzosowa, Wielkanocna, Wiosenna, Stanisława Wyspiańskiego, Kard. S. Wyszyńskiego, Gabrieli Zapolskiej, Złota, Zimowa, Żelazna"
"Rada Powiatu w Ełku";"280500";"2";"3";"5";"29";"9665";"Augustowska, K. A. Bahrkego, Generała Józefa Bema, gen. Bora Komorowskiego, Władysława Broniewskiego, Brzozowa, Bursztynowa, M. C. Skłodowskiej, mjr H. Dobrzańskiego, Dolna, gen. Stefana Grota-Roweckiego, Jaćwingów, Kolonia, Konieczki, Janusza Korczaka, Krakowska, Ignacego Kraszewskiego, Lazurowa, Lwowska, Łąkowa, Ignacego Łukasiewicza, I. Malmeda, Mazurska, Miodowa, Nadrzeczna, Nektarowa, Ogrodowa, Generała Leopolda Okulickiego, Owocowa, Majora Jana Piwnika Ponurego, Generała Zygmunta Podhorskiego, Podmiejska, Poprzeczna, Powstańców Śląskich, Przemysłowa, Rzemieślnicza, Sadowa, Sezamkowa, H. Sienkiewicza, generała Władysława Sikorskiego, Słoneczna, Sportowa, Stanisława Staszica, mjr Henryka Sucharskiego, Suwalska, Śląska, Tęczowa, R. Traugutta, Warmińska, Wąski Tor, Wileńska nr 1, 3, 5, W. Witosa, Zielona"
"Rada Powiatu w Ełku";"280500";"3";"3";"5";"30";"10545";"Adama Asnyka, Aleja 1000-lecia, Aleja Lubelska, Krzysztofa Kamila Baczyńskiego, Jana Brzechwy, Cicha, Czarna, Danusi, Jana Długosza, Grodzieńska, Grunwaldzka, W. Jagiełły, Jagienki, Juranda, M. Kajki, Kąpielowa, T. Kościuszki, Królowej Jadwigi, Książąt Mazowieckich, Księcia Witolda, Księżnej Anny, 11-go Listopada, Maćka z Bogdańca, Nadjeziorna, Plac Katedralny, Pomorska, K. Pułaskiego, Roosevelta, Szosa Obwodowa, prof. Władysława Szafera, Juliana Tuwima, Warszawska, Wileńska bez nr 1, 3, 5, Wojska Polskiego, Zamkowa, Zawiszy, Zbyszka z Bogdańca"
"Rada Powiatu w Ełku";"280500";"4";"3";"5";"29";"11213";"Armii Krajowej, F. Chopina, J. Dąbrowskiego, Gdańska, Gustawa Gizewiusza, M. Konopnickiej, Magazynowa, 3-go Maja, J. i H. Małeckich, A. Mickiewicza, St. Moniuszki, E. Orzeszkowej, Marszałka Józefa Piłsudskiego, J. Słowackiego, Szkolna, Stary Rynek, Porucznika Władysława Świackiego „Sępa”, Toruńska, Wawelska, S. Żeromskiego"
"Rada Powiatu w Ełku";"280500";"5";"4";"6";"42";"11410";"Gminy: Ełk, Stare Juchy"
"Rada Powiatu w Ełku";"280500";"6";"4";"5";"34";"11344";"Gminy: Kalinowo, Prostki"
"Rada Powiatu w Giżycku";"280600";"1";"9";"7";"104";"24228";"Miasto Giżycko"
"Rada Powiatu w Giżycku";"280600";"2";"4";"7";"44";"11278";"Gmina Giżycko, Miasto i Gmina Ryn"
"Rada Powiatu w Giżycku";"280600";"3";"4";"7";"41";"11079";"Gmina Kruklanki, Gmina Miłki, Gmina Wydminy"
"Rada Powiatu Iławskiego";"280700";"1";"8";"5";"73";"26865";"m.Iława"
"Rada Powiatu Iławskiego";"280700";"2";"7";"7";"75";"24809";"m.Lubawa, gm.Lubawa, gm.Iława"
"Rada Powiatu Iławskiego";"280700";"3";"6";"6";"59";"20776";"mig.Kisielice, mig.Susz, mig.Zalewo"
"Rada Powiatu w Kętrzynie";"280800";"1";"8";"8";"109";"23695";"Miasto Kętrzyn"
"Rada Powiatu w Kętrzynie";"280800";"2";"3";"8";"43";"8544";"Gmina Korsze"
"Rada Powiatu w Kętrzynie";"280800";"3";"5";"8";"76";"13581";"Gminy: Reszel i Kętrzyn"
"Rada Powiatu w Kętrzynie";"280800";"4";"3";"8";"47";"8995";"Gminy: Barciany i Srokowo"
"Rada Powiatu Lidzbarskiego";"280900";"1";"6";"6";"61";"13460";"280901 m.Lidzbark Warmiński"
"Rada Powiatu Lidzbarskiego";"280900";"2";"4";"6";"45";"8206";"280902 gm.Kiwity, 280903 gm.Lidzbark Warmiński"
"Rada Powiatu Lidzbarskiego";"280900";"3";"7";"7";"79";"13231";"280904 gm. Lubomino, 280905 gm. Orneta"
"Rada Powiatu Mrągowskiego";"281000";"1";"7";"7";"89";"18079";"miasto Mrągowo"
"Rada Powiatu Mrągowskiego";"281000";"2";"3";"6";"30";"6891";"Gmina Mikołajki"
"Rada Powiatu Mrągowskiego";"281000";"3";"3";"5";"28";"6253";"Gmina Piecki"
"Rada Powiatu Mrągowskiego";"281000";"4";"4";"5";"31";"9815";"Gminy: Mrągowo, Sorkwity"
"Rada Powiatu w Nidzicy";"281100";"1";"9";"6";"98";"17346";"Gmina Nidzica"
"Rada Powiatu w Nidzicy";"281100";"2";"3";"5";"26";"4959";"Gminy: Janowiec Kościelny, Janowo"
"Rada Powiatu w Nidzicy";"281100";"3";"3";"6";"27";"4874";"Gmina Kozłowo"
"Rada Powiatu w Nowym Mieście Lubawskim";"281200";"1";"4";"6";"42";"7620";"gmina Biskupiec"
"Rada Powiatu w Nowym Mieście Lubawskim";"281200";"2";"3";"6";"35";"4942";"gmina Grodziczno"
"Rada Powiatu w Nowym Mieście Lubawskim";"281200";"3";"3";"5";"29";"6947";"gmina Kurzętnik"
"Rada Powiatu w Nowym Mieście Lubawskim";"281200";"4";"3";"6";"36";"6150";"gmina Nowe Miasto Lubawskie"
"Rada Powiatu w Nowym Mieście Lubawskim";"281200";"5";"4";"5";"39";"8752";"miasto Nowe Miasto Lubawskie"
"Rada Powiatu w Olecku";"281300";"1";"6";"6";"60";"10290";"Gminy: Kowale Oleckie, Świętajno, Wieliczki"
"Rada Powiatu w Olecku";"281300";"2";"9";"6";"101";"17389";"Miasto i Gmina Olecko"
"Rada Powiatu w Olsztynie";"281400";"1";"3";"6";"33";"13102";"Gmina Barczewo"
"Rada Powiatu w Olsztynie";"281400";"2";"4";"6";"37";"15571";"Gmina Biskupiec"
"Rada Powiatu w Olsztynie";"281400";"3";"3";"6";"34";"12927";"Gmina Dobre Miasto"
"Rada Powiatu w Olsztynie";"281400";"4";"4";"6";"37";"17185";"Gminy: Dywity, Jeziorany, Kolno"
"Rada Powiatu w Olsztynie";"281400";"5";"6";"6";"52";"24307";"Gminy: Gietrzwałd, Jonkowo, Purda, Stawiguda, Świątki"
"Rada Powiatu w Olsztynie";"281400";"6";"3";"6";"32";"10854";"Gmina Olsztynek"
"Rada Powiatu w Ostródzie";"281500";"1";"7";"6";"74";"27390";"Miasto Ostróda"
"Rada Powiatu w Ostródzie";"281500";"2";"5";"5";"50";"19851";"Gmina Morąg"
"Rada Powiatu w Ostródzie";"281500";"3";"4";"5";"33";"12137";"Gmina Ostróda"
"Rada Powiatu w Ostródzie";"281500";"4";"3";"6";"31";"12029";"Gminy Miłomłyn, Grunwald, Dąbrówno"
"Rada Powiatu w Ostródzie";"281500";"5";"4";"5";"33";"13284";"Gminy Miłakowo, Łukta, Małdyty"
"Rada Powiatu Pisz";"281600";"1";"4";"7";"53";"9607";"miasto i gmina Biała Piska."
"Rada Powiatu Pisz";"281600";"2";"5";"7";"61";"14704";"miasto i gmina Orzysz, miasto i gmina Ruciane-Nida"
"Rada Powiatu Pisz";"281600";"3";"8";"8";"110";"22099";"miasto i gmina Pisz"
"Rada Powiatu w Szczytnie";"281700";"1";"7";"8";"94";"20636";"Miasto Szczytno"
"Rada Powiatu w Szczytnie";"281700";"2";"3";"8";"43";"8734";"Gmina Szczytno"
"Rada Powiatu w Szczytnie";"281700";"3";"3";"7";"35";"9617";"Miasto i Gmina Pasym, Gmina Dźwierzuty"
"Rada Powiatu w Szczytnie";"281700";"4";"3";"7";"38";"9365";"Gmina Rozogi, Gmina Świętajno"
"Rada Powiatu w Szczytnie";"281700";"5";"3";"8";"43";"7995";"Gmina Jedwabno, Gmina Wielbark"
"Rada Powiatu w Gołdapi";"281800";"1";"4";"5";"34";"5964";"Gminy: Dubeninki, Banie Mazurskie"
"Rada Powiatu w Gołdapi";"281800";"2";"7";"5";"60";"10870";"Miasto Gołdap"
"Rada Powiatu w Gołdapi";"281800";"3";"4";"5";"33";"5107";"Gmina Gołdap"
"Rada Powiatu w Węgorzewie";"281900";"1";"7";"5";"55";"9712";"Gmina Węgorzewo - teren miasta"
"Rada Powiatu w Węgorzewie";"281900";"2";"4";"5";"28";"4477";"Gmina Węgorzewo - teren wiejski"
"Rada Powiatu w Węgorzewie";"281900";"3";"4";"5";"29";"5387";"Gmina Pozezdrze, Gmina Budry"
"Rada Miejska w Elblągu";"286101";"1";"5";"7";"58";"19590";"ALEJA ODRODZENIA, ARMII LUDOWEJ, BROWARNA od 27 do 94, BRZESKA, PUŁKOWNIKA STANISŁAWA DĄBKA od 37 do 111 (nieparzyste), DZIAŁDOWSKA, ELEKTRYCZNA, GRAŻYNY, HELSKA, MACIEJA KALENKIEWICZA, MARCINA KASPRZAKA, KRAKUSA, KS. ANDRZEJA KLIMUSZKI, LUBRANIECKA, ŁUBINOWA, JANA MATEJKI, MAZURSKA, OBROŃCOW POKOJU, STEFANA OKRZEI, LEOPOLDA OKULICKIEGO, PIŁAWSKA, PŁOCKA, PODGÓRNA, POKORNA, POPRZECZNA, PORTOWA, PSZENICZNA, TADEUSZA RECHNIEWSKIEGO, ROBOTNICZA od 142 do końca (parzyste), ROBOTNICZA od 107 do końca (nieparzyste), RODZINY NALAZKÓW, RYPIŃSKA, RZEPAKOWA, SŁONECZNIKOWA, STEFANA BATOREGO, SZARYCH SZEREGÓW, TOPOLOWA, WIEJSKA, ŻYTNIA"
"Rada Miejska w Elblągu";"286101";"2";"5";"8";"65";"20953";"ALEJA JANA PAWŁA II, ALEJA JÓZEFA PIŁSUDSKIEGO, KRZYSZTOFA KAMILA BACZYŃSKIEGO, BARTNICZA, MAURYCEGO BENIOWSKIEGO, BOHATERÓW WESTERPLATTE, BOLESŁAWA KRZYWOUSTEGO, TADEUSZA BOYA ŻELEŃSKIEGO, WŁADYSŁAWA BRONIEWSKIEGO, JANA BRZECHWY, BUKOWA, CISOWA, CZĘSTOCHOWSKA, ANTONIEGO CZUCHNOWSKIEGO, PUŁKOWNIKA STANISŁAWA DĄBKA od 113 do końca (nieparzyste), PUŁKOWNIKA STANISŁAWA DĄBKA od 132 do końca (parzyste), DRUSKIENICKA, DWORKOWA, JULIANA FAŁATA od 30 do końca, FORMIERZY, FROMBORSKA, GDYŃSKA, GŁOGOWA, POLI GOJAWICZYŃSKIEJ, GRABOWA, GRODZIEŃSKA, HODOWLANA, IŁAWSKA, JAROSŁAWA IWASZKIEWICZA, JAGODOWA, JANA III SOBIESKIEGO, JARZĘBINOWA, JAWOROWA, JELENIA DOLINA, JEMIOŁOWA, JESIONOWA, JODŁOWA, MICHAŁA KAJKI, KALINOWA, KALISKA, KAMIENNA, JANA KASPROWICZA, KASZUBSKA, KATOWICKA, PIOTRA KŁOCZOWSKIEGO, MARII KONOPNICKIEJ, JANUSZA KORCZAKA, TADEUSZA KOŚCIUSZKI od 140 do końca (parzyste), KOWIEŃSKA, KRAKOWSKA, KRÓLEWIECKA od 162 do końca (parzyste), KRÓLEWIECKA od 191 do końca (nieparzyste), LEONA KRUCZKOWSKIEGO, ALEKSANDRA KRZYŻANOWSKIEGO, EUGENIUSZA KWIATKOWSKIEGO, LEGIONÓW, LESZCZYNOWA, STANISŁAWA LESZCZYŃSKIEGO, BOLESŁAWA LEŚMIANA, LEŚNA, LIPOWA, LUBARTOWSKA, LUBELSKA, LWOWSKA, WŁADYSŁAWA ŁOKIETKA, ŁOWICKA, WALERIANA ŁUKASIŃSKIEGO, KORNELA MAKUSZYŃSKIEGO, MARYMONCKA, METALOWCÓW, MIESZKA I, MODLIŃSKA, MODRZEWIOWA, JANA MYLIUSA, ZOFII NAŁKOWSKIEJ, GABRIELA NARUTOWICZA, JULIANA URSYNA NIEMCEWICZA, NIEPODLEGŁOŚCI, NOWOGRÓDZKA, ODLEWNIKÓW, OGÓLNA, OKRĘŻNA, OLCHOWA, WŁADYSŁAWA ORKANA, ORZECHOWA, OSIEDLE MARYNARZY, OSTRÓDZKA, IGNACEGO PADEREWSKIEGO, PAWIA, PIŃSKA, POMORSKA, JANINY PORAZIŃSKIEJ, HALINY POŚWIATOWSKIEJ, POZNAŃSKA, STANISŁAWA PRZYBYSZEWSKIEGO, MICHAŁA ROSNOWSKIEGO, RUMIANKOWA, LUCJANA RYDLA, SARNIA, WŁADYSŁAWA SIKORSKIEGO, SKIERNIEWICKA, SMOLNA, SOSNOWA, SPOŁECZNA, LEOPOLDA STAFFA, STAWOWA, STRUMYKOWA, MAJORA HENRYKA SUCHARSKIEGO, STANISŁAWA SULIMY, SUWALSKA, WŁADYSŁAWA SYROKOMLI, SZCZECIŃSKA, SZCZYGLA, JANA SZUCHA, ŚWIERKOWA, TARNOPOLSKA, TARNOWSKA, TURBINOWCÓW, JULIANA TUWIMA, LUDWIKA WARYŃSKIEGO, WĘGROWSKA, WIĄZOWA, WILCZA, WILEŃSKA, WINNICKA, WIŚLICKA, STANISŁAWA WITKIEWICZA, WINCENTEGO WITOSA, WRZOSOWA, ZAKĄTEK, ZAKOPIAŃSKA, ŻYRARDOWSKA"
"Rada Miejska w Elblągu";"286101";"3";"5";"9";"69";"19610";"AGRYKOLA, HENRYKA BARONA, JANA BAŻYŃSKIEGO, GENERAŁA JÓZEFA BEMA od początku do 40 (parzyste), GENERAŁA JÓZEFA BEMA od początku do 59 (nieparzyste), BOLESŁAWA CHROBREGO, BOSMAŃSKA, BOŻEGO CIAŁA, BROWARNA od 95 do końca, BROWARNA od początku do 26, BRZOZOWA, BYDGOSKA, FRYDERYKA CHOPINA, CICHA, MARII CURIE-SKŁODOWSKIEJ, IGNACEGO DASZYŃSKIEGO, PUŁKOWNIKA STANISŁAWA DĄBKA od 32 do 130 (parzyste), DOLNA, DONIMIRSKICH, DZIAŁKOWA, JULIANA FAŁATA od początku do 29, GÓRNOŚLĄSKA, GRUDZIĄDZKA, GWIEZDNA, JAŚMINOWA, STEFANA KIEDRZYŃSKIEGO, MIKOŁAJA KOPERNIKA, TADEUSZA KOŚCIUSZKI od początku do 138 (parzyste), TADEUSZA KOŚCIUSZKI od początku do końca (nieparzyste), KRÓLEWIECKA od 74 do 160 (parzyste), KRÓLEWIECKA od 79 do 189 (nieparzyste), KRUCZA, KWIATOWA, LUDWIKA MIEROSŁAWSKIEGO, STANISŁAWA MONIUSZKI, NISKA, CYPRIANA KAMILA NORWIDA, OLIWSKA, ORĘŻNA, ELIZY ORZESZKOWEJ, OWOCOWA, PIECHOTY, WAWRZYŃCA PILGRIMA, PIONIERSKA, PŁYWACKA, ADAMA PRÓCHNIKA, GENERAŁA KAZIMIERZA PUŁASKIEGO, ROBOTNICZA od początku do 105 (nieparzyste), ROBOTNICZA od początku do 140 (parzyste), RÓŻANA, HENRYKA SIENKIEWICZA, SKWER JANKA KRASICKIEGO, SKWER OFIAR SPRAWY ELBLĄSKIEJ, SOKOLA, SOWIA, SPACEROWA, SZTUMSKA, KAROLA SZYMANOWSKIEGO, ŚLEPA, TCZEWSKA, TORUŃSKA, UROCZA, WŁADYSLAWA IV, WSPÓLNA, ŻEGLARSKA, ŻURAWIA"
"Rada Miejska w Elblągu";"286101";"4";"5";"7";"57";"19156";"1 MAJA, 12 LUTEGO, 3 MAJA, ALEJA ARMII KRAJOWEJ, ALEJA GRUNWALDZKA od początku do 4 (parzyste), ALEJA GRUNWALDZKA od początku do 57 (nieparzyste), ALEJA TYSIĄCLECIA, MICHAŁA BAŁUCKIEGO, BEDNARSKA, BULWAR ZYGMUNTA AUGUSTA, CHMURNA, CZERWONEGO KRZYŻA, PUŁKOWNIKA STANISŁAWA DĄBKA od początku do 30 (parzyste), PUŁKOWNIKA STANISŁAWA DĄBKA od początku do 35 (nieparzyste), KAPITANA DIACZENKI, DRZEWNA, FRETA, GARBARY, GARNCARSKA, GDAŃSKA, GIEŁDOWA, GIERMKÓW, GIMNAZJALNA, ZBYSZKA GODLEWSKIEGO, GOŁĘBIA, GROBLA ŚWIĘTEGO JERZEGO, GROCHOWSKA, GENERAŁA GROTA ROWECKIEGO, HETMAŃSKA od początku do 29 (nieparzyste), HETMAŃSKA od początku do 34 (parzyste), JANOWSKA, KAROWA, KLASZTORNA, KOSYNIERÓW GDYŃSKICH, KOTWICZA, KOWALSKA, KRĘGIELNA, KRÓLEWIECKA od początku do 72 (parzyste), KRÓLEWIECKA od początku do 77 (nieparzyste), KRÓTKA, KSIĘDZA PIOTRA ŚCIEGIENNEGO, KSIĘDZA WACŁAWA OSIŃSKIEGO, KUMIELI, KUPIECKA, KUŚNIERSKA, LESZNO, ŁĄCZNOŚCI, MĄCZNA, MENNICZA, MOSTOWA, NEONOWA, HENRYKA NITSCHMANNA, NIZINNA, NOWODWORSKA, NOWOWIEJSKA, OBOŹNA, ODZIEŻOWA, ORLA, OSTROŁĘCKA, JANA HENRYKA PESTALOZZIEGO, PLAC GRUNWALDZKI, PLAC KAZIMIERZA JAGIELLOŃCZYKA, PLAC KONSTYTUCJI, PLAC SŁOWIAŃSKI, PLAC SOLIDARNOŚCI, PLAC WOLNOŚCI, POCZTOWA, POLDEROWA, POLNA, POWSTAŃCÓW WARSZAWSKICH, PROWIANTOWA, PRZY BRAMIE TARGOWEJ, PRZYMURZE, RADOMSKA, RATUSZOWA, RONDO COMPIEGNE, RYBACKA, RYCERSKA, RZEMIEŚLNICZA, RZEŹNICKA, SKWER FERDYNANDA SCHICHAUA, SKWER MARIANA SAWICZA, SKWER WALDEMARA REBININA, SŁONECZNA, SŁUŻEBNA, STARY RYNEK, STAWIDŁOWA, FRANCISZKA STEFCZYKA, STOCZNIOWA, STRAŻNICZA, ANDRZEJA STRUGA, STUDZIENNA, SUKIENNICZA, SZAŃCOWA, SZKOLNA, SZPITALNA, ŚCIEŻKA KOŚCIELNA, ŚLUSARSKA, ŚWIĘTEGO DUCHA, TAMKA, TARTACZNA, TEATRALNA, TRASA UNII EUROPEJSKIEJ, ROMUALDA TRAUGUTTA, TRYBUNALSKA, WAŁOWA, WAPIENNA, WARSZAWSKA, WIDOK, WIEŻOWA, WIGILIJNA, WINNA, WODNA, WYBRZEŻE GDAŃSKIE, STANISŁAWA WYSPIAŃSKIEGO, ZACISZE, WOJCIECHA ZAJCHOWSKIEGO, ZAMKOWA, ZIELONA, ZWIĄZKU JASZCZURCZEGO, ŻUŁAWSKA"
"Rada Miejska w Elblągu";"286101";"5";"5";"9";"67";"19984";"AKACJOWA, ALEJA GRUNWALDZKA od 59 do końca (nieparzyste), ALEJA GRUNWALDZKA od 6 do końca (parzyste), ARTYLERYJSKA, ADAMA ASNYKA, AUGUSTOWSKA, GENERAŁA JÓZEFA BEMA od 42 do końca (parzyste), GENERAŁA JÓZEFA BEMA od 61 do końca (nieparzyste), BESKIDZKA, BOCIANIA, BOHATERÓW MONTE CASSINO, BRANIEWSKA, BRATERSTWA BRONI, BYTOMSKA, JÓZEFA CHEŁMOŃSKIEGO, CHOCIMSKA, STEFANA CZARNIECKIEGO, CZERNIAKOWSKA, CZOŁGISTÓW, DALEKA, GENERAŁA JAROSŁAWA DĄBROWSKIEGO, DĘBOWA, DOJAZDOWA, DRUSKA, FABRYCZNA, MIKOŁAJA FIRLEJA, FLISAKÓW, ALEKSANDRA FREDRY, KONSTANTEGO ILDEFONSA GAŁCZYŃSKIEGO, GARNIZONOWA, ARTURA GROTTGERA, HETMAŃSKA od 36 do końca (parzyste), HETMAŃSKA od 31 do końca (nieparzyste), HUZARSKA, LUDWIKA IDZIKOWSKIEGO, JASNA, JUNAKÓW, KARTUSKA, KASZTANOWA, KIELECKA, JANA KILIŃSKIEGO, KLONOWA, KMICICA, JANA KOCHANOWSKIEGO, KOLEJOWA, JANA AMOSA KOMEŃSKIEGO, WOJCIECHA KOSSAKA, IGNACEGO KRASZEWSKIEGO, LIDZBARSKA, LOTNICZA, ŁĘCZYCKA, ŁOMŻYŃSKA, ŁÓDZKA, MALBORSKA, ADAMA MICKIEWICZA, ROMUALDA MIELCZARSKIEGO, GUSTAWA MORCINKA, MORSZYŃSKA, NARCIARSKA, NATOLIŃSKA, NIBORSKA, OGRODOWA, OKÓLNIK, OLKUSKA, OLSZTYŃSKA, OPOLSKA, PABIANICKA, PANIEŃSKA, PASŁĘCKA, PERYFERYJNA, PIASKOWA, PIOTRKOWSKA, PLAC DWORCOWY, PŁOŃSKA, PODCHORĄŻYCH, BOLESŁAWA PRUSA, PRZYJAŹNI, PUŁTUSKA, RAWSKA, MIKOŁAJA REJA, WŁADYSŁAWA REYMONTA, RONDO KALININGRAD, RYBNA, RZEPICHY, SADOWA, SAPERÓW, SIEDLECKA, SKRZYDLATA, JULIUSZA SŁOWACKIEGO, SOCHACZEWSKA, SOPOCKA, SZWOLEŻERÓW, ŚWIĘTEGO FLORIANA, UŁAŃSKA, WARMIŃSKA, WIERZBOWA, WILLOWA, WOJSKA POLSKIEGO, WSCHODNIA, LEONA WYCZÓŁKOWSKIEGO, WYŻYNNA, ZAGŁOBY, ZAGONOWA, STEFANA ŻEROMSKIEGO"
"Rada Miasta Olsztyn";"286201";"1";"5";"8";"65";"28909";"Osiedla: Redykajny, Gutkowo, Nad Jeziorem Długim, Likusy, Dajtki, Grunwaldzkie, Podgrodzie, Brzeziny, Kortowo."
"Rada Miasta Olsztyn";"286201";"2";"7";"9";"87";"36383";"Osiedla: Wojska Polskiego, Podleśna, Zatorze, Zielona Górka, Kętrzyńskiego, Pojezierze."
"Rada Miasta Olsztyn";"286201";"3";"6";"9";"81";"34580";"Osiedla: Śródmieście, Kościuszki, Kormoran, Nagórki, Mazurskie."
"Rada Miasta Olsztyn";"286201";"4";"7";"9";"86";"34794";"Osiedla: Jaroty, Pieczewo, Generałów."
"Rada Miasta Bartoszyce";"280101";"1";"7";"7";"79";"6802";"ulice: Akacjowa, Asnyka, Boh. Monte Cassino, Boh. Warszawy, Brzeszczyńskiego, Brzozowa, Cicha, Curie-Skłodowskiej, Cynkowa, Dębowa, Drzewna, Emilii Plater, Generała Bema (strona nieparzysta od nr 1 do nr 27 i strona parzysta od nr 2 do nr 12), Generała Pułaskiego, Grota – Roweckiego, Hubalczyków, Jaśminowa, Jeziorna,  Kajki, Kalinowa, Kazimierza Jagiellończyka, Kętrzyńska, Kilińskiego, Kolejowa, Konopnickiej, Kopernika, Kościuszki, Kowali, Kwiatowa, Leśna, Limanowskiego, Lipowa, 11 Listopada, Marksa, Mazurska, Młynarska, Ofiar Oświęcimia, Ojca Kolbego, Okrzei,  Orzeszkowej, Paderewskiego (strona nieparzysta od nr 1 do nr 25 i strona parzysta od nr 2 do 16),  Pawła Strzeleckiego, PCK, Pieniężnego, Piłsudskiego, Poprzeczna, Przemysłowa, Robotnicza, Romera, Rynkowa, Rzeźników, Sadowa, Słoneczna, Sosnowa, Starzyńskiego,  Strefowa, Szewców,  Topolowa,  Traugutta, Turkowskiego, Wańkowicza, Warmińska, Witosa, Wrzosowa, Wybrzeża, Zielona, plac: Boh. Westerplatte, Dworcowy, Konstytucji 3 Maja, Wolności, Zwycięstwa"
"Rada Miasta Bartoszyce";"280101";"2";"7";"7";"74";"6372";"ulice: Generała Andersa,  Hetmana Gosiewskiego, Jarosława Dąbrowskiego, Korczaka, Krótka, Księcia Poniatowskiego, Mickiewicza, Mierosławskiego, Nad Łyną, Ogrodowa, Paderewskiego (strona nieparzysta od nr 27 do końca i strona parzysta od nr 18, 18a do końca), Słowackiego, Struga, Tartaczna, Warszawska, Wojska Polskiego, Wyspiańskiego, Zakole, "
